id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,play_sound
event_doutsiders_05_e_1,40006,event_doutsiders_05_e,Speech,jackal,jackal,Locale_SubScenario:event_doutsiders_05_e_1,True,jackal,2,crazy,ElevatorOut,5,S_20,0.5,bgm_floraltribute,,,,,,,,,,,
event_doutsiders_05_e_2,40006,event_doutsiders_05_e,Speech,viper,viper,Locale_SubScenario:event_doutsiders_05_e_2,True,,2,crazy,,S_20,1,2.0,,viper,12,angry,crow,15,idle,,,,,
event_doutsiders_05_e_3,40006,event_doutsiders_05_e,Speech,viper,viper,Locale_SubScenario:event_doutsiders_05_e_3,True,,2,crazy,,1,1,1.0,,,12,angry,,15,idle,,,,,
event_doutsiders_05_e_4,40006,event_doutsiders_05_e,Self,viper,Self,Locale_SubScenario:event_doutsiders_05_e_4,False,,2,crazy,,1,1,1.0,,,12,angry,,15,idle,,,,,
event_doutsiders_05_e_5,40006,event_doutsiders_05_e,Speech,viper,viper,Locale_SubScenario:event_doutsiders_05_e_5,True,,2,crazy,,1,120,2.0,,,12,idle,,15,idle,,,,,
event_doutsiders_05_e_6,40006,event_doutsiders_05_e,Self,viper,Self,Locale_SubScenario:event_doutsiders_05_e_6,False,,2,idle,,120,120,1.0,,,12,idle,,15,idle,,,,,
event_doutsiders_05_e_7,40006,event_doutsiders_05_e,Speech,viper,viper,Locale_SubScenario:event_doutsiders_05_e_7,True,,2,idle,,120,120,1.0,,,12,angry,,15,idle,,,,,
event_doutsiders_05_e_8,40006,event_doutsiders_05_e,Speech,viper,viper,Locale_SubScenario:event_doutsiders_05_e_8,True,,2,idle,,120,120,1.0,,,12,angry,,15,idle,,,,,
event_doutsiders_05_e_9,40006,event_doutsiders_05_e,Self,viper,Self,Locale_SubScenario:event_doutsiders_05_e_9,False,,2,idle,,120,120,1.0,,,12,angry,,15,idle,,,,,
event_doutsiders_05_e_10,40006,event_doutsiders_05_e,Self,viper,Self,Locale_SubScenario:event_doutsiders_05_e_10,False,,2,idle,,120,120,1.0,,,12,angry,,15,idle,,,,,
event_doutsiders_05_e_11,40006,event_doutsiders_05_e,Speech,viper,viper,Locale_SubScenario:event_doutsiders_05_e_11,True,,2,idle,,120,120,1.0,,,12,angry,,15,idle,,,,,
event_doutsiders_05_e_12,40006,event_doutsiders_05_e,Speech,viper,viper,Locale_SubScenario:event_doutsiders_05_e_12,False,,2,idle,,120,120,1.0,,,12,angry,,15,idle,,,,,
event_doutsiders_05_e_13,40006,event_doutsiders_05_e,Speech,viper,viper,Locale_SubScenario:event_doutsiders_05_e_13,True,,2,idle,,120,1200,2.0,,,12,delight,,15,idle,,,,,
event_doutsiders_05_e_14,40006,event_doutsiders_05_e,Speech,viper,viper,Locale_SubScenario:event_doutsiders_05_e_14,True,,2,idle,,1200,1200,1.0,,,12,delight,,15,idle,,,,,
event_doutsiders_05_e_15,40006,event_doutsiders_05_e,Monologue,viper,Monologue,Locale_SubScenario:event_doutsiders_05_e_15,False,,2,idle,,black,black,1.0,,,12,idle,,15,idle,,,,,
event_doutsiders_05_e_16,40006,event_doutsiders_05_e,Speech,viper,viper,Locale_SubScenario:event_doutsiders_05_e_16,False,,2,idle,,1200,120,2.0,,,12,idle,,15,idle,,,,,
event_doutsiders_05_e_17,40006,event_doutsiders_05_e,Speech,viper,viper,Locale_SubScenario:event_doutsiders_05_e_17,True,,2,idle,,120,120,1.0,,,12,shy,,15,idle,,,,,
event_doutsiders_05_e_18,40006,event_doutsiders_05_e,Choice,viper,,Locale_SubScenario:event_doutsiders_05_e_18,False,,2,idle,,120,120,1.0,,,12,shy,,15,idle,event_doutsiders_05_e_20,,,,
event_doutsiders_05_e_19,40006,event_doutsiders_05_e,Choice,viper,,Locale_SubScenario:event_doutsiders_05_e_19,False,,2,idle,,120,120,1.0,,,12,shy,,15,idle,event_doutsiders_05_e_22,,,,
event_doutsiders_05_e_20,40006,event_doutsiders_05_e,Speech,viper,viper,Locale_SubScenario:event_doutsiders_05_e_20,True,,2,idle,,120,120,1.0,,,12,delight,,15,idle,,,,,
event_doutsiders_05_e_21,40006,event_doutsiders_05_e,Speech,viper,viper,Locale_SubScenario:event_doutsiders_05_e_21,True,,2,idle,,120,120,1.0,,,12,delight,,15,idle,event_doutsiders_05_e_25,,,,
event_doutsiders_05_e_22,40006,event_doutsiders_05_e,Speech,viper,viper,Locale_SubScenario:event_doutsiders_05_e_22,True,,2,idle,,120,120,1.0,,,12,shy,,15,idle,,,,,
event_doutsiders_05_e_23,40006,event_doutsiders_05_e,Speech,viper,viper,Locale_SubScenario:event_doutsiders_05_e_23,True,,2,idle,,120,120,1.0,,,12,shy,,15,idle,,,,,
event_doutsiders_05_e_24,40006,event_doutsiders_05_e,Speech,viper,viper,Locale_SubScenario:event_doutsiders_05_e_24,True,,2,idle,,120,120,1.0,,,12,delight,,15,idle,,,,,
event_doutsiders_05_e_25,40006,event_doutsiders_05_e,Speech,crow,crow,Locale_SubScenario:event_doutsiders_05_e_25,True,,2,idle,,150,150,1.0,,,12,idle,,15,idle,,,,,
event_doutsiders_05_e_26,40006,event_doutsiders_05_e,Speech,crow,crow,Locale_SubScenario:event_doutsiders_05_e_26,True,,2,idle,,150,150,1.0,,,12,idle,,15,idle,,,,,
event_doutsiders_05_e_27,40006,event_doutsiders_05_e,Self,crow,Self,Locale_SubScenario:event_doutsiders_05_e_27,False,,2,idle,,150,150,1.0,,,12,idle,,15,idle,,,,,
event_doutsiders_05_e_28,40006,event_doutsiders_05_e,Speech,crow,crow,Locale_SubScenario:event_doutsiders_05_e_28,True,,2,idle,,150,150,1.0,,,12,idle,,15,idle,,,,,
event_doutsiders_05_e_29,40006,event_doutsiders_05_e,Self,crow,Self,Locale_SubScenario:event_doutsiders_05_e_29,False,,2,idle,,150,150,1.0,,,12,idle,,15,idle,,,,,
event_doutsiders_05_e_30,40006,event_doutsiders_05_e,Speech,crow,crow,Locale_SubScenario:event_doutsiders_05_e_30,True,,2,idle,,150,150,1.0,,,12,idle,,15,surprise,,,,,
event_doutsiders_05_e_31,40006,event_doutsiders_05_e,Speech,crow,crow,Locale_SubScenario:event_doutsiders_05_e_31,True,,2,idle,,150,150,1.0,,,12,idle,,15,surprise,,,,,
event_doutsiders_05_e_32,40006,event_doutsiders_05_e,Self,crow,Self,Locale_SubScenario:event_doutsiders_05_e_32,False,,2,idle,,150,150,1.0,,,12,idle,,15,surprise,,,,,
event_doutsiders_05_e_33,40006,event_doutsiders_05_e,Speech,crow,crow,Locale_SubScenario:event_doutsiders_05_e_33,True,,2,idle,,150,150,1.0,,,12,idle,,15,smile,,,,,
event_doutsiders_05_e_34,40006,event_doutsiders_05_e,Speech,crow,crow,Locale_SubScenario:event_doutsiders_05_e_34,True,,2,idle,,150,150,1.0,,,12,idle,,15,smile,,joseph,18,sad,
event_doutsiders_05_e_35,40006,event_doutsiders_05_e,Speech,crow,crow,Locale_SubScenario:event_doutsiders_05_e_35,True,,2,idle,,150,180,2.0,,,12,idle,,15,smile,,,18,sad,
