id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_contents_dungeon_run_05_1,81701,d_contents_dungeon_run_05,Narration,Locale_SubScenario:d_contents_dungeon_run_05_1,False,DragonCastleIn,black,black,1.0,none,,,,,,,,
d_contents_dungeon_run_05_2,81701,d_contents_dungeon_run_05,Narration,Locale_SubScenario:d_contents_dungeon_run_05_2,False,,black,black,1.0,,,,,,,,,
d_contents_dungeon_run_05_3,81701,d_contents_dungeon_run_05,Narration,Locale_SubScenario:d_contents_dungeon_run_05_3,False,,black,black,1.0,,,,,,,,,
d_contents_dungeon_run_05_4,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_4,True,,2,L_20,0.5,bgm_story_tepidappleade,maiden_w,maiden_w,maiden_w,2,idle,,,
d_contents_dungeon_run_05_5,81701,d_contents_dungeon_run_05,Self,Locale_SubScenario:d_contents_dungeon_run_05_5,False,,L_20,L_20,1.0,,maiden_w,,,2,idle,,,
d_contents_dungeon_run_05_6,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_6,True,,L_20,L_20,1.0,,maiden_w,maiden_w,,2,idle,,,
d_contents_dungeon_run_05_7,81701,d_contents_dungeon_run_05,Self,Locale_SubScenario:d_contents_dungeon_run_05_7,False,,L_20,L_20,1.0,,maiden_w,,,2,idle,,,
d_contents_dungeon_run_05_8,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_8,True,,L_20,L_20,1.0,,maiden_w,maiden_w,,2,idle,,,
d_contents_dungeon_run_05_9,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_9,True,,L_20,L_20,1.0,,maiden_w,maiden_w,,2,idle,,,
d_contents_dungeon_run_05_10,81701,d_contents_dungeon_run_05,Speech,Locale_SubScenario:d_contents_dungeon_run_05_10,True,,L_20,L_20,1.0,,maiden_w,maiden_w,,2,idle,,,
