id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/2/hide_char_id
event_miraclesnow1_06_e_1,40003,event_miraclesnow1_06_e,Monologue,Locale_SubScenario:event_miraclesnow1_06_e_1,False,rupee_w,1,think,anne,3,think,massproduction01,5,idle,Park_n,50,50,1.0,none,,,
event_miraclesnow1_06_e_2,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_2,False,,1,think,,3,think,,5,idle,,50,50,1.0,,massproduction01,massproduction01,
event_miraclesnow1_06_e_3,40003,event_miraclesnow1_06_e,Monologue,Locale_SubScenario:event_miraclesnow1_06_e_3,False,,1,think,,3,think,,5,idle,,50,500,1.0,bgm_story_inwonderland,,,
event_miraclesnow1_06_e_4,40003,event_miraclesnow1_06_e,Monologue,Locale_SubScenario:event_miraclesnow1_06_e_4,False,,1,think,,3,think,,5,idle,,500,500,1.0,,,,
event_miraclesnow1_06_e_5,40003,event_miraclesnow1_06_e,Monologue,Locale_SubScenario:event_miraclesnow1_06_e_5,False,,1,think,,3,think,,5,idle,,500,500,1.0,,,,
event_miraclesnow1_06_e_6,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_6,False,,1,think,,3,think,,5,idle,,31,31,1.0,,anne,anne,massproduction01
event_miraclesnow1_06_e_7,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_7,False,,1,think,,3,think,,,,,31,31,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_8,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_8,True,,1,think,,3,idle,,,,,31,31,1.0,,anne,anne,
event_miraclesnow1_06_e_9,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_9,True,,1,think,,3,idle,,,,,31,31,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_10,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_10,True,,1,think,,3,idle,,,,,31,31,1.0,,anne,anne,
event_miraclesnow1_06_e_11,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_11,True,,1,idle_02,,3,idle,,,,,31,31,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_12,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_12,False,,1,idle_02,,3,think,,,,,31,31,1.0,,anne,anne,
event_miraclesnow1_06_e_13,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_13,True,,1,idle_02,,3,think,,,,,31,31,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_14,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_14,True,,1,idle_02,,3,think,,,,,31,31,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_15,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_15,True,,1,idle_02,,3,think,,,,,31,31,1.0,,anne,anne,
event_miraclesnow1_06_e_16,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_16,True,,1,surprise,,3,think,,,,,31,31,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_17,40003,event_miraclesnow1_06_e,Self,Locale_SubScenario:event_miraclesnow1_06_e_17,False,,1,surprise,,3,think,,,,,31,31,1.0,,,,
event_miraclesnow1_06_e_18,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_18,True,,1,surprise,,3,think,,,,,31,31,1.0,,anne,anne,
event_miraclesnow1_06_e_19,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_19,False,,1,surprise,,3,think,,,,,31,1,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_20,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_20,True,,1,sad,,3,think,,,,,1,1,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_21,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_21,True,,1,idle_02,,3,think,,,,,1,L_10,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_22,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_22,True,,1,idle_02,,3,surprise,,,,,XS_30,XS_30,1.0,,anne,anne,
event_miraclesnow1_06_e_23,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_23,True,,1,idle_02,,3,surprise,,,,,L_10,L_10,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_24,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_24,True,,1,idle_02,,3,surprise,,,,,XS_30,XS_30,1.0,,anne,anne,
event_miraclesnow1_06_e_25,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_25,True,,1,idle_02,,3,surprise,,,,,L_10,L_10,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_26,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_26,True,,1,idle_02,,3,surprise,,,,,L_10,L_10,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_27,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_27,False,,1,idle_02,,3,think,,,,,XS_30,XS_30,1.0,,anne,anne,
event_miraclesnow1_06_e_28,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_28,True,,1,idle_02,,3,think,,,,,L_10,L_10,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_29,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_29,True,,1,think,,3,think,,,,,L_10,L_100,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_30,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_30,True,,1,think,,3,think,,,,,L_100,L_100,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_31,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_31,True,,1,think,,3,think,,,,,L_100,L_100,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_32,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_32,True,,1,think,,3,think,,,,,L_100,L_100,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_33,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_33,True,,1,think,,3,surprise,,,,,XS_300,XS_300,1.0,,anne,anne,
event_miraclesnow1_06_e_34,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_34,True,,1,idle_02,,3,surprise,,,,,L_100,L_100,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_35,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_35,True,,1,idle_02,,3,think,,,,,XS_300,XS_300,1.0,,anne,anne,
event_miraclesnow1_06_e_36,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_36,True,,1,idle_02,,3,think,,,,,XS_300,31,1.0,,rupee_w,rupee,
event_miraclesnow1_06_e_37,40003,event_miraclesnow1_06_e,Speech,Locale_SubScenario:event_miraclesnow1_06_e_37,True,,1,idle_02,,3,think,,,,,31,31,1.0,,anne,anne,
