id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_goldencoinrush2_05_e_1,40049,event_goldencoinrush2_05_e,Monologue,Locale_MainScenario:event_goldencoinrush2_05_e_1,False,Hotel,7,3,1.0,bgm_story_inwonderland,,,,,,,,
event_goldencoinrush2_05_e_2,40049,event_goldencoinrush2_05_e,Monologue,Locale_MainScenario:event_goldencoinrush2_05_e_2,False,,3,3,1.0,,,,,,,,,
event_goldencoinrush2_05_e_3,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_3,True,,3,S_30,1.0,,soda_b,soda_b,soda_b,3,delight,alice_b,1,idle
event_goldencoinrush2_05_e_4,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_4,True,,S_30,S_30,1.0,,soda_b,soda_b,,3,idle,,1,idle
event_goldencoinrush2_05_e_5,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_5,True,,S_30,XS_10,1.0,,alice_b,alice_b,,3,idle,,1,delight
event_goldencoinrush2_05_e_6,40049,event_goldencoinrush2_05_e,Monologue,Locale_MainScenario:event_goldencoinrush2_05_e_6,False,,XS_10,XS_10,1.0,,alice_b,,,3,idle,,1,delight
event_goldencoinrush2_05_e_7,40049,event_goldencoinrush2_05_e,Monologue,Locale_MainScenario:event_goldencoinrush2_05_e_7,False,,XS_10,2,1.0,,alice_b,,,3,idle,,1,delight
event_goldencoinrush2_05_e_8,40049,event_goldencoinrush2_05_e,Monologue,Locale_MainScenario:event_goldencoinrush2_05_e_8,False,,2,2,1.0,,alice_b,,,3,idle,,1,delight
event_goldencoinrush2_05_e_9,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_9,True,,2,2,1.0,,alice_b,alice_b,,3,idle,,1,idle
event_goldencoinrush2_05_e_10,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_10,True,,2,2,1.0,,alice_b,alice_b,,3,idle,,1,idle
event_goldencoinrush2_05_e_11,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_11,True,,2,2,1.0,,soda_b,soda_b,,3,idle,,1,idle
event_goldencoinrush2_05_e_12,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_12,True,,2,2,1.0,,soda_b,soda_b,,3,sad,,1,idle
event_goldencoinrush2_05_e_13,40049,event_goldencoinrush2_05_e,Self,Locale_MainScenario:event_goldencoinrush2_05_e_13,False,,2,2,1.0,,soda_b,,,3,sad,,1,idle
event_goldencoinrush2_05_e_14,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_14,True,,2,2,1.0,,soda_b,soda_b,,3,idle,,1,idle
event_goldencoinrush2_05_e_15,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_15,True,,2,2,1.0,,soda_b,soda_b,,3,idle,,1,idle
event_goldencoinrush2_05_e_16,40049,event_goldencoinrush2_05_e,Speech,Locale_MainScenario:event_goldencoinrush2_05_e_16,True,,2,2,1.0,,alice_b,alice_b,,3,idle,,1,delight
