id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
event_newflavor_intermission_01_1,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_1,True,bready,2,no,crust,12,sad,Park_n,1,1,1.0,none
event_newflavor_intermission_01_2,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_2,True,,2,no,,12,sad,,1,1,1.0,
event_newflavor_intermission_01_3,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_3,True,,2,no,,12,sad,,1,1,1.0,
event_newflavor_intermission_01_4,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_4,True,,2,no,,12,sad,,1,1,1.0,
event_newflavor_intermission_01_5,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_5,True,,2,no,,12,sad,,1,1,1.0,
event_newflavor_intermission_01_6,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_6,True,,2,no,,12,think,,1,1,1.0,
event_newflavor_intermission_01_7,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_7,True,,2,no,,12,sad,,1,1,1.0,
event_newflavor_intermission_01_8,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_8,True,,2,no,,12,sad,,1,1,1.0,
event_newflavor_intermission_01_9,40073,event_newflavor_intermission,Self,crust,,Locale_SubScenario:event_newflavor_intermission_01_9,False,,2,no,,12,sad,,1,1,1.0,
event_newflavor_intermission_01_10,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_10,True,,2,no,,12,sad,,1,S_20,1.3,
event_newflavor_intermission_01_11,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_11,True,,2,no,,12,sad,,S_20,S_20,1.0,
event_newflavor_intermission_01_12,40073,event_newflavor_intermission,Self,bready,,Locale_SubScenario:event_newflavor_intermission_01_12,False,,2,no,,12,sad,,S_20,S_20,1.0,
event_newflavor_intermission_01_13,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_13,True,,2,no,,12,sad,,S_20,S_20,1.0,bgm_story_weare
event_newflavor_intermission_01_14,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_14,True,,2,no,,12,sad,,S_20,S_20,1.0,
event_newflavor_intermission_01_15,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_15,True,,2,no,,12,sad,,S_20,S_20,1.0,
event_newflavor_intermission_01_16,40073,event_newflavor_intermission,Self,bready,,Locale_SubScenario:event_newflavor_intermission_01_16,False,,2,no,,12,sad,,S_20,S_20,1.0,
event_newflavor_intermission_01_17,40073,event_newflavor_intermission,Self,bready,,Locale_SubScenario:event_newflavor_intermission_01_17,False,,2,no,,12,sad,,S_20,S_20,1.0,
event_newflavor_intermission_01_18,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_18,True,,2,no,,12,sad,,S_20,S_20,1.0,
event_newflavor_intermission_01_19,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_19,True,,2,no,,12,sad,,S_20,S_200,1.3,
event_newflavor_intermission_01_20,40073,event_newflavor_intermission,Self,bready,,Locale_SubScenario:event_newflavor_intermission_01_20,False,,2,no,,12,sad,,S_200,S_200,1.0,
event_newflavor_intermission_01_21,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_21,True,,2,no,,12,sad,,S_200,S_200,1.0,
event_newflavor_intermission_01_22,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_22,True,,2,no,,12,sad,,S_200,S_200,1.0,
event_newflavor_intermission_01_23,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_23,True,,2,no,,12,sad,,S_200,S_200,1.0,
event_newflavor_intermission_01_24,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_24,True,,2,no,,12,sad,,S_200,S_200,1.0,
event_newflavor_intermission_01_25,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_25,True,,2,no,,12,sad,,S_200,S_200,1.0,
event_newflavor_intermission_01_26,40073,event_newflavor_intermission,Self,bready,,Locale_SubScenario:event_newflavor_intermission_01_26,False,,2,no,,12,sad,,S_200,S_200,1.0,
event_newflavor_intermission_01_27,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_27,True,,2,no,,12,sad,,S_200,S_200,1.0,
event_newflavor_intermission_01_28,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_28,True,,2,no,,12,sad,,S_200,S_200,1.0,
event_newflavor_intermission_01_29,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_29,True,,2,no,,12,sad,,S_200,S_200,1.0,
event_newflavor_intermission_01_30,40073,event_newflavor_intermission,Self,bready,,Locale_SubScenario:event_newflavor_intermission_01_30,False,,2,no,,12,sad,,S_200,S_200,1.0,
event_newflavor_intermission_01_31,40073,event_newflavor_intermission,Self,bready,,Locale_SubScenario:event_newflavor_intermission_01_31,False,,2,no,,12,sad,,S_200,S_200,1.0,
event_newflavor_intermission_01_32,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_32,False,,2,no,,12,sad,,S_200,S_20,1.3,
event_newflavor_intermission_01_33,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_33,True,,2,no,,12,sad,,S_20,S_20,1.0,
event_newflavor_intermission_01_34,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_34,True,,2,no,,12,sad,,S_20,S_20,1.3,
event_newflavor_intermission_01_35,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_35,True,,2,no,,12,sad,,S_20,S_20,1.0,
event_newflavor_intermission_01_36,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_36,True,,2,no,,12,sad,,S_20,S_20,1.0,
event_newflavor_intermission_01_37,40073,event_newflavor_intermission,Self,bready,,Locale_SubScenario:event_newflavor_intermission_01_37,False,,2,no,,12,sad,,S_20,S_20,1.0,
event_newflavor_intermission_01_38,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_38,True,,2,no,,12,sad,,S_20,1,1.3,
event_newflavor_intermission_01_39,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_39,True,,2,no,,12,sad,,1,1,1.0,
event_newflavor_intermission_01_40,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_40,True,,2,no,,12,sad,,1,1,1.0,
event_newflavor_intermission_01_41,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_41,True,,2,no,,12,sad,,1,1,1.3,
event_newflavor_intermission_01_42,40073,event_newflavor_intermission,Self,crust,,Locale_SubScenario:event_newflavor_intermission_01_42,False,,2,no,,12,sad,,1,1,1.0,
event_newflavor_intermission_01_43,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_43,True,,2,no,,12,sad,,1,1,1.0,
event_newflavor_intermission_01_44,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_44,True,,2,no,,12,sad,,1,1,1.0,
event_newflavor_intermission_01_45,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_45,True,,2,no,,12,sad,,1,1,1.0,
event_newflavor_intermission_01_46,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_46,True,,2,no,,12,sad,,1,1,1.3,
event_newflavor_intermission_01_47,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_47,True,,2,delight,,12,sad,,1,S_20,1.3,
event_newflavor_intermission_01_48,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_48,True,,2,delight,,12,sad,,S_20,S_20,1.0,
event_newflavor_intermission_01_49,40073,event_newflavor_intermission,Speech,bready,bready,Locale_SubScenario:event_newflavor_intermission_01_49,True,,2,delight,,12,sad,,S_20,S_20,1.0,
event_newflavor_intermission_01_50,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_50,True,,2,delight,,12,sad,,S_20,XS_120,1.3,
event_newflavor_intermission_01_51,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_51,True,,2,delight,,12,sad,,XS_120,XS_120,1.0,
event_newflavor_intermission_01_52,40073,event_newflavor_intermission,Self,crust,,Locale_SubScenario:event_newflavor_intermission_01_52,False,,2,delight,,12,sad,,XS_120,XS_120,1.0,
event_newflavor_intermission_01_53,40073,event_newflavor_intermission,Speech,crust,crust,Locale_SubScenario:event_newflavor_intermission_01_53,False,,2,delight,,12,think,,XS_120,XS_120,1.0,
