id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_camera_shake,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,characters/7/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/6/hide_char_id,play_movie
event_boomtheghost2_06_e_1,40085,event_boomtheghost2_06_e,Monologue,Locale_MainScenario:event_boomtheghost2_06_e_1,False,elegg_s,7,think,rapi_ss,5,delight,Deck_d,black,black,1.0,bgm_frostpillar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_2,40085,event_boomtheghost2_06_e,Monologue,Locale_MainScenario:event_boomtheghost2_06_e_2,False,,7,think,,5,delight,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_3,40085,event_boomtheghost2_06_e,Monologue,Locale_MainScenario:event_boomtheghost2_06_e_3,False,,7,think,,5,delight,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_4,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_4,True,,7,think,,5,delight,,S_700,S_700,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_5,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_5,True,,7,think,,5,delight,,S_700,S_700,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_6,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_6,True,,7,think,,5,delight,,S_700,S_700,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_7,40085,event_boomtheghost2_06_e,Self,Locale_MainScenario:event_boomtheghost2_06_e_7,False,,7,think,,5,delight,,S_700,S_700,1.0,,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_8,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_8,True,,7,think,,5,delight,,S_700,S_700,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_9,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_9,True,,7,think,,5,delight,,S_700,S_700,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_10,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_10,True,,7,think,,5,delight,,S_700,S_700,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_11,40085,event_boomtheghost2_06_e,Self,Locale_MainScenario:event_boomtheghost2_06_e_11,False,,7,think,,5,delight,,S_700,S_700,1.0,,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_12,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_12,True,,7,think,,5,delight,,S_700,S_70,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_13,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_13,True,,7,think,,5,delight,,S_70,S_70,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_14,40085,event_boomtheghost2_06_e,Self,Locale_MainScenario:event_boomtheghost2_06_e_14,False,,7,think,,5,delight,,S_70,S_70,1.0,,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_15,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_15,True,,7,think,,5,delight,,S_70,S_70,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_16,40085,event_boomtheghost2_06_e,Self,Locale_MainScenario:event_boomtheghost2_06_e_16,False,,7,think,,5,delight,,S_70,S_70,1.0,,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_17,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_17,True,,7,think,,5,delight,,S_70,S_70,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_18,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_18,True,,7,think,,5,delight,,S_70,S_70,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_19,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_19,True,,7,think,,5,delight,,S_70,S_70,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_20,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_20,True,,7,think,,5,delight,,S_70,S_70,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_21,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_21,True,,7,think,,5,delight,,S_70,S_70,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_22,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_22,True,,7,think,,5,delight,,S_70,S_70,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_23,40085,event_boomtheghost2_06_e,Self,Locale_MainScenario:event_boomtheghost2_06_e_23,False,,7,think,,5,delight,,S_70,S_70,1.0,,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_24,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_24,True,,7,think,,5,delight,,S_70,S_70,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_25,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_25,True,,7,think,,5,delight,,S_70,S_70,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_26,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_26,False,,7,think,,5,delight,,S_70,S_70,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_27,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_27,True,,7,think,,5,delight,,S_70,75,1.0,,rapi_ss,rapi_ss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_28,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_28,True,,7,think,,5,delight,,75,75,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_29,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_29,True,,7,think,,5,delight,,75,75,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_30,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_30,True,,7,think,,5,delight,,75,75,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_31,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_31,False,,7,think,,5,delight,,75,7,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_32,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_32,True,,7,think,,5,delight,,7,7,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_33,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_33,True,,7,think,,5,delight,,7,S_70,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_34,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_34,True,,7,think,,5,delight,,S_70,S_70,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_35,40085,event_boomtheghost2_06_e,Self,Locale_MainScenario:event_boomtheghost2_06_e_35,False,,7,think,,5,delight,,S_70,S_70,1.0,,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_36,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_36,True,,7,surprise,,5,delight,,S_70,S_70,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_37,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_37,True,,7,surprise,,5,delight,,S_70,S_70,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_38,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_38,True,,7,surprise,,5,delight,,S_70,S_70,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_39,40085,event_boomtheghost2_06_e,Self,Locale_MainScenario:event_boomtheghost2_06_e_39,False,,7,surprise,,5,delight,,S_70,S_70,1.0,,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_40,40085,event_boomtheghost2_06_e,Self,Locale_MainScenario:event_boomtheghost2_06_e_40,False,,7,surprise,,5,delight,,S_70,S_70,1.0,,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_41,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_41,True,,7,think,,5,delight,,S_70,S_700,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_42,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_42,True,,7,think,,5,delight,,S_700,S_700,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_43,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_43,True,,7,think,,5,delight,,S_700,S_700,1.0,,elegg_s,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_44,40085,event_boomtheghost2_06_e,Self,Locale_MainScenario:event_boomtheghost2_06_e_44,False,,7,think,,5,delight,,S_700,S_700,1.0,none,elegg_s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_45,40085,event_boomtheghost2_06_e,Narration,Locale_MainScenario:event_boomtheghost2_06_e_45,False,,7,think,,5,delight,,black,black,1.0,,yan_s,,sfx_scn_heavywoodknock,black,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_boomtheghost2_06_e_46,40085,event_boomtheghost2_06_e,Monologue,Locale_MainScenario:event_boomtheghost2_06_e_46,False,,7,think,,5,delight,Corridor,black,black,1.0,,yan_s,,,,yan_s,1,sad,tove_s,13,sad,pepper_s,15,surprise,centi_s,17,idle,frima_s,19,no,,,,,,,,,,,,
event_boomtheghost2_06_e_47,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_47,True,,7,think,,5,delight,,S_100,S_10,1.0,bgm_story_spookaboo,yan_s,yan_s,,,,1,sad,,13,sad,,15,surprise,,17,idle,,19,no,,,,,,,,,,,,
event_boomtheghost2_06_e_48,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_48,True,,7,think,,5,delight,,S_10,113,1.0,,tove_s,tove_s,,,,1,sad,,13,sad,,15,surprise,,17,idle,,19,no,,,,,,,,,,,,
event_boomtheghost2_06_e_49,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_49,True,,7,think,,5,delight,,113,113,1.0,,yan_s,yan_s,,,,1,sad,,13,sad,,15,surprise,,17,idle,,19,no,,,,,,,,,,,,
event_boomtheghost2_06_e_50,40085,event_boomtheghost2_06_e,Speech,Locale_MainScenario:event_boomtheghost2_06_e_50,True,,7,think,,5,delight,,113,1517,2.0,,pepper_s,pepper_s,,,,1,sad,,13,sad,,15,surprise,,17,idle,,19,no,,,,,,,,,,,,
