id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,characters/7/hide_char_id,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_camera_shake,set_filter_01,characters/2/hide_char_id
event_ce_01_09_e_1,40009,event_ce_01_09_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_09_e_1,True,neon,8,idle,anis,6,idle,c_npc_1,12,idle,c_npc_2,14,idle,c_3,16,idle,c_2,18,idle,rapi,4,idle,GateKeeper,5,5,1.0,bgm_story_prism,,,,,,,,,,,,,,
event_ce_01_09_e_2,40009,event_ce_01_09_e,Speech,anis,anis,Locale_SubScenario:event_ce_01_09_e_2,True,,8,idle,,6,idle,,12,idle,,14,idle,,16,idle,,18,idle,,4,idle,,5,5,1.0,,,,,,,,,,,,,,,
event_ce_01_09_e_3,40009,event_ce_01_09_e,Monologue,,Monologue,Locale_SubScenario:event_ce_01_09_e_3,False,,8,idle,,6,idle,,12,idle,,14,idle,,16,idle,,18,idle,,4,idle,,5,6001,3.0,,neon,anis,c_npc_1,c_npc_2,c_3,c_2,rapi,sfx_scn_tyrantnormal,,,,,,
event_ce_01_09_e_4,40009,event_ce_01_09_e,Monologue,,Monologue,Locale_SubScenario:event_ce_01_09_e_4,False,,,,,,,,,,,,,,,,,,,,,,,6001,6001,1.0,,,,,,,,,,,,,,,
event_ce_01_09_e_5,40009,event_ce_01_09_e,Monologue,,Monologue,Locale_SubScenario:event_ce_01_09_e_5,False,,,,,,,,,,,,,,,,,,,,,,,6001,6001,1.0,,,,,,,,,,,,,,,
event_ce_01_09_e_6,40009,event_ce_01_09_e,Speech,anis,anis,Locale_SubScenario:event_ce_01_09_e_6,True,,,,,,,,,,,,,,,,,,,,,,,6001,6001,1.0,,,,,,,,,,,,,,,
event_ce_01_09_e_7,40009,event_ce_01_09_e,Narration,,Narration,Locale_SubScenario:event_ce_01_09_e_7,False,,,,,,,,,,,,,,,,,,,,,,,black,black,1.0,none,,,,,,,,sfx_scn_rapturelanding,,,,,,
event_ce_01_09_e_8,40009,event_ce_01_09_e,Monologue,,Monologue,Locale_SubScenario:event_ce_01_09_e_8,False,,,,,,,,,,,,,,,,,,,,,,CityForest_01_n,black,black,1.0,,,,,,,,,,,,,,,
event_ce_01_09_e_9,40009,event_ce_01_09_e,Speech,anis,anis,Locale_SubScenario:event_ce_01_09_e_9,True,neon,8,idle,anis,6,angry,c_npc_1,12,idle,c_npc_2,14,idle,c_3,16,idle,c_2,18,idle,rapi,4,idle,,5,5,1.0,,,,,,,,,,,,,,,
event_ce_01_09_e_10,40009,event_ce_01_09_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_09_e_10,True,,8,idle,,6,angry,,12,idle,,14,idle,,16,idle,,18,idle,,4,think,,5,5,1.0,,,,,,,,,,,,,,,
event_ce_01_09_e_11,40009,event_ce_01_09_e,Speech,anis,anis,Locale_SubScenario:event_ce_01_09_e_11,True,,8,idle,,6,void,,12,idle,,14,idle,,16,idle,,18,idle,,4,think,,5,5,1.0,,,,,,,,,,,,,,,
event_ce_01_09_e_12,40009,event_ce_01_09_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_09_e_12,True,,8,idle,,6,void,,12,idle,,14,idle,,16,idle,,18,idle,,4,idle,,5,5,1.0,,,,,,,,,,,,,,,
event_ce_01_09_e_13,40009,event_ce_01_09_e,Speech,c_1,c_1,Locale_SubScenario:event_ce_01_09_e_13,True,,8,idle,,6,idle,,12,idle,,14,idle,,16,idle,,18,idle,,4,idle,,5,3,1.0,bgm_story_impression,,,,,,,,,c_1,2,idle,,,
event_ce_01_09_e_14,40009,event_ce_01_09_e,Speech,c_npc_1,c_npc_1,Locale_SubScenario:event_ce_01_09_e_14,True,,8,idle,,6,idle,,12,idle,,14,idle,,16,idle,,18,idle,,4,idle,,3,1,0.3,,,,,,,,,,,2,idle,Low_2,,
event_ce_01_09_e_15,40009,event_ce_01_09_e,Speech,c_1,c_1,Locale_SubScenario:event_ce_01_09_e_15,True,,8,idle,,6,idle,,12,idle,,14,idle,,16,idle,,18,idle,,4,idle,,1,1,1.0,,,,,,,,,,,2,smile,,,
event_ce_01_09_e_16,40009,event_ce_01_09_e,Speech,c_npc_1,c_npc_1,Locale_SubScenario:event_ce_01_09_e_16,True,,8,idle,,6,idle,,12,smile,,14,idle,,16,idle,,18,idle,,4,idle,,1,120,0.3,,,,,,,,,,,2,smile,,,
event_ce_01_09_e_17,40009,event_ce_01_09_e,Speech,c_npc_1,c_npc_1,Locale_SubScenario:event_ce_01_09_e_17,True,,8,idle,,6,idle,,12,idle,,14,idle,,16,idle,,18,idle,,4,idle,,120,120,1.0,,,,,,,,,,,2,idle,,,
event_ce_01_09_e_18,40009,event_ce_01_09_e,Speech,c_npc_1,c_npc_1,Locale_SubScenario:event_ce_01_09_e_18,False,,8,idle,,6,idle,,12,idle,,14,idle,,16,idle,,18,idle,,4,idle,White,120,12,2.0,,,,,,,,,,,2,idle,,Blur_Low,
event_ce_01_09_e_19,40009,event_ce_01_09_e,Speech,c_npc_1,c_npc_1,Locale_SubScenario:event_ce_01_09_e_19,True,,8,idle,,6,idle,,12,surprise,,14,idle,,16,idle,,18,idle,,4,idle,,12,12,2.0,,,,,,,,,,,2,idle,,Blur_Low,
event_ce_01_09_e_20,40009,event_ce_01_09_e,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_09_e_20,True,,8,idle,,6,idle,,12,surprise,,14,idle,,16,idle,,18,no,,4,idle,,180,180,1.0,,,,,,,,,,,2,idle,,Blur_Low,
event_ce_01_09_e_21,40009,event_ce_01_09_e,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_09_e_21,True,,8,idle,,6,idle,,12,surprise,,14,surprise,,16,idle,,18,no,,4,idle,,140,140,1.0,,,,,,,,,,,2,idle,,Blur_Low,
event_ce_01_09_e_22,40009,event_ce_01_09_e,Monologue,,Monologue,Locale_SubScenario:event_ce_01_09_e_22,False,,8,idle,,6,idle,,12,surprise,,14,surprise,,16,idle,,18,idle,,4,idle,,140,14,2.0,,,,,,,,,,,2,idle,,Blur_Low,
event_ce_01_09_e_23,40009,event_ce_01_09_e,Speech,anis,anis,Locale_SubScenario:event_ce_01_09_e_23,True,,8,idle,,6,idle,,12,idle,,14,idle,,16,idle,,18,idle,,4,idle,,14,14,1.0,,,,,,,,,,,2,idle,,Blur_Low,
event_ce_01_09_e_24,40009,event_ce_01_09_e,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_09_e_24,True,,8,idle,,6,idle,,12,idle,,14,idle,,16,good,,18,idle,,4,idle,,14,15,1.0,,,,,,,,,,,2,idle,,Blur_Low,
event_ce_01_09_e_25,40009,event_ce_01_09_e,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_09_e_25,True,,8,idle,,6,idle,,12,idle,,14,idle,,16,good,,18,idle,,4,idle,,15,15,1.0,,,,,,,,,,,2,idle,,Blur_Low,
event_ce_01_09_e_26,40009,event_ce_01_09_e,Speech,c_npc_2,c_npc_2,Locale_SubScenario:event_ce_01_09_e_26,True,,8,idle,,6,idle,,12,idle,,14,smile,,16,good,,18,idle,,4,idle,,15,15,1.0,,,,,,,,,,,2,idle,,Blur_Low,
event_ce_01_09_e_27,40009,event_ce_01_09_e,Speech,c_npc_1,c_npc_1,Locale_SubScenario:event_ce_01_09_e_27,True,,8,idle,,6,idle,,12,smile,,14,smile,,16,good,,18,idle,,4,idle,,15,12,1.0,,,,,,,,,,,2,idle,,Blur_Low,
event_ce_01_09_e_28,40009,event_ce_01_09_e,Speech,c_2,c_2,Locale_SubScenario:event_ce_01_09_e_28,True,,8,idle,,6,idle,,12,smile,,14,idle,,16,good,,18,smile,,4,idle,,17,17,1.0,,,,,,,,,,,2,idle,,Blur_Low,
event_ce_01_09_e_29,40009,event_ce_01_09_e,Speech,anis,anis,Locale_SubScenario:event_ce_01_09_e_29,True,,8,idle,,6,delight,,12,idle,,14,idle,,16,good,,18,smile,,4,idle,CityForest_01_n,60,60,1.0,,,,,,,,,,,2,idle,,,
event_ce_01_09_e_30,40009,event_ce_01_09_e,Speech,anis,anis,Locale_SubScenario:event_ce_01_09_e_30,True,,8,idle,,6,delight,,12,idle,,14,idle,,16,good,,18,idle,,4,idle,,60,60,1.0,,,,,,,,,,,2,idle,,,
event_ce_01_09_e_31,40009,event_ce_01_09_e,Speech,neon,neon,Locale_SubScenario:event_ce_01_09_e_31,True,,8,delight,,6,delight,,12,idle,,14,idle,,16,good,,18,idle,,4,idle,,60,S_80,1.0,,,,,,,,,,,2,idle,,,
event_ce_01_09_e_32,40009,event_ce_01_09_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_09_e_32,False,,8,idle,,6,idle,,12,idle,,14,idle,,16,good,,18,idle,,4,think,,40,40,1.0,,,,,,,,,,,2,idle,,,
event_ce_01_09_e_33,40009,event_ce_01_09_e,Self,,Self,Locale_SubScenario:event_ce_01_09_e_33,False,,8,idle,,6,idle,,12,idle,,14,idle,,16,good,,18,idle,,4,think,,40,40,1.0,,,,,,,,,,,2,idle,,,
event_ce_01_09_e_34,40009,event_ce_01_09_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_09_e_34,False,,8,idle,,6,idle,,12,idle,,14,idle,,16,good,,18,idle,,4,idle,,40,40,1.0,,,,,,,,,,,2,idle,,,
event_ce_01_09_e_35,40009,event_ce_01_09_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_09_e_35,True,,8,idle,,6,delight,,12,idle,,14,idle,,16,good,,18,idle,,4,idle,,40,40,1.0,,,,,,,,,,,2,idle,,,
event_ce_01_09_e_36,40009,event_ce_01_09_e,Speech,c_3,c_3,Locale_SubScenario:event_ce_01_09_e_36,True,,8,idle,,6,delight,,12,idle,,14,idle,,16,good,,18,idle,,4,idle,White,160,160,1.0,,,,,,,,,,,2,idle,,Blur_Low,
event_ce_01_09_e_37,40009,event_ce_01_09_e,Self,,Self,Locale_SubScenario:event_ce_01_09_e_37,False,,8,idle,,6,idle,,12,idle,,14,idle,,16,good,,18,idle,,4,idle,,160,160,1.0,,,,,,,,,,,2,idle,,Blur_Low,
event_ce_01_09_e_38,40009,event_ce_01_09_e,Narration,,Narration,Locale_SubScenario:event_ce_01_09_e_38,False,,8,idle,,6,idle,,12,idle,,14,idle,,16,good,,18,idle,,4,idle,,160,16,2.0,,,,c_npc_1,c_npc_2,c_3,c_2,,,,2,idle,,Blur_Low,c_1
event_ce_01_09_e_39,40009,event_ce_01_09_e,Monologue,,Monologue,Locale_SubScenario:event_ce_01_09_e_39,False,,8,idle,,6,void,,,,,,,,,,,,,,4,idle,CityForest_01_n,16,16,1.0,none,,,,,,,,,,,,,,
event_ce_01_09_e_40,40009,event_ce_01_09_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_09_e_40,False,,8,idle,,6,void,,,,,,,,,,,,,,4,worry,,16,5,2.0,,,,,,,,,,,,,,,
event_ce_01_09_e_41,40009,event_ce_01_09_e,Speech,anis,anis,Locale_SubScenario:event_ce_01_09_e_41,False,,8,idle,,6,void,,,,,,,,,,,,,,4,worry,,5,5,1.0,,,,,,,,,,,,,,,
event_ce_01_09_e_42,40009,event_ce_01_09_e,Speech,neon,neon,Locale_SubScenario:event_ce_01_09_e_42,False,,8,idle,,6,void,,,,,,,,,,,,,,4,worry,,5,7,1.0,,,,,,,,,,,,,,,
event_ce_01_09_e_43,40009,event_ce_01_09_e,Speech,anis,anis,Locale_SubScenario:event_ce_01_09_e_43,True,,8,idle,,6,delight,,,,,,,,,,,,,,4,idle,,7,7,1.0,,,,,,,,,,,,,,,
event_ce_01_09_e_44,40009,event_ce_01_09_e,Speech,neon,neon,Locale_SubScenario:event_ce_01_09_e_44,True,,8,delight,,6,delight,,,,,,,,,,,,,,4,idle,,7,7,1.0,,,,,,,,,,,,,,,
event_ce_01_09_e_45,40009,event_ce_01_09_e,Self,,Self,Locale_SubScenario:event_ce_01_09_e_45,False,,8,delight,,6,idle,,,,,,,,,,,,,,4,idle,,7,5,1.0,,,,,,,,,,,,,,,
event_ce_01_09_e_46,40009,event_ce_01_09_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_09_e_46,True,,8,idle,,6,idle,,,,,,,,,,,,,,4,idle,,5,5,1.0,,,,,,,,,,,,,,,
event_ce_01_09_e_47,40009,event_ce_01_09_e,Speech,rapi,rapi,Locale_SubScenario:event_ce_01_09_e_47,True,,8,idle,,6,idle,,,,,,,,,,,,,,4,delight,,5,5,1.0,,,,,,,,,,,,,,,
