id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_nocallerid_02_s_1,40001,event_nocallerid_02_s,Speech,neon,neon,Locale_SubScenario:event_nocallerid_02_s_1,True,Desert_05,3,3,1.0,bgm_distress,,neon,3,surprise,anis,1,idle,rapi,13,idle
event_nocallerid_02_s_2,40001,event_nocallerid_02_s,Speech,anis,anis,Locale_SubScenario:event_nocallerid_02_s_2,True,,3,2,1.0,,,,3,surprise,,1,idle,,13,idle
event_nocallerid_02_s_3,40001,event_nocallerid_02_s,Speech,neon,neon,Locale_SubScenario:event_nocallerid_02_s_3,True,,2,2,1.0,,,,3,idle,,1,idle,,13,idle
event_nocallerid_02_s_4,40001,event_nocallerid_02_s,Speech,anis,anis,Locale_SubScenario:event_nocallerid_02_s_4,True,,2,2,1.0,,,,3,idle,,1,no,,13,idle
event_nocallerid_02_s_5,40001,event_nocallerid_02_s,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_02_s_5,True,,2,13,1.0,,,,3,idle,,1,no,,13,idle
event_nocallerid_02_s_6,40001,event_nocallerid_02_s,Choice,rapi,,Locale_SubScenario:event_nocallerid_02_s_6,False,,13,13,1.0,,event_nocallerid_02_s_11,,3,idle,,1,idle,,13,idle
event_nocallerid_02_s_7,40001,event_nocallerid_02_s,Choice,rapi,,Locale_SubScenario:event_nocallerid_02_s_7,False,,13,13,1.0,,event_nocallerid_02_s_8,,3,idle,,1,idle,,13,idle
event_nocallerid_02_s_8,40001,event_nocallerid_02_s,Speech,neon,neon,Locale_SubScenario:event_nocallerid_02_s_8,True,,S_30,S_30,1.0,,,,3,no,,1,idle,,13,idle
event_nocallerid_02_s_9,40001,event_nocallerid_02_s,Speech,neon,neon,Locale_SubScenario:event_nocallerid_02_s_9,True,,S_30,S_30,1.0,,,,3,no,,1,idle,,13,idle
event_nocallerid_02_s_10,40001,event_nocallerid_02_s,Self,neon,Self,Locale_SubScenario:event_nocallerid_02_s_10,False,,S_30,S_30,1.0,,,,3,no,,1,idle,,13,idle
event_nocallerid_02_s_11,40001,event_nocallerid_02_s,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_02_s_11,False,,13,13,1.0,none,,,3,idle,,1,idle,,13,think
event_nocallerid_02_s_12,40001,event_nocallerid_02_s,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_02_s_12,True,,13,130,2.0,,,,3,idle,,1,idle,,13,idle
event_nocallerid_02_s_13,40001,event_nocallerid_02_s,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_02_s_13,True,,130,130,1.0,,,,3,idle,,1,idle,,13,idle
event_nocallerid_02_s_14,40001,event_nocallerid_02_s,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_02_s_14,True,,130,130,1.0,bgm_risk,,,3,idle,,1,idle,,13,idle
event_nocallerid_02_s_15,40001,event_nocallerid_02_s,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_02_s_15,True,,130,130,1.0,,,,3,idle,,1,idle,,13,idle
event_nocallerid_02_s_16,40001,event_nocallerid_02_s,Speech,anis,anis,Locale_SubScenario:event_nocallerid_02_s_16,True,,130,10,1.0,,,,3,idle,,1,worry,,13,idle
event_nocallerid_02_s_17,40001,event_nocallerid_02_s,Speech,anis,anis,Locale_SubScenario:event_nocallerid_02_s_17,True,,10,10,1.0,,,,3,idle,,1,worry,,13,idle
event_nocallerid_02_s_18,40001,event_nocallerid_02_s,Speech,anis,anis,Locale_SubScenario:event_nocallerid_02_s_18,True,,10,10,1.0,,,,3,idle,,1,worry,,13,idle
event_nocallerid_02_s_19,40001,event_nocallerid_02_s,Speech,neon,neon,Locale_SubScenario:event_nocallerid_02_s_19,True,,10,S_30,0.7,,,,3,idle,,1,worry,,13,idle
event_nocallerid_02_s_20,40001,event_nocallerid_02_s,Speech,neon,neon,Locale_SubScenario:event_nocallerid_02_s_20,True,,S_30,S_30,1.0,,,,3,idle,,1,worry,,13,idle
event_nocallerid_02_s_21,40001,event_nocallerid_02_s,Speech,neon,neon,Locale_SubScenario:event_nocallerid_02_s_21,True,,S_30,S_30,1.0,,,,3,idle,,1,worry,,13,idle
event_nocallerid_02_s_22,40001,event_nocallerid_02_s,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_02_s_22,False,,130,130,1.0,,,,3,idle,,1,void,,13,think
event_nocallerid_02_s_23,40001,event_nocallerid_02_s,Speech,anis,anis,Locale_SubScenario:event_nocallerid_02_s_23,False,,130,10,2.0,,,,3,idle,,1,void,,13,think
event_nocallerid_02_s_24,40001,event_nocallerid_02_s,Self,anis,Self,Locale_SubScenario:event_nocallerid_02_s_24,False,,10,10,1.0,,,,3,idle,,1,void,,13,think
event_nocallerid_02_s_25,40001,event_nocallerid_02_s,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_02_s_25,False,,10,12,1.0,,,,3,idle,,1,worry,,13,think
event_nocallerid_02_s_26,40001,event_nocallerid_02_s,Speech,anis,anis,Locale_SubScenario:event_nocallerid_02_s_26,True,,12,12,1.0,,,,3,idle,,1,worry,,13,think
event_nocallerid_02_s_27,40001,event_nocallerid_02_s,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_02_s_27,True,,12,130,1.0,,,,3,idle,,1,worry,,13,idle
event_nocallerid_02_s_28,40001,event_nocallerid_02_s,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_02_s_28,True,,130,130,1.0,,,,3,idle,,1,worry,,13,idle
event_nocallerid_02_s_29,40001,event_nocallerid_02_s,Speech,rapi,rapi,Locale_SubScenario:event_nocallerid_02_s_29,True,,130,130,1.0,,,,3,idle,,1,worry,,13,think
event_nocallerid_02_s_30,40001,event_nocallerid_02_s,Speech,anis,anis,Locale_SubScenario:event_nocallerid_02_s_30,True,,10,10,1.0,,,,3,idle,,1,sad,,13,think
event_nocallerid_02_s_31,40001,event_nocallerid_02_s,Speech,anis,anis,Locale_SubScenario:event_nocallerid_02_s_31,True,,10,10,1.0,,,,3,idle,,1,worry,,13,idle
event_nocallerid_02_s_32,40001,event_nocallerid_02_s,Speech,anis,anis,Locale_SubScenario:event_nocallerid_02_s_32,True,,10,10,1.0,,,,3,idle,,1,worry,,13,idle
event_nocallerid_02_s_33,40001,event_nocallerid_02_s,Speech,neon,neon,Locale_SubScenario:event_nocallerid_02_s_33,True,,S_30,S_30,1.0,,,,3,surprise,,1,worry,,13,idle
event_nocallerid_02_s_34,40001,event_nocallerid_02_s,Speech,anis,anis,Locale_SubScenario:event_nocallerid_02_s_34,True,,S_30,2,1.0,,,,3,surprise,,1,void,,13,idle
