id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim
event_boomtheghost2_05_e_1,40085,event_boomtheghost2_05_e,Monologue,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_e_1,False,CruiseShipPool_n,black,black,1.0,bgm_intotheswarm,,,dorothy_s,1,special,rapi_ss,13,angry,,,,,,,,,
event_boomtheghost2_05_e_2,40085,event_boomtheghost2_05_e,Speech,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_e_2,True,,1300,130,1.0,,rapi_ss,,,1,special,,13,angry,,,,,,,,,
event_boomtheghost2_05_e_3,40085,event_boomtheghost2_05_e,Monologue,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_e_3,False,,130,130,1.0,,,,,1,special,,13,angry,,,,,,,,,
event_boomtheghost2_05_e_4,40085,event_boomtheghost2_05_e,Speech,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_e_4,True,,130,130,1.0,,rapi_ss,,,1,special,,13,angry,,,,,,,,,
event_boomtheghost2_05_e_5,40085,event_boomtheghost2_05_e,Speech,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_e_5,True,,130,130,1.0,,rapi_ss,,,1,special,,13,angry,,,,,,,,,
event_boomtheghost2_05_e_6,40085,event_boomtheghost2_05_e,Speech,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_e_6,True,,130,130,1.0,,rapi_ss,,,1,special,,13,angry,,,,,,,,,
event_boomtheghost2_05_e_7,40085,event_boomtheghost2_05_e,Speech,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_e_7,False,,130,113,1.0,,dorothy_s,,,1,special,,13,angry,,,,,,,,,
event_boomtheghost2_05_e_8,40085,event_boomtheghost2_05_e,Speech,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_e_8,True,,113,113,1.0,,rapi_ss,,,1,special,,13,angry,,,,,,,,,
event_boomtheghost2_05_e_9,40085,event_boomtheghost2_05_e,Speech,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_e_9,True,,113,113,1.0,,rapi_ss,,,1,special,,13,angry,,,,,,,,,
event_boomtheghost2_05_e_10,40085,event_boomtheghost2_05_e,Speech,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_e_10,True,,113,113,1.0,,rapi_ss,,,1,special,,13,angry,,,,,,,,,
event_boomtheghost2_05_e_11,40085,event_boomtheghost2_05_e,Speech,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_e_11,True,,113,113,1.0,,rapi_ss,,,1,special,,13,angry,,,,,,,,,
event_boomtheghost2_05_e_12,40085,event_boomtheghost2_05_e,Speech,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_e_12,False,,113,113,1.0,,dorothy_s,,,1,special,,13,angry,,,,,,,,,
event_boomtheghost2_05_e_13,40085,event_boomtheghost2_05_e,Speech,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_e_13,True,,113,113,1.0,,rapi_ss,,,1,special,,13,angry,,,,,,,,,
event_boomtheghost2_05_e_14,40085,event_boomtheghost2_05_e,Speech,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_e_14,True,,113,113,1.0,,dorothy_s,,,1,no,,13,angry,,,,,,,,,
event_boomtheghost2_05_e_15,40085,event_boomtheghost2_05_e,Speech,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_e_15,True,,113,113,1.0,,rapi_ss,,,1,no,,13,angry,,,,,,,,,
event_boomtheghost2_05_e_16,40085,event_boomtheghost2_05_e,Speech,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_e_16,True,,113,113,1.0,,rapi_ss,,,1,no,,13,angry,,,,,,,,,
event_boomtheghost2_05_e_17,40085,event_boomtheghost2_05_e,Speech,dorothy_s,Locale_MainScenario:event_boomtheghost2_05_e_17,False,,113,113,1.0,,dorothy_s,,,1,no,,13,angry,,,,,,,,,
event_boomtheghost2_05_e_18,40085,event_boomtheghost2_05_e,Speech,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_e_18,True,,113,113,1.0,,rapi_ss,,,1,no,,13,angry,,,,,,,,,
event_boomtheghost2_05_e_19,40085,event_boomtheghost2_05_e,Speech,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_e_19,True,,113,113,1.0,,rapi_ss,,,1,no,,13,angry,,,,,,,,,
event_boomtheghost2_05_e_20,40085,event_boomtheghost2_05_e,Speech,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_e_20,True,,113,113,1.0,,rapi_ss,,,1,no,,13,angry,,,,,,,,,
event_boomtheghost2_05_e_21,40085,event_boomtheghost2_05_e,Speech,rapi_ss,Locale_MainScenario:event_boomtheghost2_05_e_21,True,,113,113,1.0,,rapi_ss,,,1,no,,13,angry,,,,,,,,,
