id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight
event_icedragonsaga2_03_e_1,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_1,False,EventScene_icedragonsaga_08_1,1,1,1.0,event_bgm_icedragonsaga_darkness,,,,,,,
event_icedragonsaga2_03_e_2,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_2,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_3,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_3,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_4,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_4,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_5,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_5,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_6,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_6,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_7,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_7,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_8,40065,event_icedragonsaga2_03_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_e_8,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_9,40065,event_icedragonsaga2_03_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_e_9,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_10,40065,event_icedragonsaga2_03_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_e_10,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_11,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_11,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_12,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_12,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_13,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_13,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_14,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_14,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_15,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_15,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_16,40065,event_icedragonsaga2_03_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_e_16,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_17,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_17,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_18,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_18,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_19,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_19,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_20,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_20,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_21,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_21,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_22,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_22,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_23,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_23,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_24,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_24,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_25,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_25,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_26,40065,event_icedragonsaga2_03_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_e_26,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_27,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_27,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_28,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_28,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_29,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_29,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_30,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_30,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_31,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_31,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_32,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_32,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_33,40065,event_icedragonsaga2_03_e,Speech,ingrid,Locale_MainScenario:event_icedragonsaga2_03_e_33,False,,1,1,1.0,,,,,,,,
event_icedragonsaga2_03_e_34,40065,event_icedragonsaga2_03_e,Speech,guillotine_w,Locale_MainScenario:event_icedragonsaga2_03_e_34,False,,black,black,1.0,,,,,,,,
