id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_trueflavor_04_s_1,40074,event_trueflavor_04_s,Speech,tia_s,tia_s,Locale_SubScenario:event_trueflavor_04_s_1,True,Kitchen,1,1,1.0,bgm_story_sceneofmemory,,,tia_s,2,think,,crust,12,sad
event_trueflavor_04_s_2,40074,event_trueflavor_04_s,Speech,tia_s,tia_s,Locale_SubScenario:event_trueflavor_04_s_2,True,,1,1,1.0,,,,,2,think,,,12,sad
event_trueflavor_04_s_3,40074,event_trueflavor_04_s,Speech,tia_s,tia_s,Locale_SubScenario:event_trueflavor_04_s_3,True,,1,1,1.0,,,,,2,think,,,12,sad
event_trueflavor_04_s_4,40074,event_trueflavor_04_s,Speech,tia_s,tia_s,Locale_SubScenario:event_trueflavor_04_s_4,True,,1,1,1.0,,,,,2,think,,,12,sad
event_trueflavor_04_s_5,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_5,True,,1,XS_120,1.3,,,,,2,think,,,12,sad
event_trueflavor_04_s_6,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_6,True,,XS_120,XS_120,1.0,,,,,2,think,,,12,sad
event_trueflavor_04_s_7,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_7,True,,XS_120,XS_120,1.0,,,,,2,think,,,12,idle
event_trueflavor_04_s_8,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_8,True,,XS_120,XS_120,1.0,,,,,2,think,,,12,delight
event_trueflavor_04_s_9,40074,event_trueflavor_04_s,Speech,tia_s,tia_s,Locale_SubScenario:event_trueflavor_04_s_9,True,,XS_120,20,1.3,,,,,2,idle,,,12,delight
event_trueflavor_04_s_10,40074,event_trueflavor_04_s,Speech,tia_s,tia_s,Locale_SubScenario:event_trueflavor_04_s_10,True,,20,20,1.0,,,,,2,idle,,,12,delight
event_trueflavor_04_s_11,40074,event_trueflavor_04_s,Speech,tia_s,tia_s,Locale_SubScenario:event_trueflavor_04_s_11,True,,20,20,1.0,,,,,2,idle,,,12,delight
event_trueflavor_04_s_12,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_12,True,,20,1,1.3,,,,,2,idle,,,12,idle
event_trueflavor_04_s_13,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_13,True,,1,1,1.0,,,,,2,idle,,,12,idle
event_trueflavor_04_s_14,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_14,True,,1,1,1.0,,,,,2,idle,,,12,idle
event_trueflavor_04_s_15,40074,event_trueflavor_04_s,Speech,tia_s,tia_s,Locale_SubScenario:event_trueflavor_04_s_15,True,,1,1,1.0,,,,,2,idle,,,12,idle
event_trueflavor_04_s_16,40074,event_trueflavor_04_s,Speech,tia_s,tia_s,Locale_SubScenario:event_trueflavor_04_s_16,True,,1,1,1.0,,,,,2,delight,,,12,idle
event_trueflavor_04_s_17,40074,event_trueflavor_04_s,Narration,tia_s,,Locale_SubScenario:event_trueflavor_04_s_17,False,,1,1,1.0,,sfx_scn_autodooropen,,,2,delight,tia_s,,12,idle
event_trueflavor_04_s_18,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_18,False,,1,XS_120,1.3,,,,,,,,,12,idle
event_trueflavor_04_s_19,40074,event_trueflavor_04_s,Self,crust,,Locale_SubScenario:event_trueflavor_04_s_19,False,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_04_s_20,40074,event_trueflavor_04_s,Self,crust,,Locale_SubScenario:event_trueflavor_04_s_20,False,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_04_s_21,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_21,True,,XS_120,XS_1200,0.7,,,,,,,,,12,idle
event_trueflavor_04_s_22,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_22,True,,XS_1200,XS_1200,1.0,,,,,,,,,12,idle
event_trueflavor_04_s_23,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_23,True,,XS_1200,XS_1200,1.0,,,,,,,,,12,delight
event_trueflavor_04_s_24,40074,event_trueflavor_04_s,Self,crust,,Locale_SubScenario:event_trueflavor_04_s_24,False,,XS_1200,XS_1200,1.0,,,,,,,,,12,delight
event_trueflavor_04_s_25,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_25,True,,XS_1200,XS_120,1.3,,,,,,,,,12,think
event_trueflavor_04_s_26,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_26,True,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_04_s_27,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_27,True,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_04_s_28,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_28,False,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_04_s_29,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_29,True,,XS_120,XS_120,1.0,,,,,,,,,12,sad
event_trueflavor_04_s_30,40074,event_trueflavor_04_s,Self,crust,,Locale_SubScenario:event_trueflavor_04_s_30,False,,XS_120,XS_120,1.0,,,,,,,,,12,sad
event_trueflavor_04_s_31,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_31,True,,XS_120,XS_120,1.0,,,,,,,,,12,sad
event_trueflavor_04_s_32,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_32,True,,XS_120,XS_120,1.0,,,,,,,,,12,sad
event_trueflavor_04_s_33,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_33,True,,XS_120,XS_120,1.0,,,,,,,,,12,sad
event_trueflavor_04_s_34,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_34,True,,XS_120,XS_120,1.0,,,,,,,,,12,sad
event_trueflavor_04_s_35,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_35,True,,XS_120,XS_120,1.0,,,,,,,,,12,sad
event_trueflavor_04_s_36,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_36,True,,XS_120,XS_120,1.0,,,,,,,,,12,sad
event_trueflavor_04_s_37,40074,event_trueflavor_04_s,Self,crust,,Locale_SubScenario:event_trueflavor_04_s_37,False,,XS_120,XS_120,1.0,,,,,,,,,12,sad
event_trueflavor_04_s_38,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_38,True,,XS_120,XS_120,1.0,,,,,,,,,12,sad
event_trueflavor_04_s_39,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_39,True,,XS_120,XS_120,1.0,,,,,,,,,12,delight
event_trueflavor_04_s_40,40074,event_trueflavor_04_s,Self,crust,,Locale_SubScenario:event_trueflavor_04_s_40,False,,XS_120,XS_120,1.0,,,,,,,,,12,delight
event_trueflavor_04_s_41,40074,event_trueflavor_04_s,Self,crust,,Locale_SubScenario:event_trueflavor_04_s_41,False,,XS_120,XS_120,1.0,,,,,,,,,12,delight
event_trueflavor_04_s_42,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_42,False,,XS_120,XS_1200,1.3,,,,,,,,,12,think
event_trueflavor_04_s_43,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_43,True,,XS_1200,XS_1200,1.0,,,,,,,,,12,think
event_trueflavor_04_s_44,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_44,True,,XS_1200,XS_1200,1.0,,,,,,,,,12,delight
event_trueflavor_04_s_45,40074,event_trueflavor_04_s,Self,crust,,Locale_SubScenario:event_trueflavor_04_s_45,False,,XS_1200,XS_1200,1.0,,,,,,,,,12,delight
event_trueflavor_04_s_46,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_46,True,,XS_1200,XS_120,1.3,,,,,,,,,12,think
event_trueflavor_04_s_47,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_47,True,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_04_s_48,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_48,True,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_04_s_49,40074,event_trueflavor_04_s,Self,crust,,Locale_SubScenario:event_trueflavor_04_s_49,False,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_04_s_50,40074,event_trueflavor_04_s,Self,crust,,Locale_SubScenario:event_trueflavor_04_s_50,False,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_04_s_51,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_51,True,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_04_s_52,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_52,True,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_04_s_53,40074,event_trueflavor_04_s,Self,crust,,Locale_SubScenario:event_trueflavor_04_s_53,False,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_04_s_54,40074,event_trueflavor_04_s,Self,crust,,Locale_SubScenario:event_trueflavor_04_s_54,False,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_04_s_55,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_55,True,,XS_120,XS_120,1.0,,,,,,,,,12,think
event_trueflavor_04_s_56,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_56,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_04_s_57,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_57,True,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_04_s_58,40074,event_trueflavor_04_s,Self,crust,,Locale_SubScenario:event_trueflavor_04_s_58,False,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_04_s_59,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_59,True,,XS_120,XS_1200,1.3,,,,,,,,,12,idle
event_trueflavor_04_s_60,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_60,True,,XS_1200,XS_1200,1.0,,,,,,,,,12,delight
event_trueflavor_04_s_61,40074,event_trueflavor_04_s,Self,crust,,Locale_SubScenario:event_trueflavor_04_s_61,False,,XS_1200,XS_1200,1.0,,,,,,,,,12,delight
event_trueflavor_04_s_62,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_62,True,,XS_1200,XS_1200,1.0,,,,,,,,,12,delight
event_trueflavor_04_s_63,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_63,True,,XS_1200,XS_1200,1.0,,,,,,,,,12,delight
event_trueflavor_04_s_64,40074,event_trueflavor_04_s,Self,crust,,Locale_SubScenario:event_trueflavor_04_s_64,False,,XS_1200,XS_1200,1.0,,,,,,,,,12,delight
event_trueflavor_04_s_65,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_65,True,,XS_1200,XS_120,1.3,,,,,,,,,12,idle
event_trueflavor_04_s_66,40074,event_trueflavor_04_s,Self,crust,,Locale_SubScenario:event_trueflavor_04_s_66,False,,XS_120,XS_120,1.0,,,,,,,,,12,idle
event_trueflavor_04_s_67,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_67,True,,XS_120,XS_120,1.0,,,,,,,,,12,delight
event_trueflavor_04_s_68,40074,event_trueflavor_04_s,Narration,crust,,Locale_SubScenario:event_trueflavor_04_s_68,False,,black,black,1.0,none,,black,,,,,,12,idle
event_trueflavor_04_s_69,40074,event_trueflavor_04_s,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_s_69,True,,black,black,1.0,,,,,,,,,12,idle
event_trueflavor_04_s_70,40074,event_trueflavor_04_s,Narration,crust,,Locale_SubScenario:event_trueflavor_04_s_70,False,,black,black,1.0,bgm_story_cottoncandy,sfx_scn_soup,,,,,,,12,idle
