id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,speaker,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim
d_contents_dungeon_run_02_1,81701,d_contents_dungeon_run_02,Narration,Locale_SubScenario:d_contents_dungeon_run_02_1,False,DragonCastleIn,black,black,1.0,none,,,,,,,,,,,,,,,,
d_contents_dungeon_run_02_2,81701,d_contents_dungeon_run_02,Narration,Locale_SubScenario:d_contents_dungeon_run_02_2,False,,black,black,1.0,,,,,,,,,,,,,,,,,
d_contents_dungeon_run_02_3,81701,d_contents_dungeon_run_02,Narration,Locale_SubScenario:d_contents_dungeon_run_02_3,False,,black,black,1.0,,vesti_c,12,idle,volume_c,2,idle,,,,,,,,,,
d_contents_dungeon_run_02_4,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_4,True,,1,1,1.0,bgm_story_tepidappleade,,12,idle,,2,idle,vesti_c,vesti_c,,,,,,,,
d_contents_dungeon_run_02_5,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_5,True,,1,1,1.0,,,12,idle,,2,idle,vesti_c,vesti_c,,,,,,,,
d_contents_dungeon_run_02_6,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_6,True,,1,1,1.0,,,12,idle,,2,idle,volume_c,volume_c,,,,,,,,
d_contents_dungeon_run_02_7,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_7,True,,1,1,1.0,,,12,idle,,2,idle,vesti_c,vesti_c,,,,,,,,
d_contents_dungeon_run_02_8,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_8,True,,1,1,1.0,,,12,idle,,2,idle,volume_c,volume_c,,,,,,,,
d_contents_dungeon_run_02_9,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_9,True,,1,1,1.0,,,12,idle,,2,idle,volume_c,volume_c,,,,,,,,
d_contents_dungeon_run_02_10,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_10,True,,1,1,1.0,,,12,idle,,2,idle,vesti_c,vesti_c,,,,,,,,
d_contents_dungeon_run_02_11,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_11,True,,1,1,1.0,,,12,idle,,2,delight,volume_c,volume_c,,,,,,,,
d_contents_dungeon_run_02_12,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_12,True,,1,1,1.0,,,12,idle,,2,delight,vesti_c,vesti_c,,,,,,,,
d_contents_dungeon_run_02_13,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_13,True,,1,1,1.0,,,12,idle,,2,idle,volume_c,volume_c,,,,,,,,
d_contents_dungeon_run_02_14,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_14,True,,1,12,1.0,,,12,shy,,2,idle,vesti_c,vesti_c,,,,,,,,
d_contents_dungeon_run_02_15,81701,d_contents_dungeon_run_02,Narration,Locale_SubScenario:d_contents_dungeon_run_02_15,False,,12,12,1.0,,,12,shy,,2,idle,vesti_c,,sfx_scn_swallow,,,,,,,
d_contents_dungeon_run_02_16,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_16,True,,12,12,1.0,,,12,idle,,2,idle,vesti_c,vesti_c,,,,,,,,
d_contents_dungeon_run_02_17,81701,d_contents_dungeon_run_02,Narration,Locale_SubScenario:d_contents_dungeon_run_02_17,False,,12,12,1.0,,,12,idle,,2,idle,vesti_c,,sfx_scn_swallow,,,,,,,
d_contents_dungeon_run_02_18,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_18,True,,12,12,1.0,,,12,idle,,2,idle,vesti_c,vesti_c,,,,,,,,
d_contents_dungeon_run_02_19,81701,d_contents_dungeon_run_02,Narration,Locale_SubScenario:d_contents_dungeon_run_02_19,False,,12,12,1.0,,,12,idle,,2,idle,vesti_c,,sfx_scn_swallow,,,,,,,
d_contents_dungeon_run_02_20,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_20,True,,12,XS_1200,0.5,,,12,delight,,2,idle,vesti_c,vesti_c,,,,,,,,
d_contents_dungeon_run_02_21,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_21,True,,XS_1200,14,1.0,,,12,delight,,2,idle,guillotine_w_no,guillotine_w_no,,guillotine_w_no,14,no,,,,
d_contents_dungeon_run_02_22,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_22,True,,S_20,S_20,1.0,,,12,delight,,2,idle,volume_c,volume_c,,,14,no,,,,
d_contents_dungeon_run_02_23,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_23,True,,14,14,1.0,,,12,delight,,2,idle,guillotine_w_no,guillotine_w_no,,,14,no,,,,
d_contents_dungeon_run_02_24,81701,d_contents_dungeon_run_02,Narration,Locale_SubScenario:d_contents_dungeon_run_02_24,False,,14,14,1.0,,,12,delight,,2,idle,guillotine_w_no,,sfx_scn_swallow,,14,no,,,,
d_contents_dungeon_run_02_25,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_25,True,,14,14,1.0,,,12,delight,,2,idle,guillotine_w_no,guillotine_w_no,,,14,idle,,,,
d_contents_dungeon_run_02_26,81701,d_contents_dungeon_run_02,Narration,Locale_SubScenario:d_contents_dungeon_run_02_26,False,,14,14,1.0,,,12,delight,,2,idle,guillotine_w_no,,sfx_scn_swallow,,14,idle,,,,
d_contents_dungeon_run_02_27,81701,d_contents_dungeon_run_02,Speech,Locale_SubScenario:d_contents_dungeon_run_02_27,False,,14,14,1.0,,,12,delight,,2,idle,guillotine_w_no,guillotine_w_no,,,14,idle,,,,
