id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,play_sound,jump_target,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,set_camera_shake
event_nyanyaparadise_03_s_1,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_1,True,nero,3,idle,ruru,1,idle,Drain,L_30,L_30,1.0,bgm_story_orangepop,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_2,40022,event_nyanyaparadise_03_s,Self,,,Locale_SubScenario:event_nyanyaparadise_03_s_2,False,,3,idle,,1,idle,,L_30,L_30,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_3,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_3,True,,3,idle,,1,idle,,L_30,L_30,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_4,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_4,True,,3,idle,,1,idle,,L_30,L_30,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_5,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_5,True,,3,idle,,1,idle,,L_30,L_30,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_6,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_6,True,,3,idle,,1,special,,L_30,31,2.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_7,40022,event_nyanyaparadise_03_s,Self,,,Locale_SubScenario:event_nyanyaparadise_03_s_7,False,,3,idle,,1,special,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_8,40022,event_nyanyaparadise_03_s,Speech,ruru,ruru,Locale_SubScenario:event_nyanyaparadise_03_s_8,False,,3,idle,,1,special,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_9,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_9,True,,3,idle,,1,special,,31,31,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_10,40022,event_nyanyaparadise_03_s,Self,,,Locale_SubScenario:event_nyanyaparadise_03_s_10,False,,3,idle,,1,special,SchoolCorridor,L_300,L_300,1.0,none,black,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_11,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_11,True,,3,idle,,1,special,,L_300,L_300,1.0,,,,,,,,,,,,,,,,,,,,,
event_nyanyaparadise_03_s_12,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_12,True,,3,idle,,1,special,,L_300,L_300,1.0,event_bgm_bwparadise,,biscuit,5,idle,leona,7,idle,,,,,,,,,,,,,
event_nyanyaparadise_03_s_13,40022,event_nyanyaparadise_03_s,Speech,puppies,puppies,Locale_SubScenario:event_nyanyaparadise_03_s_13,True,,3,idle,,1,special,,XS_90,XS_90,1.0,,,,5,idle,,7,idle,puppies,9,delight,max,13,idle,sfx_scn_dogbark,,,,,,
event_nyanyaparadise_03_s_14,40022,event_nyanyaparadise_03_s,Speech,ruru,ruru,Locale_SubScenario:event_nyanyaparadise_03_s_14,False,,3,idle,,1,special,,XS_10,XS_10,1.0,,,,5,idle,,7,idle,,9,delight,,13,idle,,,,,,,
event_nyanyaparadise_03_s_15,40022,event_nyanyaparadise_03_s,Speech,ruru,ruru,Locale_SubScenario:event_nyanyaparadise_03_s_15,True,,3,idle,,1,special,,XS_10,XS_100,1.0,,,,5,angry,,7,idle,,9,delight,,13,idle,,,,,,,
event_nyanyaparadise_03_s_16,40022,event_nyanyaparadise_03_s,Speech,biscuit,biscuit,Locale_SubScenario:event_nyanyaparadise_03_s_16,True,,3,idle,,1,special,,XS_500,XS_500,1.0,,,,5,angry,,7,idle,,9,special,,13,idle,,,,,,,
event_nyanyaparadise_03_s_17,40022,event_nyanyaparadise_03_s,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_03_s_17,True,,3,idle,,1,special,,7,7,1.0,,,,5,angry,,7,idle,,9,special,,13,idle,,,,,,,
event_nyanyaparadise_03_s_18,40022,event_nyanyaparadise_03_s,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_03_s_18,True,,3,idle,,1,special,,7,7,1.0,,,,5,idle,,7,idle,,9,special,,13,idle,,,,,,,
event_nyanyaparadise_03_s_19,40022,event_nyanyaparadise_03_s,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_03_s_19,True,,3,idle,,1,special,,7,L_70,1.0,,,,5,idle,,7,special,,9,special,,13,idle,,,,,,,
event_nyanyaparadise_03_s_20,40022,event_nyanyaparadise_03_s,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_03_s_20,True,,3,idle,,1,special,,L_70,L_70,1.0,,,,5,idle,,7,special,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_21,40022,event_nyanyaparadise_03_s,Speech,timi,timi,Locale_SubScenario:event_nyanyaparadise_03_s_21,True,,3,idle,,1,special,,L_70,L_70,1.0,,,,5,idle,,7,special,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_22,40022,event_nyanyaparadise_03_s,Speech,ruru,ruru,Locale_SubScenario:event_nyanyaparadise_03_s_22,False,,3,idle,,1,special,,XS_10,XS_10,1.0,,,,5,idle,,7,special,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_23,40022,event_nyanyaparadise_03_s,Monologue,,,Locale_SubScenario:event_nyanyaparadise_03_s_23,False,,3,idle,,1,special,,XS_10,XS_100,1.0,,,,5,idle,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_24,40022,event_nyanyaparadise_03_s,Monologue,,,Locale_SubScenario:event_nyanyaparadise_03_s_24,False,,3,idle,,1,special,,XS_100,XS_100,1.0,,,,5,idle,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_25,40022,event_nyanyaparadise_03_s,Monologue,,,Locale_SubScenario:event_nyanyaparadise_03_s_25,False,,3,idle,,1,special,,XS_100,XS_100,1.0,,,,5,idle,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_26,40022,event_nyanyaparadise_03_s,Monologue,,,Locale_SubScenario:event_nyanyaparadise_03_s_26,False,,3,idle,,1,special,,7,7,1.0,,,,5,idle,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_27,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_27,True,,3,idle,,1,special,,L_30,L_30,1.0,,,,5,idle,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_28,40022,event_nyanyaparadise_03_s,Speech,nero,nero,Locale_SubScenario:event_nyanyaparadise_03_s_28,True,,3,idle,,1,special,,L_30,L_30,1.0,,,,5,idle,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_29,40022,event_nyanyaparadise_03_s,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_03_s_29,True,,3,idle,,1,special,,L_70,L_70,1.0,,,,5,idle,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_30,40022,event_nyanyaparadise_03_s,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_03_s_30,True,,3,idle,,1,special,,L_70,7,1.0,,,,5,idle,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_31,40022,event_nyanyaparadise_03_s,Speech,timi,timi,Locale_SubScenario:event_nyanyaparadise_03_s_31,False,,3,idle,,1,special,,7,7,1.0,,,,5,idle,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_32,40022,event_nyanyaparadise_03_s,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_03_s_32,True,,3,idle,,1,special,,7,7,1.0,,,,5,idle,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_33,40022,event_nyanyaparadise_03_s,Speech,timi,timi,Locale_SubScenario:event_nyanyaparadise_03_s_33,True,,3,idle,,1,special,,7,7,1.0,,,,5,idle,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_34,40022,event_nyanyaparadise_03_s,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_03_s_34,True,,3,idle,,1,special,,7,L_70,1.0,,,,5,idle,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_35,40022,event_nyanyaparadise_03_s,Self,,,Locale_SubScenario:event_nyanyaparadise_03_s_35,False,,3,idle,,1,special,,L_70,L_70,1.0,,,,5,idle,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_36,40022,event_nyanyaparadise_03_s,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_03_s_36,True,,3,idle,,1,special,,L_70,L_70,1.0,,,,5,idle,,7,shy,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_37,40022,event_nyanyaparadise_03_s,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_03_s_37,True,,3,idle,,1,special,,L_70,L_70,1.0,,,,5,idle,,7,shy,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_38,40022,event_nyanyaparadise_03_s,Speech,leona,leona,Locale_SubScenario:event_nyanyaparadise_03_s_38,True,,3,idle,,1,special,,L_70,7,1.0,,,,5,idle,,7,idle,,9,idle,,13,idle,,,,,,,
event_nyanyaparadise_03_s_39,40022,event_nyanyaparadise_03_s,Self,,,Locale_SubScenario:event_nyanyaparadise_03_s_39,False,,3,idle,,1,special,,7,7,1.0,,,,5,idle,,7,idle,,9,idle,,13,idle,,,,,,,
