id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,play_sound,set_filter_01,fade,set_camera_shake
event_redash1_02_e_1,40031,event_redash1_02_e,Narration,Locale_MainScenario:event_redash1_02_e_1,False,redhood,1,think,snowwhite_o,3,sad,BattleShipBridge,S_300,S_30,1.0,event_bgm_redash_dearsnowwhite,,,,,,,,
event_redash1_02_e_2,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_2,True,,1,think,,3,sad,,S_30,10,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_3,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_3,True,,1,idle,,3,sad,,10,10,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_4,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_4,False,,1,idle,,3,sad,,S_30,S_30,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_5,40031,event_redash1_02_e,Narration,Locale_MainScenario:event_redash1_02_e_5,False,,1,idle,,3,sad,,black,black,1.0,,,,,,,,,
event_redash1_02_e_6,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_6,True,,1,smile_02,,3,sad,,31,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_7,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_7,True,,1,smile_02,,3,sad,,31,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_8,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_8,True,,1,smile_02,,3,sad,,31,31,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_9,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_9,True,,1,smile_02,,3,sad,,31,31,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_10,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_10,False,,1,think,,3,sad,,31,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_11,40031,event_redash1_02_e,Narration,Locale_MainScenario:event_redash1_02_e_11,False,,1,pain_2,,3,sad,,black,black,1.0,,,,,,,,,
event_redash1_02_e_12,40031,event_redash1_02_e,Narration,Locale_MainScenario:event_redash1_02_e_12,False,,1,pain_2,,3,sad,,100,100,1.0,,,,,,,,,
event_redash1_02_e_13,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_13,True,,1,pain_2,,3,sad,,100,100,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_14,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_14,True,,1,pain_2,,3,angry,,S_30,S_300,0.5,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_15,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_15,True,,1,pain_2,,3,angry,,100,100,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_16,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_16,False,,1,pain_2,,3,sad,,100,S_300,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_17,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_17,True,,1,pain_2,,3,sad,,S_300,S_300,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_18,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_18,True,,1,pain_2,,3,sad,,S_300,S_30,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_19,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_19,True,,1,sad_02,,3,sad,,S_30,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_20,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_20,True,,1,think,,3,sad,,31,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_21,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_21,True,,1,think,,3,angry,,31,31,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_22,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_22,True,,1,think,,3,angry,,31,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_23,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_23,True,,1,think,,3,angry,,31,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_24,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_24,True,,1,think,,3,sad,,31,31,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_25,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_25,True,,1,smile_02,,3,sad,,31,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_26,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_26,True,,1,smile_02,,3,sad,,31,31,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_27,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_27,True,,1,smile_02,,3,sad,,31,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_28,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_28,True,,1,smile_02,,3,sad,,31,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_29,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_29,True,,1,smile_02,,3,sad,,31,31,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_30,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_30,True,,1,smile_02,,3,sad,,31,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_31,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_31,True,,1,smile_02,,3,sad,,31,31,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_32,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_32,True,,1,smile_02,,3,sad,,31,10,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_33,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_33,True,,1,smile_02,,3,sad,,10,10,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_34,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_34,True,,1,smile_02,,3,sad,,10,10,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_35,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_35,True,,1,smile_02,,3,sad,,10,100,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_36,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_36,True,,1,smile_02,,3,sad,,100,100,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_37,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_37,True,,1,smile_02,,3,sad,,S_300,S_300,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_38,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_38,True,,1,smile_02,,3,sad,,100,100,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_39,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_39,True,,1,smile_02,,3,sad,,100,100,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_40,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_40,False,,1,smile_02,,3,sad,,S_300,S_300,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_41,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_41,True,,1,smile_02,,3,sad,,100,100,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_42,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_42,False,,1,smile_02,,3,sad,,S_300,S_300,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_43,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_43,True,,1,smile_02,,3,sad,,S_300,S_300,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_44,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_44,True,,1,idle,,3,sad,,S_300,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_45,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_45,True,,1,idle,,3,angry,,31,31,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_46,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_46,True,,1,idle,,3,angry,,31,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_47,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_47,True,,1,idle,,3,sad,,31,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_48,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_48,False,,1,idle,,3,no,,31,31,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_49,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_49,True,,1,idle,,3,no,,31,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_50,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_50,True,,1,idle,,3,no,,31,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_51,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_51,True,,1,idle,,3,idle,,31,31,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_52,40031,event_redash1_02_e,Narration,Locale_MainScenario:event_redash1_02_e_52,False,,1,idle,,3,idle,CountryVillage_d,6,60,1.0,,,,redhood,snowwhite_o,sfx_scn_homebg_1,Grey,black,
event_redash1_02_e_53,40031,event_redash1_02_e,Narration,Locale_MainScenario:event_redash1_02_e_53,False,,,,,,,,60,60,1.0,,,,,,sfx_scn_homebg_2,Grey,,
event_redash1_02_e_54,40031,event_redash1_02_e,Narration,Locale_MainScenario:event_redash1_02_e_54,False,,,,,,,,60,6,1.0,,,,,,sfx_scn_homebg_3,Grey,,
event_redash1_02_e_55,40031,event_redash1_02_e,Narration,Locale_MainScenario:event_redash1_02_e_55,False,,,,,,,,6,6,1.0,,,,,,sfx_scn_homebg_4,Grey,,
event_redash1_02_e_56,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_56,True,redhood,1,idle,snowwhite_o,3,sad,BattleShipBridge,6,31,2.0,,snowwhite_o,snowwhite_o,,,,,black,
event_redash1_02_e_57,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_57,True,,1,idle,,3,sad,,31,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_58,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_58,True,,1,idle,,3,sad,,31,31,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_59,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_59,True,,1,idle,,3,sad,,31,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_60,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_60,True,,1,idle,,3,sad,,31,31,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_61,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_61,True,,1,idle,,3,sad,,31,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_62,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_62,True,,1,idle,,3,sad,,31,31,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_63,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_63,False,,1,think,,3,sad,,31,1,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_64,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_64,True,,1,think,,3,sad,,1,1,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_65,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_65,True,,1,think,,3,sad,,1,10,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_66,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_66,True,,1,think,,3,sad,,10,10,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_67,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_67,True,,1,think,,3,sad,,10,10,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_68,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_68,True,,1,think,,3,sad,,10,10,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_69,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_69,True,,1,think,,3,sad,,10,10,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_70,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_70,False,,1,think,,3,sad,,10,1,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_71,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_71,True,,1,smile_02,,3,sad,,1,1,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_72,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_72,True,,1,smile_02,,3,sad,,1,31,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_73,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_73,True,,1,smile_02,,3,sad,,31,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_74,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_74,True,,1,smile_02,,3,sad,,31,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_75,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_75,True,,1,idle,,3,sad,,31,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_76,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_76,True,,1,idle,,3,sad,,31,31,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_77,40031,event_redash1_02_e,Narration,Locale_MainScenario:event_redash1_02_e_77,False,,1,idle,,3,sad,,31,31,1.0,,,,,,,,,
event_redash1_02_e_78,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_78,False,,1,idle,,3,sad,,31,31,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_79,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_79,True,,1,smile,,3,sad,,31,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_80,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_80,True,,1,smile,,3,sad,,31,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_81,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_81,True,,1,think,,3,angry,,31,S_30,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_82,40031,event_redash1_02_e,Narration,Locale_MainScenario:event_redash1_02_e_82,False,,1,think,,3,angry,,S_30,S_30,1.0,,,,,,,,,
event_redash1_02_e_83,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_83,False,,1,think,,3,angry,,S_30,S_30,1.0,,snowwhite_o,redhood,,,,,,
event_redash1_02_e_84,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_84,True,,1,think,,3,angry,,S_30,S_300,0.5,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_85,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_85,True,,1,think,,3,angry,,S_300,S_300,1.0,,snowwhite_o,snowwhite_o,,,,,,Low_2
event_redash1_02_e_86,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_86,True,,1,think,,3,angry,,S_300,S_300,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_87,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_87,True,,1,think,,3,angry,,S_300,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_88,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_88,True,,1,think,,3,angry,,31,31,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_89,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_89,True,,1,think,,3,angry,,31,31,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_90,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_90,True,,1,no,,3,angry,,31,31,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_91,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_91,True,,1,no,,3,angry,,31,31,1.0,,snowwhite_o,snowwhite_o,,,,,,
event_redash1_02_e_92,40031,event_redash1_02_e,Narration,Locale_MainScenario:event_redash1_02_e_92,False,,1,no,,3,angry,,31,31,1.0,,,,,snowwhite_o,,,,
event_redash1_02_e_93,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_93,False,,1,think,,,,,31,10,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_94,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_94,True,,1,think,,,,,10,10,1.0,,redhood,redhood,,,,,,
event_redash1_02_e_95,40031,event_redash1_02_e,Speech,Locale_MainScenario:event_redash1_02_e_95,True,,1,think,,,,,10,100,1.0,,redhood,redhood,,,,,,
