id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,fade,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id
snowfall_global_12_default_1,80903,snowfall_global_12,Narration,Locale_SubScenario:snowfall_global_00_1,False,none,black,black,1.0,none,none,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_default_2,80903,snowfall_global_12,Choice,Locale_SubScenario:snowfall_global_00_2,False,,black,black,1.0,,,snowfall_global_12_1,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_default_3,80903,snowfall_global_12,Choice,Locale_SubScenario:snowfall_global_00_3,False,,black,black,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_1,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_1,True,HotSpringInnOut_s,1,1,1.0,amb_so_inn_out_2,event_bgm_neverland_intermissionjam_day,,,ludmilla_w,ludmilla_w,ludmilla_w,1,idle,blanc_c,3,idle,noir_c,5,idle,mica_w,13,idle,emma,15,idle,white,,,,,
snowfall_global_12_2,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_2,True,,4,4,1.0,,,,,blanc_c,blanc_c,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,,,,,
snowfall_global_12_3,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_3,True,,14,14,1.0,,,,,mica_w,mica_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,,,,,
snowfall_global_12_4,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_4,True,,1,1,1.0,,,,,ludmilla_w,ludmilla_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,,,,,
snowfall_global_12_5,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_5,True,,1,1,1.0,,,,,ludmilla_w,ludmilla_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,,,,,
snowfall_global_12_6,80903,snowfall_global_12,Self,Locale_SubScenario:snowfall_global_12_6,False,,1,1,1.0,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,,,,,
snowfall_global_12_7,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_7,True,,1,10,1.0,,,,,ludmilla_w,ludmilla_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,,,,,
snowfall_global_12_8,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_8,True,,10,10,1.0,,,,,ludmilla_w,ludmilla_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,,,,,
snowfall_global_12_9,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_9,True,,10,10,1.0,,,,,ludmilla_w,ludmilla_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,,,,,
snowfall_global_12_10,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_10,True,,10,10,1.0,,,,,ludmilla_w,ludmilla_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,,,,,
snowfall_global_12_11,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_11,True,,10,10,1.0,,,,,ludmilla_w,ludmilla_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,,,,,
snowfall_global_12_12,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_12,True,,10,10,1.0,,,,,ludmilla_w,ludmilla_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,,,,,
snowfall_global_12_13,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_13,True,,10,10,1.0,,,,,ludmilla_w,ludmilla_w,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,,,,,
snowfall_global_12_14,80903,snowfall_global_12,Self,Locale_SubScenario:snowfall_global_12_14,False,EventScene_snowfalloasis_13,black,black,1.0,,,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,ludmilla_w,blanc_c,noir_c,mica_w,emma
snowfall_global_12_15,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_15,True,,snowfalloasis_13_1,snowfalloasis_13_1,1.0,,,,,blanc_c,blanc_c,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_16,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_16,True,,snowfalloasis_13_1,snowfalloasis_13_1,1.0,,,,,blanc_c,blanc_c,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_17,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_17,True,,snowfalloasis_13_1,snowfalloasis_13_1,1.0,,,,,noir_c,noir_c,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_18,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_18,True,,snowfalloasis_13_1,snowfalloasis_13_1,1.0,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_19,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_19,True,,snowfalloasis_13_1,snowfalloasis_13_1,1.0,,,,,mica_w,mica_w,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_20,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_20,True,,snowfalloasis_13_1,snowfalloasis_13_1,1.0,,,,,emma,emma,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_21,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_21,True,,snowfalloasis_13_1,snowfalloasis_13_1,1.0,,,,,emma,emma,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_22,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_22,True,,snowfalloasis_13_1,snowfalloasis_13_1,1.0,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_23,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_23,True,,snowfalloasis_13_1,snowfalloasis_13_1,1.0,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_24,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_24,True,,snowfalloasis_13_1,snowfalloasis_13_1,1.0,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_25,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_25,True,,snowfalloasis_13_1,snowfalloasis_13_1,1.0,,,,,ludmilla_w,ludmilla_w,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_26,80903,snowfall_global_12,Monologue,Locale_SubScenario:snowfall_global_12_26,False,,snowfalloasis_13_1,snowfalloasis_13_1,1.0,,none,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_27,80903,snowfall_global_12,Monologue,Locale_SubScenario:snowfall_global_12_27,False,,snowfalloasis_13_1,snowfalloasis_13_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_28,80903,snowfall_global_12,Monologue,Locale_SubScenario:snowfall_global_12_28,False,,snowfalloasis_13_1,snowfalloasis_13_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_29,80903,snowfall_global_12,Choice,Locale_SubScenario:snowfall_global_12_29,False,,snowfalloasis_13_1,snowfalloasis_13_1,1.0,,,snowfall_global_12_34,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_30,80903,snowfall_global_12,Choice,Locale_SubScenario:snowfall_global_12_30,False,,snowfalloasis_13_1,snowfalloasis_13_1,1.0,,,snowfall_global_12_43,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_31,80903,snowfall_global_12,Choice,Locale_SubScenario:snowfall_global_12_31,False,,snowfalloasis_13_1,snowfalloasis_13_1,1.0,,,snowfall_global_12_52,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_32,80903,snowfall_global_12,Choice,Locale_SubScenario:snowfall_global_12_32,False,,snowfalloasis_13_1,snowfalloasis_13_1,1.0,,,snowfall_global_12_61,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_33,80903,snowfall_global_12,Choice,Locale_SubScenario:snowfall_global_12_33,False,,snowfalloasis_13_1,snowfalloasis_13_1,1.0,,,snowfall_global_12_70,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_34,80903,snowfall_global_12,Monologue,Locale_SubScenario:snowfall_global_12_34,False,EventScene_snowfalloasis_01_1,snowfalloasis_13_1,snowfalloasis_01_1_full,1.0,,event_bgm_neverland_snowflakes_day,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_35,80903,snowfall_global_12,Monologue,Locale_SubScenario:snowfall_global_12_35,False,,snowfalloasis_01_1_full,snowfalloasis_01_1_full,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_36,80903,snowfall_global_12,Monologue,Locale_SubScenario:snowfall_global_12_36,False,,snowfalloasis_01_1_full,snowfalloasis_01_1_full,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_37,80903,snowfall_global_12,Monologue,Locale_SubScenario:snowfall_global_12_37,False,,snowfalloasis_01_1_full,snowfalloasis_01_1_full,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_38,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_38,True,HotSpringInnOut_s,10,10,1.0,,,,,ludmilla_w,ludmilla_w,ludmilla_w,1,smile,,,,,,,,,,,,,,,,,,
snowfall_global_12_39,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_39,True,,10,10,1.0,,,,,ludmilla_w,ludmilla_w,,1,smile,,,,,,,,,,,,,,,,,,
snowfall_global_12_40,80903,snowfall_global_12,Self,Locale_SubScenario:snowfall_global_12_40,False,,10,10,1.0,,,,,,,,1,smile,,,,,,,,,,,,,,,,,,
snowfall_global_12_41,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_41,True,,10,10,1.0,,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,,,,,,,,,,,,,,
snowfall_global_12_42,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_42,True,,10,10,1.0,,,snowfall_global_12_79,,ludmilla_w,ludmilla_w,,1,idle,,,,,,,,,,,,,,,,,,
snowfall_global_12_43,80903,snowfall_global_12,Monologue,Locale_SubScenario:snowfall_global_12_43,False,EventScene_snowfalloasis_04_2,snowfalloasis_04_2_1,snowfalloasis_04_2_1,1.0,,event_bgm_neverland_snowflakes_day,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,ludmilla_w,blanc_c,noir_c,mica_w,emma
snowfall_global_12_44,80903,snowfall_global_12,Monologue,Locale_SubScenario:snowfall_global_12_44,False,,snowfalloasis_04_2_1,snowfalloasis_04_2_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_45,80903,snowfall_global_12,Monologue,Locale_SubScenario:snowfall_global_12_45,False,,snowfalloasis_04_2_1,snowfalloasis_04_2_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_46,80903,snowfall_global_12,Monologue,Locale_SubScenario:snowfall_global_12_46,False,,snowfalloasis_04_2_1,snowfalloasis_04_2_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_47,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_47,True,HotSpringInnOut_s,10,10,1.0,,,,,ludmilla_w,ludmilla_w,ludmilla_w,1,smile,,,,,,,,,,,,,,,,,,
snowfall_global_12_48,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_48,True,,10,10,1.0,,,,,ludmilla_w,ludmilla_w,,1,smile,,,,,,,,,,,,,,,,,,
snowfall_global_12_49,80903,snowfall_global_12,Self,Locale_SubScenario:snowfall_global_12_49,False,,10,10,1.0,,,,,,,,1,smile,,,,,,,,,,,,,,,,,,
snowfall_global_12_50,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_50,True,,10,10,1.0,,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,,,,,,,,,,,,,,
snowfall_global_12_51,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_51,True,,10,10,1.0,,,snowfall_global_12_79,,ludmilla_w,ludmilla_w,,1,idle,,,,,,,,,,,,,,,,,,
snowfall_global_12_52,80903,snowfall_global_12,Monologue,Locale_SubScenario:snowfall_global_12_52,False,EventScene_snowfalloasis_05_1,snowfalloasis_05_1,snowfalloasis_05_1,1.0,,event_bgm_neverland_snowflakes_day,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,ludmilla_w,blanc_c,noir_c,mica_w,emma
snowfall_global_12_53,80903,snowfall_global_12,Monologue,Locale_SubScenario:snowfall_global_12_53,False,,snowfalloasis_05_1,snowfalloasis_05_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_54,80903,snowfall_global_12,Monologue,Locale_SubScenario:snowfall_global_12_54,False,,snowfalloasis_05_1,snowfalloasis_05_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_55,80903,snowfall_global_12,Monologue,Locale_SubScenario:snowfall_global_12_55,False,,snowfalloasis_05_1,snowfalloasis_05_1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_56,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_56,True,HotSpringInnOut_s,10,10,1.0,,,,,ludmilla_w,ludmilla_w,ludmilla_w,1,smile,,,,,,,,,,,,,,,,,,
snowfall_global_12_57,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_57,True,,10,10,1.0,,,,,ludmilla_w,ludmilla_w,,1,smile,,,,,,,,,,,,,,,,,,
snowfall_global_12_58,80903,snowfall_global_12,Self,Locale_SubScenario:snowfall_global_12_58,False,,10,10,1.0,,,,,,,,1,smile,,,,,,,,,,,,,,,,,,
snowfall_global_12_59,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_59,True,,10,10,1.0,,,,,ludmilla_w,ludmilla_w,,1,idle,,,,,,,,,,,,,,,,,,
snowfall_global_12_60,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_60,True,,10,10,1.0,,,snowfall_global_12_79,,ludmilla_w,ludmilla_w,,1,idle,,,,,,,,,,,,,,,,,,
snowfall_global_12_61,80903,snowfall_global_12,Monologue,Locale_SubScenario:snowfall_global_12_61,False,EventScene_snowfalloasis_06_1,1,1,1.0,,event_bgm_neverland_snowflakes_day,,,,,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,ludmilla_w,blanc_c,noir_c,mica_w,emma
snowfall_global_12_62,80903,snowfall_global_12,Monologue,Locale_SubScenario:snowfall_global_12_62,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_63,80903,snowfall_global_12,Monologue,Locale_SubScenario:snowfall_global_12_63,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_64,80903,snowfall_global_12,Monologue,Locale_SubScenario:snowfall_global_12_64,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
snowfall_global_12_65,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_65,True,HotSpringInnOut_s,1,10,1.0,,,,,ludmilla_w,ludmilla_w,ludmilla_w,1,smile,,,,,,,,,,,,,,,,,,
snowfall_global_12_66,80903,snowfall_global_12,Speech,Locale_SubScenario:snowfall_global_12_66,True,,10,10,1.0,,,,,ludmilla_w,ludmilla_w,,1,smile,,,,,,,,,,,,,,,,,,
