id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
snowfall_speech_npc_day8_10_1,80903,snowfall_speech_npc_day8_10,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_speech_npc_day8_10_1,True,noir_c,3,idle,blanc_c,1,idle,WaterFall_n,2,2,1.0,amb_so_waterfall_3,event_bgm_neverland_snowflakes_night,,,,
snowfall_speech_npc_day8_10_2,80903,snowfall_speech_npc_day8_10,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_speech_npc_day8_10_2,True,,3,idle,,1,idle,,2,2,1.0,,,,,,
snowfall_speech_npc_day8_10_3,80903,snowfall_speech_npc_day8_10,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_speech_npc_day8_10_3,True,,3,idle,,1,idle,,2,2,1.0,,,,,,
snowfall_speech_npc_day8_10_4,80903,snowfall_speech_npc_day8_10,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_speech_npc_day8_10_4,True,,3,idle,,1,idle,,2,2,1.0,,,,,,
snowfall_speech_npc_day8_10_5,80903,snowfall_speech_npc_day8_10,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_speech_npc_day8_10_5,True,,3,idle,,1,idle,,2,2,1.0,,,,,,
snowfall_speech_npc_day8_10_6,80903,snowfall_speech_npc_day8_10,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_speech_npc_day8_10_6,True,,3,idle,,1,idle,,2,2,1.0,,,,,,
snowfall_speech_npc_day8_10_7,80903,snowfall_speech_npc_day8_10,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_speech_npc_day8_10_7,True,,3,idle,,1,idle,,2,2,1.0,,,,,,
snowfall_speech_npc_day8_10_8,80903,snowfall_speech_npc_day8_10,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_speech_npc_day8_10_8,True,,3,idle,,1,idle,,2,2,1.0,,,,,,
snowfall_speech_npc_day8_10_9,80903,snowfall_speech_npc_day8_10,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_speech_npc_day8_10_9,True,,3,idle,,1,idle,,2,2,1.0,,,,,,
snowfall_speech_npc_day8_10_10,80903,snowfall_speech_npc_day8_10,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_speech_npc_day8_10_10,True,,3,idle,,1,idle,,2,2,1.0,,,,,,
snowfall_speech_npc_day8_10_11,80903,snowfall_speech_npc_day8_10,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_speech_npc_day8_10_11,True,,3,idle,,1,idle,,2,2,1.0,,,,,,
snowfall_speech_npc_day8_10_12,80903,snowfall_speech_npc_day8_10,Narration,,,Locale_SubScenario:snowfall_speech_npc_day8_10_12,False,,3,idle,,1,idle,,2,2,1.0,,,sfx_scn_spraywater,,,
snowfall_speech_npc_day8_10_13,80903,snowfall_speech_npc_day8_10,Speech,blanc_c,blanc_c,Locale_SubScenario:snowfall_speech_npc_day8_10_13,True,,3,no,,1,shy,,2,2,1.0,,,,,,
snowfall_speech_npc_day8_10_14,80903,snowfall_speech_npc_day8_10,Speech,noir_c,noir_c,Locale_SubScenario:snowfall_speech_npc_day8_10_14,True,,3,no,,1,shy,,2,2,1.0,,,,,,
snowfall_speech_npc_day8_10_15,80903,snowfall_speech_npc_day8_10,Speech,belorta,belorta,Locale_SubScenario:snowfall_speech_npc_day8_10_15,True,,3,surprise,,1,shy,,black,black,1.0,,,,belorta,13,idle
snowfall_speech_npc_day8_10_16,80903,snowfall_speech_npc_day8_10,Speech,belorta,belorta,Locale_SubScenario:snowfall_speech_npc_day8_10_16,True,,3,surprise,,1,idle,,XS_130,12,1.0,,,,,13,idle
snowfall_speech_npc_day8_10_17,80903,snowfall_speech_npc_day8_10,Speech,belorta,belorta,Locale_SubScenario:snowfall_speech_npc_day8_10_17,True,,3,surprise,,1,idle,,12,12,1.0,,,,,13,idle
snowfall_speech_npc_day8_10_18,80903,snowfall_speech_npc_day8_10,Speech,blanc,blanc,Locale_SubScenario:snowfall_speech_npc_day8_10_18,True,,3,surprise,,1,idle,,12,2,1.0,,,,,13,idle
snowfall_speech_npc_day8_10_19,80903,snowfall_speech_npc_day8_10,Speech,noir,noir,Locale_SubScenario:snowfall_speech_npc_day8_10_19,True,,3,surprise,,1,idle,,2,2,1.0,,,,,13,idle
snowfall_speech_npc_day8_10_20,80903,snowfall_speech_npc_day8_10,Narration,,,Locale_SubScenario:snowfall_speech_npc_day8_10_20,False,,3,surprise,,1,idle,,black,black,1.0,,,,,13,idle
