id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim
event_lastkingdom2_03_e_1,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_1,False,Crowncastlebedroom_d,XXS_300,XXS_30,1.0,event_bgm_lastkingdom_noblemeals,,chime,3,void,,kilo,5,idle,,talos,9,idle,,crown,1,idle,,rapunzel,13,idle,,,,,,,
event_lastkingdom2_03_e_2,40046,event_lastkingdom2_03_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_03_e_2,True,,130,130,1.0,,,,3,void,,,5,idle,,,9,idle,,,1,idle,,,13,idle,,,,,,,
event_lastkingdom2_03_e_3,40046,event_lastkingdom2_03_e,Speech,rapunzel,rapunzel,Locale_MainScenario:event_lastkingdom2_03_e_3,True,,130,130,1.0,,,,3,void,,,5,idle,,,9,idle,,,1,idle,,,13,sad,,,,,,,
event_lastkingdom2_03_e_4,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_4,True,,130,10,1.0,,,,3,void,,,5,idle,,,9,idle,,,1,idle,,,13,sad,,,,,,,
event_lastkingdom2_03_e_5,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_5,True,,10,10,1.0,,,,3,void,,,5,idle,,,9,idle,,,1,idle,,,13,sad,,,,,,,
event_lastkingdom2_03_e_6,40046,event_lastkingdom2_03_e,Speech,talos,talos,Locale_MainScenario:event_lastkingdom2_03_e_6,True,,90,90,1.0,,,,3,void,,,5,idle,,,9,idle,,,1,idle,,,13,sad,,,,,,,
event_lastkingdom2_03_e_7,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_7,True,,XS_50,XS_50,1.0,,,,3,void,,,5,idle,,,9,idle,,,1,idle,,,13,sad,,,,,,,
event_lastkingdom2_03_e_8,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_8,True,,XS_50,XS_50,1.0,,,,3,void,,,5,idle,,,9,idle,,,1,idle,,,13,sad,,,,,,,
event_lastkingdom2_03_e_9,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_9,True,,XS_50,53,1.0,,,,3,void,,,5,idle,,,9,idle,,,1,idle,,,13,sad,,,,,,,
event_lastkingdom2_03_e_10,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_10,True,,53,53,1.0,,,,3,idle,,,5,idle,,,9,idle,,,1,idle,,,13,sad,,,,,,,
event_lastkingdom2_03_e_11,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_11,True,,53,53,1.0,,,,3,idle,,,5,idle,,,9,idle,,,1,idle,,,13,sad,,,,,,,
event_lastkingdom2_03_e_12,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_12,False,,53,53,1.0,,,,3,idle,,,5,surprise,,,9,idle,,,1,idle,,,13,sad,,,,,,,
event_lastkingdom2_03_e_13,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_13,False,,53,31,1.0,,,,3,idle,,,5,surprise,,,9,idle,,,1,idle,,,13,sad,,,,,,,
event_lastkingdom2_03_e_14,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_14,True,,31,31,1.0,,,,3,idle,,,5,surprise,,,9,idle,,,1,idle,,,13,sad,,,,,,,
event_lastkingdom2_03_e_15,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_15,True,,31,31,1.0,,,,3,cry,,,5,surprise,,,9,idle,,,1,idle,,,13,sad,,,,,,,
event_lastkingdom2_03_e_16,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_16,False,,31,31,1.0,,,,3,cry,,,5,surprise,,,9,idle,,,1,idle,,,13,sad,,,,,,,
event_lastkingdom2_03_e_17,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_17,False,,31,31,1.0,,,,3,cry,,,5,surprise,,,9,idle,,,1,idle,,,13,sad,,,,,,,
event_lastkingdom2_03_e_18,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_18,True,,31,1,1.0,,,,3,cry,,,5,surprise,,,9,idle,,,1,idle,,,13,sad,,,,,,,
event_lastkingdom2_03_e_19,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_19,True,,1,10,1.0,,,,3,cry,,,5,surprise,,,9,idle,,,1,idle,,,13,sad,,,,,,,
event_lastkingdom2_03_e_20,40046,event_lastkingdom2_03_e,Speech,kilo,kilo,Locale_MainScenario:event_lastkingdom2_03_e_20,True,,XS_50,XS_50,1.0,,,,3,cry,,,5,surprise,,,9,idle,,,1,idle,,,13,sad,,,,,,,
event_lastkingdom2_03_e_21,40046,event_lastkingdom2_03_e,Narration,,,Locale_MainScenario:event_lastkingdom2_03_e_21,False,,black,black,1.0,none,,,3,cry,,,5,surprise,kilo,,7,idle,talos,,1,idle,,,13,sad,rapunzel,,,,,,
event_lastkingdom2_03_e_22,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_22,True,,31,31,1.0,,,,3,cry,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_23,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_23,False,,31,31,1.0,,,,3,cry,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_24,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_24,True,,31,31,1.0,,,,3,cry,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_25,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_25,True,,31,31,1.0,,,,3,cry,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_26,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_26,False,,31,3,1.0,,,,3,cry,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_27,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_27,True,,3,3,1.0,,,,3,cry,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_28,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_28,True,,3,XXS_30,1.0,event_bgm_lastkingdom_lastkingdom,,,3,cry,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_29,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_29,True,,XXS_30,XXS_30,1.0,,,,3,cry,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_30,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_30,True,,XXS_30,XXS_30,1.0,,,,3,cry,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_31,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_31,False,,XXS_30,XXS_30,1.0,,,,3,cry,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_32,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_32,True,,XXS_30,XXS_300,1.0,,,,3,cry,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_33,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_33,True,,XXS_300,XXS_300,1.0,,,,3,sad_02,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_34,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_34,True,,XXS_300,XXS_300,1.0,,,,3,sad_02,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_35,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_35,True,,XXS_300,XXS_300,1.0,,,,3,sad_02,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_36,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_36,True,,XXS_300,XXS_30,0.5,,,,3,sad_02,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_37,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_37,True,,XXS_30,XXS_30,1.0,,,,3,sad_02,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_38,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_38,True,,XXS_30,XXS_30,1.0,,,,3,sad_02,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_39,40046,event_lastkingdom2_03_e,Speech,chime,chime,Locale_MainScenario:event_lastkingdom2_03_e_39,False,,XXS_30,3,1.0,,,,3,cry,,,,,,,,,,,1,idle,,,,,,,,,,,
event_lastkingdom2_03_e_40,40046,event_lastkingdom2_03_e,Speech,crown,crown,Locale_MainScenario:event_lastkingdom2_03_e_40,False,,3,31,1.0,,,,3,cry,,,,,,,,,,,1,idle,,,,,,,,,,,
