id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,set_filter_01,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_phantomthiefvsdetective_05_e_1,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_1,True,Corridor,12,L_120,1.0,bgm_story_armageddon,,,,,quiry,2,idle,,phantom,12,angry,,miranda_c,14,idle,,novel,16,idle,
event_phantomthiefvsdetective_05_e_2,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_2,True,,L_120,L_120,1.0,,,,,,,2,idle,,,12,angry,,,14,idle,,,16,idle,
event_phantomthiefvsdetective_05_e_3,40059,event_phantomthiefvsdetective_05_e,Speech,phantom,phantom,Locale_SubScenario:event_phantomthiefvsdetective_05_e_3,True,,L_120,L_120,1.0,,,,,,,2,idle,,,12,angry,,,14,idle,,,16,idle,
event_phantomthiefvsdetective_05_e_4,40059,event_phantomthiefvsdetective_05_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_05_e_4,True,,L_120,S_140,1.0,,,,,,,2,idle,,,12,angry,,,14,shy,,,16,idle,
event_phantomthiefvsdetective_05_e_5,40059,event_phantomthiefvsdetective_05_e,Narration,miranda_c,,Locale_SubScenario:event_phantomthiefvsdetective_05_e_5,False,,black,black,1.0,,sfx_scn_smokebomb,Low_2,Blur_Low,,,2,idle,,,12,angry,phantom,,14,shy,,,16,idle,
event_phantomthiefvsdetective_05_e_6,40059,event_phantomthiefvsdetective_05_e,Speech,quiry,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_e_6,True,,S_20,S_20,1.0,,,,Blur_Low,,,2,surprise,,,,,,,14,shy,,,16,idle,
event_phantomthiefvsdetective_05_e_7,40059,event_phantomthiefvsdetective_05_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_05_e_7,True,,S_140,S_140,1.0,,,,Blur_Low,,,2,surprise,,,,,,,14,think,,,16,idle,
event_phantomthiefvsdetective_05_e_8,40059,event_phantomthiefvsdetective_05_e,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_05_e_8,True,,S_140,S_160,1.0,,,,Blur_Low,,,2,surprise,,,,,,,14,think,,,16,think,
event_phantomthiefvsdetective_05_e_9,40059,event_phantomthiefvsdetective_05_e,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_05_e_9,True,,S_160,S_160,1.0,,,,Blur_Low,,,2,surprise,,,,,,,14,think,,,16,think,
event_phantomthiefvsdetective_05_e_10,40059,event_phantomthiefvsdetective_05_e,Speech,quiry,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_e_10,True,,S_20,S_20,1.0,,,,Blur_Low,,,2,surprise,,,,,,,14,think,,,16,think,
event_phantomthiefvsdetective_05_e_11,40059,event_phantomthiefvsdetective_05_e,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_05_e_11,True,,S_160,S_160,1.0,,,,Blur_Low,,,2,surprise,,,,,,,14,think,,,16,think,
event_phantomthiefvsdetective_05_e_12,40059,event_phantomthiefvsdetective_05_e,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_05_e_12,True,,S_160,S_160,1.0,,,,Blur_Low,,,2,surprise,,,,,,,14,think,,,16,think,
event_phantomthiefvsdetective_05_e_13,40059,event_phantomthiefvsdetective_05_e,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_05_e_13,True,,S_160,S_1600,1.0,,,,Blur_Low,,,2,surprise,,,,,,,14,think,,,16,think,
event_phantomthiefvsdetective_05_e_14,40059,event_phantomthiefvsdetective_05_e,Speech,quiry,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_e_14,True,,S_200,S_20,1.0,,,,Blur_Low,,,2,surprise,,,,,,,14,think,,,16,think,
event_phantomthiefvsdetective_05_e_15,40059,event_phantomthiefvsdetective_05_e,Speech,quiry,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_e_15,True,,S_20,S_20,1.0,,,,Blur_Low,,,2,surprise,,,,,,,14,think,,,16,think,
event_phantomthiefvsdetective_05_e_16,40059,event_phantomthiefvsdetective_05_e,Speech,quiry,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_e_16,True,,S_20,S_120,1.0,,,,Blur_Low,,,12,special_02,,,,,,,14,think,,,16,think,
event_phantomthiefvsdetective_05_e_17,40059,event_phantomthiefvsdetective_05_e,Speech,quiry,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_e_17,True,,S_120,S_1200,1.0,,,,Blur_Low,,,12,special_02,,,,,,,14,think,,,16,think,
event_phantomthiefvsdetective_05_e_18,40059,event_phantomthiefvsdetective_05_e,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_05_e_18,True,,S_160,S_160,1.0,,,,Blur_Low,,,12,special_02,,,,,,,14,think,,,16,idle,
event_phantomthiefvsdetective_05_e_19,40059,event_phantomthiefvsdetective_05_e,Narration,novel,,Locale_SubScenario:event_phantomthiefvsdetective_05_e_19,False,,black,black,1.0,,,,,,,12,special_02,,,,,,,14,think,,,16,idle,
event_phantomthiefvsdetective_05_e_20,40059,event_phantomthiefvsdetective_05_e,Narration,novel,,Locale_SubScenario:event_phantomthiefvsdetective_05_e_20,False,,black,black,1.0,,,,,,,12,special_02,,,,,,,14,think,,,16,idle,
event_phantomthiefvsdetective_05_e_21,40059,event_phantomthiefvsdetective_05_e,Speech,quiry,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_e_21,True,,S_120,S_1200,1.0,,,,,,,12,special_02,,,,,,,14,think,,,16,idle,
event_phantomthiefvsdetective_05_e_22,40059,event_phantomthiefvsdetective_05_e,Speech,quiry,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_e_22,True,,S_1200,S_1200,1.0,,,,,,,12,delight,,,,,,,14,think,,,16,idle,
event_phantomthiefvsdetective_05_e_23,40059,event_phantomthiefvsdetective_05_e,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_05_e_23,True,,S_160,S_160,1.0,,,,,,,12,delight,,,,,,,14,think,,,16,think,
event_phantomthiefvsdetective_05_e_24,40059,event_phantomthiefvsdetective_05_e,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_05_e_24,True,,S_160,S_160,1.0,,,,,,,12,delight,,,,,,,14,think,,,16,think,
event_phantomthiefvsdetective_05_e_25,40059,event_phantomthiefvsdetective_05_e,Speech,quiry,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_e_25,True,,S_160,13,1.0,,,,,,,12,surprise,,,,,,,14,think,,,16,think,
event_phantomthiefvsdetective_05_e_26,40059,event_phantomthiefvsdetective_05_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_05_e_26,True,,13,S_140,1.0,,,,,,,12,surprise,,,,,,,14,delight,,,16,think,
event_phantomthiefvsdetective_05_e_27,40059,event_phantomthiefvsdetective_05_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_05_e_27,True,,S_140,S_140,1.0,,,,,,,12,surprise,,,,,,,14,delight,,,16,think,
event_phantomthiefvsdetective_05_e_28,40059,event_phantomthiefvsdetective_05_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_05_e_28,True,,S_140,S_140,1.0,,,,,,,12,surprise,,,,,,,14,delight,,,16,think,
event_phantomthiefvsdetective_05_e_29,40059,event_phantomthiefvsdetective_05_e,Speech,quiry,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_e_29,True,,S_140,S_120,1.0,,,,,,,12,sad,,,,,,,14,delight,,,16,think,
event_phantomthiefvsdetective_05_e_30,40059,event_phantomthiefvsdetective_05_e,Speech,quiry,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_e_30,True,,S_120,S_120,1.0,,,,,,,12,sad,,,,,,,14,delight,,,16,think,
event_phantomthiefvsdetective_05_e_31,40059,event_phantomthiefvsdetective_05_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_05_e_31,True,,S_120,S_140,1.0,,,,,,,12,sad,,,,,,,14,delight,,,16,think,
event_phantomthiefvsdetective_05_e_32,40059,event_phantomthiefvsdetective_05_e,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_05_e_32,True,,S_140,S_160,1.0,,,,,,,12,sad,,,,,,,14,delight,,,16,think,
event_phantomthiefvsdetective_05_e_33,40059,event_phantomthiefvsdetective_05_e,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_05_e_33,True,,S_160,S_160,1.0,,,,,,,12,sad,,,,,,,14,delight,,,16,think,
event_phantomthiefvsdetective_05_e_34,40059,event_phantomthiefvsdetective_05_e,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_05_e_34,True,,S_160,S_160,1.0,,,,,,,12,sad,,,,,,,14,delight,,,16,think,
event_phantomthiefvsdetective_05_e_35,40059,event_phantomthiefvsdetective_05_e,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_05_e_35,True,,S_160,S_160,1.0,,,,,,,12,sad,,,,,,,14,delight,,,16,think,
event_phantomthiefvsdetective_05_e_36,40059,event_phantomthiefvsdetective_05_e,Speech,quiry,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_e_36,True,,S_120,S_120,1.0,,,,,,,12,idle,,,,,,,14,delight,,,16,think,
event_phantomthiefvsdetective_05_e_37,40059,event_phantomthiefvsdetective_05_e,Speech,quiry,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_e_37,True,,S_120,S_120,1.0,,,,,,,12,idle,,,,,,,14,delight,,,16,think,
event_phantomthiefvsdetective_05_e_38,40059,event_phantomthiefvsdetective_05_e,Speech,novel,novel,Locale_SubScenario:event_phantomthiefvsdetective_05_e_38,True,,S_160,S_160,1.0,,,,,,,12,idle,,,,,,,14,delight,,,16,idle,
event_phantomthiefvsdetective_05_e_39,40059,event_phantomthiefvsdetective_05_e,Speech,miranda_c,miranda_c,Locale_SubScenario:event_phantomthiefvsdetective_05_e_39,True,,S_160,S_140,1.0,,,,,,,12,idle,,,,,,,14,delight,,,16,idle,
event_phantomthiefvsdetective_05_e_40,40059,event_phantomthiefvsdetective_05_e,Speech,quiry,quiry,Locale_SubScenario:event_phantomthiefvsdetective_05_e_40,True,,S_140,S_120,1.0,,,,,,,12,idle,,,,,,,14,delight,,,16,idle,
