id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,jump_target,fade,set_camera_shake,set_filter_01,set_filter_02,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
d_ex_seayouagain_19_1,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_1,True,LogHouseOut_n,1,10,1.0,none,,,,,,,anchor,3,idle,,helm_s,1,idle,,,,,
d_ex_seayouagain_19_2,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_2,True,,10,10,1.0,bgm_story_crawlinganxiety,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_3,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_3,True,,10,10,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_4,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_4,True,,10,10,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_5,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_5,True,,10,10,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_6,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_6,True,,10,10,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_7,80600,d_ex_seayouagain_19,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_19_7,False,,10,10,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_8,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_8,True,,3,S_30,1.0,,,,,,,,,3,sad,,,1,idle,,,,,
d_ex_seayouagain_19_9,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_9,False,,S_30,10,1.0,,,,,,,,,3,sad,,,1,idle,,,,,
d_ex_seayouagain_19_10,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_10,True,,10,10,1.0,,,,,,,,,3,sad,,,1,idle,,,,,
d_ex_seayouagain_19_11,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_11,True,,10,10,1.0,,,,,,,,,3,sad,,,1,idle,,,,,
d_ex_seayouagain_19_12,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_12,True,,10,10,1.0,,,,,,,,,3,sad,,,1,idle,,,,,
d_ex_seayouagain_19_13,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_13,True,,10,10,1.0,,,,,,,,,3,sad,,,1,idle,,,,,
d_ex_seayouagain_19_14,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_14,True,,10,10,1.0,,,,,,,,,3,sad,,,1,idle,,,,,
d_ex_seayouagain_19_15,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_15,True,,10,10,1.0,,,,,,,,,3,sad,,,1,idle,,,,,
d_ex_seayouagain_19_16,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_16,True,,10,10,1.0,,,,,,,,,3,sad,,,1,idle,,,,,
d_ex_seayouagain_19_17,80600,d_ex_seayouagain_19,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_19_17,False,,10,10,1.0,,,,,,,,,3,sad,,,1,idle,,,,,
d_ex_seayouagain_19_18,80600,d_ex_seayouagain_19,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_19_18,False,,10,10,1.0,,,,,,,,,3,sad,,,1,idle,,,,,
d_ex_seayouagain_19_19,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_19,True,,10,100,1.0,,,,,,,,,3,sad,,,1,idle,,,,,
d_ex_seayouagain_19_20,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_20,True,,100,100,1.0,,,,,,,,,3,sad,,,1,idle,,,,,
d_ex_seayouagain_19_21,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_21,True,,100,100,1.0,,,,,,,,,3,sad,,,1,idle,,,,,
d_ex_seayouagain_19_22,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_22,True,,100,100,1.0,,,,,,,,,3,sad,,,1,idle,,,,,
d_ex_seayouagain_19_23,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_23,False,,100,10,1.0,,,,,,,,,3,sad,,,1,idle,,,,,
d_ex_seayouagain_19_24,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_24,True,,10,10,1.0,,,,,,,,,3,sad,,,1,angry,,,,,
d_ex_seayouagain_19_25,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_25,True,,10,10,1.0,,,,,,,,,3,sad,,,1,angry,,,,,
d_ex_seayouagain_19_26,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_26,True,,10,10,1.0,,,,,,,,,3,sad,,,1,angry,,,,,
d_ex_seayouagain_19_27,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_27,True,,10,2,1.0,,,,,,,,,3,surprise,,,1,angry,,,,,
d_ex_seayouagain_19_28,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_28,True,,2,2,1.0,,,,,,,,,3,surprise,,,1,angry,,,,,
d_ex_seayouagain_19_29,80600,d_ex_seayouagain_19,Choice,,,Locale_SuddenStory:d_ex_seayouagain_19_29,False,,2,2,1.0,,d_ex_seayouagain_19_31,,,,,,,3,surprise,,,1,idle,,,,,
d_ex_seayouagain_19_30,80600,d_ex_seayouagain_19,Choice,,,Locale_SuddenStory:d_ex_seayouagain_19_30,False,,2,2,1.0,,d_ex_seayouagain_19_36,,,,,,,3,surprise,,,1,idle,,,,,
d_ex_seayouagain_19_31,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_31,True,,2,2,1.0,,,,,,,,,3,idle,,,1,angry,,,,,
d_ex_seayouagain_19_32,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_32,True,,2,2,1.0,,,,,,,,,3,idle,,,1,angry,,,,,
d_ex_seayouagain_19_33,80600,d_ex_seayouagain_19,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_19_33,False,,2,2,1.0,,d_ex_seayouagain_19_34,,,,,,,3,idle,,,1,angry,,,,,
d_ex_seayouagain_19_34,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_34,True,,2,2,1.0,,,,,,,,,3,idle,,,1,angry,,,,,
d_ex_seayouagain_19_35,80600,d_ex_seayouagain_19,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_19_35,False,,2,2,1.0,,d_ex_seayouagain_19_42,,,,,,,3,idle,,,1,angry,,,,,
d_ex_seayouagain_19_36,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_36,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_37,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_37,True,,2,2,1.0,,,,,,,,,3,idle,,,1,sad,,,,,
d_ex_seayouagain_19_38,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_38,True,,2,2,1.0,,,,,,,,,3,idle,,,1,sad,,,,,
d_ex_seayouagain_19_39,80600,d_ex_seayouagain_19,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_19_39,False,,2,2,1.0,,d_ex_seayouagain_19_40,,,,,,,3,idle,,,1,sad,,,,,
d_ex_seayouagain_19_40,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_40,True,,2,2,1.0,,,,,,,,,3,idle,,,1,angry,,,,,
d_ex_seayouagain_19_41,80600,d_ex_seayouagain_19,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_19_41,False,,2,2,1.0,,,,,,,,,3,idle,,,1,angry,,,,,
d_ex_seayouagain_19_42,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_42,False,,2,2,1.0,,,,,,,,,3,idle,,,1,angry,,,,,
d_ex_seayouagain_19_43,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_43,True,,2,2,1.0,,,,,,,,,3,idle,,,1,sad,,,,,
d_ex_seayouagain_19_44,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_44,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_45,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_45,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_46,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_46,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_47,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_47,True,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
d_ex_seayouagain_19_48,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_48,True,,2,2,1.0,,,,,,,,,3,sad,,,1,idle,,,,,
d_ex_seayouagain_19_49,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_49,True,,2,2,1.0,,,,,,,,,3,sad,,,1,idle,,,,,
d_ex_seayouagain_19_50,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_50,False,,2,2,1.0,,,,,,,,,3,sad,,,1,idle,,,,,
d_ex_seayouagain_19_51,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_51,True,,2,2,1.0,,,,,,,,,3,sad,,,1,sad,,,,,
d_ex_seayouagain_19_52,80600,d_ex_seayouagain_19,Speech,helm_s,helm_s,Locale_SuddenStory:d_ex_seayouagain_19_52,True,,2,2,1.0,,,,,,,,,3,sad,,,1,idle,,,,,
d_ex_seayouagain_19_53,80600,d_ex_seayouagain_19,Speech,anchor,anchor,Locale_SuddenStory:d_ex_seayouagain_19_53,True,,2,2,1.0,,,,,,,,,3,sad,,,1,idle,,,,,
d_ex_seayouagain_19_54,80600,d_ex_seayouagain_19,Self,,Self,Locale_SuddenStory:d_ex_seayouagain_19_54,False,,2,2,1.0,,,,,,,,,3,idle,,,1,idle,,,,,
