id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
event_ce02_2_02_e_1,40027,event_ce02_2_02_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_02_e_1,True,neon,9,idle,anis,7,idle,rapi,5,idle,ce_02_01,3,idle,ce_02_npc_01,1,idle,c1002_02,13,idle,b0006_02,15,idle,6000d_02,17,idle,WasteLand_03,5,50,0.7,event_bgm_ce002_story_3
event_ce02_2_02_e_2,40027,event_ce02_2_02_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_02_e_2,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,
event_ce02_2_02_e_3,40027,event_ce02_2_02_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_02_e_3,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,50,50,1.0,
event_ce02_2_02_e_4,40027,event_ce02_2_02_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_02_e_4,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,13,130,0.5,
event_ce02_2_02_e_5,40027,event_ce02_2_02_e,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_02_e_5,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,15,150,0.5,
event_ce02_2_02_e_6,40027,event_ce02_2_02_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_02_e_6,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,7,1.0,
event_ce02_2_02_e_7,40027,event_ce02_2_02_e,Speech,anis,anis,Locale_SubScenario:event_ce02_2_02_e_7,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,7,1.0,
event_ce02_2_02_e_8,40027,event_ce02_2_02_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_02_e_8,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,14,1.0,
event_ce02_2_02_e_9,40027,event_ce02_2_02_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_02_e_9,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
event_ce02_2_02_e_10,40027,event_ce02_2_02_e,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_02_e_10,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
