id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,set_filter_01,set_filter_02,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id
event_cherryblossom_03_s_1,40011,event_cherryblossom_03_s,Monologue,Locale_SubScenario:event_cherryblossom_03_s_1,False,CherryBlossom,5,5,1.0,bgm_story_fairytalesend_if,,,,,,sakura,5,idle,,,,,,,,
event_cherryblossom_03_s_2,40011,event_cherryblossom_03_s,Self,Locale_SubScenario:event_cherryblossom_03_s_2,False,,5,50,1.0,,,,,,,,5,idle,,,,,,,,
event_cherryblossom_03_s_3,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_3,True,,50,50,1.0,,sakura,sakura,,,,,5,idle,,,,,,,,
event_cherryblossom_03_s_4,40011,event_cherryblossom_03_s,Self,Locale_SubScenario:event_cherryblossom_03_s_4,False,,50,50,1.0,,,,,,,,5,idle,,,,,,,,
event_cherryblossom_03_s_5,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_5,True,,50,50,1.0,,sakura,sakura,,,,,5,idle,,,,,,,,
event_cherryblossom_03_s_6,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_6,True,,18,18,1.0,,sakura,sakura,Grey,Vignetting,,,5,idle,moran,18,idle,,,,,
event_cherryblossom_03_s_7,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_7,True,,18,18,1.0,,sakura,sakura,Grey,Vignetting,,,5,idle,,18,idle,,,,,
event_cherryblossom_03_s_8,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_8,True,,18,18,1.0,,sakura,sakura,Grey,Vignetting,,,5,idle,,18,idle,,,,,
event_cherryblossom_03_s_9,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_9,True,,18,18,1.0,,sakura,sakura,Grey,Vignetting,,,5,idle,,18,idle,,,,,
event_cherryblossom_03_s_10,40011,event_cherryblossom_03_s,Self,Locale_SubScenario:event_cherryblossom_03_s_10,False,,50,50,1.0,,,,,,,,5,idle,,18,idle,moran,,,,
event_cherryblossom_03_s_11,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_11,True,,50,50,1.0,,sakura,sakura,,,,,5,surprise,,,,,,,,
event_cherryblossom_03_s_12,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_12,True,,50,50,1.0,,sakura,sakura,,,,,5,surprise,,,,,,,,
event_cherryblossom_03_s_13,40011,event_cherryblossom_03_s,Self,Locale_SubScenario:event_cherryblossom_03_s_13,False,,50,50,1.0,,,,,,,,5,surprise,,,,,,,,
event_cherryblossom_03_s_14,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_14,True,,50,5,1.0,,sakura,sakura,,,,,5,idle,,,,,,,,
event_cherryblossom_03_s_15,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_15,True,,5,5,1.0,,sakura,sakura,,,,,5,idle,,,,,,,,
event_cherryblossom_03_s_16,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_16,True,,5,5,1.0,,sakura,sakura,,,,,5,idle,,,,,,,,
event_cherryblossom_03_s_17,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_17,True,,5,5,1.0,,sakura,sakura,,,,,5,idle,,,,,,,,
event_cherryblossom_03_s_18,40011,event_cherryblossom_03_s,Self,Locale_SubScenario:event_cherryblossom_03_s_18,False,,5,5,1.0,,,,,,,,5,idle,,,,,,,,
event_cherryblossom_03_s_19,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_19,True,,5,5,1.0,,sakura,sakura,,,,,5,idle,,,,,,,,
event_cherryblossom_03_s_20,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_20,True,,5,5,1.0,,sakura,sakura,,,,,5,idle,,,,,,,,
event_cherryblossom_03_s_21,40011,event_cherryblossom_03_s,Self,Locale_SubScenario:event_cherryblossom_03_s_21,False,,5,5,1.0,,,,,,,,5,idle,,,,,,,,
event_cherryblossom_03_s_22,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_22,True,,5,5,1.0,,sakura,sakura,,,,,5,delight,,,,,,,,
event_cherryblossom_03_s_23,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_23,True,,5,50,1.0,,sakura,sakura,,,,,5,delight,,,,,,,,
event_cherryblossom_03_s_24,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_24,True,,50,50,1.0,,sakura,sakura,,,,,5,delight,skinnyman,15,idle,,tourist,17,idle,
event_cherryblossom_03_s_25,40011,event_cherryblossom_03_s,Self,Locale_SubScenario:event_cherryblossom_03_s_25,False,,50,50,1.0,,,,,,,,5,delight,,15,idle,,,17,idle,
event_cherryblossom_03_s_26,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_26,False,,50,50,1.0,none,unknown,unknown,,,,,5,idle,,15,idle,,,17,idle,
event_cherryblossom_03_s_27,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_27,False,,50,50,1.0,,unknown,unknown,,,,,5,idle,,15,idle,,,17,idle,
event_cherryblossom_03_s_28,40011,event_cherryblossom_03_s,Self,Locale_SubScenario:event_cherryblossom_03_s_28,False,,50,50,1.0,,,,,,,,5,idle,,15,idle,,,17,idle,
event_cherryblossom_03_s_29,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_29,True,,50,50,1.0,,sakura,sakura,,,,,5,idle,,15,idle,,,17,idle,
event_cherryblossom_03_s_30,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_30,True,,16,16,1.0,bgm_story_stormbreakers,tourist,tourist,,,,,5,idle,,15,idle,,,17,idle,
event_cherryblossom_03_s_31,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_31,True,,16,16,1.0,,skinnyman,skinnyman,,,,,5,idle,,15,idle,,,17,idle,
event_cherryblossom_03_s_32,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_32,True,,16,16,1.0,,tourist,tourist,,,,,5,idle,,15,idle,,,17,idle,
event_cherryblossom_03_s_33,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_33,True,,16,16,1.0,,tourist,tourist,,,,,5,idle,,15,idle,,,17,idle,
event_cherryblossom_03_s_34,40011,event_cherryblossom_03_s,Self,Locale_SubScenario:event_cherryblossom_03_s_34,False,,16,16,1.0,,,,,,,,5,idle,,15,idle,,,17,idle,
event_cherryblossom_03_s_35,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_35,True,,16,16,1.0,,sakura,sakura,,,,,5,idle,,15,idle,,,17,idle,
event_cherryblossom_03_s_36,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_36,True,,16,16,1.0,,tourist,tourist,,,,,5,idle,,15,idle,,,17,idle,
event_cherryblossom_03_s_37,40011,event_cherryblossom_03_s,Monologue,Locale_SubScenario:event_cherryblossom_03_s_37,False,,16,150,1.0,,,,,,,,5,idle,,15,idle,,,17,idle,
event_cherryblossom_03_s_38,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_38,True,,150,150,1.0,,skinnyman,skinnyman,,,,,5,idle,,15,idle,,,17,idle,
event_cherryblossom_03_s_39,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_39,True,,150,150,1.0,,skinnyman,skinnyman,,,,,5,idle,,15,idle,,,17,idle,
event_cherryblossom_03_s_40,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_40,False,,170,170,1.0,,tourist,tourist,,,Low_2,,5,idle,,15,idle,,,17,idle,
event_cherryblossom_03_s_41,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_41,True,,16,14,1.0,,sakura,sakura,,,,,13,idle,,15,idle,,,17,idle,
event_cherryblossom_03_s_42,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_42,True,,14,14,1.0,,skinnyman,skinnyman,,,,,13,idle,,15,idle,,,17,idle,tourist
event_cherryblossom_03_s_43,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_43,True,,14,14,1.0,,skinnyman,skinnyman,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_44,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_44,True,,14,14,1.0,,sakura,sakura,,,,,13,surprise,,15,idle,,,,,
event_cherryblossom_03_s_45,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_45,True,,14,14,1.0,,skinnyman,skinnyman,,,,,13,surprise,,15,idle,,,,,
event_cherryblossom_03_s_46,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_46,True,,14,14,1.0,,sakura,sakura,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_47,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_47,True,,14,14,1.0,,skinnyman,skinnyman,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_48,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_48,True,,14,14,1.0,,skinnyman,skinnyman,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_49,40011,event_cherryblossom_03_s,Self,Locale_SubScenario:event_cherryblossom_03_s_49,False,,14,14,1.0,,,,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_50,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_50,True,,14,150,1.0,,skinnyman,skinnyman,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_51,40011,event_cherryblossom_03_s,Monologue,Locale_SubScenario:event_cherryblossom_03_s_51,False,,150,150,1.0,,,,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_52,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_52,True,,150,150,1.0,,skinnyman,skinnyman,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_53,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_53,True,,130,130,1.0,,sakura,sakura,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_54,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_54,True,,130,130,1.0,,sakura,sakura,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_55,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_55,True,,14,14,1.0,,skinnyman,skinnyman,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_56,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_56,True,,14,14,1.0,,sakura,sakura,,,,,13,surprise,,15,idle,,,,,
event_cherryblossom_03_s_57,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_57,True,,14,14,1.0,,sakura,sakura,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_58,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_58,True,,14,14,1.0,,skinnyman,skinnyman,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_59,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_59,True,,14,14,1.0,,sakura,sakura,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_60,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_60,True,,14,150,1.0,,skinnyman,skinnyman,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_61,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_61,True,,150,150,1.0,,skinnyman,skinnyman,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_62,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_62,True,,150,150,1.0,,skinnyman,skinnyman,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_63,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_63,True,,150,150,1.0,,skinnyman,skinnyman,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_64,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_64,True,,150,150,1.0,,skinnyman,skinnyman,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_65,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_65,True,,130,130,1.0,,sakura,sakura,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_66,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_66,True,,130,130,1.0,,sakura,sakura,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_67,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_67,True,,130,130,1.0,,sakura,sakura,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_68,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_68,False,,14,14,1.0,,skinnyman,skinnyman,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_69,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_69,True,,14,14,1.0,,skinnyman,skinnyman,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_70,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_70,True,,14,14,1.0,,skinnyman,skinnyman,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_71,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_71,True,,14,130,1.0,,sakura,sakura,,,,,13,idle,,15,idle,,,,,
event_cherryblossom_03_s_72,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_72,True,,130,130,1.0,,sakura,sakura,,,,,13,delight,,15,idle,,,,,
event_cherryblossom_03_s_73,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_73,True,,130,130,1.0,,sakura,sakura,,,,,13,delight,,15,idle,,memberofseimeikai,19,idle,
event_cherryblossom_03_s_74,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_74,True,,130,130,1.0,,sakura,sakura,,,,,13,idle,,15,idle,,,19,idle,
event_cherryblossom_03_s_75,40011,event_cherryblossom_03_s,Speech,Locale_SubScenario:event_cherryblossom_03_s_75,True,,130,16,1.0,,memberofseimeikai,memberofseimeikai,,,,,13,idle,,15,idle,,,17,idle,
event_cherryblossom_03_s_76,40011,event_cherryblossom_03_s,Monologue,Locale_SubScenario:event_cherryblossom_03_s_76,False,,16,16,1.0,,,,,,,,13,idle,,15,idle,,,17,idle,
