id,event_id,group_id,speech_window,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,jump_target
event_lifeagain_01_s_1,40060,event_lifeagain_01_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_01_s_1,False,CommanderRoom,1,10,1.0,none,,,,,,
event_lifeagain_01_s_2,40060,event_lifeagain_01_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_01_s_2,False,,10,10,1.0,bgm_story_breakaway,,,,,,
event_lifeagain_01_s_3,40060,event_lifeagain_01_s,Narration,Narration,Locale_SubScenario:event_lifeagain_01_s_3,False,,10,10,1.0,,sfx_scn_autodooropen,,,,,
event_lifeagain_01_s_4,40060,event_lifeagain_01_s,Monologue,Monologue,Locale_SubScenario:event_lifeagain_01_s_4,False,,10,1,1.0,,,,,,,
event_lifeagain_01_s_5,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_5,True,,1,5,1.5,,,rumani,rumani,5,idle,
event_lifeagain_01_s_6,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_6,True,,5,5,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_7,40060,event_lifeagain_01_s,Self,Self,Locale_SubScenario:event_lifeagain_01_s_7,False,,5,5,1.0,,,,,5,idle,
event_lifeagain_01_s_8,40060,event_lifeagain_01_s,Self,Self,Locale_SubScenario:event_lifeagain_01_s_8,False,,5,5,1.0,,,,,5,idle,
event_lifeagain_01_s_9,40060,event_lifeagain_01_s,Choice,,Locale_SubScenario:event_lifeagain_01_s_9,False,,5,5,1.0,,,,,5,idle,event_lifeagain_01_s_11
event_lifeagain_01_s_10,40060,event_lifeagain_01_s,Choice,,Locale_SubScenario:event_lifeagain_01_s_10,False,,5,5,1.0,,,,,5,idle,event_lifeagain_01_s_11
event_lifeagain_01_s_11,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_11,True,,5,L_50,0.7,,,rumani,,5,surprise,
event_lifeagain_01_s_12,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_12,True,,L_50,L_50,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_13,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_13,True,,L_50,L_50,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_14,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_14,True,,L_50,L_50,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_15,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_15,True,,L_50,L_50,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_16,40060,event_lifeagain_01_s,Self,Self,Locale_SubScenario:event_lifeagain_01_s_16,False,,L_50,L_50,1.0,,,,,5,idle,
event_lifeagain_01_s_17,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_17,True,,L_50,L_50,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_18,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_18,True,,L_50,L_50,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_19,40060,event_lifeagain_01_s,Self,Self,Locale_SubScenario:event_lifeagain_01_s_19,False,,L_50,L_50,1.0,,,,,5,idle,
event_lifeagain_01_s_20,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_20,True,,L_50,L_50,1.0,,,rumani,,5,think,
event_lifeagain_01_s_21,40060,event_lifeagain_01_s,Self,Self,Locale_SubScenario:event_lifeagain_01_s_21,False,,L_50,L_50,1.0,,,,,5,think,
event_lifeagain_01_s_22,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_22,True,,L_50,L_50,1.0,,,rumani,,5,think,
event_lifeagain_01_s_23,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_23,True,,L_50,L_500,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_24,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_24,True,,L_500,L_500,1.0,,,rumani,,5,think,
event_lifeagain_01_s_25,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_25,True,,L_500,L_500,1.0,,,rumani,,5,think,
event_lifeagain_01_s_26,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_26,True,,L_500,L_500,1.0,,,rumani,,5,think,
event_lifeagain_01_s_27,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_27,True,,L_500,L_500,1.0,,,rumani,,5,think,
event_lifeagain_01_s_28,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_28,True,,L_500,L_500,1.0,,,rumani,,5,think,
event_lifeagain_01_s_29,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_29,True,,L_500,L_500,1.0,,,rumani,,5,think,
event_lifeagain_01_s_30,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_30,True,,L_500,L_500,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_31,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_31,True,,L_500,L_50,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_32,40060,event_lifeagain_01_s,Self,Self,Locale_SubScenario:event_lifeagain_01_s_32,False,,L_50,L_50,1.0,,,,,5,idle,
event_lifeagain_01_s_33,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_33,True,,L_50,L_50,1.0,,,rumani,,5,think,
event_lifeagain_01_s_34,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_34,True,,L_50,L_50,1.0,,,rumani,,5,think,
event_lifeagain_01_s_35,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_35,True,,L_50,L_50,1.0,,,rumani,,5,worry,
event_lifeagain_01_s_36,40060,event_lifeagain_01_s,Self,Self,Locale_SubScenario:event_lifeagain_01_s_36,False,,L_50,L_50,1.0,,,,,5,worry,
event_lifeagain_01_s_37,40060,event_lifeagain_01_s,Self,Self,Locale_SubScenario:event_lifeagain_01_s_37,False,,L_50,L_50,1.0,,,,,5,worry,
event_lifeagain_01_s_38,40060,event_lifeagain_01_s,Self,Self,Locale_SubScenario:event_lifeagain_01_s_38,False,,L_50,L_50,1.0,,,,,5,worry,
event_lifeagain_01_s_39,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_39,True,,L_50,L_500,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_40,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_40,True,,L_500,L_500,1.0,,,rumani,,5,think,
event_lifeagain_01_s_41,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_41,True,,L_500,L_500,1.0,,,rumani,,5,think,
event_lifeagain_01_s_42,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_42,True,,L_500,L_500,1.0,,,rumani,,5,think,
event_lifeagain_01_s_43,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_43,True,,L_500,L_500,1.0,,,rumani,,5,think,
event_lifeagain_01_s_44,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_44,True,,L_500,L_500,1.0,,,rumani,,5,think,
event_lifeagain_01_s_45,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_45,True,,L_500,L_500,1.0,,,rumani,,5,think,
event_lifeagain_01_s_46,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_46,True,,L_500,L_500,1.0,,,rumani,,5,think,
event_lifeagain_01_s_47,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_47,True,,L_500,L_500,1.0,,,rumani,,5,think,
event_lifeagain_01_s_48,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_48,True,,L_500,L_500,1.0,,,rumani,,5,worry,
event_lifeagain_01_s_49,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_49,True,,L_500,L_500,1.0,,,rumani,,5,worry,
event_lifeagain_01_s_50,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_50,True,,L_500,L_50,1.0,,,rumani,,5,think,
event_lifeagain_01_s_51,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_51,True,,L_50,L_50,1.0,,,rumani,,5,think,
event_lifeagain_01_s_52,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_52,True,,L_50,L_50,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_53,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_53,True,,L_50,L_50,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_54,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_54,True,,L_50,L_50,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_55,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_55,True,,L_50,L_50,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_56,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_56,True,,L_50,L_50,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_57,40060,event_lifeagain_01_s,Self,Self,Locale_SubScenario:event_lifeagain_01_s_57,False,,L_50,L_50,1.0,,,,,5,idle,
event_lifeagain_01_s_58,40060,event_lifeagain_01_s,Self,Self,Locale_SubScenario:event_lifeagain_01_s_58,False,,L_50,L_50,1.0,,,,,5,idle,
event_lifeagain_01_s_59,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_59,True,,L_50,L_50,1.0,,,rumani,,5,think,
event_lifeagain_01_s_60,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_60,True,,L_50,L_50,1.0,,,rumani,,5,think,
event_lifeagain_01_s_61,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_61,True,,L_50,L_50,1.0,,,rumani,,5,think,
event_lifeagain_01_s_62,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_62,True,,L_50,L_50,1.0,,,rumani,,5,worry,
event_lifeagain_01_s_63,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_63,True,,L_50,L_500,1.0,,,rumani,,5,think,
event_lifeagain_01_s_64,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_64,True,,L_500,L_500,1.0,,,rumani,,5,think,
event_lifeagain_01_s_65,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_65,True,,L_500,L_500,1.0,,,rumani,,5,think,
event_lifeagain_01_s_66,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_66,True,,L_500,L_500,1.0,,,rumani,,5,think,
event_lifeagain_01_s_67,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_67,True,,L_500,L_500,1.0,,,rumani,,5,think,
event_lifeagain_01_s_68,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_68,True,,L_500,L_500,1.0,,,rumani,,5,think,
event_lifeagain_01_s_69,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_69,True,,L_500,L_500,1.0,,,rumani,,5,worry,
event_lifeagain_01_s_70,40060,event_lifeagain_01_s,Self,Self,Locale_SubScenario:event_lifeagain_01_s_70,False,,L_500,L_500,1.0,,,,,5,worry,
event_lifeagain_01_s_71,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_71,True,,L_500,L_500,1.0,,,rumani,,5,idle,
event_lifeagain_01_s_72,40060,event_lifeagain_01_s,Speech,rumani,Locale_SubScenario:event_lifeagain_01_s_72,True,,L_500,L_500,1.0,,,rumani,,5,idle,
