id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_forrest_05_e_1,40072,event_forrest_05_e,Speech,liter_c,liter_c,Locale_SubScenario:event_forrest_05_e_1,True,CherryBlossom,XS_10,XS_10,1.0,none,liter_c,1,idle,trina,13,think1
event_forrest_05_e_2,40072,event_forrest_05_e,Self,trina,,Locale_SubScenario:event_forrest_05_e_2,False,,XS_10,1,1.0,,,1,idle,,13,think1
event_forrest_05_e_3,40072,event_forrest_05_e,Self,trina,,Locale_SubScenario:event_forrest_05_e_3,False,,1,13,1.0,,,1,idle,,13,think1
event_forrest_05_e_4,40072,event_forrest_05_e,Speech,trina,trina,Locale_SubScenario:event_forrest_05_e_4,True,,13,13,1.0,,,1,idle,,13,think1
event_forrest_05_e_5,40072,event_forrest_05_e,Speech,trina,trina,Locale_SubScenario:event_forrest_05_e_5,True,,13,13,1.0,,,1,idle,,13,think1
event_forrest_05_e_6,40072,event_forrest_05_e,Monologue,trina,,Locale_SubScenario:event_forrest_05_e_6,False,,13,L_130,1.0,bgm_story_monochrome,,1,idle,,13,think1
event_forrest_05_e_7,40072,event_forrest_05_e,Monologue,trina,,Locale_SubScenario:event_forrest_05_e_7,False,,L_130,L_130,1.0,,,1,idle,,13,think1
event_forrest_05_e_8,40072,event_forrest_05_e,Monologue,trina,,Locale_SubScenario:event_forrest_05_e_8,False,,L_130,L_130,1.0,,,1,idle,,13,think1
event_forrest_05_e_9,40072,event_forrest_05_e,Monologue,trina,,Locale_SubScenario:event_forrest_05_e_9,False,,L_130,L_130,1.0,,,1,idle,,13,think1
event_forrest_05_e_10,40072,event_forrest_05_e,Speech,trina,trina,Locale_SubScenario:event_forrest_05_e_10,True,,L_130,13,0.7,,,1,idle,,13,surprise
event_forrest_05_e_11,40072,event_forrest_05_e,Speech,liter_c,liter_c,Locale_SubScenario:event_forrest_05_e_11,True,,13,12,1.0,,,1,no,,13,surprise
