id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,highlight,speaker,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,set_filter_01,set_filter_02,play_sound
event_absolute2_01_s_1,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_1,True,City,black,black,1.0,event_bgm_absolute_1,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_2,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_2,True,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_3,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_3,True,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_4,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_4,True,,black,black,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_5,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_5,True,,black,black,1.0,,ingrid,2,idle,eunhwa,4,angry,,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_6,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_6,True,,2,2,1.0,,,2,idle,,4,angry,ingrid,ingrid,,,,,,,,,,,,,,,,,
event_absolute2_01_s_7,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_7,True,,2,2,1.0,,,2,idle,,4,angry,ingrid,ingrid,,,,,,,,,,,,,,,,,
event_absolute2_01_s_8,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_8,True,,2,4,1.0,,,2,idle,,4,angry,eunhwa,eunhwa,,,,,,,,,,,,,,,,,
event_absolute2_01_s_9,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_9,True,,4,4,1.0,,,2,idle,,4,angry,eunhwa,eunhwa,,,,,,,,,,,,,,,,,
event_absolute2_01_s_10,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_10,True,,4,4,1.0,,,2,idle,,4,angry,eunhwa,eunhwa,,,,,,,,,,,,,,,,,
event_absolute2_01_s_11,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_11,False,,4,40,1.0,,,2,idle,,4,angry,eunhwa,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_12,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_12,False,,40,40,1.0,,,2,idle,,4,angry,eunhwa,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_13,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_13,False,,40,40,1.0,,,2,idle,,4,angry,eunhwa,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_14,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_14,False,EventScene_absolute_02_4,black,black,1.0,,,2,idle,,4,angry,eunhwa,,ingrid,eunhwa,,,,,,,,,,,,,,,
event_absolute2_01_s_15,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_15,True,,eunhwaemma_01,eunhwaemma_02,1.5,,,,,,,,emma,emma,,,,,,,,,,,,,,,,,
event_absolute2_01_s_16,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_16,True,,eunhwaemma_02,eunhwaemma_02,1.0,,,,,,,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,
event_absolute2_01_s_17,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_17,True,,eunhwaemma_02,eunhwaemma_02,1.0,,,,,,,,emma,emma,,,,,,,,,,,,,,,,,
event_absolute2_01_s_18,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_18,True,,eunhwaemma_02,eunhwaemma_02,1.0,,,,,,,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,
event_absolute2_01_s_19,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_19,True,,eunhwaemma_02,eunhwaemma_02,1.0,,,,,,,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,
event_absolute2_01_s_20,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_20,True,,eunhwaemma_02,eunhwaemma_02,1.0,,,,,,,,emma,emma,,,,,,,,,,,,,,,,,
event_absolute2_01_s_21,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_21,True,,eunhwaemma_02,eunhwaemma_02,1.0,,,,,,,,emma,emma,,,,,,,,,,,,,,,,,
event_absolute2_01_s_22,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_22,True,,eunhwaemma_02,eunhwaemma_02,1.0,,,,,,,,emma,emma,,,,,,,,,,,,,,,,,
event_absolute2_01_s_23,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_23,True,,eunhwaemma_02,eunhwaemma_02,1.0,,,,,,,,emma,emma,,,,,,,,,,,,,,,,,
event_absolute2_01_s_24,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_24,True,,eunhwaemma_02,eunhwaemma_03,2.0,,,,,,,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,
event_absolute2_01_s_25,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_25,True,,eunhwaemma_03,eunhwaemma_03,1.0,,,,,,,,emma,emma,,,,,,,,,,,,,,,,,
event_absolute2_01_s_26,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_26,True,,eunhwaemma_03,eunhwaemma_03,1.0,,,,,,,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,
event_absolute2_01_s_27,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_27,True,,eunhwaemma_03,eunhwaemma_03,1.0,,,,,,,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,
event_absolute2_01_s_28,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_28,True,,eunhwaemma_03,eunhwaemma_03,1.0,,,,,,,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,
event_absolute2_01_s_29,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_29,True,,eunhwaemma_03,eunhwaemma_03,1.0,,,,,,,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,
event_absolute2_01_s_30,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_30,True,,eunhwaemma_03,eunhwaemma_03,1.0,,,,,,,,emma,emma,,,,,,,,,,,,,,,,,
event_absolute2_01_s_31,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_31,True,,eunhwaemma_03,eunhwaemma_03,1.0,,,,,,,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,
event_absolute2_01_s_32,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_32,True,,eunhwaemma_03,eunhwaemma_03,1.0,,,,,,,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,
event_absolute2_01_s_33,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_33,True,,eunhwaemma_03,eunhwaemma_03,1.0,,,,,,,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,
event_absolute2_01_s_34,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_34,True,,eunhwaemma_03,eunhwaemma_04,1.5,,,,,,,,emma,emma,,,,,,,,,,,,,,,,,
event_absolute2_01_s_35,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_35,False,,eunhwaemma_04,eunhwaemma_04,1.0,,,,,,,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,
event_absolute2_01_s_36,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_36,True,,eunhwaemma_04,eunhwaemma_04,1.0,,,,,,,,emma,emma,,,,,,,,,,,,,,,,,
event_absolute2_01_s_37,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_37,True,,eunhwaemma_04,eunhwaemma_04,1.0,,,,,,,,emma,emma,,,,,,,,,,,,,,,,,
event_absolute2_01_s_38,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_38,True,,eunhwaemma_04,eunhwaemma_04,1.0,,,,,,,,emma,emma,,,,,,,,,,,,,,,,,
event_absolute2_01_s_39,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_39,True,,eunhwaemma_04,eunhwaemma_02,2.0,,,,,,,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,
event_absolute2_01_s_40,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_40,True,,eunhwaemma_02,eunhwaemma_02,1.0,,,,,,,,eunhwa,eunhwa,,,,,,,,,,,,,,,,,
event_absolute2_01_s_41,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_41,False,City,black,black,1.0,,,,,,,,emma,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_42,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_42,False,,black,black,1.0,,,,,,,,emma,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_43,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_43,False,,black,black,1.0,,,,,,,,emma,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_44,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_44,False,,black,black,1.0,,,,,,,,emma,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_45,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_45,False,,black,black,1.0,,,,,,,,emma,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_46,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_46,False,,black,black,1.0,,,,,,,,emma,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_47,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_47,False,,black,black,1.0,,,,,,,,emma,,,,,,,,,,,,,,,,,,
event_absolute2_01_s_48,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_48,False,GoodOffice,black,black,1.0,,rapi,4,idle,vesti,12,shy,emma,,,,emma,14,idle,eunhwa,2,angry,,,,,,,,,
event_absolute2_01_s_49,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_49,True,,40,40,1.0,,,4,idle,,12,shy,rapi,rapi,,,,14,idle,,2,angry,,,,,,,,,
event_absolute2_01_s_50,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_50,True,,40,40,1.0,,,4,idle,,12,shy,rapi,rapi,,,,14,idle,,2,idle,,,,,,,,,
event_absolute2_01_s_51,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_51,False,,black,black,1.0,,,1,idle,,12,shy,rapi,,rapi,,,14,idle,,2,idle,,,,,,,,,
event_absolute2_01_s_52,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_52,True,,13,13,1.0,,,,,,12,shy,emma,emma,,,,14,idle,,2,idle,,,,,,,,,
event_absolute2_01_s_53,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_53,True,,13,13,1.0,,,,,,12,shy,vesti,vesti,,,,14,idle,,2,idle,,,,,,,,,
event_absolute2_01_s_54,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_54,True,,13,13,1.0,,,,,,12,shy,vesti,vesti,,,,14,idle,,2,idle,,,,,,,,,
event_absolute2_01_s_55,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_55,False,,black,black,1.0,,,,,,12,shy,vesti,,,vesti,,15,idle,,2,idle,,,,,,,,,
event_absolute2_01_s_56,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_56,False,,black,black,1.0,,,,,,,,vesti,,,,,15,idle,,2,idle,eunhwa,,,,,,,,
event_absolute2_01_s_57,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_57,False,,15,15,1.0,,,,,,,,emma,,,,,15,idle,,,,,,,,,,,,
event_absolute2_01_s_58,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_58,False,,15,150,1.0,,,,,,,,emma,,,,,15,idle,,,,,,,,,,,,
event_absolute2_01_s_59,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_59,False,,black,black,1.0,,,,,,,,emma,,,,,13,idle,,,,,emma,,,,,,,
event_absolute2_01_s_60,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_60,False,CityForest_03_d,black,black,1.0,,eunhwa,15,idle,vesti,13,idle,emma,,,,,,,,,,,,rapi,1,idle,,,,
event_absolute2_01_s_61,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_61,False,,10,100,1.0,,,15,idle,,13,idle,rapi,,,,,,,,,,,,,1,idle,,,,
event_absolute2_01_s_62,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_62,False,,100,XS_1300,1.0,,,15,idle,,13,idle,vesti,,,,,,,,,,,,,1,idle,,,,
event_absolute2_01_s_63,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_63,False,,XS_1300,1500,1.0,,,15,idle,,13,idle,eunhwa,,,,,,,,,,,,,1,idle,,,,
event_absolute2_01_s_64,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_64,False,,1500,1500,1.0,,,15,idle,,13,idle,eunhwa,,,,,,,,,,,,,1,idle,,,,
event_absolute2_01_s_65,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_65,False,,1500,XS_1300,1.0,,,15,idle,,13,idle,vesti,,,,,,,,,,,,,1,idle,,,,
event_absolute2_01_s_66,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_66,False,,XS_1300,100,1.0,,,15,idle,,13,idle,rapi,,,,,,,,,,,,,1,idle,,,,
event_absolute2_01_s_67,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_67,False,,100,100,1.0,,,15,idle,,13,idle,rapi,,,,,,,,,,,,,1,idle,,,,
event_absolute2_01_s_68,40086,event_absolute2_01_s,Narration,Locale_MainScenario:event_absolute2_01_s_68,False,NikkeRoom,black,black,1.0,none,,1,idle,,13,idle,emma,,,vesti,emma,13,worry,,,,,,,1,idle,rapi,,,
event_absolute2_01_s_69,40086,event_absolute2_01_s,Speech,Locale_MainScenario:event_absolute2_01_s_69,True,,black,black,1.0,,,1,idle,,,,emma,emma,,,,13,worry,,,,,,,,,,,,
