id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker
snowfall_speech_emma_30_1,80903,snowfall_speech_emma_30,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_30_1,False,emma,1,idle,WaterFall_d,1,1,1.0,amb_so_waterfall_1,event_bgm_neverland_snowflakes_day,,,
snowfall_speech_emma_30_2,80903,snowfall_speech_emma_30,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_30_2,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_emma_30_3,80903,snowfall_speech_emma_30,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_30_3,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_emma_30_4,80903,snowfall_speech_emma_30,Choice,emma,Locale_SubScenario:snowfall_speech_emma_30_4,False,,1,idle,,1,1,1.0,,,snowfall_speech_emma_30_7,,
snowfall_speech_emma_30_5,80903,snowfall_speech_emma_30,Choice,emma,Locale_SubScenario:snowfall_speech_emma_30_5,False,,1,idle,,1,1,1.0,,,snowfall_speech_emma_30_6,,
snowfall_speech_emma_30_6,80903,snowfall_speech_emma_30,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_30_6,False,,1,idle,,black,black,1.0,,,,True,
snowfall_speech_emma_30_7,80903,snowfall_speech_emma_30,Speech,emma,Locale_SubScenario:snowfall_speech_emma_30_7,True,,1,delight,,1,10,1.0,,,,,emma
snowfall_speech_emma_30_8,80903,snowfall_speech_emma_30,Speech,emma,Locale_SubScenario:snowfall_speech_emma_30_8,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_30_9,80903,snowfall_speech_emma_30,Speech,emma,Locale_SubScenario:snowfall_speech_emma_30_9,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_30_10,80903,snowfall_speech_emma_30,Speech,emma,Locale_SubScenario:snowfall_speech_emma_30_10,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_30_11,80903,snowfall_speech_emma_30,Speech,emma,Locale_SubScenario:snowfall_speech_emma_30_11,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_30_12,80903,snowfall_speech_emma_30,Choice,emma,Locale_SubScenario:snowfall_speech_emma_30_12,False,,1,idle,,10,10,1.0,,,snowfall_speech_emma_30_14,,
snowfall_speech_emma_30_13,80903,snowfall_speech_emma_30,Choice,emma,Locale_SubScenario:snowfall_speech_emma_30_13,False,,1,idle,,10,10,1.0,,,snowfall_speech_emma_30_17,,
snowfall_speech_emma_30_14,80903,snowfall_speech_emma_30,Speech,emma,Locale_SubScenario:snowfall_speech_emma_30_14,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_30_15,80903,snowfall_speech_emma_30,Speech,emma,Locale_SubScenario:snowfall_speech_emma_30_15,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_30_16,80903,snowfall_speech_emma_30,Speech,emma,Locale_SubScenario:snowfall_speech_emma_30_16,True,,1,delight,,10,10,1.0,,,snowfall_speech_emma_30_21,,emma
snowfall_speech_emma_30_17,80903,snowfall_speech_emma_30,Speech,emma,Locale_SubScenario:snowfall_speech_emma_30_17,True,,1,surprise,,10,10,1.0,,,,,emma
snowfall_speech_emma_30_18,80903,snowfall_speech_emma_30,Self,emma,Locale_SubScenario:snowfall_speech_emma_30_18,False,,1,surprise,,10,10,1.0,,,,,
snowfall_speech_emma_30_19,80903,snowfall_speech_emma_30,Speech,emma,Locale_SubScenario:snowfall_speech_emma_30_19,True,,1,angry,,10,10,1.0,,,,,emma
snowfall_speech_emma_30_20,80903,snowfall_speech_emma_30,Speech,emma,Locale_SubScenario:snowfall_speech_emma_30_20,True,,1,idle,,10,10,1.0,,,snowfall_speech_emma_30_21,,emma
snowfall_speech_emma_30_21,80903,snowfall_speech_emma_30,Speech,emma,Locale_SubScenario:snowfall_speech_emma_30_21,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_30_22,80903,snowfall_speech_emma_30,Speech,emma,Locale_SubScenario:snowfall_speech_emma_30_22,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_30_23,80903,snowfall_speech_emma_30,Speech,emma,Locale_SubScenario:snowfall_speech_emma_30_23,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_30_24,80903,snowfall_speech_emma_30,Speech,emma,Locale_SubScenario:snowfall_speech_emma_30_24,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_30_25,80903,snowfall_speech_emma_30,Narration,emma,Locale_SubScenario:snowfall_speech_emma_30_25,False,,1,idle,,black,black,1.0,,,,,
