id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_filter_01,characters/1/hide_char_id,characters/2/hide_char_id,jump_target
event_queensorder_06_e_1,40015,event_queensorder_06_e,Monologue,Locale_SubScenario:event_queensorder_06_e_1,False,CommanderRoom,black,black,1.0,bgm_story_backtonormal,,,,,,,,,,,,,,,,,,
event_queensorder_06_e_2,40015,event_queensorder_06_e,Monologue,Locale_SubScenario:event_queensorder_06_e_2,False,,black,black,1.0,,,,,,,,,,,,,,,,,,,
event_queensorder_06_e_3,40015,event_queensorder_06_e,Self,Locale_SubScenario:event_queensorder_06_e_3,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_queensorder_06_e_4,40015,event_queensorder_06_e,Monologue,Locale_SubScenario:event_queensorder_06_e_4,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_queensorder_06_e_5,40015,event_queensorder_06_e,Monologue,Locale_SubScenario:event_queensorder_06_e_5,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_queensorder_06_e_6,40015,event_queensorder_06_e,Monologue,Locale_SubScenario:event_queensorder_06_e_6,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_queensorder_06_e_7,40015,event_queensorder_06_e,Monologue,Locale_SubScenario:event_queensorder_06_e_7,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,
event_queensorder_06_e_8,40015,event_queensorder_06_e,Narration,Locale_SubScenario:event_queensorder_06_e_8,False,,1,1,1.0,,sfx_scn_autodooropen,,,,,,,,,,,,,,,,,
event_queensorder_06_e_9,40015,event_queensorder_06_e,Self,Locale_SubScenario:event_queensorder_06_e_9,False,,1,100,0.6,,,,,,,,,,,,,,,,,,,
event_queensorder_06_e_10,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_10,True,,100,100,1.0,,,emma_o,emma,emma_o,1,surprise,,,,,,,,,,,,
event_queensorder_06_e_11,40015,event_queensorder_06_e,Self,Locale_SubScenario:event_queensorder_06_e_11,False,,100,10,1.0,,,,,,1,surprise,,,,,,,,,,,,
event_queensorder_06_e_12,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_12,True,,10,10,1.0,,,emma_o,emma,,1,worry,,,,,,,,,,,,
event_queensorder_06_e_13,40015,event_queensorder_06_e,Self,Locale_SubScenario:event_queensorder_06_e_13,False,,10,10,1.0,,,,,,1,worry,,,,,,,,,,,,
event_queensorder_06_e_14,40015,event_queensorder_06_e,Self,Locale_SubScenario:event_queensorder_06_e_14,False,,10,10,1.0,,,,,,1,worry,,,,,,,,,,,,
event_queensorder_06_e_15,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_15,True,,10,10,1.0,,,emma_o,emma,,1,worry,,,,,,,,,,,,
event_queensorder_06_e_16,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_16,True,,10,10,1.0,,,emma_o,emma,,1,worry,,,,,,,,,,,,
event_queensorder_06_e_17,40015,event_queensorder_06_e,Self,Locale_SubScenario:event_queensorder_06_e_17,False,,10,10,1.0,,,,,,1,worry,,,,,,,,,,,,
event_queensorder_06_e_18,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_18,True,,10,10,1.0,,,emma_o,emma,,1,worry,,,,,,,,,,,,
event_queensorder_06_e_19,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_19,True,,10,10,1.0,,,emma_o,emma,,1,worry,,,,,,,,,,,,
event_queensorder_06_e_20,40015,event_queensorder_06_e,Self,Locale_SubScenario:event_queensorder_06_e_20,False,,10,10,1.0,,,,,,1,worry,,,,,,,,,,,,
event_queensorder_06_e_21,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_21,True,,10,10,1.0,,,emma_o,emma,,1,worry,,,,,,,,,,,,
event_queensorder_06_e_22,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_22,True,,10,10,1.0,,,emma_o,emma,,1,worry,,,,,,,,,,,,
event_queensorder_06_e_23,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_23,True,,10,10,1.0,,,emma_o,emma,,1,worry,,,,,,,,,,,,
event_queensorder_06_e_24,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_24,True,,10,10,1.0,,,emma_o,emma,,1,worry,,,,,,,,,,,,
event_queensorder_06_e_25,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_25,True,,10,10,1.0,,,emma_o,emma,,1,worry,,,,,,,,,,,,
event_queensorder_06_e_26,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_26,True,,10,10,1.0,,,emma_o,emma,,1,worry,,,,,,,,,,,,
event_queensorder_06_e_27,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_27,True,,10,10,1.0,,,emma_o,emma,,1,worry,,,,,,,,,,,,
event_queensorder_06_e_28,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_28,True,,10,10,1.0,,,emma_o,emma,,1,worry,,,,,,,,,,,,
event_queensorder_06_e_29,40015,event_queensorder_06_e,Self,Locale_SubScenario:event_queensorder_06_e_29,False,,10,10,1.0,,,,,,1,worry,,,,,,,,,,,,
event_queensorder_06_e_30,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_30,True,,10,10,1.0,,,emma_o,emma,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_31,40015,event_queensorder_06_e,Self,Locale_SubScenario:event_queensorder_06_e_31,False,,10,1,1.0,,,,,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_32,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_32,True,,1,1,1.0,,,emma_o,emma,,1,delight,,,,,,,,,,,,
event_queensorder_06_e_33,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_33,True,,1,1,1.0,,,emma_o,emma,,1,delight,,,,,,,,,,,,
event_queensorder_06_e_34,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_34,True,,1,1,1.0,,,emma_o,emma,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_35,40015,event_queensorder_06_e,Self,Locale_SubScenario:event_queensorder_06_e_35,False,,1,1,1.0,,,,,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_36,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_36,True,,1,1,1.0,,,emma_o,emma,,1,delight,,,,,,,,,,,,
event_queensorder_06_e_37,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_37,False,,1,1,1.0,,,emma_o,emma,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_38,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_38,True,,1,10,1.0,,,emma_o,emma,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_39,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_39,True,,10,10,1.0,,,emma_o,emma,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_40,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_40,True,,10,10,1.0,,,emma_o,emma,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_41,40015,event_queensorder_06_e,Self,Locale_SubScenario:event_queensorder_06_e_41,False,,10,10,1.0,,,,,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_42,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_42,True,,10,10,1.0,,,emma_o,emma,,1,delight,,,,,,,,,,,,
event_queensorder_06_e_43,40015,event_queensorder_06_e,Self,Locale_SubScenario:event_queensorder_06_e_43,False,,10,10,1.0,,,,,,1,delight,,,,,,,,,,,,
event_queensorder_06_e_44,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_44,True,,10,10,1.0,,,emma_o,emma,,1,delight,,,,,,,,,,,,
event_queensorder_06_e_45,40015,event_queensorder_06_e,Monologue,Locale_SubScenario:event_queensorder_06_e_45,False,,10,10,1.0,,,,,,1,idle,emma_o,,,,,,,,,,,
event_queensorder_06_e_46,40015,event_queensorder_06_e,Self,Locale_SubScenario:event_queensorder_06_e_46,False,CommanderRoom_n,10,10,1.0,,,,,,,,,black,,,,,,,,,,
event_queensorder_06_e_47,40015,event_queensorder_06_e,Monologue,Locale_SubScenario:event_queensorder_06_e_47,False,,1,7,1.0,none,,,,,,,,,,,,,,,,,,
event_queensorder_06_e_48,40015,event_queensorder_06_e,Monologue,Locale_SubScenario:event_queensorder_06_e_48,False,,7,7,1.0,,,,,,,,,,,,,,,,,,,
event_queensorder_06_e_49,40015,event_queensorder_06_e,Self,Locale_SubScenario:event_queensorder_06_e_49,False,,7,7,1.0,,,,,,,,,,,,,,,,,,,
event_queensorder_06_e_50,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_50,True,,7,7,1.0,,,rosanna,rosanna,rosanna,1,idle,,,,,,,,,,,,
event_queensorder_06_e_51,40015,event_queensorder_06_e,Self,Locale_SubScenario:event_queensorder_06_e_51,False,,7,1,1.0,,,,,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_52,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_52,True,,1,1,1.0,event_bgm_queensorder,,rosanna,rosanna,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_53,40015,event_queensorder_06_e,Self,Locale_SubScenario:event_queensorder_06_e_53,False,,1,1,1.0,,,,,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_54,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_54,True,,1,1,1.0,,,rosanna,rosanna,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_55,40015,event_queensorder_06_e,Self,Locale_SubScenario:event_queensorder_06_e_55,False,,1,1,1.0,,,,,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_56,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_56,True,,1,1,1.0,,,rosanna,rosanna,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_57,40015,event_queensorder_06_e,Self,Locale_SubScenario:event_queensorder_06_e_57,False,,1,1,1.0,,,,,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_58,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_58,True,,1,1,1.0,,,rosanna,rosanna,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_59,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_59,True,,1,1,1.0,,,rosanna,rosanna,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_60,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_60,True,,1,1,1.0,,,rosanna,rosanna,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_61,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_61,True,,1,1,1.0,,,rosanna,rosanna,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_62,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_62,True,Hotel,1,17,1.0,,,consigliere,consigliere,,1,idle,,,consigliere,16,idle,wealthwoman,18,idle,Vignetting,,,
event_queensorder_06_e_63,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_63,True,,17,17,1.0,,,consigliere,consigliere,,1,idle,,,,16,idle,,18,idle,Vignetting,,,
event_queensorder_06_e_64,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_64,True,,17,17,1.0,,,consigliere,consigliere,,1,idle,,,,16,idle,,18,idle,Vignetting,,,
event_queensorder_06_e_65,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_65,False,,17,L_180,0.7,,,wealthwoman,wealthwoman,,1,idle,,,,16,idle,,18,idle,Vignetting,,,
event_queensorder_06_e_66,40015,event_queensorder_06_e,Narration,Locale_SubScenario:event_queensorder_06_e_66,False,CommanderRoom_n,black,black,1.0,,sfx_scn_finishshot,,,,1,idle,,,,16,idle,,18,idle,Vignetting,,,
event_queensorder_06_e_67,40015,event_queensorder_06_e,Self,Locale_SubScenario:event_queensorder_06_e_67,False,,1,1,1.0,,,,,,1,idle,,,,16,idle,,18,idle,,consigliere,wealthwoman,
event_queensorder_06_e_68,40015,event_queensorder_06_e,Speech,Locale_SubScenario:event_queensorder_06_e_68,True,,1,1,1.0,,,rosanna,rosanna,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_69,40015,event_queensorder_06_e,Self,Locale_SubScenario:event_queensorder_06_e_69,False,,1,1,1.0,,,,,,1,idle,,,,,,,,,,,,
event_queensorder_06_e_70,40015,event_queensorder_06_e,Monologue,Locale_SubScenario:event_queensorder_06_e_70,False,,1,1,1.0,,,,,,1,good,,,,,,,,,,,,
