id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/7/show_char_id,characters/7/set_char_position,characters/7/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm
event_ce02_2_intermission_01_1,40027,event_ce02_2_intermission_01,Speech,anis,anis,Locale_SubScenario:event_ce02_2_intermission_01_1,True,neon,9,idle,anis,7,sad,rapi,5,idle,6000d_02,3,idle,c1002_02,1,idle,b0006_02,13,idle,ce_02_01,15,idle,ce_02_npc_01,17,idle,Factory_n,7,7,1.0,event_bgm_ce002_story_2
event_ce02_2_intermission_01_2,40027,event_ce02_2_intermission_01,Speech,anis,anis,Locale_SubScenario:event_ce02_2_intermission_01_2,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,7,1.0,
event_ce02_2_intermission_01_3,40027,event_ce02_2_intermission_01,Speech,anis,anis,Locale_SubScenario:event_ce02_2_intermission_01_3,True,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,7,1.0,
event_ce02_2_intermission_01_4,40027,event_ce02_2_intermission_01,Self,,Self,Locale_SubScenario:event_ce02_2_intermission_01_4,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,7,1.0,
event_ce02_2_intermission_01_5,40027,event_ce02_2_intermission_01,Self,,Self,Locale_SubScenario:event_ce02_2_intermission_01_5,False,,9,idle,,7,worry,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,7,1.0,
event_ce02_2_intermission_01_6,40027,event_ce02_2_intermission_01,Speech,anis,anis,Locale_SubScenario:event_ce02_2_intermission_01_6,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,7,70,0.7,
event_ce02_2_intermission_01_7,40027,event_ce02_2_intermission_01,Speech,neon,neon,Locale_SubScenario:event_ce02_2_intermission_01_7,True,,9,worry,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,9,S_90,0.7,
event_ce02_2_intermission_01_8,40027,event_ce02_2_intermission_01,Speech,rapi,rapi,Locale_SubScenario:event_ce02_2_intermission_01_8,True,,9,worry,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,5,50,0.7,
event_ce02_2_intermission_01_9,40027,event_ce02_2_intermission_01,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_intermission_01_9,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,16,16,1.0,
event_ce02_2_intermission_01_10,40027,event_ce02_2_intermission_01,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_intermission_01_10,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,16,16,1.0,
event_ce02_2_intermission_01_11,40027,event_ce02_2_intermission_01,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_intermission_01_11,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,16,14,0.7,
event_ce02_2_intermission_01_12,40027,event_ce02_2_intermission_01,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_intermission_01_12,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
event_ce02_2_intermission_01_13,40027,event_ce02_2_intermission_01,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_intermission_01_13,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
event_ce02_2_intermission_01_14,40027,event_ce02_2_intermission_01,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_intermission_01_14,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
event_ce02_2_intermission_01_15,40027,event_ce02_2_intermission_01,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_intermission_01_15,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
event_ce02_2_intermission_01_16,40027,event_ce02_2_intermission_01,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_intermission_01_16,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
event_ce02_2_intermission_01_17,40027,event_ce02_2_intermission_01,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_intermission_01_17,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
event_ce02_2_intermission_01_18,40027,event_ce02_2_intermission_01,Speech,ce_02_01,ce_02_01,Locale_SubScenario:event_ce02_2_intermission_01_18,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
event_ce02_2_intermission_01_19,40027,event_ce02_2_intermission_01,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_intermission_01_19,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
event_ce02_2_intermission_01_20,40027,event_ce02_2_intermission_01,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_intermission_01_20,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,14,14,1.0,
event_ce02_2_intermission_01_21,40027,event_ce02_2_intermission_01,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_intermission_01_21,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,1,10,0.7,
event_ce02_2_intermission_01_22,40027,event_ce02_2_intermission_01,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_intermission_01_22,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,17,17,1.0,
event_ce02_2_intermission_01_23,40027,event_ce02_2_intermission_01,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_intermission_01_23,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,17,17,1.0,
event_ce02_2_intermission_01_24,40027,event_ce02_2_intermission_01,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_intermission_01_24,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,17,12,0.7,
event_ce02_2_intermission_01_25,40027,event_ce02_2_intermission_01,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_intermission_01_25,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,
event_ce02_2_intermission_01_26,40027,event_ce02_2_intermission_01,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_intermission_01_26,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,
event_ce02_2_intermission_01_27,40027,event_ce02_2_intermission_01,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_intermission_01_27,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,
event_ce02_2_intermission_01_28,40027,event_ce02_2_intermission_01,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_intermission_01_28,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,
event_ce02_2_intermission_01_29,40027,event_ce02_2_intermission_01,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_intermission_01_29,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,delight,,17,170,0.7,
event_ce02_2_intermission_01_30,40027,event_ce02_2_intermission_01,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_intermission_01_30,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,delight,,170,170,1.0,
event_ce02_2_intermission_01_31,40027,event_ce02_2_intermission_01,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_intermission_01_31,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,13,130,0.7,
event_ce02_2_intermission_01_32,40027,event_ce02_2_intermission_01,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_intermission_01_32,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,
event_ce02_2_intermission_01_33,40027,event_ce02_2_intermission_01,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_intermission_01_33,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,
event_ce02_2_intermission_01_34,40027,event_ce02_2_intermission_01,Speech,ce_02_npc_01,ce_02_npc_01,Locale_SubScenario:event_ce02_2_intermission_01_34,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,surprise,,17,170,0.3,
event_ce02_2_intermission_01_35,40027,event_ce02_2_intermission_01,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_intermission_01_35,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,13,13,1.0,
event_ce02_2_intermission_01_36,40027,event_ce02_2_intermission_01,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_intermission_01_36,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,13,13,1.0,
event_ce02_2_intermission_01_37,40027,event_ce02_2_intermission_01,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_intermission_01_37,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,13,130,0.7,
event_ce02_2_intermission_01_38,40027,event_ce02_2_intermission_01,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_intermission_01_38,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,
event_ce02_2_intermission_01_39,40027,event_ce02_2_intermission_01,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_intermission_01_39,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,
event_ce02_2_intermission_01_40,40027,event_ce02_2_intermission_01,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_intermission_01_40,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,130,12,0.7,
event_ce02_2_intermission_01_41,40027,event_ce02_2_intermission_01,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_2_intermission_01_41,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,
event_ce02_2_intermission_01_42,40027,event_ce02_2_intermission_01,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_intermission_01_42,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,
event_ce02_2_intermission_01_43,40027,event_ce02_2_intermission_01,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_2_intermission_01_43,True,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,12,12,1.0,
event_ce02_2_intermission_01_44,40027,event_ce02_2_intermission_01,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_2_intermission_01_44,False,,9,idle,,7,idle,,5,idle,,3,idle,,1,idle,,13,idle,,15,idle,,17,idle,,3,30,1.0,
