id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker
snowfall_speech_emma_36_1,80903,snowfall_speech_emma_36,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_36_1,False,emma,1,idle,WaterFall_n,1,1,1.0,amb_so_waterfall_3,event_bgm_neverland_snowflakes_night,,,
snowfall_speech_emma_36_2,80903,snowfall_speech_emma_36,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_36_2,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_emma_36_3,80903,snowfall_speech_emma_36,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_36_3,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_emma_36_4,80903,snowfall_speech_emma_36,Choice,emma,Locale_SubScenario:snowfall_speech_emma_36_4,False,,1,idle,,1,1,1.0,,,snowfall_speech_emma_36_7,,
snowfall_speech_emma_36_5,80903,snowfall_speech_emma_36,Choice,emma,Locale_SubScenario:snowfall_speech_emma_36_5,False,,1,idle,,1,1,1.0,,,snowfall_speech_emma_36_6,,
snowfall_speech_emma_36_6,80903,snowfall_speech_emma_36,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_36_6,False,,1,idle,,black,black,1.0,,,,True,
snowfall_speech_emma_36_7,80903,snowfall_speech_emma_36,Speech,emma,Locale_SubScenario:snowfall_speech_emma_36_7,True,,1,delight,,1,10,1.0,,,,,emma
snowfall_speech_emma_36_8,80903,snowfall_speech_emma_36,Speech,emma,Locale_SubScenario:snowfall_speech_emma_36_8,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_36_9,80903,snowfall_speech_emma_36,Speech,emma,Locale_SubScenario:snowfall_speech_emma_36_9,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_36_10,80903,snowfall_speech_emma_36,Speech,emma,Locale_SubScenario:snowfall_speech_emma_36_10,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_36_11,80903,snowfall_speech_emma_36,Speech,emma,Locale_SubScenario:snowfall_speech_emma_36_11,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_36_12,80903,snowfall_speech_emma_36,Speech,emma,Locale_SubScenario:snowfall_speech_emma_36_12,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_36_13,80903,snowfall_speech_emma_36,Speech,emma,Locale_SubScenario:snowfall_speech_emma_36_13,True,,1,delight,,10,10,1.0,,,,,emma
snowfall_speech_emma_36_14,80903,snowfall_speech_emma_36,Choice,emma,Locale_SubScenario:snowfall_speech_emma_36_14,False,,1,delight,,10,10,1.0,,,snowfall_speech_emma_36_16,,
snowfall_speech_emma_36_15,80903,snowfall_speech_emma_36,Choice,emma,Locale_SubScenario:snowfall_speech_emma_36_15,False,,1,delight,,10,10,1.0,,,snowfall_speech_emma_36_19,,
snowfall_speech_emma_36_16,80903,snowfall_speech_emma_36,Speech,emma,Locale_SubScenario:snowfall_speech_emma_36_16,True,,1,surprise,,10,10,1.0,,,,,emma
snowfall_speech_emma_36_17,80903,snowfall_speech_emma_36,Speech,emma,Locale_SubScenario:snowfall_speech_emma_36_17,True,,1,special,,10,10,1.0,,,,,emma
snowfall_speech_emma_36_18,80903,snowfall_speech_emma_36,Speech,emma,Locale_SubScenario:snowfall_speech_emma_36_18,True,,1,special,,10,10,1.0,,,snowfall_speech_emma_36_21,,emma
snowfall_speech_emma_36_19,80903,snowfall_speech_emma_36,Speech,emma,Locale_SubScenario:snowfall_speech_emma_36_19,True,,1,special,,10,10,1.0,,,,,emma
snowfall_speech_emma_36_20,80903,snowfall_speech_emma_36,Speech,emma,Locale_SubScenario:snowfall_speech_emma_36_20,True,,1,special,,10,10,1.0,,,snowfall_speech_emma_36_21,,emma
snowfall_speech_emma_36_21,80903,snowfall_speech_emma_36,Speech,emma,Locale_SubScenario:snowfall_speech_emma_36_21,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_36_22,80903,snowfall_speech_emma_36,Speech,emma,Locale_SubScenario:snowfall_speech_emma_36_22,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_36_23,80903,snowfall_speech_emma_36,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_36_23,False,,1,idle,,10,10,1.0,,,,,
snowfall_speech_emma_36_24,80903,snowfall_speech_emma_36,Narration,emma,Locale_SubScenario:snowfall_speech_emma_36_24,False,,1,idle,,black,black,1.0,,,,,
