id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/hide_char_id,set_filter_01,set_filter_02,fade
event_unbreakablesphere1_04_e_1,40075,event_unbreakablesphere1_04_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_04_e_1,True,mori,1,think,littlemermaid,3,delight,EmptyArea,S_100,S_10,1.0,event_bgm_ubsphere_longing,,,,,
event_unbreakablesphere1_04_e_2,40075,event_unbreakablesphere1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_04_e_2,True,,1,think,,3,delight,,S_10,31,1.0,,,,,,
event_unbreakablesphere1_04_e_3,40075,event_unbreakablesphere1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_04_e_3,True,,1,think,,3,delight,,31,31,1.0,,,,,,
event_unbreakablesphere1_04_e_4,40075,event_unbreakablesphere1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_04_e_4,True,,1,think,,3,delight,,31,31,1.0,,,,,,
event_unbreakablesphere1_04_e_5,40075,event_unbreakablesphere1_04_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_04_e_5,True,,1,think,,3,delight,,31,31,1.0,,,,,,
event_unbreakablesphere1_04_e_6,40075,event_unbreakablesphere1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_04_e_6,True,,1,think,,3,delight,,31,31,1.0,,,,,,
event_unbreakablesphere1_04_e_7,40075,event_unbreakablesphere1_04_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_04_e_7,False,,1,think,,3,delight,,31,31,1.0,,,,,,
event_unbreakablesphere1_04_e_8,40075,event_unbreakablesphere1_04_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_04_e_8,True,,1,think,,3,delight,,31,31,1.0,,,,,,
event_unbreakablesphere1_04_e_9,40075,event_unbreakablesphere1_04_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_04_e_9,True,,1,think,,3,delight,,31,31,1.0,,,,,,
event_unbreakablesphere1_04_e_10,40075,event_unbreakablesphere1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_04_e_10,True,,1,think,,3,surprise,,31,31,1.0,,,,,,
event_unbreakablesphere1_04_e_11,40075,event_unbreakablesphere1_04_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_04_e_11,True,,1,angry,,3,surprise,,31,31,1.0,,,,,,
event_unbreakablesphere1_04_e_12,40075,event_unbreakablesphere1_04_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_04_e_12,True,,1,angry,,3,surprise,,31,31,1.0,,,,,,
event_unbreakablesphere1_04_e_13,40075,event_unbreakablesphere1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_04_e_13,True,,1,angry,,3,surprise,,31,31,1.0,,,,,,
event_unbreakablesphere1_04_e_14,40075,event_unbreakablesphere1_04_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_04_e_14,True,,1,angry,,3,surprise,,31,31,1.0,,,,,,
event_unbreakablesphere1_04_e_15,40075,event_unbreakablesphere1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_04_e_15,True,,1,angry,,3,surprise,,31,31,1.0,,,,,,
event_unbreakablesphere1_04_e_16,40075,event_unbreakablesphere1_04_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_04_e_16,True,,1,angry,,3,surprise,,S_10,S_100,0.5,,,,,,
event_unbreakablesphere1_04_e_17,40075,event_unbreakablesphere1_04_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_04_e_17,True,,1,think,,3,surprise,,S_100,S_100,1.0,,,,,,
event_unbreakablesphere1_04_e_18,40075,event_unbreakablesphere1_04_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_04_e_18,True,,1,think,,3,surprise,,S_100,S_100,1.0,,,,,,
event_unbreakablesphere1_04_e_19,40075,event_unbreakablesphere1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_04_e_19,True,,1,think,,3,surprise,,L_300,L_300,1.0,,,,,,
event_unbreakablesphere1_04_e_20,40075,event_unbreakablesphere1_04_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_04_e_20,True,,1,think,,3,surprise,,S_100,S_100,1.0,,,,,,
event_unbreakablesphere1_04_e_21,40075,event_unbreakablesphere1_04_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_04_e_21,True,,1,think,,3,surprise,,S_100,S_100,1.0,,,,,,
event_unbreakablesphere1_04_e_22,40075,event_unbreakablesphere1_04_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_04_e_22,True,,1,think,,3,surprise,,S_100,S_10,1.0,,,,,,
event_unbreakablesphere1_04_e_23,40075,event_unbreakablesphere1_04_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_04_e_23,True,,1,think,,3,surprise,,S_10,S_10,1.0,,,,,,
event_unbreakablesphere1_04_e_24,40075,event_unbreakablesphere1_04_e,Narration,mori,,Locale_MainScenario:event_unbreakablesphere1_04_e_24,False,,1,think,,3,surprise,,S_10,31,1.0,,,,,,
event_unbreakablesphere1_04_e_25,40075,event_unbreakablesphere1_04_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_04_e_25,True,,1,think,,3,surprise,,31,31,1.0,,,,,,
event_unbreakablesphere1_04_e_26,40075,event_unbreakablesphere1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_04_e_26,True,,1,think,,3,think,,31,31,1.0,,,,,,
event_unbreakablesphere1_04_e_27,40075,event_unbreakablesphere1_04_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_04_e_27,True,,1,think,,3,think,,31,31,1.0,,,,,,
event_unbreakablesphere1_04_e_28,40075,event_unbreakablesphere1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_04_e_28,True,,1,think,,3,think,,31,31,1.0,,,,,,
event_unbreakablesphere1_04_e_29,40075,event_unbreakablesphere1_04_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_04_e_29,True,,1,think,,3,think,,31,31,1.0,,,,,,
event_unbreakablesphere1_04_e_30,40075,event_unbreakablesphere1_04_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_04_e_30,True,,1,think,,3,think,,31,31,1.0,,,,,,
event_unbreakablesphere1_04_e_31,40075,event_unbreakablesphere1_04_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_04_e_31,True,,1,angry,,3,think,,31,31,1.0,,,,,,
event_unbreakablesphere1_04_e_32,40075,event_unbreakablesphere1_04_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_04_e_32,True,,1,angry,,3,think,,31,31,1.0,,,,,,
event_unbreakablesphere1_04_e_33,40075,event_unbreakablesphere1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_04_e_33,True,,1,angry,,3,think,,31,3,1.0,,,,,,
event_unbreakablesphere1_04_e_34,40075,event_unbreakablesphere1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_04_e_34,True,,1,angry,,3,think,,3,L_30,1.0,,,,,,
event_unbreakablesphere1_04_e_35,40075,event_unbreakablesphere1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_04_e_35,True,,1,angry,,3,think,,L_30,L_30,1.0,,,,,,
event_unbreakablesphere1_04_e_36,40075,event_unbreakablesphere1_04_e,Speech,littlemermaid,littlemermaid,Locale_MainScenario:event_unbreakablesphere1_04_e_36,True,,1,angry,,3,think,,L_30,L_30,1.0,,,,,,
event_unbreakablesphere1_04_e_37,40075,event_unbreakablesphere1_04_e,Speech,mori,mori,Locale_MainScenario:event_unbreakablesphere1_04_e_37,True,,1,think,,3,think,,L_30,S_10,1.0,,,,,,
