id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker
snowfall_speech_mica_16_1,80903,snowfall_speech_mica_16,Monologue,mica_w,Locale_SubScenario:snowfall_speech_mica_16_1,False,mica_w,1,idle,HotSpringInnIn_d,1,1,1.0,amb_so_inn_in_1,event_bgm_neverland_hugme_day,,,
snowfall_speech_mica_16_2,80903,snowfall_speech_mica_16,Monologue,mica_w,Locale_SubScenario:snowfall_speech_mica_16_2,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_mica_16_3,80903,snowfall_speech_mica_16,Monologue,mica_w,Locale_SubScenario:snowfall_speech_mica_16_3,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_mica_16_4,80903,snowfall_speech_mica_16,Choice,mica_w,Locale_SubScenario:snowfall_speech_mica_16_4,False,,1,idle,,1,1,1.0,,,snowfall_speech_mica_16_7,,
snowfall_speech_mica_16_5,80903,snowfall_speech_mica_16,Choice,mica_w,Locale_SubScenario:snowfall_speech_mica_16_5,False,,1,idle,,1,1,1.0,,,snowfall_speech_mica_16_6,,
snowfall_speech_mica_16_6,80903,snowfall_speech_mica_16,Monologue,mica_w,Locale_SubScenario:snowfall_speech_mica_16_6,False,,1,idle,,black,black,1.0,,,,True,
snowfall_speech_mica_16_7,80903,snowfall_speech_mica_16,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_16_7,True,,1,delight,,1,S_10,1.0,,,,,mica_w
snowfall_speech_mica_16_8,80903,snowfall_speech_mica_16,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_16_8,True,,1,delight,,S_10,S_10,1.0,,,,,mica_w
snowfall_speech_mica_16_9,80903,snowfall_speech_mica_16,Self,mica_w,Locale_SubScenario:snowfall_speech_mica_16_9,False,,1,delight,,S_10,S_10,1.0,,,,,
snowfall_speech_mica_16_10,80903,snowfall_speech_mica_16,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_16_10,True,,1,idle,,S_10,S_10,1.0,,,,,mica_w
snowfall_speech_mica_16_11,80903,snowfall_speech_mica_16,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_16_11,True,,1,idle,,S_10,S_10,1.0,,,,,mica_w
snowfall_speech_mica_16_12,80903,snowfall_speech_mica_16,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_16_12,True,,1,delight,,S_10,S_10,1.0,,,,,mica_w
snowfall_speech_mica_16_13,80903,snowfall_speech_mica_16,Choice,mica_w,Locale_SubScenario:snowfall_speech_mica_16_13,False,,1,delight,,S_10,S_10,1.0,,,snowfall_speech_mica_16_15,,
snowfall_speech_mica_16_14,80903,snowfall_speech_mica_16,Choice,mica_w,Locale_SubScenario:snowfall_speech_mica_16_14,False,,1,delight,,S_10,S_10,1.0,,,snowfall_speech_mica_16_20,,
snowfall_speech_mica_16_15,80903,snowfall_speech_mica_16,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_16_15,True,,1,idle,,S_10,S_10,1.0,,,,,mica_w
snowfall_speech_mica_16_16,80903,snowfall_speech_mica_16,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_16_16,True,,1,delight,,S_10,S_10,1.0,,,,,mica_w
snowfall_speech_mica_16_17,80903,snowfall_speech_mica_16,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_16_17,True,,1,idle,,S_10,S_10,1.0,,,,,mica_w
snowfall_speech_mica_16_18,80903,snowfall_speech_mica_16,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_16_18,True,,1,idle,,S_10,S_10,1.0,,,,,mica_w
snowfall_speech_mica_16_19,80903,snowfall_speech_mica_16,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_16_19,True,,1,idle,,S_10,S_10,1.0,,,snowfall_speech_mica_16_23,,mica_w
snowfall_speech_mica_16_20,80903,snowfall_speech_mica_16,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_16_20,True,,1,delight,,S_10,S_10,1.0,,,,,mica_w
snowfall_speech_mica_16_21,80903,snowfall_speech_mica_16,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_16_21,True,,1,idle,,S_10,S_10,1.0,,,,,mica_w
snowfall_speech_mica_16_22,80903,snowfall_speech_mica_16,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_16_22,True,,1,idle,,S_10,S_10,1.0,,,snowfall_speech_mica_16_23,,mica_w
snowfall_speech_mica_16_23,80903,snowfall_speech_mica_16,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_16_23,True,,1,special,,S_10,S_10,1.0,,,,,mica_w
snowfall_speech_mica_16_24,80903,snowfall_speech_mica_16,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_16_24,True,,1,special,,S_10,S_10,1.0,,,,,mica_w
snowfall_speech_mica_16_25,80903,snowfall_speech_mica_16,Speech,mica_w,Locale_SubScenario:snowfall_speech_mica_16_25,True,,1,special,,S_10,S_10,1.0,,,,,mica_w
snowfall_speech_mica_16_26,80903,snowfall_speech_mica_16,Narration,mica_w,Locale_SubScenario:snowfall_speech_mica_16_26,False,,1,special,,black,black,1.0,,,,,
