id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,set_camera_shake,characters/1/hide_char_id,play_sound,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/0/hide_char_id,characters/2/hide_char_id
event_seayouagain1_04_e_1,40024,event_seayouagain1_04_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_04_e_1,True,helm_s,1,idle,mast_op,OP_leftup,sad,Beach_s,10,10,1.0,bgm_story_fairytalesend_if,,,,,,,,,,,
event_seayouagain1_04_e_2,40024,event_seayouagain1_04_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_04_e_2,True,,1,idle,,OP_leftup,sad,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_04_e_3,40024,event_seayouagain1_04_e,Speech,mast_op,mast_op,Locale_MainScenario:event_seayouagain1_04_e_3,True,,1,idle,,OP_leftup,sad,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_04_e_4,40024,event_seayouagain1_04_e,Speech,mast_op,mast_op,Locale_MainScenario:event_seayouagain1_04_e_4,True,,1,idle,,OP_leftup,sad,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_04_e_5,40024,event_seayouagain1_04_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_04_e_5,False,,1,angry,,OP_leftup,sad,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_04_e_6,40024,event_seayouagain1_04_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_04_e_6,True,,1,angry,,OP_leftup,sad,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_04_e_7,40024,event_seayouagain1_04_e,Speech,mast_op,mast_op,Locale_MainScenario:event_seayouagain1_04_e_7,True,,1,angry,,OP_leftup,sad,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_04_e_8,40024,event_seayouagain1_04_e,Speech,mast_op,mast_op,Locale_MainScenario:event_seayouagain1_04_e_8,True,,1,angry,,OP_leftup,idle2,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_04_e_9,40024,event_seayouagain1_04_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_04_e_9,False,,1,surprise,,OP_leftup,idle2,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_04_e_10,40024,event_seayouagain1_04_e,Speech,mast_op,mast_op,Locale_MainScenario:event_seayouagain1_04_e_10,True,,1,surprise,,OP_leftup,delight,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_04_e_11,40024,event_seayouagain1_04_e,Speech,mast_op,mast_op,Locale_MainScenario:event_seayouagain1_04_e_11,True,,1,surprise,,OP_leftup,delight,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_04_e_12,40024,event_seayouagain1_04_e,Speech,mast_op,mast_op,Locale_MainScenario:event_seayouagain1_04_e_12,True,,1,surprise,,OP_leftup,delight,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_04_e_13,40024,event_seayouagain1_04_e,Speech,mast_op,mast_op,Locale_MainScenario:event_seayouagain1_04_e_13,True,,1,surprise,,OP_leftup,delight,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_04_e_14,40024,event_seayouagain1_04_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_04_e_14,True,,1,idle,,OP_leftup,delight,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_04_e_15,40024,event_seayouagain1_04_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_04_e_15,True,,1,idle,,OP_leftup,delight,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_04_e_16,40024,event_seayouagain1_04_e,Speech,mast_op,mast_op,Locale_MainScenario:event_seayouagain1_04_e_16,True,,1,idle,,OP_leftup,idle2,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_04_e_17,40024,event_seayouagain1_04_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_04_e_17,False,,1,sad,,OP_leftup,idle2,,10,10,1.0,,,,,,,,,,,,
event_seayouagain1_04_e_18,40024,event_seayouagain1_04_e,Speech,helm_s,helm_s,Locale_MainScenario:event_seayouagain1_04_e_18,True,,1,sad,,OP_leftup,idle2,,10,10,1.0,,,,,,,,,,,,
