id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,set_filter_01,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,highlight,speaker,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,play_sound,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_forrest_01_s_1,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_1,False,Sky_s,18,18,1.0,event_bgm_secretgarden,Vignetting,,,,,,,,,,,,,,
event_forrest_01_s_2,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_2,False,,18,18,1.0,,Vignetting,,,,,,,,,,,,,,
event_forrest_01_s_3,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_3,False,,18,18,1.0,,Vignetting,,,,,,,,,,,,,,
event_forrest_01_s_4,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_4,False,,18,18,1.0,,Vignetting,,,,,,,,,,,,,,
event_forrest_01_s_5,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_5,False,,18,18,1.0,,Vignetting,,,,,,,,,,,,,,
event_forrest_01_s_6,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_6,False,land_s,18,12,1.4,,Vignetting,linne,12,idle,,,,,,,,,,,
event_forrest_01_s_7,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_7,True,,12,12,1.0,,Vignetting,,12,idle,linne,unknown,,,,,,,,,
event_forrest_01_s_8,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_8,False,,12,12,1.0,,Vignetting,,12,idle,linne,,,,,,,,,,
event_forrest_01_s_9,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_9,True,,12,12,1.0,,Vignetting,,12,idle,linne,unknown,,,,,,,,,
event_forrest_01_s_10,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_10,True,,12,12,1.0,,Vignetting,,12,idle,linne,unknown,,,,,,,,,
event_forrest_01_s_11,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_11,False,,12,12,1.0,,Vignetting,,12,idle,linne,,,,,,,,,,
event_forrest_01_s_12,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_12,True,,12,12,1.0,,Vignetting,,12,idle,linne,unknown,,,,,,,,,
event_forrest_01_s_13,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_13,False,,12,12,1.0,,Vignetting,,12,idle,linne,,,,,,,,,,
event_forrest_01_s_14,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_14,True,,12,12,1.0,,Vignetting,,12,idle,linne,unknown,,,,,,,,,
event_forrest_01_s_15,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_15,True,,12,12,1.0,,Vignetting,,12,idle,linne,unknown,,,,,,,,,
event_forrest_01_s_16,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_16,True,,12,12,1.0,,Vignetting,,12,idle,linne,unknown,,,,,,,,,
event_forrest_01_s_17,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_17,False,,12,12,1.0,,Vignetting,,12,idle,linne,,,,,,,,,,
event_forrest_01_s_18,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_18,True,,12,12,1.0,,Vignetting,,12,idle,linne,unknown,,,,,,,,,
event_forrest_01_s_19,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_19,False,,12,12,1.0,,Vignetting,,12,idle,linne,,,,,,,,,,
event_forrest_01_s_20,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_20,True,,12,12,1.0,,Vignetting,,12,idle,linne,unknown,,,,,,,,,
event_forrest_01_s_21,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_21,True,,12,12,1.0,,Vignetting,,12,idle,linne,unknown,,,,,,,,,
event_forrest_01_s_22,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_22,False,Sky_s,12,18,1.0,,Vignetting,,12,idle,linne,,linne,,,,,,,,
event_forrest_01_s_23,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_23,False,,18,18,1.0,,Vignetting,,,,,,,,,,,,,,
event_forrest_01_s_24,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_24,False,,18,18,1.0,,Vignetting,,,,,unknown,,,,,,,,,
event_forrest_01_s_25,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_25,False,,18,18,1.0,,Vignetting,,,,,linne,,,,,,,,,
event_forrest_01_s_26,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_26,False,,18,18,1.0,,Vignetting,,,,,,,,,,,,,,
event_forrest_01_s_27,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_27,False,,18,18,1.0,,Vignetting,,,,,,,,,,,,,,
event_forrest_01_s_28,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_28,False,,18,18,1.0,,Vignetting,,,,,trina,,,,,,,,,
event_forrest_01_s_29,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_29,True,SecretGarden,1200,1200,1.0,none,Blur_Middle,flora,12,idle,flora,flora,,trina,14,think1,black,,,,
event_forrest_01_s_30,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_30,False,,1200,1200,1.0,,Blur_Middle,,12,idle,flora,trina,,,14,think1,,,,,
event_forrest_01_s_31,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_31,True,,1200,1200,1.0,,Blur_Low,,12,sad,flora,flora,,,14,think1,,,,,
event_forrest_01_s_32,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_32,True,,1200,13,1.0,bgm_inark,,,12,sad,trina,trina,,,14,think2,,,,,
event_forrest_01_s_33,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_33,True,,13,13,1.0,,,,12,idle,flora,flora,,,14,think2,,,,,
event_forrest_01_s_34,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_34,True,,13,13,1.0,,,,12,idle,trina,trina,,,14,idle,,,,,
event_forrest_01_s_35,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_35,True,,13,13,1.0,,,,12,idle,trina,trina,,,14,idle,,,,,
event_forrest_01_s_36,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_36,True,,13,L_140,1.0,,,,12,idle,trina,trina,,,14,idle,,,,,
event_forrest_01_s_37,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_37,True,,L_140,L_140,1.0,,,,12,idle,trina,trina,,,14,idle,,,,,
event_forrest_01_s_38,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_38,False,,L_140,L_140,1.0,,,,12,idle,trina,,,,14,idle,,sfx_scn_trinabird2,,,
event_forrest_01_s_39,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_39,True,,L_140,L_140,1.0,,,,12,idle,trina,trina,,,14,idle,,,,,
event_forrest_01_s_40,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_40,True,,L_140,L_140,1.0,,,,12,idle,trina,trina,,,14,idle,,,,,
event_forrest_01_s_41,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_41,True,,L_140,120,1.0,,,,12,idle,flora,flora,,,14,idle,,,,,
event_forrest_01_s_42,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_42,True,,120,120,1.0,,,,12,idle,flora,flora,,,14,idle,,,,,
event_forrest_01_s_43,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_43,True,,120,120,1.0,,,,12,delight,flora,flora,,,14,idle,,,,,
event_forrest_01_s_44,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_44,True,,120,120,1.0,,,,12,delight,flora,flora,,,14,idle,,,,,
event_forrest_01_s_45,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_45,True,,120,13,1.0,,,,12,delight,flora,flora,,,14,idle,,,,,
event_forrest_01_s_46,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_46,True,,13,13,1.0,,,,12,delight,flora,flora,,,14,idle,,,,,
event_forrest_01_s_47,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_47,True,,13,13,1.0,,,,12,delight,trina,trina,,,14,delight,,,,,
event_forrest_01_s_48,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_48,True,,20,20,1.0,,,,12,delight,mana,mana,,,14,delight,,,mana,2,idle
event_forrest_01_s_49,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_49,True,,20,20,1.0,,,,12,delight,mana,mana,,,14,delight,,,,2,idle
event_forrest_01_s_50,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_50,True,,L_140,L_140,1.0,,,,12,delight,trina,trina,,,14,think2,,,,2,idle
event_forrest_01_s_51,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_51,True,,L_140,L_140,1.0,,,,12,delight,trina,trina,,,14,think2,,,,2,idle
event_forrest_01_s_52,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_52,True,,20,20,1.0,,,,12,delight,mana,mana,,,14,think2,,,,2,idle
event_forrest_01_s_53,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_53,False,,black,black,1.0,,,,12,delight,,,,,14,think2,,sfx_scn_putdown,,2,idle
event_forrest_01_s_54,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_54,False,,black,black,1.0,,,,12,delight,,,,,14,think2,,,,2,idle
event_forrest_01_s_55,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_55,True,,120,120,1.0,,,,12,delight,flora,flora,,,14,think2,,,,2,idle
event_forrest_01_s_56,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_56,True,,120,120,1.0,,,,12,delight,flora,flora,,,14,think2,,,,2,idle
event_forrest_01_s_57,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_57,True,,120,120,1.0,,,,12,delight,flora,flora,,,14,think2,,,,2,idle
event_forrest_01_s_58,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_58,True,,120,120,1.0,,,,12,delight,flora,flora,,,14,think2,,,,2,idle
event_forrest_01_s_59,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_59,True,,120,120,1.0,,,,12,delight,flora,flora,,,14,think2,,,,2,idle
event_forrest_01_s_60,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_60,True,,120,1,1.0,,,,12,delight,flora,flora,,,14,think2,,,,2,idle
event_forrest_01_s_61,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_61,True,,1,1,1.0,,,,12,delight,flora,flora,,,14,think2,,,,2,idle
event_forrest_01_s_62,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_62,True,,1,1,1.0,,,,12,delight,flora,flora,,,14,think2,,,,2,idle
event_forrest_01_s_63,40072,event_forrest_01_s,Speech,Locale_SubScenario:event_forrest_01_s_63,True,,1,1,1.0,,,,12,delight,mana,mana,,,14,think2,,,,2,idle
event_forrest_01_s_64,40072,event_forrest_01_s,Narration,Locale_SubScenario:event_forrest_01_s_64,False,,1,1,1.0,,,,12,delight,flora,,,,14,think2,,sfx_scn_pour_water,,2,idle
