id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/1/hide_char_id
event_ltk_intermission_01_1,40012,event_ltk_intermission_01,Speech,productionlinestaff,productionlinestaff,Locale_SubScenario:event_ltk_intermission_01_1,True,Storage,14,14,1.0,bgm_story_leisuretime,,,d,1,idle,,,,,
event_ltk_intermission_01_2,40012,event_ltk_intermission_01,Speech,productionlinestaff,productionlinestaff,Locale_SubScenario:event_ltk_intermission_01_2,True,,14,14,1.0,,,,,1,idle,,,,,
event_ltk_intermission_01_3,40012,event_ltk_intermission_01,Self,,Self,Locale_SubScenario:event_ltk_intermission_01_3,False,,14,14,1.0,,,,,1,shy,,,,,
event_ltk_intermission_01_4,40012,event_ltk_intermission_01,Speech,productionlinestaff,productionlinestaff,Locale_SubScenario:event_ltk_intermission_01_4,True,,14,1,2.0,,,,,1,shy,,,,,
event_ltk_intermission_01_5,40012,event_ltk_intermission_01,Speech,productionlinestaff,productionlinestaff,Locale_SubScenario:event_ltk_intermission_01_5,True,,1,1,1.0,,,,,1,shy,,,,,
event_ltk_intermission_01_6,40012,event_ltk_intermission_01,Speech,productionlinestaff,productionlinestaff,Locale_SubScenario:event_ltk_intermission_01_6,True,,1,1,1.0,,,,,1,shy,,,,,
event_ltk_intermission_01_7,40012,event_ltk_intermission_01,Self,,Self,Locale_SubScenario:event_ltk_intermission_01_7,False,,1,14,1.0,,,,,1,shy,,,,,
event_ltk_intermission_01_8,40012,event_ltk_intermission_01,Speech,productionlinestaff,productionlinestaff,Locale_SubScenario:event_ltk_intermission_01_8,True,,14,14,1.0,,,,,1,idle,,,,,
event_ltk_intermission_01_9,40012,event_ltk_intermission_01,Speech,productionlinestaff,productionlinestaff,Locale_SubScenario:event_ltk_intermission_01_9,True,,14,14,1.0,,,,,1,idle,,,,,
event_ltk_intermission_01_10,40012,event_ltk_intermission_01,Speech,productionlinestaff,productionlinestaff,Locale_SubScenario:event_ltk_intermission_01_10,False,,14,14,1.0,,,,,1,idle,,,,,
event_ltk_intermission_01_11,40012,event_ltk_intermission_01,Speech,productionlinestaff,productionlinestaff,Locale_SubScenario:event_ltk_intermission_01_11,True,,14,14,1.0,,,,,1,idle,,,,,
event_ltk_intermission_01_12,40012,event_ltk_intermission_01,Speech,productionlinestaff,productionlinestaff,Locale_SubScenario:event_ltk_intermission_01_12,True,,14,14,1.0,,,,,1,idle,,,,,
event_ltk_intermission_01_13,40012,event_ltk_intermission_01,Self,,Self,Locale_SubScenario:event_ltk_intermission_01_13,False,,14,14,1.0,,,,,1,idle,,,,,
event_ltk_intermission_01_14,40012,event_ltk_intermission_01,Speech,productionlinestaff,productionlinestaff,Locale_SubScenario:event_ltk_intermission_01_14,True,,14,14,1.0,,,,,1,idle,,,,,
event_ltk_intermission_01_15,40012,event_ltk_intermission_01,Speech,productionlinestaff,productionlinestaff,Locale_SubScenario:event_ltk_intermission_01_15,True,,14,14,1.0,,,,,1,idle,,,,,
event_ltk_intermission_01_16,40012,event_ltk_intermission_01,Speech,productionlinestaff,productionlinestaff,Locale_SubScenario:event_ltk_intermission_01_16,True,,14,14,1.0,,,,,1,idle,,,,,
event_ltk_intermission_01_17,40012,event_ltk_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_ltk_intermission_01_17,False,,14,17,2.0,none,sfx_scn_run,,,1,idle,,,,,
event_ltk_intermission_01_18,40012,event_ltk_intermission_01,Speech,d,d,Locale_SubScenario:event_ltk_intermission_01_18,False,,1,10,2.0,,,,,1,think,,,,,
event_ltk_intermission_01_19,40012,event_ltk_intermission_01,Self,d,Self,Locale_SubScenario:event_ltk_intermission_01_19,False,,10,10,1.0,,,,,1,think,,,,,
event_ltk_intermission_01_20,40012,event_ltk_intermission_01,Speech,d,d,Locale_SubScenario:event_ltk_intermission_01_20,True,,10,10,1.0,,,,,1,idle,,,,,
event_ltk_intermission_01_21,40012,event_ltk_intermission_01,Self,d,Self,Locale_SubScenario:event_ltk_intermission_01_21,False,,10,10,1.0,,,,,1,idle,,,,,
event_ltk_intermission_01_22,40012,event_ltk_intermission_01,Speech,d,d,Locale_SubScenario:event_ltk_intermission_01_22,True,,10,10,1.0,,,,,1,idle,,,,,
event_ltk_intermission_01_23,40012,event_ltk_intermission_01,Self,d,Self,Locale_SubScenario:event_ltk_intermission_01_23,False,,10,10,1.0,,,,,1,idle,,,,,
event_ltk_intermission_01_24,40012,event_ltk_intermission_01,Speech,d,d,Locale_SubScenario:event_ltk_intermission_01_24,False,,10,10,1.0,,,,,1,think,,,,,
event_ltk_intermission_01_25,40012,event_ltk_intermission_01,Speech,d,d,Locale_SubScenario:event_ltk_intermission_01_25,True,,10,10,1.0,,,,,1,idle,,,,,
event_ltk_intermission_01_26,40012,event_ltk_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_ltk_intermission_01_26,False,Backstreet_n,1,1,1.0,bgm_recognition_underworld,,black,,1,idle,d,,,,
event_ltk_intermission_01_27,40012,event_ltk_intermission_01,Monologue,,Monologue,Locale_SubScenario:event_ltk_intermission_01_27,False,,1,1,1.0,,,,d,1,idle,,,,,
event_ltk_intermission_01_28,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_28,True,,1,12,1.0,,,,,1,idle,,owner,13,idle,
event_ltk_intermission_01_29,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_29,True,,12,12,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_30,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_30,True,,12,12,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_31,40012,event_ltk_intermission_01,Self,,Self,Locale_SubScenario:event_ltk_intermission_01_31,False,,12,12,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_32,40012,event_ltk_intermission_01,Speech,d,d,Locale_SubScenario:event_ltk_intermission_01_32,True,,12,12,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_33,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_33,True,,12,12,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_34,40012,event_ltk_intermission_01,Self,,Self,Locale_SubScenario:event_ltk_intermission_01_34,False,,12,12,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_35,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_35,True,,12,12,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_36,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_36,True,,12,12,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_37,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_37,True,,12,12,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_38,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_38,True,,12,12,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_39,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_39,True,,12,12,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_40,40012,event_ltk_intermission_01,Self,,Self,Locale_SubScenario:event_ltk_intermission_01_40,False,,12,12,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_41,40012,event_ltk_intermission_01,Self,,Self,Locale_SubScenario:event_ltk_intermission_01_41,False,,12,12,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_42,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_42,True,,12,L_130,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_43,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_43,True,,L_130,L_130,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_44,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_44,True,,L_130,L_130,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_45,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_45,True,,L_130,L_130,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_46,40012,event_ltk_intermission_01,Self,,Self,Locale_SubScenario:event_ltk_intermission_01_46,False,,L_130,L_130,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_47,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_47,True,,L_130,L_130,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_48,40012,event_ltk_intermission_01,Self,,Self,Locale_SubScenario:event_ltk_intermission_01_48,False,,L_130,L_130,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_49,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_49,True,,L_130,12,2.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_50,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_50,True,,12,12,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_51,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_51,True,,12,12,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_52,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_52,True,,12,12,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_53,40012,event_ltk_intermission_01,Self,,Self,Locale_SubScenario:event_ltk_intermission_01_53,False,,12,12,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_54,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_54,True,,12,L_130,2.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_55,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_55,True,,L_130,L_130,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_56,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_56,True,,L_130,L_130,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_57,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_57,True,,L_130,L_130,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_58,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_58,True,,L_130,L_130,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_59,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_59,True,,L_130,L_130,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_60,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_60,True,,L_130,L_130,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_61,40012,event_ltk_intermission_01,Speech,owner,owner,Locale_SubScenario:event_ltk_intermission_01_61,True,,L_130,L_130,1.0,,,,,1,idle,,,13,idle,
event_ltk_intermission_01_62,40012,event_ltk_intermission_01,Speech,d,d,Locale_SubScenario:event_ltk_intermission_01_62,True,,L_130,12,1.0,,,,,1,idle,,,13,idle,
