id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade
re_event_ce02_1_03_e_1,40082,re_event_ce02_1_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_03_e_1,True,rapi,1,idle,anis,3,worry,neon,5,idle,c1002_02,13,idle,6000d_02,15,idle,b0006_02,17,idle,TechIndoor_n,30,30,1.0,event_bgm_ce002_field,
re_event_ce02_1_03_e_2,40082,re_event_ce02_1_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_03_e_2,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,30,30,1.0,,
re_event_ce02_1_03_e_3,40082,re_event_ce02_1_03_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_03_e_3,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,
re_event_ce02_1_03_e_4,40082,re_event_ce02_1_03_e,Speech,c1002_02,c1002_02,Locale_SubScenario:event_ce02_1_03_e_4,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,130,130,1.0,,
re_event_ce02_1_03_e_5,40082,re_event_ce02_1_03_e,Speech,6000d_02,6000d_02,Locale_SubScenario:event_ce02_1_03_e_5,False,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,150,150,1.0,,
re_event_ce02_1_03_e_6,40082,re_event_ce02_1_03_e,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_1_03_e_6,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,150,170,1.0,,
re_event_ce02_1_03_e_7,40082,re_event_ce02_1_03_e,Speech,b0006_02,b0006_02,Locale_SubScenario:event_ce02_1_03_e_7,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,170,170,1.0,,
re_event_ce02_1_03_e_8,40082,re_event_ce02_1_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_03_e_8,False,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,31,31,1.0,,
re_event_ce02_1_03_e_9,40082,re_event_ce02_1_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_03_e_9,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,31,31,1.0,,
re_event_ce02_1_03_e_10,40082,re_event_ce02_1_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_03_e_10,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,31,31,1.0,,
re_event_ce02_1_03_e_11,40082,re_event_ce02_1_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_03_e_11,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,31,31,1.0,,
re_event_ce02_1_03_e_12,40082,re_event_ce02_1_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_03_e_12,True,,1,idle,,3,void,,5,idle,,13,idle,,15,idle,,17,idle,,31,31,1.0,,
re_event_ce02_1_03_e_13,40082,re_event_ce02_1_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_03_e_13,True,,1,idle,,3,void,,5,idle,,13,idle,,15,idle,,17,idle,,31,31,1.0,,
re_event_ce02_1_03_e_14,40082,re_event_ce02_1_03_e,Monologue,,,Locale_SubScenario:event_ce02_1_03_e_14,False,,1,idle,,3,void,,5,idle,,13,idle,,15,idle,,17,idle,,31,10,1.0,,
re_event_ce02_1_03_e_15,40082,re_event_ce02_1_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_03_e_15,False,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,
re_event_ce02_1_03_e_16,40082,re_event_ce02_1_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_03_e_16,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,
re_event_ce02_1_03_e_17,40082,re_event_ce02_1_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_03_e_17,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,
re_event_ce02_1_03_e_18,40082,re_event_ce02_1_03_e,Monologue,,,Locale_SubScenario:event_ce02_1_03_e_18,False,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,
re_event_ce02_1_03_e_19,40082,re_event_ce02_1_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_03_e_19,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,10,100,1.0,,
re_event_ce02_1_03_e_20,40082,re_event_ce02_1_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_03_e_20,False,,1,idle,,3,angry,,5,surprise,,13,idle,,15,idle,,17,idle,,300,300,1.0,,
re_event_ce02_1_03_e_21,40082,re_event_ce02_1_03_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_03_e_21,False,,1,idle,,3,angry,,5,surprise,,13,idle,,15,idle,,17,idle,,S_500,S_500,1.0,,
re_event_ce02_1_03_e_22,40082,re_event_ce02_1_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_03_e_22,True,,1,idle,,3,worry,,5,surprise,,13,idle,,15,idle,,17,idle,,S_500,31,2.0,,
re_event_ce02_1_03_e_23,40082,re_event_ce02_1_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_03_e_23,True,,1,idle,,3,worry,,5,surprise,,13,idle,,15,idle,,17,idle,,31,31,1.0,,
re_event_ce02_1_03_e_24,40082,re_event_ce02_1_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_03_e_24,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,31,31,1.0,,
re_event_ce02_1_03_e_25,40082,re_event_ce02_1_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_03_e_25,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,31,31,1.0,,
re_event_ce02_1_03_e_26,40082,re_event_ce02_1_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_03_e_26,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,31,31,1.0,,
re_event_ce02_1_03_e_27,40082,re_event_ce02_1_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_03_e_27,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,31,31,1.0,,
re_event_ce02_1_03_e_28,40082,re_event_ce02_1_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_03_e_28,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,31,31,1.0,,
re_event_ce02_1_03_e_29,40082,re_event_ce02_1_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_03_e_29,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,31,31,1.0,,
re_event_ce02_1_03_e_30,40082,re_event_ce02_1_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_03_e_30,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,31,31,1.0,,
re_event_ce02_1_03_e_31,40082,re_event_ce02_1_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_03_e_31,False,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,31,31,1.0,,
re_event_ce02_1_03_e_32,40082,re_event_ce02_1_03_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_03_e_32,False,,1,idle,,3,worry,,5,surprise,,13,idle,,15,idle,,17,idle,,31,5,1.0,,
re_event_ce02_1_03_e_33,40082,re_event_ce02_1_03_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_03_e_33,True,,1,idle,,3,worry,,5,surprise,,13,idle,,15,idle,,17,idle,,5,S_50,1.0,,
re_event_ce02_1_03_e_34,40082,re_event_ce02_1_03_e,Monologue,,,Locale_SubScenario:event_ce02_1_03_e_34,False,,1,idle,,3,worry,,5,surprise,,13,idle,,15,idle,,17,idle,White,90,90,1.0,,white
re_event_ce02_1_03_e_35,40082,re_event_ce02_1_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_03_e_35,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,90,90,1.0,,
re_event_ce02_1_03_e_36,40082,re_event_ce02_1_03_e,Self,,,Locale_SubScenario:event_ce02_1_03_e_36,False,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,90,90,1.0,,
re_event_ce02_1_03_e_37,40082,re_event_ce02_1_03_e,Monologue,,,Locale_SubScenario:event_ce02_1_03_e_37,False,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,90,90,1.0,,
re_event_ce02_1_03_e_38,40082,re_event_ce02_1_03_e,Narration,,,Locale_SubScenario:event_ce02_1_03_e_38,False,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,90,90,1.0,,
re_event_ce02_1_03_e_39,40082,re_event_ce02_1_03_e,Monologue,,,Locale_SubScenario:event_ce02_1_03_e_39,False,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,90,90,1.0,,
re_event_ce02_1_03_e_40,40082,re_event_ce02_1_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_03_e_40,True,,1,idle,,3,angry,,5,idle,,13,idle,,15,idle,,17,idle,TechIndoor_n,53,53,1.0,,white
re_event_ce02_1_03_e_41,40082,re_event_ce02_1_03_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_03_e_41,True,,1,idle,,3,angry,,5,surprise,,13,idle,,15,idle,,17,idle,,53,53,1.0,,
re_event_ce02_1_03_e_42,40082,re_event_ce02_1_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_03_e_42,False,,1,idle,,3,angry,,5,surprise,,13,idle,,15,idle,,17,idle,,53,31,1.0,,
re_event_ce02_1_03_e_43,40082,re_event_ce02_1_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_03_e_43,True,,1,idle,,3,worry,,5,surprise,,13,idle,,15,idle,,17,idle,,31,31,1.0,,
re_event_ce02_1_03_e_44,40082,re_event_ce02_1_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_03_e_44,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,31,31,1.0,,
re_event_ce02_1_03_e_45,40082,re_event_ce02_1_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_03_e_45,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,31,31,1.0,,
re_event_ce02_1_03_e_46,40082,re_event_ce02_1_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_03_e_46,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,31,31,1.0,,
re_event_ce02_1_03_e_47,40082,re_event_ce02_1_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_03_e_47,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,31,31,1.0,,
re_event_ce02_1_03_e_48,40082,re_event_ce02_1_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_03_e_48,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,31,10,1.0,,
re_event_ce02_1_03_e_49,40082,re_event_ce02_1_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_03_e_49,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,
re_event_ce02_1_03_e_50,40082,re_event_ce02_1_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_03_e_50,True,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,
re_event_ce02_1_03_e_51,40082,re_event_ce02_1_03_e,Self,,,Locale_SubScenario:event_ce02_1_03_e_51,False,,1,idle,,3,worry,,5,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,
re_event_ce02_1_03_e_52,40082,re_event_ce02_1_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_03_e_52,True,,1,idle,,3,sad,,5,idle,,13,idle,,15,idle,,17,idle,,10,30,1.0,,
re_event_ce02_1_03_e_53,40082,re_event_ce02_1_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_03_e_53,True,,1,idle,,3,sad,,5,idle,,13,idle,,15,idle,,17,idle,,30,30,1.0,,
re_event_ce02_1_03_e_54,40082,re_event_ce02_1_03_e,Speech,neon,neon,Locale_SubScenario:event_ce02_1_03_e_54,True,,1,idle,,3,sad,,5,idle,,13,idle,,15,idle,,17,idle,,30,53,1.0,,
re_event_ce02_1_03_e_55,40082,re_event_ce02_1_03_e,Speech,anis,anis,Locale_SubScenario:event_ce02_1_03_e_55,True,,1,idle,,3,angry,,5,idle,,13,idle,,15,idle,,17,idle,,53,53,1.0,,
re_event_ce02_1_03_e_56,40082,re_event_ce02_1_03_e,Self,,,Locale_SubScenario:event_ce02_1_03_e_56,False,,1,idle,,3,angry,,5,idle,,13,idle,,15,idle,,17,idle,,53,53,1.0,,
re_event_ce02_1_03_e_57,40082,re_event_ce02_1_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_03_e_57,False,,1,idle,,3,angry,,5,idle,,13,idle,,15,idle,,17,idle,,1,10,1.0,,
re_event_ce02_1_03_e_58,40082,re_event_ce02_1_03_e,Monologue,,,Locale_SubScenario:event_ce02_1_03_e_58,False,,1,idle,,3,angry,,5,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,
re_event_ce02_1_03_e_59,40082,re_event_ce02_1_03_e,Self,,,Locale_SubScenario:event_ce02_1_03_e_59,False,,1,idle,,3,angry,,5,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,
re_event_ce02_1_03_e_60,40082,re_event_ce02_1_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_03_e_60,False,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,
re_event_ce02_1_03_e_61,40082,re_event_ce02_1_03_e,Monologue,,,Locale_SubScenario:event_ce02_1_03_e_61,False,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,10,100,1.0,,
re_event_ce02_1_03_e_62,40082,re_event_ce02_1_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_03_e_62,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,100,100,1.0,,
re_event_ce02_1_03_e_63,40082,re_event_ce02_1_03_e,Self,,,Locale_SubScenario:event_ce02_1_03_e_63,False,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,100,100,1.0,,
re_event_ce02_1_03_e_64,40082,re_event_ce02_1_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_03_e_64,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,100,10,1.0,,
re_event_ce02_1_03_e_65,40082,re_event_ce02_1_03_e,Speech,rapi,rapi,Locale_SubScenario:event_ce02_1_03_e_65,True,,1,idle,,3,idle,,5,idle,,13,idle,,15,idle,,17,idle,,10,10,1.0,,
