id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,fade,play_sound,characters/1/hide_char_id,jump_target,set_camera_shake
event_secretgarden_03_e_1,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_1,True,flora,1,angry,FlowerGarden,100,10,1.0,bgm_story_tepidappleade,,,,,,,,,
event_secretgarden_03_e_2,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_2,True,,1,angry,,10,10,1.0,,,,,,,,,,
event_secretgarden_03_e_3,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_3,True,,1,angry,,10,10,1.0,,,,,,,,,,
event_secretgarden_03_e_4,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_4,True,,1,angry,,10,10,1.0,,,,,,,,,,
event_secretgarden_03_e_5,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_5,True,,1,sad,,10,1,1.0,,,,,,,,,,
event_secretgarden_03_e_6,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_6,True,,1,sad,,1,1,1.0,,,,,,,,,,
event_secretgarden_03_e_7,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_7,True,,1,sad,,1,10,1.0,,,,,,,,,,
event_secretgarden_03_e_8,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_8,True,,1,sad,,10,10,1.0,,,,,,,,,,
event_secretgarden_03_e_9,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_9,True,,1,sad,,10,10,1.0,,,,,,,,,,
event_secretgarden_03_e_10,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_10,True,,1,delight,,10,10,1.0,,,,,,,,,,
event_secretgarden_03_e_11,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_11,True,,1,delight,,10,10,1.0,,,,,,,,,,
event_secretgarden_03_e_12,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_12,True,,1,delight,,10,10,1.0,,,,,,,,,,
event_secretgarden_03_e_13,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_13,True,,1,delight,,10,10,1.0,,,,,,,,,,
event_secretgarden_03_e_14,40063,event_secretgarden_03_e,Speech,flora,flora,Locale_SubScenario:event_secretgarden_03_e_14,True,,1,angry,,10,100,0.7,,,,,,,,,,
event_secretgarden_03_e_15,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_15,True,,1,angry,,XS_1300,XS_1300,1.0,,flora,biscuit,13,angry,black,,,,
event_secretgarden_03_e_16,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_16,True,,,,,XS_1300,XS_1300,1.0,,,,13,angry,,,,,
event_secretgarden_03_e_17,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_17,True,,,,,XS_1300,XS_1300,1.0,,,,13,angry,,,,,
event_secretgarden_03_e_18,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_18,True,,,,,XS_1300,XS_1300,1.0,,,,13,angry,,,,,
event_secretgarden_03_e_19,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_19,True,,,,,XS_1300,XS_1300,1.0,,,,13,angry,,,,,
event_secretgarden_03_e_20,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_20,True,,,,,XS_1300,XS_130,0.7,,,,13,angry,,,,,
event_secretgarden_03_e_21,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_21,True,,,,,XS_130,XS_130,1.0,,,,13,angry,,,,,
event_secretgarden_03_e_22,40063,event_secretgarden_03_e,Narration,biscuit,,Locale_SubScenario:event_secretgarden_03_e_22,False,,,,,XS_130,XS_130,1.0,,,,13,angry,,,,,
event_secretgarden_03_e_23,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_23,True,,,,,XS_130,XS_130,1.0,,,,13,shy,,,,,
event_secretgarden_03_e_24,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_24,False,,,,,XS_130,XS_130,1.0,,,,13,shy,,,,,
event_secretgarden_03_e_25,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_25,True,,,,,XS_130,XS_1300,1.0,,,,13,sad,,,,,
event_secretgarden_03_e_26,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_26,True,,,,,XS_1300,XS_1300,1.0,,,,13,sad,,,,,
event_secretgarden_03_e_27,40063,event_secretgarden_03_e,Narration,biscuit,,Locale_SubScenario:event_secretgarden_03_e_27,False,,,,,XS_1300,XS_1300,1.0,,,,13,sad,,sfx_scn_swallow,,,
event_secretgarden_03_e_28,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_28,True,,,,,XS_1300,XS_130,0.7,,,,13,angry,,,,,
event_secretgarden_03_e_29,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_29,True,,,,,XS_130,XS_130,1.0,,,,13,angry,,,,,
event_secretgarden_03_e_30,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_30,True,,,,,XS_130,XS_130,1.0,,,,13,delight,,,,,
event_secretgarden_03_e_31,40063,event_secretgarden_03_e,Narration,biscuit,,Locale_SubScenario:event_secretgarden_03_e_31,False,,,,,black,black,1.0,,,,13,delight,,,biscuit,,
event_secretgarden_03_e_32,40063,event_secretgarden_03_e,Monologue,,,Locale_SubScenario:event_secretgarden_03_e_32,False,,,,,1,1,1.0,,,,,,black,,,,
event_secretgarden_03_e_33,40063,event_secretgarden_03_e,Monologue,,,Locale_SubScenario:event_secretgarden_03_e_33,False,,,,,1,1,1.0,,,,,,,,,,
event_secretgarden_03_e_34,40063,event_secretgarden_03_e,Choice,,,Locale_SubScenario:event_secretgarden_03_e_34,False,,,,,1,1,1.0,,,,,,,,,event_secretgarden_03_e_36,
event_secretgarden_03_e_35,40063,event_secretgarden_03_e,Choice,,,Locale_SubScenario:event_secretgarden_03_e_35,False,,,,,1,1,1.0,,,,,,,,,event_secretgarden_03_e_40,
event_secretgarden_03_e_36,40063,event_secretgarden_03_e,Self,,,Locale_SubScenario:event_secretgarden_03_e_36,False,,,,,1,1,1.0,,,,,,,,,,
event_secretgarden_03_e_37,40063,event_secretgarden_03_e,Monologue,,,Locale_SubScenario:event_secretgarden_03_e_37,False,,,,,1,1,1.0,,,,,,,,,,
event_secretgarden_03_e_38,40063,event_secretgarden_03_e,Monologue,,,Locale_SubScenario:event_secretgarden_03_e_38,False,,,,,1,1,1.0,,,,,,,,,,
event_secretgarden_03_e_39,40063,event_secretgarden_03_e,Monologue,,,Locale_SubScenario:event_secretgarden_03_e_39,False,,,,,1,1,1.0,,,,,,,,,event_secretgarden_03_e_43,
event_secretgarden_03_e_40,40063,event_secretgarden_03_e,Self,,,Locale_SubScenario:event_secretgarden_03_e_40,False,,,,,1,1,1.0,,,,,,,,,,
event_secretgarden_03_e_41,40063,event_secretgarden_03_e,Self,,,Locale_SubScenario:event_secretgarden_03_e_41,False,,,,,1,1,1.0,,,,,,,,,,
event_secretgarden_03_e_42,40063,event_secretgarden_03_e,Monologue,,,Locale_SubScenario:event_secretgarden_03_e_42,False,,,,,1,1,1.0,,,,,,,,,event_secretgarden_03_e_43,
event_secretgarden_03_e_43,40063,event_secretgarden_03_e,Monologue,,,Locale_SubScenario:event_secretgarden_03_e_43,False,,,,,1,1,1.0,,,,,,,,,,
event_secretgarden_03_e_44,40063,event_secretgarden_03_e,Monologue,,,Locale_SubScenario:event_secretgarden_03_e_44,False,,,,,1,100,1.0,,,,,,,,,,
event_secretgarden_03_e_45,40063,event_secretgarden_03_e,Self,,,Locale_SubScenario:event_secretgarden_03_e_45,False,,,,,100,100,1.0,,,,,,,,,,
event_secretgarden_03_e_46,40063,event_secretgarden_03_e,Self,,,Locale_SubScenario:event_secretgarden_03_e_46,False,,,,,100,100,1.0,,,,,,,,,,
event_secretgarden_03_e_47,40063,event_secretgarden_03_e,Monologue,,,Locale_SubScenario:event_secretgarden_03_e_47,False,,,,,100,100,1.0,,,,,,,,,,
event_secretgarden_03_e_48,40063,event_secretgarden_03_e,Self,,,Locale_SubScenario:event_secretgarden_03_e_48,False,,,,,100,1500,1.0,,,,,,,,,,
event_secretgarden_03_e_49,40063,event_secretgarden_03_e,Monologue,,,Locale_SubScenario:event_secretgarden_03_e_49,False,,,,,1500,1500,1.0,,,,,,,,,,
event_secretgarden_03_e_50,40063,event_secretgarden_03_e,Monologue,,,Locale_SubScenario:event_secretgarden_03_e_50,False,,,,,1500,1500,1.0,,,,,,,,,,
event_secretgarden_03_e_51,40063,event_secretgarden_03_e,Self,,,Locale_SubScenario:event_secretgarden_03_e_51,False,,,,,1500,15,1.0,,,,,,,,,,Low_2
event_secretgarden_03_e_52,40063,event_secretgarden_03_e,Self,,,Locale_SubScenario:event_secretgarden_03_e_52,False,,,,,15,15,1.0,,,,,,,,,,
event_secretgarden_03_e_53,40063,event_secretgarden_03_e,Narration,,,Locale_SubScenario:event_secretgarden_03_e_53,False,,,,,15,15,1.0,,,,,,,sfx_scn_bee,,,
event_secretgarden_03_e_54,40063,event_secretgarden_03_e,Self,,,Locale_SubScenario:event_secretgarden_03_e_54,False,,,,,15,15,1.0,,,,,,,,,,
event_secretgarden_03_e_55,40063,event_secretgarden_03_e,Monologue,,,Locale_SubScenario:event_secretgarden_03_e_55,False,,,,,15,15,1.0,,,,,,,,,,
event_secretgarden_03_e_56,40063,event_secretgarden_03_e,Monologue,,,Locale_SubScenario:event_secretgarden_03_e_56,False,,,,,15,15,1.0,,,,,,,,,,
event_secretgarden_03_e_57,40063,event_secretgarden_03_e,Monologue,,,Locale_SubScenario:event_secretgarden_03_e_57,False,,,,,15,15,1.0,,,,,,,,,,
event_secretgarden_03_e_58,40063,event_secretgarden_03_e,Choice,,,Locale_SubScenario:event_secretgarden_03_e_58,False,,,,,15,15,1.0,,,,,,,,,event_secretgarden_03_e_60,
event_secretgarden_03_e_59,40063,event_secretgarden_03_e,Choice,,,Locale_SubScenario:event_secretgarden_03_e_59,False,,,,,15,15,1.0,,,,,,,,,event_secretgarden_03_e_68,
event_secretgarden_03_e_60,40063,event_secretgarden_03_e,Self,,,Locale_SubScenario:event_secretgarden_03_e_60,False,,,,,15,15,1.0,,,,,,,,,,
event_secretgarden_03_e_61,40063,event_secretgarden_03_e,Monologue,,,Locale_SubScenario:event_secretgarden_03_e_61,False,,,,,15,15,1.0,,,,,,,,,,
event_secretgarden_03_e_62,40063,event_secretgarden_03_e,Monologue,,,Locale_SubScenario:event_secretgarden_03_e_62,False,,,,,15,15,1.0,,,,,,,,,,
event_secretgarden_03_e_63,40063,event_secretgarden_03_e,Narration,,,Locale_SubScenario:event_secretgarden_03_e_63,False,,,,,15,15,1.0,,,,,,,sfx_scn_bee,,,
event_secretgarden_03_e_64,40063,event_secretgarden_03_e,Monologue,,,Locale_SubScenario:event_secretgarden_03_e_64,False,,,,,15,150,1.0,,,,,,,,,,
event_secretgarden_03_e_65,40063,event_secretgarden_03_e,Narration,,,Locale_SubScenario:event_secretgarden_03_e_65,False,,,,,150,150,1.0,,,,,,,,,,
event_secretgarden_03_e_66,40063,event_secretgarden_03_e,Monologue,,,Locale_SubScenario:event_secretgarden_03_e_66,False,,,,,150,150,1.0,,,,,,,,,,
event_secretgarden_03_e_67,40063,event_secretgarden_03_e,Monologue,,,Locale_SubScenario:event_secretgarden_03_e_67,False,,,,,150,15,1.0,,,,,,,,,event_secretgarden_03_e_68,
event_secretgarden_03_e_68,40063,event_secretgarden_03_e,Monologue,,,Locale_SubScenario:event_secretgarden_03_e_68,False,,,,,15,3,1.0,,,,,,,,,,
event_secretgarden_03_e_69,40063,event_secretgarden_03_e,Monologue,,,Locale_SubScenario:event_secretgarden_03_e_69,False,,,,,3,3,1.0,,,,,,,,,,
event_secretgarden_03_e_70,40063,event_secretgarden_03_e,Self,,,Locale_SubScenario:event_secretgarden_03_e_70,False,,,,,3,3,1.0,,,,,,,,,,
event_secretgarden_03_e_71,40063,event_secretgarden_03_e,Narration,,,Locale_SubScenario:event_secretgarden_03_e_71,False,,,,,black,black,1.0,,,,,,,sfx_scn_heavytrip,,,
event_secretgarden_03_e_72,40063,event_secretgarden_03_e,Narration,,,Locale_SubScenario:event_secretgarden_03_e_72,False,,,,,black,black,1.0,,,,,,,sfx_scn_bodyfall_down,,,
event_secretgarden_03_e_73,40063,event_secretgarden_03_e,Monologue,,,Locale_SubScenario:event_secretgarden_03_e_73,False,,,,,black,black,1.0,,,,,,,,,,
event_secretgarden_03_e_74,40063,event_secretgarden_03_e,Monologue,,,Locale_SubScenario:event_secretgarden_03_e_74,False,,,,,black,black,1.0,,,,,,,,,,
event_secretgarden_03_e_75,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_75,True,,,,,XS_130,XS_130,1.0,,,biscuit,13,angry,,,,,
event_secretgarden_03_e_76,40063,event_secretgarden_03_e,Speech,biscuit,biscuit,Locale_SubScenario:event_secretgarden_03_e_76,True,,,,,XS_130,XS_1300,1.0,,,,13,angry,,,,,
