id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
snowfall_speech_emma_09_1,80903,snowfall_speech_emma_09,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_09_1,False,BigHotSpring_s,1,1,1.0,amb_so_hotspring_2,event_bgm_neverland_hugme_sunset,,,,emma,1,idle
snowfall_speech_emma_09_2,80903,snowfall_speech_emma_09,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_09_2,False,,1,1,1.0,,,,,,,1,idle
snowfall_speech_emma_09_3,80903,snowfall_speech_emma_09,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_09_3,False,,1,1,1.0,,,,,,,1,idle
snowfall_speech_emma_09_4,80903,snowfall_speech_emma_09,Choice,emma,Locale_SubScenario:snowfall_speech_emma_09_4,False,,1,1,1.0,,,snowfall_speech_emma_09_7,,,,1,idle
snowfall_speech_emma_09_5,80903,snowfall_speech_emma_09,Choice,emma,Locale_SubScenario:snowfall_speech_emma_09_5,False,,1,1,1.0,,,snowfall_speech_emma_09_6,,,,1,idle
snowfall_speech_emma_09_6,80903,snowfall_speech_emma_09,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_09_6,False,,black,black,1.0,,,,True,,,1,idle
snowfall_speech_emma_09_7,80903,snowfall_speech_emma_09,Speech,emma,Locale_SubScenario:snowfall_speech_emma_09_7,True,,1,10,1.0,,,,,emma,,1,delight
snowfall_speech_emma_09_8,80903,snowfall_speech_emma_09,Speech,emma,Locale_SubScenario:snowfall_speech_emma_09_8,True,,10,10,1.0,,,,,emma,,1,delight
snowfall_speech_emma_09_9,80903,snowfall_speech_emma_09,Self,emma,Locale_SubScenario:snowfall_speech_emma_09_9,False,,10,10,1.0,,,,,,,1,delight
snowfall_speech_emma_09_10,80903,snowfall_speech_emma_09,Self,emma,Locale_SubScenario:snowfall_speech_emma_09_10,False,,10,10,1.0,,,,,,,1,delight
snowfall_speech_emma_09_11,80903,snowfall_speech_emma_09,Speech,emma,Locale_SubScenario:snowfall_speech_emma_09_11,True,,10,10,1.0,,,,,emma,,1,idle
snowfall_speech_emma_09_12,80903,snowfall_speech_emma_09,Speech,emma,Locale_SubScenario:snowfall_speech_emma_09_12,True,,10,10,1.0,,,,,emma,,1,idle
snowfall_speech_emma_09_13,80903,snowfall_speech_emma_09,Speech,emma,Locale_SubScenario:snowfall_speech_emma_09_13,True,,10,10,1.0,,,,,emma,,1,delight
snowfall_speech_emma_09_14,80903,snowfall_speech_emma_09,Speech,emma,Locale_SubScenario:snowfall_speech_emma_09_14,True,,10,10,1.0,,,,,emma,,1,idle
snowfall_speech_emma_09_15,80903,snowfall_speech_emma_09,Speech,emma,Locale_SubScenario:snowfall_speech_emma_09_15,True,,10,10,1.0,,,,,emma,,1,special
snowfall_speech_emma_09_16,80903,snowfall_speech_emma_09,Speech,emma,Locale_SubScenario:snowfall_speech_emma_09_16,True,,10,10,1.0,,,,,emma,,1,special
snowfall_speech_emma_09_17,80903,snowfall_speech_emma_09,Choice,emma,Locale_SubScenario:snowfall_speech_emma_09_17,False,,10,10,1.0,,,snowfall_speech_emma_09_19,,,,1,special
snowfall_speech_emma_09_18,80903,snowfall_speech_emma_09,Choice,emma,Locale_SubScenario:snowfall_speech_emma_09_18,False,,10,10,1.0,,,snowfall_speech_emma_09_21,,,,1,special
snowfall_speech_emma_09_19,80903,snowfall_speech_emma_09,Speech,emma,Locale_SubScenario:snowfall_speech_emma_09_19,True,,10,10,1.0,,,,,emma,,1,delight
snowfall_speech_emma_09_20,80903,snowfall_speech_emma_09,Speech,emma,Locale_SubScenario:snowfall_speech_emma_09_20,True,,10,10,1.0,,,snowfall_speech_emma_09_27,,emma,,1,idle
snowfall_speech_emma_09_21,80903,snowfall_speech_emma_09,Speech,emma,Locale_SubScenario:snowfall_speech_emma_09_21,True,,10,10,1.0,,,,,emma,,1,special
snowfall_speech_emma_09_22,80903,snowfall_speech_emma_09,Speech,emma,Locale_SubScenario:snowfall_speech_emma_09_22,True,,10,10,1.0,,,,,emma,,1,special
snowfall_speech_emma_09_23,80903,snowfall_speech_emma_09,Speech,emma,Locale_SubScenario:snowfall_speech_emma_09_23,True,,10,10,1.0,,,,,emma,,1,special
snowfall_speech_emma_09_24,80903,snowfall_speech_emma_09,Self,emma,Locale_SubScenario:snowfall_speech_emma_09_24,False,,10,10,1.0,,,,,,,1,special
snowfall_speech_emma_09_25,80903,snowfall_speech_emma_09,Speech,emma,Locale_SubScenario:snowfall_speech_emma_09_25,True,,10,10,1.0,,,,,emma,,1,delight
snowfall_speech_emma_09_26,80903,snowfall_speech_emma_09,Speech,emma,Locale_SubScenario:snowfall_speech_emma_09_26,True,,10,10,1.0,,,snowfall_speech_emma_09_27,,emma,,1,special
snowfall_speech_emma_09_27,80903,snowfall_speech_emma_09,Speech,emma,Locale_SubScenario:snowfall_speech_emma_09_27,True,,10,10,1.0,,,,,emma,,1,special
snowfall_speech_emma_09_28,80903,snowfall_speech_emma_09,Speech,emma,Locale_SubScenario:snowfall_speech_emma_09_28,True,,10,10,1.0,,,,,emma,,1,special
snowfall_speech_emma_09_29,80903,snowfall_speech_emma_09,Narration,emma,Locale_SubScenario:snowfall_speech_emma_09_29,False,,black,black,1.0,,,,,,,1,special
