id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_overzone2_02_s_1,80304,event_overzone2_02_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_02_s_1,True,CityForest_03_d,12,12,1.0,ambient_scn_wind,,,dorothy,1,idle,rapunzel,13,idle
event_overzone2_02_s_2,80304,event_overzone2_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_02_s_2,True,,12,12,1.0,,,,,1,idle,,13,idle
event_overzone2_02_s_3,80304,event_overzone2_02_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_02_s_3,True,,12,12,1.0,,,,,1,idle,,13,idle
event_overzone2_02_s_4,80304,event_overzone2_02_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_02_s_4,False,,12,130,1.0,,,,,1,idle,,13,surprise
event_overzone2_02_s_5,80304,event_overzone2_02_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_02_s_5,True,,130,130,1.0,,,,,1,idle,,13,surprise
event_overzone2_02_s_6,80304,event_overzone2_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_02_s_6,False,,10,10,1.0,,,,,1,think,,13,surprise
event_overzone2_02_s_7,80304,event_overzone2_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_02_s_7,True,,10,10,1.0,,,,,1,think,,13,surprise
event_overzone2_02_s_8,80304,event_overzone2_02_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_02_s_8,True,,10,12,1.0,,,,,1,think,,13,sad
event_overzone2_02_s_9,80304,event_overzone2_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_02_s_9,True,,12,12,1.0,,,,,1,idle,,13,sad
event_overzone2_02_s_10,80304,event_overzone2_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_02_s_10,True,,12,12,1.0,,,,,1,idle,,13,sad
event_overzone2_02_s_11,80304,event_overzone2_02_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_02_s_11,True,,12,12,1.0,,,,,1,idle,,13,sad
event_overzone2_02_s_12,80304,event_overzone2_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_02_s_12,True,,12,12,1.0,,,,,1,worry,,13,sad
event_overzone2_02_s_13,80304,event_overzone2_02_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_02_s_13,True,,12,12,1.0,,,,,1,worry,,13,sad
event_overzone2_02_s_14,80304,event_overzone2_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_02_s_14,True,,12,10,1.0,,,,,1,idle,,13,sad
event_overzone2_02_s_15,80304,event_overzone2_02_s,Narration,,,Locale_MainScenario:event_overzone2_02_s_15,False,,black,black,1.0,bgm_story_armageddon,c233_fire,Low_2,,1,idle,,13,sad
event_overzone2_02_s_16,80304,event_overzone2_02_s,Narration,,,Locale_MainScenario:event_overzone2_02_s_16,False,,black,black,1.0,,,,,1,idle,,13,surprise
event_overzone2_02_s_17,80304,event_overzone2_02_s,Narration,,,Locale_MainScenario:event_overzone2_02_s_17,False,,black,black,1.0,,,,,1,idle,,13,surprise
event_overzone2_02_s_18,80304,event_overzone2_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_02_s_18,True,,12,12,1.0,,,,,1,idle,,13,surprise
event_overzone2_02_s_19,80304,event_overzone2_02_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_02_s_19,True,,12,12,1.0,,,,,1,idle,,13,surprise
event_overzone2_02_s_20,80304,event_overzone2_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_02_s_20,True,,12,10,1.0,,,,,1,idle,,13,surprise
event_overzone2_02_s_21,80304,event_overzone2_02_s,Speech,rapunzel,rapunzel,Locale_MainScenario:event_overzone2_02_s_21,True,,130,130,1.0,,,,,1,idle,,13,no
event_overzone2_02_s_22,80304,event_overzone2_02_s,Speech,dorothy,dorothy,Locale_MainScenario:event_overzone2_02_s_22,True,,10,100,0.7,,,,,1,idle,,13,no
