id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/0/hide_char_id,characters/1/hide_char_id,fade,jump_target,play_sound
event_coinsinrush2_03_e_1,40089,event_coinsinrush2_03_e,Monologue,Locale_MainScenario:event_coinsinrush2_03_e_1,False,milk_b,1,idle,ade_b,13,surprise,CoinRushDrinkZone,black,black,1.0,none,,,,,,,,,,,,,,,
event_coinsinrush2_03_e_2,40089,event_coinsinrush2_03_e,Self,Locale_MainScenario:event_coinsinrush2_03_e_2,False,,1,idle,,13,surprise,,12,12,1.0,,,,,,,,,,,,,,,,
event_coinsinrush2_03_e_3,40089,event_coinsinrush2_03_e,Self,Locale_MainScenario:event_coinsinrush2_03_e_3,False,,1,idle,,13,surprise,,12,12,1.0,,,,,,,,,,,,,,,,
event_coinsinrush2_03_e_4,40089,event_coinsinrush2_03_e,Speech,Locale_MainScenario:event_coinsinrush2_03_e_4,True,,1,idle,,13,surprise,,12,12,1.0,bgm_story_kneeldownfools,ade_b,ade_b,,,,,,,,,,,,,
event_coinsinrush2_03_e_5,40089,event_coinsinrush2_03_e,Speech,Locale_MainScenario:event_coinsinrush2_03_e_5,True,,1,idle,,13,surprise,,12,12,1.0,,ade_b,ade_b,,,,,,,,,,,,,
event_coinsinrush2_03_e_6,40089,event_coinsinrush2_03_e,Speech,Locale_MainScenario:event_coinsinrush2_03_e_6,True,,1,idle,,13,surprise,,12,12,1.0,,ade_b,ade_b,,,,,,,,,,,,,
event_coinsinrush2_03_e_7,40089,event_coinsinrush2_03_e,Speech,Locale_MainScenario:event_coinsinrush2_03_e_7,True,,1,idle,,13,surprise,,12,12,1.0,,exia_b_op,exia_b_op,exia_b_op,OP_leftup,idle,,,,,,,,,,
event_coinsinrush2_03_e_8,40089,event_coinsinrush2_03_e,Speech,Locale_MainScenario:event_coinsinrush2_03_e_8,True,,1,idle,,13,surprise,,12,12,1.0,,exia_b_op,exia_b_op,,OP_leftup,idle,,,,,,,,,,
event_coinsinrush2_03_e_9,40089,event_coinsinrush2_03_e,Self,Locale_MainScenario:event_coinsinrush2_03_e_9,False,,1,idle,,13,surprise,,12,12,1.0,,exia_b_op,,,OP_leftup,idle,,,,,,,,,,
event_coinsinrush2_03_e_10,40089,event_coinsinrush2_03_e,Speech,Locale_MainScenario:event_coinsinrush2_03_e_10,True,,1,no,,13,surprise,,12,12,1.0,,milk_b,milk_b,,OP_leftup,idle,,,,,,,,,,
event_coinsinrush2_03_e_11,40089,event_coinsinrush2_03_e,Speech,Locale_MainScenario:event_coinsinrush2_03_e_11,True,,1,no,,13,surprise,,12,12,1.0,,milk_b,milk_b,,OP_leftup,idle,,,,,,,,,,
