id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,play_sound,speaker,characters/0/hide_char_id,fade,set_camera_shake
event_trueflavor_03_e_1,40074,event_trueflavor_03_e,Narration,crust,Locale_SubScenario:event_trueflavor_03_e_1,False,crust,12,idle,Kitchen,black,black,1.0,bgm_story_daytoday,,,,,,,,
event_trueflavor_03_e_2,40074,event_trueflavor_03_e,Monologue,crust,Locale_SubScenario:event_trueflavor_03_e_2,False,,12,idle,,black,black,1.0,,,,,,,,,
event_trueflavor_03_e_3,40074,event_trueflavor_03_e,Narration,crust,Locale_SubScenario:event_trueflavor_03_e_3,False,,12,idle,,XS_120,XS_120,1.0,,tia,2,idle,sfx_scn_autodooropen,,,,
event_trueflavor_03_e_4,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_4,True,,12,idle,,XS_120,XS_120,1.0,,,2,idle,,crust,,,
event_trueflavor_03_e_5,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_5,True,,12,think,,XS_120,1,1.5,,,2,idle,,crust,,,
event_trueflavor_03_e_6,40074,event_trueflavor_03_e,Speech,tia,Locale_SubScenario:event_trueflavor_03_e_6,True,,12,think,,1,1,1.0,,,2,idle,,tia,,,
event_trueflavor_03_e_7,40074,event_trueflavor_03_e,Speech,tia,Locale_SubScenario:event_trueflavor_03_e_7,True,,12,think,,1,1,1.0,,,2,idle,,tia,,,
event_trueflavor_03_e_8,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_8,True,,12,idle,,1,1,1.0,,,2,idle,,crust,,,
event_trueflavor_03_e_9,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_9,True,,12,idle,,1,1,1.0,,,2,idle,,crust,,,
event_trueflavor_03_e_10,40074,event_trueflavor_03_e,Speech,tia,Locale_SubScenario:event_trueflavor_03_e_10,True,,12,idle,,1,1,1.0,,,2,delight,,tia,,,
event_trueflavor_03_e_11,40074,event_trueflavor_03_e,Speech,tia,Locale_SubScenario:event_trueflavor_03_e_11,True,,12,idle,,1,1,1.0,,,2,delight,,tia,,,
event_trueflavor_03_e_12,40074,event_trueflavor_03_e,Speech,tia,Locale_SubScenario:event_trueflavor_03_e_12,True,,12,idle,,1,1,1.0,,,2,delight,,tia,,,
event_trueflavor_03_e_13,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_13,True,,12,delight,,1,1,1.0,,,2,delight,,crust,,,
event_trueflavor_03_e_14,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_14,True,,12,idle,,1,1,1.0,,,2,delight,,crust,,,
event_trueflavor_03_e_15,40074,event_trueflavor_03_e,Speech,tia,Locale_SubScenario:event_trueflavor_03_e_15,True,,12,idle,,1,1,1.0,,,2,surprise,,tia,,,
event_trueflavor_03_e_16,40074,event_trueflavor_03_e,Speech,tia,Locale_SubScenario:event_trueflavor_03_e_16,True,,12,idle,,1,1,1.0,,,2,surprise,,tia,,,
event_trueflavor_03_e_17,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_17,True,,12,idle,,1,1,1.0,,,2,surprise,,crust,,,
event_trueflavor_03_e_18,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_18,True,,12,idle,,1,1,1.0,,,2,surprise,,crust,,,
event_trueflavor_03_e_19,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_19,True,,12,idle,,1,1,1.0,,,2,surprise,,crust,,,
event_trueflavor_03_e_20,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_20,True,,12,delight,,1,1,1.0,,,2,surprise,,crust,,,
event_trueflavor_03_e_21,40074,event_trueflavor_03_e,Speech,tia,Locale_SubScenario:event_trueflavor_03_e_21,True,,12,delight,,1,1,1.0,,,2,idle,,tia,,,
event_trueflavor_03_e_22,40074,event_trueflavor_03_e,Speech,tia,Locale_SubScenario:event_trueflavor_03_e_22,True,,12,delight,,1,1,1.0,,,2,idle,,tia,,,
event_trueflavor_03_e_23,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_23,True,,12,delight,,1,1,1.0,,,2,idle,,crust,,,
event_trueflavor_03_e_24,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_24,True,,12,idle,,1,1,1.0,,,2,idle,,crust,,,
event_trueflavor_03_e_25,40074,event_trueflavor_03_e,Speech,tia,Locale_SubScenario:event_trueflavor_03_e_25,True,,12,idle,,1,1,1.0,,,2,idle,,tia,,,
event_trueflavor_03_e_26,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_26,True,,12,idle,,1,1,1.0,,,2,idle,,crust,,,
event_trueflavor_03_e_27,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_27,True,,12,idle,,1,1,1.0,,,2,idle,,crust,,,
event_trueflavor_03_e_28,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_28,True,,12,idle,,1,1,1.0,,,2,idle,,crust,,,
event_trueflavor_03_e_29,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_29,True,,12,idle,,1,1,1.0,,,2,idle,,crust,,,
event_trueflavor_03_e_30,40074,event_trueflavor_03_e,Speech,tia,Locale_SubScenario:event_trueflavor_03_e_30,True,,12,idle,,1,1,1.3,,,2,idle,,tia,,,
event_trueflavor_03_e_31,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_31,False,,12,idle,,1,XS_120,1.5,,,2,idle,,crust,tia,,
event_trueflavor_03_e_32,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_32,True,,12,idle,,XS_120,XS_120,1.0,,,,,,crust,,,
event_trueflavor_03_e_33,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_33,True,,12,delight,,XS_120,XS_120,1.0,,,,,,crust,,,
event_trueflavor_03_e_34,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_34,True,,12,delight,,XS_120,XS_120,1.0,,,,,,crust,,,
event_trueflavor_03_e_35,40074,event_trueflavor_03_e,Self,crust,Locale_SubScenario:event_trueflavor_03_e_35,False,,12,delight,,XS_120,XS_120,1.0,,,,,,,,,
event_trueflavor_03_e_36,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_36,False,,12,shy,,XS_120,XS_120,1.0,,tia_s,2,idle,,crust,,black,
event_trueflavor_03_e_37,40074,event_trueflavor_03_e,Self,crust,Locale_SubScenario:event_trueflavor_03_e_37,False,,12,shy,,XS_120,XS_120,1.0,,,2,idle,,,,,
event_trueflavor_03_e_38,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_38,True,,12,shy,,XS_120,1,1.5,,,2,delight,,tia_s,,,
event_trueflavor_03_e_39,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_39,True,,12,shy,,1,1,1.0,,,2,idle,,tia_s,,,
event_trueflavor_03_e_40,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_40,True,,12,shy,,1,1,1.0,,,2,idle,,crust,,,
event_trueflavor_03_e_41,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_41,True,,12,shy,,1,1,1.0,,,2,idle,,crust,,,
event_trueflavor_03_e_42,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_42,True,,12,shy,,1,1,1.0,,,2,idle,,tia_s,,,
event_trueflavor_03_e_43,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_43,True,,12,shy,,1,1,1.0,,,2,idle,,tia_s,,,
event_trueflavor_03_e_44,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_44,True,,12,shy,,1,1,1.0,,,2,idle,,tia_s,,,
event_trueflavor_03_e_45,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_45,True,,12,shy,,1,1,1.0,,,2,idle,,crust,,,
event_trueflavor_03_e_46,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_46,True,,12,idle,,1,1,1.0,,,2,idle,,crust,,,
event_trueflavor_03_e_47,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_47,True,,12,delight,,1,1,1.0,,,2,idle,,crust,,,
event_trueflavor_03_e_48,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_48,True,,12,delight,,1,1,1.0,,,2,delight,,tia_s,,,
event_trueflavor_03_e_49,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_49,True,,12,idle,,1,1,1.0,,,2,delight,,crust,,,
event_trueflavor_03_e_50,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_50,True,,12,idle,,1,1,1.0,,,2,delight,,tia_s,,,
event_trueflavor_03_e_51,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_51,True,,12,idle,,1,1,1.0,,,2,delight,,tia_s,,,
event_trueflavor_03_e_52,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_52,True,,12,idle,,1,1,1.0,,,2,delight,,crust,,,
event_trueflavor_03_e_53,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_53,True,,12,idle,,1,1,1.0,,,2,surprise,,tia_s,,,
event_trueflavor_03_e_54,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_54,True,,12,idle,,1,1,1.0,,,2,surprise,,tia_s,,,
event_trueflavor_03_e_55,40074,event_trueflavor_03_e,Speech,tia_s,Locale_SubScenario:event_trueflavor_03_e_55,True,,12,idle,,1,1,1.0,,,2,surprise,,tia_s,,,
event_trueflavor_03_e_56,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_56,False,,12,think,,1,XS_120,1.3,,,2,surprise,,crust,,,
event_trueflavor_03_e_57,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_57,True,,12,think,,XS_120,XS_120,1.0,,,2,surprise,,crust,,,
event_trueflavor_03_e_58,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_58,True,,12,idle,,XS_120,XS_120,1.0,,,2,surprise,,crust,,,
event_trueflavor_03_e_59,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_59,True,,12,idle,,XS_120,XS_120,1.0,,,2,surprise,,crust,,,
event_trueflavor_03_e_60,40074,event_trueflavor_03_e,Speech,crust,Locale_SubScenario:event_trueflavor_03_e_60,True,,12,idle,,XS_120,XS_120,1.0,,,2,surprise,,crust,,,
