id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_newyearnewsword_03_e_1,40036,event_newyearnewsword_03_e,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_03_e_1,False,CityForest_02_n,1,S_10,1.0,bgm_story_inwonderland,,hongryeon_o,1,idle,,,
event_newyearnewsword_03_e_2,40036,event_newyearnewsword_03_e,Monologue,hongryeon_o,,Locale_SubScenario:event_newyearnewsword_03_e_2,False,,S_10,S_10,1.0,,,,1,idle,,,
event_newyearnewsword_03_e_3,40036,event_newyearnewsword_03_e,Monologue,hongryeon_o,,Locale_SubScenario:event_newyearnewsword_03_e_3,False,,S_10,S_10,1.0,,,,1,idle,,,
event_newyearnewsword_03_e_4,40036,event_newyearnewsword_03_e,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_03_e_4,True,,S_10,S_10,1.0,,,,1,sad,,,
event_newyearnewsword_03_e_5,40036,event_newyearnewsword_03_e,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_03_e_5,True,,S_10,12,1.0,,,,1,sad,janghwa,13,idle
event_newyearnewsword_03_e_6,40036,event_newyearnewsword_03_e,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_03_e_6,True,,12,12,1.0,,,,1,idle,,13,idle
event_newyearnewsword_03_e_7,40036,event_newyearnewsword_03_e,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_03_e_7,True,,12,12,1.0,,,,1,idle,,13,idle
event_newyearnewsword_03_e_8,40036,event_newyearnewsword_03_e,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_03_e_8,True,,12,12,1.0,,,,1,idle,,13,idle
event_newyearnewsword_03_e_9,40036,event_newyearnewsword_03_e,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_03_e_9,True,,12,12,1.0,,,,1,idle,,13,idle
event_newyearnewsword_03_e_10,40036,event_newyearnewsword_03_e,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_03_e_10,True,,12,12,1.0,,,,1,idle,,13,idle
event_newyearnewsword_03_e_11,40036,event_newyearnewsword_03_e,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_03_e_11,True,,12,S_130,1.0,,,,1,idle,,13,idle
event_newyearnewsword_03_e_12,40036,event_newyearnewsword_03_e,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_03_e_12,True,,S_130,S_130,1.0,,,,1,idle,,13,idle
event_newyearnewsword_03_e_13,40036,event_newyearnewsword_03_e,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_03_e_13,True,,S_130,S_130,1.0,,,,1,idle,,13,idle
event_newyearnewsword_03_e_14,40036,event_newyearnewsword_03_e,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_03_e_14,True,,S_130,S_130,1.0,,,,1,idle,,13,special
event_newyearnewsword_03_e_15,40036,event_newyearnewsword_03_e,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_03_e_15,True,,S_130,S_130,1.0,,,,1,idle,,13,idle
event_newyearnewsword_03_e_16,40036,event_newyearnewsword_03_e,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_03_e_16,True,,S_130,S_130,1.0,,,,1,idle,,13,idle
event_newyearnewsword_03_e_17,40036,event_newyearnewsword_03_e,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_03_e_17,True,,S_130,S_130,1.0,,,,1,idle,,13,idle
event_newyearnewsword_03_e_18,40036,event_newyearnewsword_03_e,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_03_e_18,True,,S_130,S_130,1.0,,,,1,idle,,13,idle
event_newyearnewsword_03_e_19,40036,event_newyearnewsword_03_e,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_03_e_19,True,,S_130,S_10,1.0,,,,1,sad,,13,idle
event_newyearnewsword_03_e_20,40036,event_newyearnewsword_03_e,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_03_e_20,True,,S_130,S_130,1.0,,,,1,idle,,13,idle
event_newyearnewsword_03_e_21,40036,event_newyearnewsword_03_e,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_03_e_21,True,,S_130,12,1.0,,,,1,idle,,13,delight
event_newyearnewsword_03_e_22,40036,event_newyearnewsword_03_e,Monologue,janghwa,,Locale_SubScenario:event_newyearnewsword_03_e_22,False,,12,12,1.0,,sfx_scn_glasstable,,1,idle,,13,delight
event_newyearnewsword_03_e_23,40036,event_newyearnewsword_03_e,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_03_e_23,True,,12,12,1.0,,,,1,surprise,,13,idle
event_newyearnewsword_03_e_24,40036,event_newyearnewsword_03_e,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_03_e_24,True,,12,12,1.0,,,,1,surprise,,13,idle
event_newyearnewsword_03_e_25,40036,event_newyearnewsword_03_e,Monologue,janghwa,,Locale_SubScenario:event_newyearnewsword_03_e_25,False,,12,12,1.0,,,,1,surprise,,13,idle
event_newyearnewsword_03_e_26,40036,event_newyearnewsword_03_e,Speech,janghwa,janghwa,Locale_SubScenario:event_newyearnewsword_03_e_26,True,,12,12,1.0,,,,1,surprise,,13,idle
event_newyearnewsword_03_e_27,40036,event_newyearnewsword_03_e,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_03_e_27,True,,S_10,S_100,1.0,,,,1,surprise,,13,idle
event_newyearnewsword_03_e_28,40036,event_newyearnewsword_03_e,Speech,hongryeon_o,hongryeon_o,Locale_SubScenario:event_newyearnewsword_03_e_28,True,,S_100,S_100,1.0,,,,1,angry,,13,idle
