id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,play_sound,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/4/hide_char_id,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/5/hide_char_id,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/6/hide_char_id
event_seayouagain2_04_e_1,40025,event_seayouagain2_04_e,Monologue,Locale_MainScenario:event_seayouagain2_04_e_1,False,EventScene_SeaYouAgain_01_1,black,black,1.0,bgm_story_fairytalesend_if,,,,,helm_s,9,idle,anis_s,7,angry,yan_s,5,sad,,liter_s,3,sorrow,,mary_s,1,think,,pepper_s,13,angry,,neon_s,15,angry,
event_seayouagain2_04_e_2,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_2,True,,S_50,S_50,1.0,,yan_s,yan,,,,9,idle,,7,angry,,5,sad,,,3,sorrow,,,1,think,,,13,angry,,,15,angry,
event_seayouagain2_04_e_3,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_3,True,,S_50,S_50,1.0,,yan_s,yan,,,,9,idle,,7,angry,,5,sad,,,3,sorrow,,,1,think,,,13,angry,,,15,angry,
event_seayouagain2_04_e_4,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_4,True,,S_50,XS_30,1.0,,liter_s,liter,,,,9,idle,,7,angry,,5,sad,,,3,sorrow,,,1,think,,,13,angry,,,15,angry,
event_seayouagain2_04_e_5,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_5,True,,XS_30,XS_30,1.0,,liter_s,liter,,,,9,idle,,7,angry,,5,sad,,,3,idle,,,1,think,,,13,angry,,,15,angry,
event_seayouagain2_04_e_6,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_6,True,,XS_30,113,1.0,,mary_s,mary,,,,9,idle,,7,angry,,5,sad,,,3,idle,,,1,think,,,13,angry,,,15,angry,
event_seayouagain2_04_e_7,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_7,True,,113,113,1.0,,pepper_s,pepper,,,,9,idle,,7,angry,,5,sad,,,3,idle,,,1,think,,,13,angry,,,15,angry,
event_seayouagain2_04_e_8,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_8,True,,113,113,1.0,,pepper_s,pepper,,,,9,idle,,7,angry,,5,sad,,,3,idle,,,1,think,,,13,angry,,,15,angry,
event_seayouagain2_04_e_9,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_9,True,,XS_150,XS_150,1.0,,neon_s,neon,,,,9,idle,,7,angry,,5,sad,,,3,idle,,,1,think,,,13,angry,,,15,angry,
event_seayouagain2_04_e_10,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_10,False,,XS_150,XS_1500,0.5,,neon_s,neon,,,,9,idle,,7,angry,,5,sad,,,3,idle,,,1,think,,,13,angry,,,15,angry,
event_seayouagain2_04_e_11,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_11,True,,XS_1500,XS_1500,1.0,,neon_s,neon,,,,9,idle,,7,angry,,5,etc,,,3,idle,,,1,think,,,13,angry,,,15,angry,
event_seayouagain2_04_e_12,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_12,True,,100,100,1.0,,mary_s,mary,,,,9,idle,,7,angry,,5,etc,,,3,idle,,,1,think,,,13,angry,,,15,angry,
event_seayouagain2_04_e_13,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_13,True,,S_50,S_50,1.0,,yan_s,yan,,,,9,idle,,7,angry,,5,etc,,,3,idle,,,1,think,,,13,angry,,,15,angry,
event_seayouagain2_04_e_14,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_14,True,,S_50,75,1.0,,anis_s,anis,,,,9,surprise,,7,angry,,5,etc,,,3,idle,,,1,think,,,13,angry,,,15,angry,
event_seayouagain2_04_e_15,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_15,True,,75,75,1.0,,anis_s,anis,,,,9,surprise,,7,angry,,5,etc,,,3,idle,,,1,think,,,13,angry,,,15,angry,
event_seayouagain2_04_e_16,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_16,True,,75,75,1.0,,anis_s,anis,,,,9,surprise,,7,angry,,5,etc,,,3,idle,,,1,think,,,13,angry,,,15,angry,
event_seayouagain2_04_e_17,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_17,True,,75,97,1.0,,helm_s,helm,,,,9,surprise,,7,angry,,5,etc,,,3,idle,,,1,think,,,13,angry,,,15,angry,
event_seayouagain2_04_e_18,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_18,True,,97,97,1.0,,anis_s,anis,,,,9,surprise,,7,angry,,5,etc,,,3,idle,,,1,think,,,13,angry,,,15,angry,
event_seayouagain2_04_e_19,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_19,True,,97,XS_70,1.0,,anis_s,anis,,,,9,surprise,,7,angry,,5,etc,,,3,idle,,,1,think,,,13,angry,,,15,angry,
event_seayouagain2_04_e_20,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_20,True,,XS_70,XS_700,0.5,,anis_s,anis,,,,9,surprise,,7,angry,,5,etc,,,3,idle,,,1,think,,,13,angry,,,15,angry,
event_seayouagain2_04_e_21,40025,event_seayouagain2_04_e,Narration,Locale_MainScenario:event_seayouagain2_04_e_21,False,,black,black,1.0,,,,sfx_scn_krakenshout,,,17,surprise,,7,angry,,5,etc,yan_s,,3,idle,liter_s,,1,think,mary_s,,13,angry,pepper_s,,15,angry,neon_s
event_seayouagain2_04_e_22,40025,event_seayouagain2_04_e,Narration,Locale_MainScenario:event_seayouagain2_04_e_22,False,,black,black,1.0,,,,sfx_scn_groundbreak,,,17,surprise,,15,angry,rapi_s,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_23,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_23,True,,1517,1517,1.0,,helm_s,helm,,,,17,idle,,15,idle,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_24,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_24,True,,1517,1517,1.0,,anis_s,anis,,,,17,idle,,15,idle,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_25,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_25,True,,1517,1517,1.0,,anis_s,anis,,,,17,idle,,15,idle,,7,idle,,,,,,,,,,,,,,,,,
event_seayouagain2_04_e_26,40025,event_seayouagain2_04_e,Speech,Locale_MainScenario:event_seayouagain2_04_e_26,True,,1517,1517,1.0,,anis_s,anis,,,,17,idle,,15,idle,,7,idle,,,,,,,,,,,,,,,,,
