id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/0/hide_char_id,set_filter_01,fade,characters/1/hide_char_id,characters/2/hide_char_id,play_sound,set_camera_shake
event_claymore_02_e_1,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_1,True,clay,5,no,Park,50,50,1.0,none,,,,,,,,,,,,,
event_claymore_02_e_2,40050,event_claymore_02_e,Self,clay,,Locale_SubScenario:event_claymore_02_e_2,False,,5,no,,50,50,1.0,bgm_intotheswarm,,,,,,,,,,,,,
event_claymore_02_e_3,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_3,True,,5,idle,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_4,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_4,True,,5,idle,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_5,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_5,True,,5,idle,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_6,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_6,True,,5,no,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_7,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_7,True,,5,no,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_8,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_8,True,,5,no,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_9,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_9,True,,5,no,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_10,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_10,True,,5,no,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_11,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_11,True,,5,sad,,50,5,1.0,,,,,,,,,,,,,,
event_claymore_02_e_12,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_12,True,,5,sad,,5,5,1.0,,,,,,,,,,,,,,
event_claymore_02_e_13,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_13,True,,5,sad,,5,5,1.0,,,,,,,,,,,,,,
event_claymore_02_e_14,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_14,True,,5,sad,,5,5,1.0,,,,,,,,,,,,,,
event_claymore_02_e_15,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_15,True,,5,sad,,5,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_16,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_16,True,,5,sad,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_17,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_17,True,,5,sad,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_18,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_18,True,,5,sad,,50,50,1.0,,,,,,,,,,,,,,
event_claymore_02_e_19,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_19,True,,5,sad,SchoolCorridor,black,black,1.0,,malemanager,13,idle,femalemanager,15,idle,,,,,,,
event_claymore_02_e_20,40050,event_claymore_02_e,Speech,malemanager,malemanager,Locale_SubScenario:event_claymore_02_e_20,True,,5,sad,,14,14,1.0,,,13,idle,,15,idle,clay,Grey,black,,,,
event_claymore_02_e_21,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_21,True,,,,,14,14,1.0,,,13,idle,,15,idle,,Grey,,,,,
event_claymore_02_e_22,40050,event_claymore_02_e,Speech,malemanager,malemanager,Locale_SubScenario:event_claymore_02_e_22,True,,,,,14,14,1.0,,,13,idle,,15,idle,,Grey,,,,,
event_claymore_02_e_23,40050,event_claymore_02_e,Speech,malemanager,malemanager,Locale_SubScenario:event_claymore_02_e_23,True,,,,,14,14,1.0,,,13,idle,,15,idle,,Grey,,,,,
event_claymore_02_e_24,40050,event_claymore_02_e,Speech,femalemanager,femalemanager,Locale_SubScenario:event_claymore_02_e_24,True,,,,,14,14,1.0,,,13,idle,,15,idle,,Grey,,,,,
event_claymore_02_e_25,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_25,False,,,,,14,14,1.0,,,13,idle,,15,idle,,Grey,,,,,
event_claymore_02_e_26,40050,event_claymore_02_e,Speech,malemanager,malemanager,Locale_SubScenario:event_claymore_02_e_26,True,,,,,14,14,1.0,,,13,idle,,15,idle,,Grey,,,,,
event_claymore_02_e_27,40050,event_claymore_02_e,Speech,malemanager,malemanager,Locale_SubScenario:event_claymore_02_e_27,True,,,,,14,14,1.0,,,13,idle,,15,idle,,Grey,,,,,
event_claymore_02_e_28,40050,event_claymore_02_e,Speech,malemanager,malemanager,Locale_SubScenario:event_claymore_02_e_28,True,,,,,14,14,1.0,,,13,idle,,15,idle,,Grey,,,,,
event_claymore_02_e_29,40050,event_claymore_02_e,Speech,malemanager,malemanager,Locale_SubScenario:event_claymore_02_e_29,True,,,,,14,14,1.0,,,13,idle,,15,idle,,Grey,,,,,
event_claymore_02_e_30,40050,event_claymore_02_e,Speech,femalemanager,femalemanager,Locale_SubScenario:event_claymore_02_e_30,True,,,,,14,14,1.0,,,13,idle,,15,idle,,Grey,,,,,
event_claymore_02_e_31,40050,event_claymore_02_e,Speech,femalemanager,femalemanager,Locale_SubScenario:event_claymore_02_e_31,True,,,,,14,14,1.0,,,13,idle,,15,idle,,Grey,,,,,
event_claymore_02_e_32,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_32,False,,,,,14,14,1.0,,,13,idle,,15,idle,,Grey,,,,,
event_claymore_02_e_33,40050,event_claymore_02_e,Speech,malemanager,malemanager,Locale_SubScenario:event_claymore_02_e_33,True,,,,,14,14,1.0,,,13,idle,,15,idle,,Grey,,,,,
event_claymore_02_e_34,40050,event_claymore_02_e,Speech,malemanager,malemanager,Locale_SubScenario:event_claymore_02_e_34,True,,,,,14,14,1.0,,,13,idle,,15,idle,,Grey,,,,,
event_claymore_02_e_35,40050,event_claymore_02_e,Speech,malemanager,malemanager,Locale_SubScenario:event_claymore_02_e_35,True,,,,,14,14,1.0,,,13,idle,,15,idle,,Grey,,,,,
event_claymore_02_e_36,40050,event_claymore_02_e,Speech,malemanager,malemanager,Locale_SubScenario:event_claymore_02_e_36,True,,,,,14,14,1.0,,,13,idle,,15,idle,,Grey,,,,,
event_claymore_02_e_37,40050,event_claymore_02_e,Speech,malemanager,malemanager,Locale_SubScenario:event_claymore_02_e_37,True,,,,,14,14,1.0,,,13,idle,,15,idle,,Grey,,,,,
event_claymore_02_e_38,40050,event_claymore_02_e,Speech,femalemanager,femalemanager,Locale_SubScenario:event_claymore_02_e_38,True,,,,,14,14,1.0,,,13,idle,,15,idle,,Grey,,,,,
event_claymore_02_e_39,40050,event_claymore_02_e,Speech,clay,clay,Locale_SubScenario:event_claymore_02_e_39,True,,,,,14,14,1.0,,,13,idle,,15,idle,,Grey,,,,,
