id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_trueflavor_04_e_1,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_1,True,Kitchen,1,1,1.0,bgm_story_cottoncandy,,,ade_c,2,idle,crust,12,surprise
event_trueflavor_04_e_2,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_2,True,,1,1,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_3,40074,event_trueflavor_04_e,Self,crust,,Locale_SubScenario:event_trueflavor_04_e_3,False,,1,1,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_4,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_4,True,,1,1,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_5,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_5,True,,1,1,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_6,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_6,True,,1,1,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_7,40074,event_trueflavor_04_e,Self,ade_c,,Locale_SubScenario:event_trueflavor_04_e_7,False,,1,1,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_8,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_8,True,,1,1,1.0,,,,,2,delight,,12,idle
event_trueflavor_04_e_9,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_9,True,,1,1,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_10,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_10,True,,1,1,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_11,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_11,True,,1,1,1.0,,,,,2,idle,,12,delight
event_trueflavor_04_e_12,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_12,True,,1,1,1.0,,,,,2,delight,,12,delight
event_trueflavor_04_e_13,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_13,True,,1,1,1.0,,,,,2,delight,,12,delight
event_trueflavor_04_e_14,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_14,True,,1,1,1.0,,,,,2,delight,,12,delight
event_trueflavor_04_e_15,40074,event_trueflavor_04_e,Narration,crust,,Locale_SubScenario:event_trueflavor_04_e_15,False,,black,black,1.0,,sfx_scn_dishdebrismany,,,2,delight,,12,idle
event_trueflavor_04_e_16,40074,event_trueflavor_04_e,Monologue,crust,,Locale_SubScenario:event_trueflavor_04_e_16,False,,20,20,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_17,40074,event_trueflavor_04_e,Monologue,crust,,Locale_SubScenario:event_trueflavor_04_e_17,False,,20,20,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_18,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_18,True,,20,1,1.3,,,,,2,idle,,12,idle
event_trueflavor_04_e_19,40074,event_trueflavor_04_e,Self,crust,,Locale_SubScenario:event_trueflavor_04_e_19,False,,1,1,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_20,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_20,True,,1,1,1.0,,,,,2,idle,,12,idle
event_trueflavor_04_e_21,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_21,True,,1,1,1.0,,,,,2,idle,,12,delight
event_trueflavor_04_e_22,40074,event_trueflavor_04_e,Speech,crust,crust,Locale_SubScenario:event_trueflavor_04_e_22,True,,1,1,1.0,,,,,2,idle,,12,delight
event_trueflavor_04_e_23,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_23,True,,1,1,1.0,,,,,2,shy,,12,delight
event_trueflavor_04_e_24,40074,event_trueflavor_04_e,Speech,ade_c,ade_c,Locale_SubScenario:event_trueflavor_04_e_24,True,,1,1,1.0,,,,,2,idle,,12,delight
