id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id,set_camera_shake,characters/4/hide_char_id
event_bluewaterisland2_04_e_1,40021,event_bluewaterisland2_04_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_04_e_1,True,pepper_s,9,delight,mary_s,7,idle,rapi_s,4,idle,frima_s,2,idle,yan_s,12,idle,liter_s,14,idle,neon_s,16,idle,Beach_d,XS_90,XS_90,1.0,bgm_inark,,,,,,,,,
event_bluewaterisland2_04_e_2,40021,event_bluewaterisland2_04_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_04_e_2,True,,9,delight,,7,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,XS_90,XS_90,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_3,40021,event_bluewaterisland2_04_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_04_e_3,True,,9,delight,,7,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,XS_90,8,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_4,40021,event_bluewaterisland2_04_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_04_e_4,True,,9,shy,,7,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,8,8,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_5,40021,event_bluewaterisland2_04_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_04_e_5,True,,9,shy,,7,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,8,8,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_6,40021,event_bluewaterisland2_04_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_04_e_6,True,,9,delight,,7,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,8,8,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_7,40021,event_bluewaterisland2_04_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_04_e_7,True,,9,delight,,7,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,8,8,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_8,40021,event_bluewaterisland2_04_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_04_e_8,False,,9,idle,,7,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,black,black,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_9,40021,event_bluewaterisland2_04_e,Speech,mary_s,mary_s,Locale_SubScenario:event_bluewaterisland2_04_e_9,True,,9,idle,,7,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,8,8,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_10,40021,event_bluewaterisland2_04_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_04_e_10,True,,9,angry,,7,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,8,8,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_11,40021,event_bluewaterisland2_04_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_04_e_11,False,,9,angry,,7,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,black,black,1.0,none,sfx_scn_boathorn,,,,,,,,
event_bluewaterisland2_04_e_12,40021,event_bluewaterisland2_04_e,Speech,pepper_s,pepper_s,Locale_SubScenario:event_bluewaterisland2_04_e_12,True,,9,surprise,,7,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,8,8,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_13,40021,event_bluewaterisland2_04_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_04_e_13,True,,9,surprise,,7,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,8,15,2.0,bgm_story_profusion,,,,,,,,,
event_bluewaterisland2_04_e_14,40021,event_bluewaterisland2_04_e,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_04_e_14,True,,9,idle,,7,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,15,15,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_15,40021,event_bluewaterisland2_04_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_04_e_15,True,,9,idle,,7,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,15,15,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_16,40021,event_bluewaterisland2_04_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_04_e_16,True,,9,idle,,7,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,15,XS_160,2.0,,,,,,,,,,
event_bluewaterisland2_04_e_17,40021,event_bluewaterisland2_04_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_04_e_17,True,,9,idle,,7,idle,,4,idle,,2,idle,,12,idle,,14,idle,,16,idle,,XS_160,XS_160,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_18,40021,event_bluewaterisland2_04_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_04_e_18,False,,9,idle,,7,idle,,4,idle,,2,idle,,19,idle,,14,idle,,16,idle,ocean,black,black,1.0,,sfx_scn_boatlaunch,pepper_s,mary_s,rapi_s,frima_s,liter_s,neon_s,,
event_bluewaterisland2_04_e_19,40021,event_bluewaterisland2_04_e,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland2_04_e_19,True,,9,idle,,7,idle,,4,idle,,2,idle,,19,surprise,,14,idle,,16,idle,,19,19,0.7,,,,,,,,,Low_2,
event_bluewaterisland2_04_e_20,40021,event_bluewaterisland2_04_e,Speech,volt,volt,Locale_SubScenario:event_bluewaterisland2_04_e_20,True,,9,idle,,7,idle,,4,idle,,2,idle,,19,surprise,,14,idle,,16,idle,,19,19,1.0,,sfx_scn_dogbark,,,,,,,Low_2,
event_bluewaterisland2_04_e_21,40021,event_bluewaterisland2_04_e,Speech,neon_s,neon_s,Locale_SubScenario:event_bluewaterisland2_04_e_21,True,pepper_s,9,idle,mary_s,7,idle,rapi_s,4,idle,frima_s,2,idle,,19,idle,liter_s,14,idle,neon_s,16,idle,Beach_d,19,15,1.0,,,,,,,,,,yan_s
event_bluewaterisland2_04_e_22,40021,event_bluewaterisland2_04_e,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_04_e_22,True,,9,idle,,7,idle,,4,idle,,2,idle,,19,idle,,14,idle,,16,idle,,15,15,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_23,40021,event_bluewaterisland2_04_e,Self,,Self,Locale_SubScenario:event_bluewaterisland2_04_e_23,False,,9,idle,,7,idle,,4,idle,,2,idle,yan_s,19,idle,,14,idle,,16,idle,ocean,15,19,1.0,,,pepper_s,mary_s,rapi_s,frima_s,liter_s,neon_s,,
event_bluewaterisland2_04_e_24,40021,event_bluewaterisland2_04_e,Monologue,,Monologue,Locale_SubScenario:event_bluewaterisland2_04_e_24,False,,9,idle,,7,idle,,4,idle,,2,idle,,19,idle,,14,idle,,16,idle,,19,19,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_25,40021,event_bluewaterisland2_04_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_04_e_25,False,,9,idle,,7,idle,,4,idle,,2,idle,,19,idle,,14,idle,,16,idle,,black,black,1.0,,sfx_scn_ropebreak,,,,,,,,
event_bluewaterisland2_04_e_26,40021,event_bluewaterisland2_04_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_04_e_26,False,,9,idle,,7,idle,,4,idle,,2,idle,,19,idle,,14,idle,,16,idle,,black,black,1.0,,sfx_scn_bonebreak,,,,,,,,
event_bluewaterisland2_04_e_27,40021,event_bluewaterisland2_04_e,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland2_04_e_27,True,,9,idle,,7,idle,,4,idle,,2,idle,,19,sad,,14,idle,,16,idle,,19,19,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_28,40021,event_bluewaterisland2_04_e,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_04_e_28,True,pepper_s,9,idle,mary_s,7,idle,rapi_s,4,idle,frima_s,2,idle,,19,sad,liter_s,14,surprise,neon_s,16,idle,Beach_d,19,15,1.0,,,,,,,,,,yan_s
event_bluewaterisland2_04_e_29,40021,event_bluewaterisland2_04_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_04_e_29,False,,9,idle,,7,idle,,4,idle,,2,idle,,19,sad,,14,surprise,,16,idle,,15,15,1.0,,sfx_scn_woodbreak,,,,,,,,
event_bluewaterisland2_04_e_30,40021,event_bluewaterisland2_04_e,Narration,,Narration,Locale_SubScenario:event_bluewaterisland2_04_e_30,False,,9,idle,,7,idle,,4,idle,,2,idle,,19,sad,,14,surprise,,16,idle,,15,15,1.0,,sfx_scn_metalcrack,,,,,,,,
event_bluewaterisland2_04_e_31,40021,event_bluewaterisland2_04_e,Speech,yan_s,yan_s,Locale_SubScenario:event_bluewaterisland2_04_e_31,True,,9,idle,,7,idle,,4,idle,,2,idle,,19,surprise,,14,surprise,,16,idle,,15,15,1.0,,,,,,,,,Low_2,
event_bluewaterisland2_04_e_32,40021,event_bluewaterisland2_04_e,Speech,liter_s,liter_s,Locale_SubScenario:event_bluewaterisland2_04_e_32,True,,9,idle,,7,idle,,4,idle,,2,idle,,19,surprise,,14,sorrow,,16,idle,,15,XS_140,1.0,,,,,,,,,,
event_bluewaterisland2_04_e_33,40021,event_bluewaterisland2_04_e,Speech,volt,volt,Locale_SubScenario:event_bluewaterisland2_04_e_33,True,,9,idle,,7,idle,,4,idle,,2,idle,,19,surprise,,14,sorrow,,16,idle,,XS_140,XS_140,1.0,,,,,,,,,,
