id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
snowfall_speech_npc_day14_06_1,80903,snowfall_speech_npc_day14_06,Speech,belorta,belorta,Locale_SubScenario:snowfall_speech_npc_day14_06_1,True,WaterFall_s,2,2,1.0,amb_so_waterfall_2,event_bgm_neverland_snowflakes_sunset,mica_w,3,idle,belorta,1,angry
snowfall_speech_npc_day14_06_2,80903,snowfall_speech_npc_day14_06,Speech,belorta,belorta,Locale_SubScenario:snowfall_speech_npc_day14_06_2,True,,2,2,1.0,,,,3,idle,,1,angry
snowfall_speech_npc_day14_06_3,80903,snowfall_speech_npc_day14_06,Speech,mica_w,mica_w,Locale_SubScenario:snowfall_speech_npc_day14_06_3,True,,2,2,1.0,,,,3,delight,,1,idle
snowfall_speech_npc_day14_06_4,80903,snowfall_speech_npc_day14_06,Speech,mica_w,mica_w,Locale_SubScenario:snowfall_speech_npc_day14_06_4,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day14_06_5,80903,snowfall_speech_npc_day14_06,Speech,belorta,belorta,Locale_SubScenario:snowfall_speech_npc_day14_06_5,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day14_06_6,80903,snowfall_speech_npc_day14_06,Speech,belorta,belorta,Locale_SubScenario:snowfall_speech_npc_day14_06_6,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day14_06_7,80903,snowfall_speech_npc_day14_06,Speech,mica_w,mica_w,Locale_SubScenario:snowfall_speech_npc_day14_06_7,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day14_06_8,80903,snowfall_speech_npc_day14_06,Speech,mica_w,mica_w,Locale_SubScenario:snowfall_speech_npc_day14_06_8,True,,2,2,1.0,,,,3,delight,,1,idle
snowfall_speech_npc_day14_06_9,80903,snowfall_speech_npc_day14_06,Speech,mica_w,mica_w,Locale_SubScenario:snowfall_speech_npc_day14_06_9,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day14_06_10,80903,snowfall_speech_npc_day14_06,Speech,belorta,belorta,Locale_SubScenario:snowfall_speech_npc_day14_06_10,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day14_06_11,80903,snowfall_speech_npc_day14_06,Speech,belorta,belorta,Locale_SubScenario:snowfall_speech_npc_day14_06_11,True,,2,2,1.0,,,,3,idle,,1,delight
snowfall_speech_npc_day14_06_12,80903,snowfall_speech_npc_day14_06,Narration,,,Locale_SubScenario:snowfall_speech_npc_day14_06_12,False,,black,black,1.0,,,,3,idle,,1,delight
