id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,jump_target,characters/0/hide_char_id,characters/1/hide_char_id,play_sound,fade
event_coinsinrush1_02_e_1,40088,event_coinsinrush1_02_e,Monologue,Locale_MainScenario:event_coinsinrush1_02_e_1,False,milk,1,surprise,exia,13,sad,CoinRushMainHall,12,12,1.0,event_bgm_goldcoinrush_inst,,,,,,,
event_coinsinrush1_02_e_2,40088,event_coinsinrush1_02_e,Speech,Locale_MainScenario:event_coinsinrush1_02_e_2,True,,1,surprise,,13,sad,,12,12,1.0,,milk,milk,,,,,
event_coinsinrush1_02_e_3,40088,event_coinsinrush1_02_e,Speech,Locale_MainScenario:event_coinsinrush1_02_e_3,True,,1,surprise,,13,sad,,12,12,1.0,,exia,exia,,,,,
event_coinsinrush1_02_e_4,40088,event_coinsinrush1_02_e,Speech,Locale_MainScenario:event_coinsinrush1_02_e_4,True,,1,idle,,13,sad,,12,12,1.0,,milk,milk,,,,,
event_coinsinrush1_02_e_5,40088,event_coinsinrush1_02_e,Self,Locale_MainScenario:event_coinsinrush1_02_e_5,False,,1,idle,,13,sad,,12,12,1.0,,milk,,,,,,
event_coinsinrush1_02_e_6,40088,event_coinsinrush1_02_e,Self,Locale_MainScenario:event_coinsinrush1_02_e_6,False,,1,idle,,13,sad,,12,12,1.0,,milk,,,,,,
event_coinsinrush1_02_e_7,40088,event_coinsinrush1_02_e,Speech,Locale_MainScenario:event_coinsinrush1_02_e_7,True,,1,idle,,13,sad,,12,S_10,1.0,,milk,milk,,,,,
event_coinsinrush1_02_e_8,40088,event_coinsinrush1_02_e,Self,Locale_MainScenario:event_coinsinrush1_02_e_8,False,,1,idle,,13,sad,,S_10,S_10,1.0,,milk,,,,,,
event_coinsinrush1_02_e_9,40088,event_coinsinrush1_02_e,Monologue,Locale_MainScenario:event_coinsinrush1_02_e_9,False,,1,idle,,13,sad,,S_10,S_50,2.0,,,,,,,,
event_coinsinrush1_02_e_10,40088,event_coinsinrush1_02_e,Monologue,Locale_MainScenario:event_coinsinrush1_02_e_10,False,,1,idle,,13,sad,,S_50,S_50,1.0,,,,,,,,
event_coinsinrush1_02_e_11,40088,event_coinsinrush1_02_e,Speech,Locale_MainScenario:event_coinsinrush1_02_e_11,True,,1,good,,13,sad,,S_50,S_10,2.0,,milk,milk,,,,,
event_coinsinrush1_02_e_12,40088,event_coinsinrush1_02_e,Speech,Locale_MainScenario:event_coinsinrush1_02_e_12,True,,1,good,,13,sad,,S_10,S_10,1.0,,milk,milk,,,,,
event_coinsinrush1_02_e_13,40088,event_coinsinrush1_02_e,Speech,Locale_MainScenario:event_coinsinrush1_02_e_13,True,,1,good,,13,sad,,S_10,S_10,1.0,,milk,milk,,,,,
event_coinsinrush1_02_e_14,40088,event_coinsinrush1_02_e,Choice,Locale_MainScenario:event_coinsinrush1_02_e_14,False,,1,good,,13,sad,,S_10,S_10,1.0,,milk,,event_coinsinrush1_02_e_16,,,,
event_coinsinrush1_02_e_15,40088,event_coinsinrush1_02_e,Choice,Locale_MainScenario:event_coinsinrush1_02_e_15,False,,1,good,,13,sad,,S_10,S_10,1.0,,milk,,event_coinsinrush1_02_e_17,,,,
event_coinsinrush1_02_e_16,40088,event_coinsinrush1_02_e,Speech,Locale_MainScenario:event_coinsinrush1_02_e_16,True,,1,good,,13,sad,,S_10,S_10,1.0,,milk,milk,event_coinsinrush1_02_e_20,,,,
event_coinsinrush1_02_e_17,40088,event_coinsinrush1_02_e,Speech,Locale_MainScenario:event_coinsinrush1_02_e_17,True,,1,angry,,13,sad,,S_10,S_10,1.0,,milk,milk,,,,,
event_coinsinrush1_02_e_18,40088,event_coinsinrush1_02_e,Speech,Locale_MainScenario:event_coinsinrush1_02_e_18,True,,1,angry,,13,sad,,S_10,S_10,1.0,,milk,milk,,,,,
event_coinsinrush1_02_e_19,40088,event_coinsinrush1_02_e,Speech,Locale_MainScenario:event_coinsinrush1_02_e_19,True,,1,good,,13,sad,,S_10,S_10,1.0,,milk,milk,,,,,
event_coinsinrush1_02_e_20,40088,event_coinsinrush1_02_e,Speech,Locale_MainScenario:event_coinsinrush1_02_e_20,True,,1,good,,13,sad,,S_10,12,1.0,,exia,exia,,,,,
