id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker
snowfall_speech_emma_32_1,80903,snowfall_speech_emma_32,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_32_1,False,emma,1,idle,BigHotSpring_n,1,1,1.0,amb_so_hotspring_3,event_bgm_neverland_hugme_night,,,
snowfall_speech_emma_32_2,80903,snowfall_speech_emma_32,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_32_2,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_emma_32_3,80903,snowfall_speech_emma_32,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_32_3,False,,1,idle,,1,1,1.0,,,,,
snowfall_speech_emma_32_4,80903,snowfall_speech_emma_32,Choice,emma,Locale_SubScenario:snowfall_speech_emma_32_4,False,,1,idle,,1,1,1.0,,,snowfall_speech_emma_32_7,,
snowfall_speech_emma_32_5,80903,snowfall_speech_emma_32,Choice,emma,Locale_SubScenario:snowfall_speech_emma_32_5,False,,1,idle,,1,1,1.0,,,snowfall_speech_emma_32_6,,
snowfall_speech_emma_32_6,80903,snowfall_speech_emma_32,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_32_6,False,,1,idle,,black,black,1.0,,,,True,
snowfall_speech_emma_32_7,80903,snowfall_speech_emma_32,Speech,emma,Locale_SubScenario:snowfall_speech_emma_32_7,True,,1,idle,,1,10,1.0,,,,,emma
snowfall_speech_emma_32_8,80903,snowfall_speech_emma_32,Speech,emma,Locale_SubScenario:snowfall_speech_emma_32_8,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_32_9,80903,snowfall_speech_emma_32,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_32_9,False,,1,idle,,10,10,1.0,,,,,
snowfall_speech_emma_32_10,80903,snowfall_speech_emma_32,Monologue,emma,Locale_SubScenario:snowfall_speech_emma_32_10,False,,1,idle,,10,10,1.0,,,,,
snowfall_speech_emma_32_11,80903,snowfall_speech_emma_32,Speech,emma,Locale_SubScenario:snowfall_speech_emma_32_11,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_32_12,80903,snowfall_speech_emma_32,Speech,emma,Locale_SubScenario:snowfall_speech_emma_32_12,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_32_13,80903,snowfall_speech_emma_32,Speech,emma,Locale_SubScenario:snowfall_speech_emma_32_13,True,,1,delight,,10,10,1.0,,,,,emma
snowfall_speech_emma_32_14,80903,snowfall_speech_emma_32,Speech,emma,Locale_SubScenario:snowfall_speech_emma_32_14,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_32_15,80903,snowfall_speech_emma_32,Choice,emma,Locale_SubScenario:snowfall_speech_emma_32_15,False,,1,idle,,10,10,1.0,,,snowfall_speech_emma_32_17,,
snowfall_speech_emma_32_16,80903,snowfall_speech_emma_32,Choice,emma,Locale_SubScenario:snowfall_speech_emma_32_16,False,,1,idle,,10,10,1.0,,,snowfall_speech_emma_32_20,,
snowfall_speech_emma_32_17,80903,snowfall_speech_emma_32,Speech,emma,Locale_SubScenario:snowfall_speech_emma_32_17,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_32_18,80903,snowfall_speech_emma_32,Speech,emma,Locale_SubScenario:snowfall_speech_emma_32_18,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_32_19,80903,snowfall_speech_emma_32,Speech,emma,Locale_SubScenario:snowfall_speech_emma_32_19,True,,1,delight,,10,10,1.0,,,snowfall_speech_emma_32_23,,emma
snowfall_speech_emma_32_20,80903,snowfall_speech_emma_32,Speech,emma,Locale_SubScenario:snowfall_speech_emma_32_20,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_32_21,80903,snowfall_speech_emma_32,Speech,emma,Locale_SubScenario:snowfall_speech_emma_32_21,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_32_22,80903,snowfall_speech_emma_32,Speech,emma,Locale_SubScenario:snowfall_speech_emma_32_22,True,,1,delight,,10,10,1.0,,,snowfall_speech_emma_32_23,,emma
snowfall_speech_emma_32_23,80903,snowfall_speech_emma_32,Speech,emma,Locale_SubScenario:snowfall_speech_emma_32_23,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_32_24,80903,snowfall_speech_emma_32,Speech,emma,Locale_SubScenario:snowfall_speech_emma_32_24,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_32_25,80903,snowfall_speech_emma_32,Speech,emma,Locale_SubScenario:snowfall_speech_emma_32_25,True,,1,idle,,10,10,1.0,,,,,emma
snowfall_speech_emma_32_26,80903,snowfall_speech_emma_32,Speech,emma,Locale_SubScenario:snowfall_speech_emma_32_26,True,,1,delight,,10,10,1.0,,,,,emma
snowfall_speech_emma_32_27,80903,snowfall_speech_emma_32,Narration,emma,Locale_SubScenario:snowfall_speech_emma_32_27,False,,1,delight,,black,black,1.0,,,,,
