id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/hide_char_id
event_overthehorizon_06_e_1,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_1,True,sora,1,idle,CityForest_03_d,100,100,1.0,none,
event_overthehorizon_06_e_2,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_2,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_3,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_3,False,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_4,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_4,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_5,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_5,False,,1,idle,,black,black,1.0,,
event_overthehorizon_06_e_6,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_6,False,,1,idle,,100,10,1.0,,
event_overthehorizon_06_e_7,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_7,False,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_8,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_8,False,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_9,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_9,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_10,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_10,False,,1,idle,EventTitle_overthehorizon_01,black,black,1.0,,
event_overthehorizon_06_e_11,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_11,False,,1,idle,,black,black,1.0,,sora
event_overthehorizon_06_e_12,40081,event_overthehorizon_06_e,Monologue,,,Locale_SubScenario:event_overthehorizon_06_e_12,False,,,,,9,1,2.0,bgm_areah,
event_overthehorizon_06_e_13,40081,event_overthehorizon_06_e,Monologue,,,Locale_SubScenario:event_overthehorizon_06_e_13,False,,,,,1,1,1.0,,
event_overthehorizon_06_e_14,40081,event_overthehorizon_06_e,Monologue,,,Locale_SubScenario:event_overthehorizon_06_e_14,False,,,,,1,1,1.0,,
event_overthehorizon_06_e_15,40081,event_overthehorizon_06_e,Monologue,,,Locale_SubScenario:event_overthehorizon_06_e_15,False,,,,,1,1,1.0,,
event_overthehorizon_06_e_16,40081,event_overthehorizon_06_e,Self,,,Locale_SubScenario:event_overthehorizon_06_e_16,False,,,,,1,1,1.0,,
event_overthehorizon_06_e_17,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_17,True,,,,,1,1,1.0,,
event_overthehorizon_06_e_18,40081,event_overthehorizon_06_e,Self,,,Locale_SubScenario:event_overthehorizon_06_e_18,False,,,,,1,1,1.0,,
event_overthehorizon_06_e_19,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_19,True,,,,,1,1,1.0,,
event_overthehorizon_06_e_20,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_20,True,,,,,1,1,1.0,,
event_overthehorizon_06_e_21,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_21,True,,,,,1,1,1.0,,
event_overthehorizon_06_e_22,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_22,True,,,,,1,1,1.0,,
event_overthehorizon_06_e_23,40081,event_overthehorizon_06_e,Self,,,Locale_SubScenario:event_overthehorizon_06_e_23,False,,,,,1,1,1.0,,
event_overthehorizon_06_e_24,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_24,True,,,,,1,overthehorizontitle_01,1.5,,
event_overthehorizon_06_e_25,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_25,True,,,,,overthehorizontitle_01,overthehorizontitle_01,1.0,,
event_overthehorizon_06_e_26,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_26,True,,,,,overthehorizontitle_01,overthehorizontitle_01,1.0,,
event_overthehorizon_06_e_27,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_27,True,,,,,overthehorizontitle_01,overthehorizontitle_01,1.0,,
event_overthehorizon_06_e_28,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_28,True,,,,,overthehorizontitle_01,overthehorizontitle_01,1.0,,
event_overthehorizon_06_e_29,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_29,True,,,,,overthehorizontitle_01,overthehorizontitle_01,1.0,,
event_overthehorizon_06_e_30,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_30,True,,,,,overthehorizontitle_01,overthehorizontitle_01,1.0,,
event_overthehorizon_06_e_31,40081,event_overthehorizon_06_e,Self,,,Locale_SubScenario:event_overthehorizon_06_e_31,False,,,,,overthehorizontitle_01,overthehorizontitle_01,1.0,,
event_overthehorizon_06_e_32,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_32,True,,,,,overthehorizontitle_01,overthehorizontitle_01,1.0,,
event_overthehorizon_06_e_33,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_33,True,,,,,overthehorizontitle_01,overthehorizontitle_02,1.5,,
event_overthehorizon_06_e_34,40081,event_overthehorizon_06_e,Self,,,Locale_SubScenario:event_overthehorizon_06_e_34,False,,,,,overthehorizontitle_02,overthehorizontitle_02,1.0,,
event_overthehorizon_06_e_35,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_35,True,,,,,overthehorizontitle_02,overthehorizontitle_02,1.0,,
event_overthehorizon_06_e_36,40081,event_overthehorizon_06_e,Monologue,,,Locale_SubScenario:event_overthehorizon_06_e_36,False,,,,,overthehorizontitle_02,overthehorizontitle_02,1.0,,
event_overthehorizon_06_e_37,40081,event_overthehorizon_06_e,Narration,,,Locale_SubScenario:event_overthehorizon_06_e_37,False,,,,,overthehorizontitle_02,overthehorizontitle_02,1.0,,
event_overthehorizon_06_e_38,40081,event_overthehorizon_06_e,Narration,,,Locale_SubScenario:event_overthehorizon_06_e_38,False,,,,,overthehorizontitle_02,overthehorizontitle_02,1.0,,
event_overthehorizon_06_e_39,40081,event_overthehorizon_06_e,Narration,,,Locale_SubScenario:event_overthehorizon_06_e_39,False,,,,,overthehorizontitle_02,overthehorizontitle_02,1.0,,
event_overthehorizon_06_e_40,40081,event_overthehorizon_06_e,Narration,,,Locale_SubScenario:event_overthehorizon_06_e_40,False,,,,,overthehorizontitle_02,overthehorizontitle_02,1.0,,
event_overthehorizon_06_e_41,40081,event_overthehorizon_06_e,Narration,,,Locale_SubScenario:event_overthehorizon_06_e_41,False,,,,,overthehorizontitle_02,overthehorizontitle_02,1.0,,
event_overthehorizon_06_e_42,40081,event_overthehorizon_06_e,Narration,,,Locale_SubScenario:event_overthehorizon_06_e_42,False,,,,,overthehorizontitle_02,overthehorizontitle_02,1.0,,
event_overthehorizon_06_e_43,40081,event_overthehorizon_06_e,Narration,,,Locale_SubScenario:event_overthehorizon_06_e_43,False,,,,,overthehorizontitle_02,overthehorizontitle_02,1.0,,
event_overthehorizon_06_e_44,40081,event_overthehorizon_06_e,Self,,,Locale_SubScenario:event_overthehorizon_06_e_44,False,,,,,overthehorizontitle_02,overthehorizontitle_02,1.0,,
event_overthehorizon_06_e_45,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_45,True,,,,,overthehorizontitle_02,overthehorizontitle_01,1.5,,
event_overthehorizon_06_e_46,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_46,True,,,,,overthehorizontitle_01,overthehorizontitle_01,1.0,,
event_overthehorizon_06_e_47,40081,event_overthehorizon_06_e,Self,,,Locale_SubScenario:event_overthehorizon_06_e_47,False,,,,,overthehorizontitle_01,overthehorizontitle_01,1.0,,
event_overthehorizon_06_e_48,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_48,True,,,,,overthehorizontitle_01,overthehorizontitle_01,1.0,,
event_overthehorizon_06_e_49,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_49,True,,,,,overthehorizontitle_01,overthehorizontitle_01,1.0,,
event_overthehorizon_06_e_50,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_50,True,,,,,overthehorizontitle_01,overthehorizontitle_01,1.0,,
event_overthehorizon_06_e_51,40081,event_overthehorizon_06_e,Self,,,Locale_SubScenario:event_overthehorizon_06_e_51,False,,,,,overthehorizontitle_01,overthehorizontitle_01,1.0,,
event_overthehorizon_06_e_52,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_52,True,,,,,overthehorizontitle_01,overthehorizontitle_01,1.0,,
event_overthehorizon_06_e_53,40081,event_overthehorizon_06_e,Self,,,Locale_SubScenario:event_overthehorizon_06_e_53,False,,,,,overthehorizontitle_01,overthehorizontitle_01,1.0,,
event_overthehorizon_06_e_54,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_54,True,,,,,overthehorizontitle_01,overthehorizontitle_01,1.0,,
event_overthehorizon_06_e_55,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_55,False,sora,1,idle,RuinIndoor,black,black,1.0,,
event_overthehorizon_06_e_56,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_56,False,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_57,40081,event_overthehorizon_06_e,Monologue,sora,,Locale_SubScenario:event_overthehorizon_06_e_57,False,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_58,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_58,False,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_59,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_59,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_60,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_60,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_61,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_61,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_62,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_62,False,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_63,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_63,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_64,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_64,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_65,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_65,True,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_66,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_66,False,,1,idle,,100,100,1.0,,
event_overthehorizon_06_e_67,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_67,True,,1,idle,,100,10,1.0,,
event_overthehorizon_06_e_68,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_68,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_69,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_69,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_70,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_70,False,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_71,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_71,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_72,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_72,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_73,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_73,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_74,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_74,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_75,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_75,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_76,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_76,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_77,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_77,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_78,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_78,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_79,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_79,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_80,40081,event_overthehorizon_06_e,Self,sora,,Locale_SubScenario:event_overthehorizon_06_e_80,False,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_81,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_81,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_82,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_82,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_83,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_83,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_84,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_84,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_85,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_85,True,,1,idle,,10,10,1.0,,
event_overthehorizon_06_e_86,40081,event_overthehorizon_06_e,Speech,sora,sora,Locale_SubScenario:event_overthehorizon_06_e_86,True,,1,idle,,10,10,1.0,,
