id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
event_goldencoinrush1_04_s_1,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_1,True,Hospital,1,1,1.0,bgm_story_backtonormal,mary_b,1,idle
event_goldencoinrush1_04_s_2,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_2,True,,1,1,1.0,,,1,idle
event_goldencoinrush1_04_s_3,40048,event_goldencoinrush1_04_s,Self,mary_b,,Locale_MainScenario:event_goldencoinrush1_04_s_3,False,,1,1,1.0,,,1,idle
event_goldencoinrush1_04_s_4,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_4,True,,1,1,1.0,,,1,idle
event_goldencoinrush1_04_s_5,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_5,True,,1,1,1.0,,,1,idle
event_goldencoinrush1_04_s_6,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_6,True,,1,1,1.0,,,1,idle
event_goldencoinrush1_04_s_7,40048,event_goldencoinrush1_04_s,Self,mary_b,,Locale_MainScenario:event_goldencoinrush1_04_s_7,False,,1,1,1.0,,,1,idle
event_goldencoinrush1_04_s_8,40048,event_goldencoinrush1_04_s,Monologue,mary_b,,Locale_MainScenario:event_goldencoinrush1_04_s_8,False,,1,1,1.0,,,1,idle
event_goldencoinrush1_04_s_9,40048,event_goldencoinrush1_04_s,Monologue,mary_b,,Locale_MainScenario:event_goldencoinrush1_04_s_9,False,,1,1,1.0,,,1,idle
event_goldencoinrush1_04_s_10,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_10,True,,1,1,1.0,,,1,idle
event_goldencoinrush1_04_s_11,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_11,True,,1,1,1.0,,,1,idle
event_goldencoinrush1_04_s_12,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_12,True,,1,1,1.0,,,1,idle
event_goldencoinrush1_04_s_13,40048,event_goldencoinrush1_04_s,Self,mary_b,,Locale_MainScenario:event_goldencoinrush1_04_s_13,False,,1,1,1.0,,,1,idle
event_goldencoinrush1_04_s_14,40048,event_goldencoinrush1_04_s,Monologue,mary_b,,Locale_MainScenario:event_goldencoinrush1_04_s_14,False,,1,1,1.0,,,1,idle
event_goldencoinrush1_04_s_15,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_15,True,,1,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_16,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_16,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_17,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_17,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_18,40048,event_goldencoinrush1_04_s,Monologue,mary_b,,Locale_MainScenario:event_goldencoinrush1_04_s_18,False,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_19,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_19,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_20,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_20,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_21,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_21,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_22,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_22,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_23,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_23,True,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_24,40048,event_goldencoinrush1_04_s,Self,mary_b,,Locale_MainScenario:event_goldencoinrush1_04_s_24,False,,XS_10,XS_10,1.0,,,1,idle
event_goldencoinrush1_04_s_25,40048,event_goldencoinrush1_04_s,Speech,mary_b,mary_b,Locale_MainScenario:event_goldencoinrush1_04_s_25,True,,XS_10,XS_10,1.0,,,1,idle
