id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,fade,play_sound
event_oldtales1_prologue_1,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_1,False,EventScene_oldtales_01_1,100,1,1.5,ambient_scn_war,event_bgm_oldtales_shattered,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_2,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_2,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_3,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_3,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_4,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_4,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_5,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_5,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_6,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_6,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_7,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_7,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_8,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_8,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_9,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_9,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_10,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_10,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_11,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_11,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_12,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_12,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_13,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_13,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_14,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_14,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_15,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_15,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_16,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_16,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_17,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_17,False,White,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_18,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_18,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_19,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_19,False,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_20,40061,event_oldtales1_prologue,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_oldtales1_prologue_20,True,EventScene_oldtales_01_2,8,1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_21,40061,event_oldtales1_prologue,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_oldtales1_prologue_21,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_22,40061,event_oldtales1_prologue,Speech,redhood,redhood,Locale_MainScenario:event_oldtales1_prologue_22,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_23,40061,event_oldtales1_prologue,Speech,dorothy,dorothy,Locale_MainScenario:event_oldtales1_prologue_23,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_24,40061,event_oldtales1_prologue,Speech,redhood,redhood,Locale_MainScenario:event_oldtales1_prologue_24,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_25,40061,event_oldtales1_prologue,Speech,commander,commander,Locale_MainScenario:event_oldtales1_prologue_25,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_26,40061,event_oldtales1_prologue,Speech,commander,commander,Locale_MainScenario:event_oldtales1_prologue_26,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_27,40061,event_oldtales1_prologue,Speech,liliweiss,liliweiss,Locale_MainScenario:event_oldtales1_prologue_27,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_28,40061,event_oldtales1_prologue,Speech,commander,commander,Locale_MainScenario:event_oldtales1_prologue_28,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_29,40061,event_oldtales1_prologue,Speech,liliweiss,liliweiss,Locale_MainScenario:event_oldtales1_prologue_29,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_30,40061,event_oldtales1_prologue,Speech,commander,commander,Locale_MainScenario:event_oldtales1_prologue_30,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_31,40061,event_oldtales1_prologue,Speech,liliweiss,liliweiss,Locale_MainScenario:event_oldtales1_prologue_31,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_32,40061,event_oldtales1_prologue,Speech,redhood,redhood,Locale_MainScenario:event_oldtales1_prologue_32,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_33,40061,event_oldtales1_prologue,Speech,dorothy,dorothy,Locale_MainScenario:event_oldtales1_prologue_33,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_34,40061,event_oldtales1_prologue,Speech,redhood,redhood,Locale_MainScenario:event_oldtales1_prologue_34,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_35,40061,event_oldtales1_prologue,Speech,dorothy,dorothy,Locale_MainScenario:event_oldtales1_prologue_35,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_36,40061,event_oldtales1_prologue,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_oldtales1_prologue_36,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_37,40061,event_oldtales1_prologue,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_oldtales1_prologue_37,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_38,40061,event_oldtales1_prologue,Speech,commander,commander,Locale_MainScenario:event_oldtales1_prologue_38,True,,1,1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_oldtales1_prologue_39,40061,event_oldtales1_prologue,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales1_prologue_39,True,DestroyedStreet,black,black,1.0,,,commander,5,idle,liliweiss,3,no,rapunzel_o,1,idle,snowwhite_o,13,idle,redhood,15,idle,dorothy,17,think,,,,,,,,,
event_oldtales1_prologue_40,40061,event_oldtales1_prologue,Speech,redhood,redhood,Locale_MainScenario:event_oldtales1_prologue_40,True,,150,150,1.0,,,,5,idle,,3,no,,1,idle,,13,idle,,15,shy_02,,17,think,,,,,,,,,
event_oldtales1_prologue_41,40061,event_oldtales1_prologue,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_oldtales1_prologue_41,True,,150,14,1.0,,,,5,idle,,3,no,,1,idle,,13,surprise,,15,shy_02,,17,think,Low_2,,,,,,,,
event_oldtales1_prologue_42,40061,event_oldtales1_prologue,Speech,redhood,redhood,Locale_MainScenario:event_oldtales1_prologue_42,True,,14,14,1.0,,,,5,idle,,3,no,,1,idle,,13,surprise,,15,panic,,17,think,,,,,,,,,
event_oldtales1_prologue_43,40061,event_oldtales1_prologue,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_oldtales1_prologue_43,True,,14,14,1.0,,,,5,idle,,3,no,,1,idle,,13,no,,15,panic,,17,think,,,,,,,,,
event_oldtales1_prologue_44,40061,event_oldtales1_prologue,Speech,dorothy,dorothy,Locale_MainScenario:event_oldtales1_prologue_44,True,,170,170,1.0,,,,5,idle,,3,no,,1,idle,,13,no,,15,idle,,17,think,,,,,,,,,
event_oldtales1_prologue_45,40061,event_oldtales1_prologue,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_oldtales1_prologue_45,True,,13,S_130,0.7,,,,5,idle,,3,no,,1,idle,,13,surprise,,15,idle,,17,think,Low_2,,,,,,,,
event_oldtales1_prologue_46,40061,event_oldtales1_prologue,Speech,dorothy,dorothy,Locale_MainScenario:event_oldtales1_prologue_46,True,,170,17,1.0,,,,5,idle,,3,no,,1,idle,,13,surprise,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_47,40061,event_oldtales1_prologue,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_oldtales1_prologue_47,True,,S_130,13,1.5,,,,5,idle,,3,no,,1,idle,,13,no,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_48,40061,event_oldtales1_prologue,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_oldtales1_prologue_48,True,,13,12,1.0,,,,5,idle,,3,no,,1,think,,13,no,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_49,40061,event_oldtales1_prologue,Speech,snowwhite_o,snowwhite_o,Locale_MainScenario:event_oldtales1_prologue_49,True,,12,12,1.0,,,,5,idle,,3,no,,1,think,,13,no,,15,idle,,17,idle,,,,,,,,,
event_oldtales1_prologue_50,40061,event_oldtales1_prologue,Speech,rapunzel_o,rapunzel_o,Locale_MainScenario:event_oldtales1_prologue_50,True,,12,12,1.0,,,,5,idle,,3,no,,1,surprise,,13,no,,15,idle,,17,idle,,,,,,,,,
