id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
snowfall_speech_noir_01_1,80903,snowfall_speech_noir_01,Monologue,noir_c,Locale_SubScenario:snowfall_speech_noir_01_1,False,BambooForest_s,1,1,1.0,amb_so_bambooforest_2,event_bgm_neverland_snowflakes_sunset,,,,noir_c,1,idle
snowfall_speech_noir_01_2,80903,snowfall_speech_noir_01,Monologue,noir_c,Locale_SubScenario:snowfall_speech_noir_01_2,False,,1,1,1.0,,,,,,,1,idle
snowfall_speech_noir_01_3,80903,snowfall_speech_noir_01,Monologue,noir_c,Locale_SubScenario:snowfall_speech_noir_01_3,False,,1,1,1.0,,,,,,,1,idle
snowfall_speech_noir_01_4,80903,snowfall_speech_noir_01,Choice,noir_c,Locale_SubScenario:snowfall_speech_noir_01_4,False,,1,1,1.0,,,snowfall_speech_noir_01_7,,,,1,idle
snowfall_speech_noir_01_5,80903,snowfall_speech_noir_01,Choice,noir_c,Locale_SubScenario:snowfall_speech_noir_01_5,False,,1,1,1.0,,,snowfall_speech_noir_01_6,,,,1,idle
snowfall_speech_noir_01_6,80903,snowfall_speech_noir_01,Monologue,noir_c,Locale_SubScenario:snowfall_speech_noir_01_6,False,,black,black,1.0,,,,True,,,1,idle
snowfall_speech_noir_01_7,80903,snowfall_speech_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_01_7,True,,1,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_01_8,80903,snowfall_speech_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_01_8,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_01_9,80903,snowfall_speech_noir_01,Self,noir_c,Locale_SubScenario:snowfall_speech_noir_01_9,False,,L_10,L_10,1.0,,,,,,,1,idle
snowfall_speech_noir_01_10,80903,snowfall_speech_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_01_10,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_01_11,80903,snowfall_speech_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_01_11,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_01_12,80903,snowfall_speech_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_01_12,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_01_13,80903,snowfall_speech_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_01_13,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_01_14,80903,snowfall_speech_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_01_14,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_01_15,80903,snowfall_speech_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_01_15,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_01_16,80903,snowfall_speech_noir_01,Speech,noir_c,Locale_SubScenario:snowfall_speech_noir_01_16,True,,L_10,L_10,1.0,,,,,noir_c,,1,idle
snowfall_speech_noir_01_17,80903,snowfall_speech_noir_01,Choice,noir_c,Locale_SubScenario:snowfall_speech_noir_01_17,False,,L_10,L_10,1.0,,,snowfall_speech_noir_01_19,,,,1,idle
snowfall_speech_noir_01_18,80903,snowfall_speech_noir_01,Choice,noir_c,Locale_SubScenario:snowfall_speech_noir_01_18,False,,L_10,L_10,1.0,,,snowfall_speech_noir_01_23,,,,1,idle
