id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
d_contents_madeinrush_08_1,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_1,True,Office,L_130,L_130,1.0,bgm_story_languor,,ade_b,15,idle,mustang,13,idle
d_contents_madeinrush_08_2,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_2,True,,L_130,L_130,1.0,,,,15,idle,,13,idle
d_contents_madeinrush_08_3,82501,d_contents_madeinrush_08,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_08_3,True,,L_130,14,1.0,,,,15,idle,,13,idle
d_contents_madeinrush_08_4,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_4,True,,14,14,1.0,,,,15,idle,,13,idle
d_contents_madeinrush_08_5,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_5,True,,14,14,1.0,,,,15,idle,,13,idle
d_contents_madeinrush_08_6,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_6,True,,14,14,1.0,,,,15,idle,,13,idle
d_contents_madeinrush_08_7,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_7,True,,14,14,1.0,,,,15,idle,,13,idle
d_contents_madeinrush_08_8,82501,d_contents_madeinrush_08,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_08_8,False,,14,14,1.0,,,,15,shy2,,13,idle
d_contents_madeinrush_08_9,82501,d_contents_madeinrush_08,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_08_9,True,,14,14,1.0,,,,15,shy2,,13,idle
d_contents_madeinrush_08_10,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_10,True,,14,14,1.0,,,,15,shy2,,13,idle
d_contents_madeinrush_08_11,82501,d_contents_madeinrush_08,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_08_11,True,,14,14,1.0,,,,15,shy2,,13,idle
d_contents_madeinrush_08_12,82501,d_contents_madeinrush_08,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_08_12,True,,14,14,1.0,,,,15,shy2,,13,idle
d_contents_madeinrush_08_13,82501,d_contents_madeinrush_08,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_08_13,True,,14,14,1.0,,,,15,shy2,,13,idle
d_contents_madeinrush_08_14,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_14,True,,14,L_130,1.0,,,,15,shy2,,13,think
d_contents_madeinrush_08_15,82501,d_contents_madeinrush_08,Narration,,,Locale_SubScenario:d_contents_madeinrush_08_15,False,,black,black,1.0,,,,15,shy2,,13,think
d_contents_madeinrush_08_16,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_16,True,,L_130,L_130,1.0,,,,15,shy2,,13,think
d_contents_madeinrush_08_17,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_17,True,,L_130,L_130,1.0,,,,15,shy2,,13,think
d_contents_madeinrush_08_18,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_18,True,,L_130,L_130,1.0,,,,15,shy2,,13,think
d_contents_madeinrush_08_19,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_19,True,,L_130,L_130,1.0,,,,15,shy2,,13,think
d_contents_madeinrush_08_20,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_20,True,,L_130,L_1300,1.0,,,,15,shy2,,13,think
d_contents_madeinrush_08_21,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_21,True,,L_1300,L_1300,1.0,,,,15,shy2,,13,think
d_contents_madeinrush_08_22,82501,d_contents_madeinrush_08,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_08_22,True,,L_1300,14,1.0,,,,15,idle,,13,think
d_contents_madeinrush_08_23,82501,d_contents_madeinrush_08,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_08_23,True,,14,14,1.0,,,,15,idle,,13,think
d_contents_madeinrush_08_24,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_24,True,,14,14,1.0,,,,15,idle,,13,delight
d_contents_madeinrush_08_25,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_25,True,,14,14,1.0,,,,15,idle,,13,good
d_contents_madeinrush_08_26,82501,d_contents_madeinrush_08,Speech,mustang,mustang,Locale_SubScenario:d_contents_madeinrush_08_26,True,,14,14,1.0,,,,15,idle,,13,good
d_contents_madeinrush_08_27,82501,d_contents_madeinrush_08,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_08_27,True,,14,150,1.0,,,,15,surprise2,,13,good
d_contents_madeinrush_08_28,82501,d_contents_madeinrush_08,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_08_28,False,,150,150,1.0,,,,15,shy2,,13,good
d_contents_madeinrush_08_29,82501,d_contents_madeinrush_08,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_08_29,True,,150,150,1.0,,,,15,shy2,,13,good
d_contents_madeinrush_08_30,82501,d_contents_madeinrush_08,Speech,ade_b,ade_b,Locale_SubScenario:d_contents_madeinrush_08_30,True,,150,150,1.0,,,,15,shy2,,13,good
