id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
snowfall_speech_npc_day3_01_1,80903,snowfall_speech_npc_day3_01,Speech,ludmilla_w,ludmilla_w,Locale_SubScenario:snowfall_speech_npc_day3_01_1,True,HotSpringInnOut_s,2,2,1.0,amb_so_inn_out_2,event_bgm_neverland_snowflakes_sunset,ludmilla_w,3,surprise,lumi_01,1,idle
snowfall_speech_npc_day3_01_2,80903,snowfall_speech_npc_day3_01,Speech,ludmilla_w,ludmilla_w,Locale_SubScenario:snowfall_speech_npc_day3_01_2,True,,2,2,1.0,,,,3,surprise,,1,idle
snowfall_speech_npc_day3_01_3,80903,snowfall_speech_npc_day3_01,Speech,ludmilla_w,ludmilla_w,Locale_SubScenario:snowfall_speech_npc_day3_01_3,True,,2,2,1.0,,,,3,surprise,,1,idle
snowfall_speech_npc_day3_01_4,80903,snowfall_speech_npc_day3_01,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_speech_npc_day3_01_4,True,,2,2,1.0,,,,3,surprise,,1,idle
snowfall_speech_npc_day3_01_5,80903,snowfall_speech_npc_day3_01,Speech,ludmilla_w,ludmilla_w,Locale_SubScenario:snowfall_speech_npc_day3_01_5,True,,2,2,1.0,,,,3,think,,1,idle
snowfall_speech_npc_day3_01_6,80903,snowfall_speech_npc_day3_01,Speech,ludmilla_w,ludmilla_w,Locale_SubScenario:snowfall_speech_npc_day3_01_6,True,,2,2,1.0,,,,3,think,,1,idle
snowfall_speech_npc_day3_01_7,80903,snowfall_speech_npc_day3_01,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_speech_npc_day3_01_7,True,,2,2,1.0,,,,3,think,,1,idle
snowfall_speech_npc_day3_01_8,80903,snowfall_speech_npc_day3_01,Speech,ludmilla_w,ludmilla_w,Locale_SubScenario:snowfall_speech_npc_day3_01_8,True,,2,2,1.0,,,,3,think,,1,idle
snowfall_speech_npc_day3_01_9,80903,snowfall_speech_npc_day3_01,Speech,ludmilla_w,ludmilla_w,Locale_SubScenario:snowfall_speech_npc_day3_01_9,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day3_01_10,80903,snowfall_speech_npc_day3_01,Speech,lumi_01,lumi_01,Locale_SubScenario:snowfall_speech_npc_day3_01_10,True,,2,2,1.0,,,,3,idle,,1,idle
snowfall_speech_npc_day3_01_11,80903,snowfall_speech_npc_day3_01,Narration,,,Locale_SubScenario:snowfall_speech_npc_day3_01_11,False,,black,black,1.0,,,,3,idle,,1,idle
