id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim
event_ce003_2_epilogue_1,40042,event_ce003_2_epilogue,Monologue,Locale_SubScenario:event_ce003_2_epilogue_1,False,Corridor,black,black,1.0,bgm_story_inwonderland,,,,,,,,,,,
event_ce003_2_epilogue_2,40042,event_ce003_2_epilogue,Monologue,Locale_SubScenario:event_ce003_2_epilogue_2,False,,black,black,1.0,,,,,,,,,,,,
event_ce003_2_epilogue_3,40042,event_ce003_2_epilogue,Monologue,Locale_SubScenario:event_ce003_2_epilogue_3,False,,15,12,2.0,,,,,,,,,,,,
event_ce003_2_epilogue_4,40042,event_ce003_2_epilogue,Self,Locale_SubScenario:event_ce003_2_epilogue_4,False,,12,12,1.0,,,,,,,,,,,,
event_ce003_2_epilogue_5,40042,event_ce003_2_epilogue,Speech,Locale_SubScenario:event_ce003_2_epilogue_5,True,CommanderRoom,12,2,2.0,,anis,anis,anis,3,void,rapi,1,idle,neon,13,idle
event_ce003_2_epilogue_6,40042,event_ce003_2_epilogue,Speech,Locale_SubScenario:event_ce003_2_epilogue_6,True,,2,10,1.0,,rapi,rapi,,3,void,,1,idle,,13,idle
event_ce003_2_epilogue_7,40042,event_ce003_2_epilogue,Speech,Locale_SubScenario:event_ce003_2_epilogue_7,True,,10,S_130,1.0,,neon,neon,,3,void,,1,idle,,13,idle
event_ce003_2_epilogue_8,40042,event_ce003_2_epilogue,Self,Locale_SubScenario:event_ce003_2_epilogue_8,False,,S_130,S_130,1.0,,neon,,,3,void,,1,idle,,13,idle
event_ce003_2_epilogue_9,40042,event_ce003_2_epilogue,Monologue,Locale_SubScenario:event_ce003_2_epilogue_9,False,,S_130,12,1.0,,neon,,,3,void,,1,idle,,13,idle
event_ce003_2_epilogue_10,40042,event_ce003_2_epilogue,Monologue,Locale_SubScenario:event_ce003_2_epilogue_10,False,,12,12,1.0,,neon,,,3,void,,1,idle,,13,idle
event_ce003_2_epilogue_11,40042,event_ce003_2_epilogue,Self,Locale_SubScenario:event_ce003_2_epilogue_11,False,,12,12,1.0,,neon,,,3,void,,1,idle,,13,idle
