id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,fade,set_camera_shake
event_oldtales2_01_s_1,40062,event_oldtales2_01_s,Speech,redhood,redhood,Locale_MainScenario:event_oldtales2_01_s_1,True,black,black,1.0,none,,,,,,,
event_oldtales2_01_s_2,40062,event_oldtales2_01_s,Speech,redhood,redhood,Locale_MainScenario:event_oldtales2_01_s_2,True,black,black,1.0,,,,,,,,
event_oldtales2_01_s_3,40062,event_oldtales2_01_s,Narration,redhood,,Locale_MainScenario:event_oldtales2_01_s_3,False,black,black,1.0,,sfx_scn_hugeclockalarm,,,,,,
event_oldtales2_01_s_4,40062,event_oldtales2_01_s,Narration,redhood,,Locale_MainScenario:event_oldtales2_01_s_4,False,black,black,1.0,,,,,,,,
event_oldtales2_01_s_5,40062,event_oldtales2_01_s,Narration,cinderella,,Locale_MainScenario:event_oldtales2_01_s_5,False,S_10,S_100,1.0,event_bgm_oldtales_wall,,cinderella,1,pain,Laboratory,,
event_oldtales2_01_s_6,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_6,True,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_7,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_7,True,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_8,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_8,True,S_100,S_10,0.7,,,,1,pain,,,
event_oldtales2_01_s_9,40062,event_oldtales2_01_s,Speech,CGresearcher,CGresearcher,Locale_MainScenario:event_oldtales2_01_s_9,True,S_10,S_10,1.0,,,,1,pain,,,
event_oldtales2_01_s_10,40062,event_oldtales2_01_s,Speech,CGofficer,CGofficer,Locale_MainScenario:event_oldtales2_01_s_10,True,S_10,S_10,1.0,,,,1,pain,,,
event_oldtales2_01_s_11,40062,event_oldtales2_01_s,Speech,CGresearcher,CGresearcher,Locale_MainScenario:event_oldtales2_01_s_11,True,S_10,S_10,1.0,,,,1,pain,,,
event_oldtales2_01_s_12,40062,event_oldtales2_01_s,Speech,CGofficer,CGofficer,Locale_MainScenario:event_oldtales2_01_s_12,True,S_10,S_10,1.0,,,,1,pain,,,
event_oldtales2_01_s_13,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_13,True,S_10,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_14,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_14,True,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_15,40062,event_oldtales2_01_s,Speech,CGofficer,CGofficer,Locale_MainScenario:event_oldtales2_01_s_15,True,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_16,40062,event_oldtales2_01_s,Speech,CGresearcher,CGresearcher,Locale_MainScenario:event_oldtales2_01_s_16,True,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_17,40062,event_oldtales2_01_s,Speech,CGresearcher,CGresearcher,Locale_MainScenario:event_oldtales2_01_s_17,True,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_18,40062,event_oldtales2_01_s,Speech,CGofficer,CGofficer,Locale_MainScenario:event_oldtales2_01_s_18,True,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_19,40062,event_oldtales2_01_s,Speech,CGresearcher,CGresearcher,Locale_MainScenario:event_oldtales2_01_s_19,True,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_20,40062,event_oldtales2_01_s,Speech,CGresearcher,CGresearcher,Locale_MainScenario:event_oldtales2_01_s_20,True,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_21,40062,event_oldtales2_01_s,Speech,CGofficer,CGofficer,Locale_MainScenario:event_oldtales2_01_s_21,True,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_22,40062,event_oldtales2_01_s,Speech,CGofficer,CGofficer,Locale_MainScenario:event_oldtales2_01_s_22,True,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_23,40062,event_oldtales2_01_s,Speech,CGofficer,CGofficer,Locale_MainScenario:event_oldtales2_01_s_23,True,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_24,40062,event_oldtales2_01_s,Speech,CGresearcher,CGresearcher,Locale_MainScenario:event_oldtales2_01_s_24,True,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_25,40062,event_oldtales2_01_s,Speech,CGofficer,CGofficer,Locale_MainScenario:event_oldtales2_01_s_25,True,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_26,40062,event_oldtales2_01_s,Speech,CGofficer,CGofficer,Locale_MainScenario:event_oldtales2_01_s_26,True,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_27,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_27,True,S_100,S_10,1.0,,,,1,sad,,,
event_oldtales2_01_s_28,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_28,True,S_10,S_10,1.0,,,,1,sad,,,
event_oldtales2_01_s_29,40062,event_oldtales2_01_s,Speech,CGresearcher,CGresearcher,Locale_MainScenario:event_oldtales2_01_s_29,True,S_10,S_10,1.0,,,,1,sad,,,
event_oldtales2_01_s_30,40062,event_oldtales2_01_s,Speech,CGofficer,CGofficer,Locale_MainScenario:event_oldtales2_01_s_30,False,S_10,S_10,1.0,,,,1,sad,,,
event_oldtales2_01_s_31,40062,event_oldtales2_01_s,Speech,CGresearcher,CGresearcher,Locale_MainScenario:event_oldtales2_01_s_31,True,S_10,S_10,1.0,,,,1,sad,,,
event_oldtales2_01_s_32,40062,event_oldtales2_01_s,Speech,CGofficer,CGofficer,Locale_MainScenario:event_oldtales2_01_s_32,True,S_10,S_10,1.0,,,,1,sad,,,
event_oldtales2_01_s_33,40062,event_oldtales2_01_s,Speech,CGofficer,CGofficer,Locale_MainScenario:event_oldtales2_01_s_33,True,S_10,S_100,1.0,,,,1,sad,,,
event_oldtales2_01_s_34,40062,event_oldtales2_01_s,Speech,CGofficer,CGofficer,Locale_MainScenario:event_oldtales2_01_s_34,True,S_100,S_100,1.0,,,,1,sad,,,
event_oldtales2_01_s_35,40062,event_oldtales2_01_s,Speech,CGofficer,CGofficer,Locale_MainScenario:event_oldtales2_01_s_35,True,S_100,S_100,1.0,,,,1,sad,,,
event_oldtales2_01_s_36,40062,event_oldtales2_01_s,Speech,CGofficer,CGofficer,Locale_MainScenario:event_oldtales2_01_s_36,True,S_100,S_100,1.0,,,,1,sad,,,
event_oldtales2_01_s_37,40062,event_oldtales2_01_s,Speech,CGofficer,CGofficer,Locale_MainScenario:event_oldtales2_01_s_37,True,S_100,S_100,1.0,,,,1,sad,,,
event_oldtales2_01_s_38,40062,event_oldtales2_01_s,Speech,CGresearcher,CGresearcher,Locale_MainScenario:event_oldtales2_01_s_38,True,S_100,S_100,1.0,,,,1,sad,,,
event_oldtales2_01_s_39,40062,event_oldtales2_01_s,Speech,CGofficer,CGofficer,Locale_MainScenario:event_oldtales2_01_s_39,True,S_100,S_100,1.0,,,,1,sad,,,
event_oldtales2_01_s_40,40062,event_oldtales2_01_s,Speech,CGofficer,CGofficer,Locale_MainScenario:event_oldtales2_01_s_40,True,S_100,S_100,1.0,,,,1,sad,,,
event_oldtales2_01_s_41,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_41,True,S_100,S_10,1.0,,,,1,pain,,black,
event_oldtales2_01_s_42,40062,event_oldtales2_01_s,Narration,cinderella,,Locale_MainScenario:event_oldtales2_01_s_42,False,black,black,1.0,,sfx_scn_dentistdrill,,1,pain,,,
event_oldtales2_01_s_43,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_43,True,S_10,S_10,1.0,,,,1,pain,,,
event_oldtales2_01_s_44,40062,event_oldtales2_01_s,Narration,cinderella,,Locale_MainScenario:event_oldtales2_01_s_44,False,black,black,1.0,,sfx_scn_goresawing,,1,pain,,,
event_oldtales2_01_s_45,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_45,True,S_10,S_10,1.0,,,,1,pain,,,
event_oldtales2_01_s_46,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_46,True,S_10,S_100,1.0,,,,1,pain,,black,
event_oldtales2_01_s_47,40062,event_oldtales2_01_s,Narration,cinderella,,Locale_MainScenario:event_oldtales2_01_s_47,False,black,black,1.0,,sfx_scn_3injection,,1,pain,,,
event_oldtales2_01_s_48,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_48,True,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_49,40062,event_oldtales2_01_s,Narration,cinderella,,Locale_MainScenario:event_oldtales2_01_s_49,False,black,black,1.0,,sfx_scn_heavyspark,,1,pain,,,
event_oldtales2_01_s_50,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_50,True,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_51,40062,event_oldtales2_01_s,Narration,cinderella,,Locale_MainScenario:event_oldtales2_01_s_51,False,black,black,1.0,,sfx_scn_mudbubble,,1,pain,,,
event_oldtales2_01_s_52,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_52,True,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_53,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_53,True,S_100,S_10,1.0,,,,1,pain,,black,
event_oldtales2_01_s_54,40062,event_oldtales2_01_s,Speech,CGresearcher,CGresearcher,Locale_MainScenario:event_oldtales2_01_s_54,False,S_10,S_10,1.0,,,,1,pain,,,
event_oldtales2_01_s_55,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_55,True,S_10,S_10,1.0,,,,1,pain,,,
event_oldtales2_01_s_56,40062,event_oldtales2_01_s,Speech,CGresearcher,CGresearcher,Locale_MainScenario:event_oldtales2_01_s_56,False,S_10,S_10,1.0,,,,1,pain,,,
event_oldtales2_01_s_57,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_57,True,S_10,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_58,40062,event_oldtales2_01_s,Speech,CGresearcher,CGresearcher,Locale_MainScenario:event_oldtales2_01_s_58,False,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_59,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_59,True,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_60,40062,event_oldtales2_01_s,Speech,CGresearcher,CGresearcher,Locale_MainScenario:event_oldtales2_01_s_60,True,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_61,40062,event_oldtales2_01_s,Speech,CGresearcher,CGresearcher,Locale_MainScenario:event_oldtales2_01_s_61,True,S_100,S_10,0.7,,,,1,pain,,,
event_oldtales2_01_s_62,40062,event_oldtales2_01_s,Speech,CGresearcher,CGresearcher,Locale_MainScenario:event_oldtales2_01_s_62,True,S_10,S_10,1.0,,,,1,pain,,,
event_oldtales2_01_s_63,40062,event_oldtales2_01_s,Speech,CGresearcher,CGresearcher,Locale_MainScenario:event_oldtales2_01_s_63,True,S_10,S_10,1.0,,,,1,pain,,,
event_oldtales2_01_s_64,40062,event_oldtales2_01_s,Speech,CGresearcher,CGresearcher,Locale_MainScenario:event_oldtales2_01_s_64,True,S_10,S_10,1.0,,,,1,pain,,,
event_oldtales2_01_s_65,40062,event_oldtales2_01_s,Speech,CGresearcher,CGresearcher,Locale_MainScenario:event_oldtales2_01_s_65,True,S_10,S_10,0.7,,,,1,pain,,,
event_oldtales2_01_s_66,40062,event_oldtales2_01_s,Speech,CGresearcher,CGresearcher,Locale_MainScenario:event_oldtales2_01_s_66,False,S_10,S_10,1.0,,,,1,pain,,,
event_oldtales2_01_s_67,40062,event_oldtales2_01_s,Speech,CGresearcher,CGresearcher,Locale_MainScenario:event_oldtales2_01_s_67,True,S_10,S_10,1.0,,,,1,pain,,,
event_oldtales2_01_s_68,40062,event_oldtales2_01_s,Speech,CGresearcher,CGresearcher,Locale_MainScenario:event_oldtales2_01_s_68,True,S_10,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_69,40062,event_oldtales2_01_s,Speech,CGresearcher,CGresearcher,Locale_MainScenario:event_oldtales2_01_s_69,True,S_100,S_100,1.0,,,,1,pain,,,
event_oldtales2_01_s_70,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_70,False,S_100,S_100,1.0,,,,1,sad,,,
event_oldtales2_01_s_71,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_71,False,S_100,S_10,1.0,,,,1,sad,,,
event_oldtales2_01_s_72,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_72,False,S_10,S_10,1.0,,,,1,sad,,,
event_oldtales2_01_s_73,40062,event_oldtales2_01_s,Speech,cinderella,cinderella,Locale_MainScenario:event_oldtales2_01_s_73,False,S_10,S_10,1.0,,,,1,sad,,,
