id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,highlight,speaker
snowfall_speech_noirblanc_01_1,80903,snowfall_speech_noirblanc_01,Monologue,Locale_SubScenario:snowfall_speech_noirblanc_01_1,False,noir_c,1,idle,blanc_c,13,idle,HotSpringInnIn_n,12,12,1.0,amb_so_inn_in_3,event_bgm_neverland_hugme_night,,,,
snowfall_speech_noirblanc_01_2,80903,snowfall_speech_noirblanc_01,Monologue,Locale_SubScenario:snowfall_speech_noirblanc_01_2,False,,1,idle,,13,idle,,12,12,1.0,,,,,,
snowfall_speech_noirblanc_01_3,80903,snowfall_speech_noirblanc_01,Monologue,Locale_SubScenario:snowfall_speech_noirblanc_01_3,False,,1,idle,,13,idle,,12,12,1.0,,,,,,
snowfall_speech_noirblanc_01_4,80903,snowfall_speech_noirblanc_01,Choice,Locale_SubScenario:snowfall_speech_noirblanc_01_4,False,,1,idle,,13,idle,,12,12,1.0,,,snowfall_speech_noirblanc_01_7,,,
snowfall_speech_noirblanc_01_5,80903,snowfall_speech_noirblanc_01,Choice,Locale_SubScenario:snowfall_speech_noirblanc_01_5,False,,1,idle,,13,idle,,12,12,1.0,,,snowfall_speech_noirblanc_01_6,,,
snowfall_speech_noirblanc_01_6,80903,snowfall_speech_noirblanc_01,Monologue,Locale_SubScenario:snowfall_speech_noirblanc_01_6,False,,1,idle,,13,idle,,black,black,1.0,,,,True,,
snowfall_speech_noirblanc_01_7,80903,snowfall_speech_noirblanc_01,Speech,Locale_SubScenario:snowfall_speech_noirblanc_01_7,True,,1,idle,,13,idle,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_01_8,80903,snowfall_speech_noirblanc_01,Speech,Locale_SubScenario:snowfall_speech_noirblanc_01_8,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_01_9,80903,snowfall_speech_noirblanc_01,Self,Locale_SubScenario:snowfall_speech_noirblanc_01_9,False,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,
snowfall_speech_noirblanc_01_10,80903,snowfall_speech_noirblanc_01,Speech,Locale_SubScenario:snowfall_speech_noirblanc_01_10,True,,1,surprise,,13,idle,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_01_11,80903,snowfall_speech_noirblanc_01,Speech,Locale_SubScenario:snowfall_speech_noirblanc_01_11,True,,1,surprise,,13,idle,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_01_12,80903,snowfall_speech_noirblanc_01,Speech,Locale_SubScenario:snowfall_speech_noirblanc_01_12,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_01_13,80903,snowfall_speech_noirblanc_01,Speech,Locale_SubScenario:snowfall_speech_noirblanc_01_13,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_01_14,80903,snowfall_speech_noirblanc_01,Speech,Locale_SubScenario:snowfall_speech_noirblanc_01_14,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_01_15,80903,snowfall_speech_noirblanc_01,Speech,Locale_SubScenario:snowfall_speech_noirblanc_01_15,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_01_16,80903,snowfall_speech_noirblanc_01,Monologue,Locale_SubScenario:snowfall_speech_noirblanc_01_16,False,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,
snowfall_speech_noirblanc_01_17,80903,snowfall_speech_noirblanc_01,Monologue,Locale_SubScenario:snowfall_speech_noirblanc_01_17,False,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,
snowfall_speech_noirblanc_01_18,80903,snowfall_speech_noirblanc_01,Choice,Locale_SubScenario:snowfall_speech_noirblanc_01_18,False,,1,idle,,13,idle,,12,12,1.0,,,snowfall_speech_noirblanc_01_20,,blanc_c,
snowfall_speech_noirblanc_01_19,80903,snowfall_speech_noirblanc_01,Choice,Locale_SubScenario:snowfall_speech_noirblanc_01_19,False,,1,idle,,13,idle,,12,12,1.0,,,snowfall_speech_noirblanc_01_28,,blanc_c,
snowfall_speech_noirblanc_01_20,80903,snowfall_speech_noirblanc_01,Speech,Locale_SubScenario:snowfall_speech_noirblanc_01_20,True,,1,surprise,,13,shy,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_01_21,80903,snowfall_speech_noirblanc_01,Speech,Locale_SubScenario:snowfall_speech_noirblanc_01_21,True,,1,surprise,,13,shy,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_01_22,80903,snowfall_speech_noirblanc_01,Speech,Locale_SubScenario:snowfall_speech_noirblanc_01_22,True,,1,surprise,,13,shy,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_01_23,80903,snowfall_speech_noirblanc_01,Speech,Locale_SubScenario:snowfall_speech_noirblanc_01_23,True,,1,surprise,,13,shy,,12,12,1.0,,,,,blanc_c,blanc_c
