id,event_id,group_id,speech_window,highlight,speaker,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,play_sound,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id
event_ce02_3_06_e_1,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_1,True,p12,13,idle,ce_02_02,1,angry,Factory,12,12,1.0,event_bgm_ce002_story_1,,,,
event_ce02_3_06_e_2,40027,event_ce02_3_06_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_06_e_2,True,,13,idle,,1,angry,,12,12,1.0,,,,,
event_ce02_3_06_e_3,40027,event_ce02_3_06_e,Narration,,,Locale_SubScenario:event_ce02_3_06_e_3,False,,13,idle,,1,angry,GateKeeper_Sleep_In,12,6,1.0,,sfx_scn_earthquake,Low_,,
event_ce02_3_06_e_4,40027,event_ce02_3_06_e,Monologue,,,Locale_SubScenario:event_ce02_3_06_e_4,False,,13,idle,,1,angry,,6,6,1.0,,,,,
event_ce02_3_06_e_5,40027,event_ce02_3_06_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_06_e_5,False,,13,idle,,1,surprise,,6,6,1.0,,,,,
event_ce02_3_06_e_6,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_6,True,,13,idle,,1,surprise,,6,6,1.0,,,,,
event_ce02_3_06_e_7,40027,event_ce02_3_06_e,Monologue,,,Locale_SubScenario:event_ce02_3_06_e_7,False,,13,idle,,1,surprise,,6,6,1.0,,,,,
event_ce02_3_06_e_8,40027,event_ce02_3_06_e,Narration,,,Locale_SubScenario:event_ce02_3_06_e_8,False,,13,idle,,1,surprise,Factory,black,black,1.0,,sfx_scn_fragment,Low_2,,
event_ce02_3_06_e_9,40027,event_ce02_3_06_e,Monologue,,,Locale_SubScenario:event_ce02_3_06_e_9,False,,13,idle,,1,surprise,,black,black,1.0,,,,,
event_ce02_3_06_e_10,40027,event_ce02_3_06_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_06_e_10,True,,13,idle,,1,idle,,12,12,1.0,,,,,
event_ce02_3_06_e_11,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_11,True,,13,idle,,1,idle,,12,12,1.0,,,,,
event_ce02_3_06_e_12,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_12,True,,13,idle,,1,idle,,12,130,1.0,,,,,
event_ce02_3_06_e_13,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_13,True,,13,idle,,1,idle,,130,130,1.0,,,,,
event_ce02_3_06_e_14,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_14,True,,13,idle,,1,idle,,130,130,1.0,,,,,
event_ce02_3_06_e_15,40027,event_ce02_3_06_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_06_e_15,False,,13,idle,,1,surprise,,10,10,1.0,,,,,
event_ce02_3_06_e_16,40027,event_ce02_3_06_e,Monologue,,,Locale_SubScenario:event_ce02_3_06_e_16,False,,13,idle,,1,surprise,,10,6,1.0,,,,,
event_ce02_3_06_e_17,40027,event_ce02_3_06_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_06_e_17,True,,13,idle,,1,delight,,12,12,1.0,,,,,
event_ce02_3_06_e_18,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_18,True,,13,idle,,1,delight,,12,12,1.0,,,,,
event_ce02_3_06_e_19,40027,event_ce02_3_06_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_06_e_19,True,,13,idle,,1,delight,,12,12,1.0,,,,,
event_ce02_3_06_e_20,40027,event_ce02_3_06_e,Monologue,,,Locale_SubScenario:event_ce02_3_06_e_20,False,,13,idle,,1,delight,,12,130,1.0,,,,,
event_ce02_3_06_e_21,40027,event_ce02_3_06_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_06_e_21,False,,13,idle,,1,surprise,,10,10,1.0,,,,,
event_ce02_3_06_e_22,40027,event_ce02_3_06_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_06_e_22,True,,13,idle,,1,surprise,,10,10,1.0,,,,,
event_ce02_3_06_e_23,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_23,True,,13,idle,,1,surprise,,10,12,1.0,,,,,
event_ce02_3_06_e_24,40027,event_ce02_3_06_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_06_e_24,True,,13,idle,,1,surprise,,12,12,1.0,,,,,
event_ce02_3_06_e_25,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_25,True,,13,idle,,1,surprise,,12,12,1.0,,,,,
event_ce02_3_06_e_26,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_26,True,,13,idle,,1,surprise,,12,12,1.0,,,,,
event_ce02_3_06_e_27,40027,event_ce02_3_06_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_06_e_27,True,,13,idle,,1,surprise,,12,12,1.0,,,,,
event_ce02_3_06_e_28,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_28,True,,13,idle,,1,surprise,,12,12,1.0,,,,,
event_ce02_3_06_e_29,40027,event_ce02_3_06_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_06_e_29,True,,13,idle,,1,idle,,12,12,1.0,,,,,
event_ce02_3_06_e_30,40027,event_ce02_3_06_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_06_e_30,True,,13,idle,,1,idle,,12,12,1.0,,,,,
event_ce02_3_06_e_31,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_31,True,,13,idle,,1,idle,,12,12,1.0,,,,,
event_ce02_3_06_e_32,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_32,True,,13,idle,,1,idle,,12,12,1.0,,,,,
event_ce02_3_06_e_33,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_33,True,,13,idle,,1,idle,,12,12,1.0,,,,,
event_ce02_3_06_e_34,40027,event_ce02_3_06_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_06_e_34,False,,13,idle,,1,angry,,12,10,0.6,,,,,
event_ce02_3_06_e_35,40027,event_ce02_3_06_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_06_e_35,True,,13,idle,,1,angry,,10,10,1.0,,,,,
event_ce02_3_06_e_36,40027,event_ce02_3_06_e,Monologue,,,Locale_SubScenario:event_ce02_3_06_e_36,False,,13,idle,,1,angry,,130,130,1.0,,,,,
event_ce02_3_06_e_37,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_37,True,,13,idle,,1,angry,,130,130,1.0,,,,,
event_ce02_3_06_e_38,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_38,True,,13,idle,,1,angry,,130,130,1.0,,,,,
event_ce02_3_06_e_39,40027,event_ce02_3_06_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_06_e_39,True,,13,idle,,1,angry,,10,10,1.0,,,,,
event_ce02_3_06_e_40,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_40,True,,13,idle,,1,angry,,130,13,1.0,,,,,
event_ce02_3_06_e_41,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_41,True,,13,idle,,1,angry,,13,13,1.0,,,,,
event_ce02_3_06_e_42,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_42,True,,13,idle,,1,angry,,13,13,1.0,,,,,
event_ce02_3_06_e_43,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_43,True,,13,idle,,1,angry,,13,13,1.0,,,,,
event_ce02_3_06_e_44,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_44,True,,13,idle,,1,angry,,13,13,1.0,,,,,
event_ce02_3_06_e_45,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_45,True,,13,idle,,1,angry,,13,13,1.0,,,,,
event_ce02_3_06_e_46,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_46,True,,13,idle,,1,angry,,13,13,1.0,,,,,
event_ce02_3_06_e_47,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_47,True,,13,idle,,1,angry,,13,12,1.0,,,,,
event_ce02_3_06_e_48,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_48,True,,13,idle,,1,angry,,12,12,1.0,,,,,
event_ce02_3_06_e_49,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_49,True,,13,idle,,1,angry,,12,12,1.0,,,,,
event_ce02_3_06_e_50,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_50,True,,13,idle,,1,angry,,12,12,1.0,,,,,
event_ce02_3_06_e_51,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_51,True,,13,idle,,1,angry,,12,12,1.0,,,,,
event_ce02_3_06_e_52,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_52,True,,13,idle,,1,angry,,12,130,1.0,,,,,
event_ce02_3_06_e_53,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_53,True,,13,idle,,1,angry,,130,130,1.0,,,,,
event_ce02_3_06_e_54,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_54,True,,13,idle,,1,angry,,130,130,1.0,,,,,
event_ce02_3_06_e_55,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_55,True,,13,idle,,1,angry,,130,130,1.0,,,,,
event_ce02_3_06_e_56,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_56,True,,13,idle,,1,angry,,130,130,1.0,,,,,
event_ce02_3_06_e_57,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_57,True,,13,idle,,1,angry,,130,12,1.0,,,,,
event_ce02_3_06_e_58,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_58,True,,13,idle,,1,angry,,12,12,1.0,,,,,
event_ce02_3_06_e_59,40027,event_ce02_3_06_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_06_e_59,True,,13,idle,,1,think,,12,12,1.0,,,,,
event_ce02_3_06_e_60,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_60,True,,13,idle,,1,think,,12,12,1.0,,,,,
event_ce02_3_06_e_61,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_61,True,,13,idle,,1,think,,12,12,1.0,,,,,
event_ce02_3_06_e_62,40027,event_ce02_3_06_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_06_e_62,True,,13,idle,,1,think,,12,12,1.0,,,,,
event_ce02_3_06_e_63,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_63,True,,13,idle,,1,think,,12,130,1.0,,,,,
event_ce02_3_06_e_64,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_64,True,,13,idle,,1,think,,130,130,1.0,,,,,
event_ce02_3_06_e_65,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_65,True,,13,idle,,1,think,,130,130,1.0,,,,,
event_ce02_3_06_e_66,40027,event_ce02_3_06_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_06_e_66,True,,13,idle,,1,delight,,10,10,1.0,,,,,
event_ce02_3_06_e_67,40027,event_ce02_3_06_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_06_e_67,True,,13,idle,,1,delight,,10,10,1.0,,,,,
event_ce02_3_06_e_68,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_68,False,,13,idle,,1,delight,,130,1300,1.0,,,,,
event_ce02_3_06_e_69,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_69,True,,13,idle,,1,delight,,1300,1300,1.0,,,,,
event_ce02_3_06_e_70,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_70,True,,13,idle,,1,delight,,1300,1300,1.0,,,,,
event_ce02_3_06_e_71,40027,event_ce02_3_06_e,Speech,p12,p12,Locale_SubScenario:event_ce02_3_06_e_71,True,,13,idle,,1,delight,,1300,1300,1.0,,,,,
event_ce02_3_06_e_72,40027,event_ce02_3_06_e,Narration,,,Locale_SubScenario:event_ce02_3_06_e_72,False,,13,idle,,1,delight,White,1300,130,1.0,,,,p12,
event_ce02_3_06_e_73,40027,event_ce02_3_06_e,Monologue,,,Locale_SubScenario:event_ce02_3_06_e_73,False,,,,,1,delight,,130,130,1.0,,,,,
event_ce02_3_06_e_74,40027,event_ce02_3_06_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_06_e_74,True,,,,,1,think,Factory,10,10,1.0,,,,,
event_ce02_3_06_e_75,40027,event_ce02_3_06_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_06_e_75,False,,,,,1,think,,10,10,1.0,,,,,
event_ce02_3_06_e_76,40027,event_ce02_3_06_e,Narration,,,Locale_SubScenario:event_ce02_3_06_e_76,False,,,,,1,think,,10,1,1.0,,sfx_scn_down,,,
event_ce02_3_06_e_77,40027,event_ce02_3_06_e,Monologue,,,Locale_SubScenario:event_ce02_3_06_e_77,False,,,,,1,think,,1,1,1.0,,,,,
event_ce02_3_06_e_78,40027,event_ce02_3_06_e,Speech,ce_02_02,ce_02_02,Locale_SubScenario:event_ce02_3_06_e_78,True,,,,,1,think,,1,1,1.0,,,,,
