id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,play_sound,fade,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,characters/2/hide_char_id,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/3/hide_char_id
event_killthelord_04_s_1,40043,event_killthelord_04_s,Narration,d_w,Locale_SubScenario:event_killthelord_04_s_1,False,d_w,1,special,RoyalRoad,2,1,1.0,bgm_frostpillar,,,,,,,,,,,,,,,,
event_killthelord_04_s_2,40043,event_killthelord_04_s,Monologue,d_w,Locale_SubScenario:event_killthelord_04_s_2,False,,1,special,,1,1,1.0,,,,,,,,,,,,,,,,,
event_killthelord_04_s_3,40043,event_killthelord_04_s,Self,d_w,Locale_SubScenario:event_killthelord_04_s_3,False,,1,special,,1,1,1.0,,,,,,,,,,,,,,,,,
event_killthelord_04_s_4,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_4,True,,1,special,,1,1,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_04_s_5,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_5,True,,1,special,,1,1,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_04_s_6,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_6,True,,1,special,,1,1,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_04_s_7,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_7,True,,1,special,,1,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_04_s_8,40043,event_killthelord_04_s,Self,d_w,Locale_SubScenario:event_killthelord_04_s_8,False,,1,special,,10,10,1.0,,,,,,,,,,,,,,,,,
event_killthelord_04_s_9,40043,event_killthelord_04_s,Monologue,d_w,Locale_SubScenario:event_killthelord_04_s_9,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
event_killthelord_04_s_10,40043,event_killthelord_04_s,Monologue,d_w,Locale_SubScenario:event_killthelord_04_s_10,False,,1,idle,,10,10,1.0,,,,,,,,,,,,,,,,,
event_killthelord_04_s_11,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_11,False,,1,idle,,10,10,1.0,,securitymale,,,,,,,,,,,,,,,
event_killthelord_04_s_12,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_12,True,,1,idle,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_04_s_13,40043,event_killthelord_04_s,Narration,d_w,Locale_SubScenario:event_killthelord_04_s_13,False,,1,idle,,10,10,1.0,,,sfx_scn_remotesignal,,,,,,,,,,,,,,
event_killthelord_04_s_14,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_14,False,,1,idle,,10,10,1.0,,securitymale,,,,,,,,,,,,,,,
event_killthelord_04_s_15,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_15,False,,1,idle,,10,10,1.0,,securitymale,,,,,,,,,,,,,,,
event_killthelord_04_s_16,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_16,True,,1,good,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_04_s_17,40043,event_killthelord_04_s,Self,d_w,Locale_SubScenario:event_killthelord_04_s_17,False,,1,good,,10,10,1.0,,,,,,,,,,,,,,,,,
event_killthelord_04_s_18,40043,event_killthelord_04_s,Self,d_w,Locale_SubScenario:event_killthelord_04_s_18,False,,1,good,,10,10,1.0,,,,,,,,,,,,,,,,,
event_killthelord_04_s_19,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_19,True,,1,good,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_04_s_20,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_20,True,,1,idle,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_04_s_21,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_21,True,,1,good,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_04_s_22,40043,event_killthelord_04_s,Self,d_w,Locale_SubScenario:event_killthelord_04_s_22,False,,1,good,,10,10,1.0,none,,,,,,,,,,,,,,,,
event_killthelord_04_s_23,40043,event_killthelord_04_s,Monologue,d_w,Locale_SubScenario:event_killthelord_04_s_23,False,,1,idle,Restaurant,black,black,1.0,,,,black,,,,,,,,,,,,,
event_killthelord_04_s_24,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_24,True,,1,surprise,,10,10,1.0,bgm_intotheswarm,d_w,,,,,,,,,,,,,,,
event_killthelord_04_s_25,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_25,True,,1,surprise,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_04_s_26,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_26,True,,1,surprise,,10,10,1.0,,d_w,,,,,,,,,,,,,,,
event_killthelord_04_s_27,40043,event_killthelord_04_s,Speech,rosanna_m,Locale_SubScenario:event_killthelord_04_s_27,True,,1,surprise,,10,12,1.0,,rosanna_m,,,rosanna_m,13,idle,,,,,,,,,,
event_killthelord_04_s_28,40043,event_killthelord_04_s,Speech,rosanna_m,Locale_SubScenario:event_killthelord_04_s_28,True,,1,surprise,,12,12,1.0,,rosanna_m,,,,13,good,,,,,,,,,,
event_killthelord_04_s_29,40043,event_killthelord_04_s,Monologue,d_w,Locale_SubScenario:event_killthelord_04_s_29,False,,1,idle,,12,10,1.0,,,sfx_scn_handtouchsmooth,,,13,good,,,,,,,,,,
event_killthelord_04_s_30,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_30,True,,1,good,,10,10,1.0,,d_w,,,,13,good,,,,,,,,,,
event_killthelord_04_s_31,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_31,True,,1,good,,10,10,1.0,,d_w,,,,13,good,,,,,,,,,,
event_killthelord_04_s_32,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_32,True,,1,good,,10,10,1.0,,d_w,,,,13,good,,,,,,,,,,
event_killthelord_04_s_33,40043,event_killthelord_04_s,Speech,rosanna_m,Locale_SubScenario:event_killthelord_04_s_33,True,,1,good,,10,12,1.0,,rosanna_m,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_34,40043,event_killthelord_04_s,Speech,rosanna_m,Locale_SubScenario:event_killthelord_04_s_34,True,,1,good,,12,12,1.0,,rosanna_m,,,,13,angry,,,,,,,,,,
event_killthelord_04_s_35,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_35,True,,1,idle,,12,12,1.0,,d_w,,,,13,angry,,,,,,,,,,
event_killthelord_04_s_36,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_36,True,,1,good,,12,12,1.0,,d_w,,,,13,angry,,,,,,,,,,
event_killthelord_04_s_37,40043,event_killthelord_04_s,Speech,rosanna_m,Locale_SubScenario:event_killthelord_04_s_37,True,,1,good,,12,12,1.0,,rosanna_m,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_38,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_38,True,,1,good,,12,12,1.0,,d_w,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_39,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_39,True,,1,idle,,12,12,1.0,,d_w,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_40,40043,event_killthelord_04_s,Speech,rosanna_m,Locale_SubScenario:event_killthelord_04_s_40,True,,1,idle,,12,12,1.0,,rosanna_m,,,,13,good,,,,,,,,,,
event_killthelord_04_s_41,40043,event_killthelord_04_s,Speech,rosanna_m,Locale_SubScenario:event_killthelord_04_s_41,True,,1,idle,,12,12,1.0,,rosanna_m,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_42,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_42,True,,1,idle,,12,12,1.0,,d_w,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_43,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_43,True,,1,think,,12,12,1.0,,d_w,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_44,40043,event_killthelord_04_s,Narration,d_w,Locale_SubScenario:event_killthelord_04_s_44,False,,1,idle,,17,17,1.0,,,sfx_scn_hugeclockalarm,,,13,idle,,,,,,,,,,
event_killthelord_04_s_45,40043,event_killthelord_04_s,Monologue,d_w,Locale_SubScenario:event_killthelord_04_s_45,False,,1,idle,,17,17,1.0,,,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_46,40043,event_killthelord_04_s,Narration,d_w,Locale_SubScenario:event_killthelord_04_s_46,False,,1,idle,,17,19,1.0,,,sfx_scn_hugeclockalarm,,,13,idle,,,,,,,,,,
event_killthelord_04_s_47,40043,event_killthelord_04_s,Monologue,d_w,Locale_SubScenario:event_killthelord_04_s_47,False,,1,idle,,19,19,1.0,,,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_48,40043,event_killthelord_04_s,Monologue,d_w,Locale_SubScenario:event_killthelord_04_s_48,False,,1,idle,,19,19,1.0,,,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_49,40043,event_killthelord_04_s,Narration,d_w,Locale_SubScenario:event_killthelord_04_s_49,False,,1,idle,,black,black,1.0,,,sfx_scn_dooropenlarge,,,13,idle,,,,,,,,,,
event_killthelord_04_s_50,40043,event_killthelord_04_s,Monologue,d_w,Locale_SubScenario:event_killthelord_04_s_50,False,,1,idle,,black,black,1.0,,,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_51,40043,event_killthelord_04_s,Monologue,d_w,Locale_SubScenario:event_killthelord_04_s_51,False,,1,idle,,black,black,1.0,,,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_52,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_52,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_53,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_53,False,,1,idle,,12,12,1.0,,kamila,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_54,40043,event_killthelord_04_s,Monologue,d_w,Locale_SubScenario:event_killthelord_04_s_54,False,,1,idle,,12,12,1.0,,,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_55,40043,event_killthelord_04_s,Speech,rosanna_m,Locale_SubScenario:event_killthelord_04_s_55,True,,1,idle,,12,12,1.0,,rosanna_m,,,,13,good,,,,,,,,,,
event_killthelord_04_s_56,40043,event_killthelord_04_s,Self,d_w,Locale_SubScenario:event_killthelord_04_s_56,False,,1,idle,,12,12,1.0,,,,,,13,good,,,,,,,,,,
event_killthelord_04_s_57,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_57,True,,1,good,,12,10,1.0,,d_w,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_58,40043,event_killthelord_04_s,Monologue,d_w,Locale_SubScenario:event_killthelord_04_s_58,False,,1,good,,black,black,1.0,none,,sfx_scn_glassdooropen,,,13,idle,,,,,,,,,,
event_killthelord_04_s_59,40043,event_killthelord_04_s,Monologue,d_w,Locale_SubScenario:event_killthelord_04_s_59,False,,1,idle,,black,black,1.0,,,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_60,40043,event_killthelord_04_s,Monologue,d_w,Locale_SubScenario:event_killthelord_04_s_60,False,,1,idle,,black,black,1.0,bgm_risk,,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_61,40043,event_killthelord_04_s,Monologue,d_w,Locale_SubScenario:event_killthelord_04_s_61,False,,1,idle,,black,black,1.0,,,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_62,40043,event_killthelord_04_s,Monologue,d_w,Locale_SubScenario:event_killthelord_04_s_62,False,,1,idle,,10,10,1.0,,,,,,13,idle,,,,,,,,,,
event_killthelord_04_s_63,40043,event_killthelord_04_s,Speech,d_w,Locale_SubScenario:event_killthelord_04_s_63,True,,1,special,,10,10,1.0,,d_w,,,,13,idle,,,,,,,,,,
