id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,highlight,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,characters/2/show_char_id,characters/2/set_char_position,characters/2/set_char_anim,jump_target,play_sound,set_camera_shake,characters/0/hide_char_id,characters/1/hide_char_id,characters/2/hide_char_id,fade,characters/3/show_char_id,characters/3/set_char_position,characters/3/set_char_anim,characters/4/show_char_id,characters/4/set_char_position,characters/4/set_char_anim,characters/5/show_char_id,characters/5/set_char_position,characters/5/set_char_anim,characters/6/show_char_id,characters/6/set_char_position,characters/6/set_char_anim,characters/3/hide_char_id,characters/4/hide_char_id,characters/5/hide_char_id,characters/6/hide_char_id
event_neverland1_05_s_1,40034,event_neverland1_05_s,Monologue,Locale_MainScenario:event_neverland1_05_s_1,False,DiningRoom_s,black,black,1.0,bgm_story_leisuretime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_2,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_2,True,,2,2,1.0,,emma,emma,emma,3,idle,mica_w,1,idle,belorta,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_3,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_3,True,,2,2,1.0,,mica_w,mica_w,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_4,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_4,True,,2,2,1.0,,emma,emma,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_5,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_5,True,,2,XS_130,1.0,,belorta,belorta,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_6,40034,event_neverland1_05_s,Self,Locale_MainScenario:event_neverland1_05_s_6,False,,XS_130,XS_130,1.0,,,,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_7,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_7,True,,XS_130,XS_130,1.0,,belorta,belorta,,3,idle,,1,idle,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_8,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_8,True,,XS_130,XS_130,1.0,,belorta,belorta,,3,idle,,1,idle,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_9,40034,event_neverland1_05_s,Choice,Locale_MainScenario:event_neverland1_05_s_9,False,,XS_130,XS_130,1.0,,,,,3,idle,,1,idle,,13,delight,event_neverland1_05_s_11,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_10,40034,event_neverland1_05_s,Choice,Locale_MainScenario:event_neverland1_05_s_10,False,,XS_130,XS_130,1.0,,,,,3,idle,,1,idle,,13,delight,event_neverland1_05_s_11,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_11,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_11,True,,XS_130,XS_130,1.0,,belorta,belorta,,3,idle,,1,idle,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_12,40034,event_neverland1_05_s,Self,Locale_MainScenario:event_neverland1_05_s_12,False,,XS_130,XS_130,1.0,,,,,3,idle,,1,idle,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_13,40034,event_neverland1_05_s,Monologue,Locale_MainScenario:event_neverland1_05_s_13,False,,XS_130,2,1.0,,,,,3,idle,,1,idle,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_14,40034,event_neverland1_05_s,Narration,Locale_MainScenario:event_neverland1_05_s_14,False,,2,30,1.0,,,,,3,idle,,1,idle,,13,idle,,sfx_scn_pour_water,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_15,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_15,True,,30,30,1.0,,emma,emma,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_16,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_16,True,,30,30,1.0,,mica_w,mica_w,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_17,40034,event_neverland1_05_s,Narration,Locale_MainScenario:event_neverland1_05_s_17,False,,30,30,1.0,none,,,,3,surprise,,1,surprise,,13,idle,,sfx_scn_medium_pour_water,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_18,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_18,False,,1,S_10,0.6,,mica_w,mica_w,,3,surprise,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_19,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_19,True,,S_10,2,1.0,bgm_story_herecomestrouble,emma,emma,,3,surprise,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_20,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_20,True,,2,2,1.0,,emma,emma,,3,surprise,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_21,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_21,True,,2,2,1.0,,mica_w,mica_w,,3,surprise,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_22,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_22,True,,2,2,1.0,,emma,emma,,3,idle,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_23,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_23,True,,2,2,1.0,,mica_w,mica_w,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_24,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_24,True,,2,2,1.0,,emma,emma,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_25,40034,event_neverland1_05_s,Monologue,Locale_MainScenario:event_neverland1_05_s_25,False,,2,30,1.0,,,,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_26,40034,event_neverland1_05_s,Narration,Locale_MainScenario:event_neverland1_05_s_26,False,,30,30,1.0,,,,,3,idle,,1,idle,,13,idle,,sfx_scn_cake_powder,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_27,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_27,True,,30,30,1.0,,emma,emma,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_28,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_28,True,,30,30,1.0,,mica_w,mica_w,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_29,40034,event_neverland1_05_s,Narration,Locale_MainScenario:event_neverland1_05_s_29,False,,30,30,1.0,,,,,3,surprise,,1,surprise,,13,idle,,sfx_scn_cake_powderfalls,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_30,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_30,False,,1,S_10,0.6,,mica_w,mica_w,,3,surprise,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_31,40034,event_neverland1_05_s,Self,Locale_MainScenario:event_neverland1_05_s_31,False,,S_10,S_10,1.0,,,,,3,surprise,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_32,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_32,True,,S_10,30,1.0,,emma,emma,,3,surprise,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_33,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_33,True,,30,30,1.0,,belorta,belorta,,3,surprise,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_34,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_34,True,,30,30,1.0,,emma,emma,,3,surprise,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_35,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_35,True,,30,30,1.0,,emma,emma,,3,worry,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_36,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_36,True,,30,30,1.0,,emma,emma,,3,worry,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_37,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_37,True,,30,30,1.0,,emma,emma,,3,worry,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_38,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_38,True,,30,2,1.0,,mica_w,mica_w,,3,worry,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_39,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_39,True,,2,2,1.0,,mica_w,mica_w,,3,worry,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_40,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_40,True,,2,2,1.0,,emma,emma,,3,idle,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_41,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_41,True,,2,12,1.0,,belorta,belorta,,3,idle,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_42,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_42,True,,12,12,1.0,,belorta,belorta,,3,idle,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_43,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_43,True,,12,12,1.0,,mica_w,mica_w,,3,idle,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_44,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_44,True,,12,12,1.0,,mica_w,mica_w,,3,idle,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_45,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_45,True,,12,2,1.0,,emma,emma,,3,idle,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_46,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_46,True,,2,2,1.0,,mica_w,mica_w,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_47,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_47,True,,2,30,1.0,,emma,emma,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_48,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_48,True,,30,30,1.0,,emma,emma,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_49,40034,event_neverland1_05_s,Self,Locale_MainScenario:event_neverland1_05_s_49,False,,30,30,1.0,,,,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_50,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_50,True,,30,30,1.0,,emma,emma,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_51,40034,event_neverland1_05_s,Narration,Locale_MainScenario:event_neverland1_05_s_51,False,,30,30,1.0,,,,,3,idle,,1,idle,,13,idle,,sfx_scn_sugaradding,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_52,40034,event_neverland1_05_s,Monologue,Locale_MainScenario:event_neverland1_05_s_52,False,,30,30,1.0,,,,,3,idle,,1,idle,,13,idle,,sfx_scn_sugarshake,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_53,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_53,True,,30,S_10,1.0,,mica_w,mica_w,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_54,40034,event_neverland1_05_s,Self,Locale_MainScenario:event_neverland1_05_s_54,False,,S_10,S_10,1.0,,,,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_55,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_55,True,,S_10,S_10,1.0,,mica_w,mica_w,,3,idle,,1,idle,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_56,40034,event_neverland1_05_s,Narration,Locale_MainScenario:event_neverland1_05_s_56,False,,S_10,S_10,1.0,,,,,3,surprise,,1,surprise,,13,idle,,sfx_scn_candy_drop,Low_2,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_57,40034,event_neverland1_05_s,Monologue,Locale_MainScenario:event_neverland1_05_s_57,False,,S_10,S_10,1.0,,,,,3,surprise,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_58,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_58,True,,30,30,1.0,,emma,emma,,3,surprise,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_59,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_59,False,,S_10,S_10,1.0,,mica_w,mica_w,,3,surprise,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_60,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_60,False,,XS_130,XS_130,1.0,,belorta,belorta,,3,surprise,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_61,40034,event_neverland1_05_s,Self,Locale_MainScenario:event_neverland1_05_s_61,False,,XS_130,XS_130,1.0,,,,,3,surprise,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_62,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_62,False,,XS_130,30,1.0,,emma,emma,,3,surprise,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_63,40034,event_neverland1_05_s,Self,Locale_MainScenario:event_neverland1_05_s_63,False,,30,30,1.0,,,,,3,surprise,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_64,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_64,True,,30,S_10,1.0,,mica_w,mica_w,,3,surprise,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_65,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_65,True,,S_10,S_100,0.6,,mica_w,mica_w,,3,surprise,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_66,40034,event_neverland1_05_s,Self,Locale_MainScenario:event_neverland1_05_s_66,False,,S_100,S_100,1.0,,,,,3,surprise,,1,surprise,,13,idle,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_67,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_67,True,,S_100,XS_130,1.0,,belorta,belorta,,3,surprise,,1,surprise,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_68,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_68,True,,XS_130,XS_130,1.0,,belorta,belorta,,3,surprise,,1,idle,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_69,40034,event_neverland1_05_s,Self,Locale_MainScenario:event_neverland1_05_s_69,False,,XS_130,XS_130,1.0,,,,,3,surprise,,1,idle,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_70,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_70,True,,XS_130,30,1.0,,emma,emma,,3,idle,,1,idle,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_71,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_71,True,,30,30,1.0,,emma,emma,,3,idle,,1,idle,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_72,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_72,True,,30,30,1.0,,emma,emma,,3,idle,,1,idle,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_73,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_73,True,,30,S_10,1.0,,mica_w,mica_w,,3,idle,,1,idle,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_74,40034,event_neverland1_05_s,Speech,Locale_MainScenario:event_neverland1_05_s_74,True,,S_10,S_10,1.0,,mica_w,mica_w,,3,idle,,1,idle,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
event_neverland1_05_s_75,40034,event_neverland1_05_s,Self,Locale_MainScenario:event_neverland1_05_s_75,False,,S_10,S_10,1.0,,,,,3,idle,,1,idle,,13,delight,,,,,,,,,,,,,,,,,,,,,,,
