id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,speaker,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim
snowfall_speech_ludmilla_24_1,80903,snowfall_speech_ludmilla_24,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_1,False,DiningRoom_d,1,1,1.0,amb_so_restaurant_1,event_bgm_neverland_hugme_day,,,,ludmilla_w,1,think
snowfall_speech_ludmilla_24_2,80903,snowfall_speech_ludmilla_24,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_2,False,,1,1,1.0,,,,,,,1,think
snowfall_speech_ludmilla_24_3,80903,snowfall_speech_ludmilla_24,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_3,False,,1,1,1.0,,,,,,,1,think
snowfall_speech_ludmilla_24_4,80903,snowfall_speech_ludmilla_24,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_4,False,,1,1,1.0,,,snowfall_speech_ludmilla_24_7,,,,1,think
snowfall_speech_ludmilla_24_5,80903,snowfall_speech_ludmilla_24,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_5,False,,1,1,1.0,,,snowfall_speech_ludmilla_24_6,,,,1,think
snowfall_speech_ludmilla_24_6,80903,snowfall_speech_ludmilla_24,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_6,False,,black,black,1.0,,,,True,,,1,think
snowfall_speech_ludmilla_24_7,80903,snowfall_speech_ludmilla_24,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_7,False,,1,10,1.0,,,,,,,1,think
snowfall_speech_ludmilla_24_8,80903,snowfall_speech_ludmilla_24,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_8,False,,10,10,1.0,,,,,,,1,think
snowfall_speech_ludmilla_24_9,80903,snowfall_speech_ludmilla_24,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_9,False,,10,10,1.0,,,,,,,1,think
snowfall_speech_ludmilla_24_10,80903,snowfall_speech_ludmilla_24,Self,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_10,False,,10,10,1.0,,,,,,,1,think
snowfall_speech_ludmilla_24_11,80903,snowfall_speech_ludmilla_24,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_11,True,,10,10,1.0,,,,,ludmilla_w,,1,idle
snowfall_speech_ludmilla_24_12,80903,snowfall_speech_ludmilla_24,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_12,True,,10,10,1.0,,,,,ludmilla_w,,1,idle
snowfall_speech_ludmilla_24_13,80903,snowfall_speech_ludmilla_24,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_13,False,,10,10,1.0,,,,,,,1,idle
snowfall_speech_ludmilla_24_14,80903,snowfall_speech_ludmilla_24,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_14,False,,10,10,1.0,,,,,,,1,idle
snowfall_speech_ludmilla_24_15,80903,snowfall_speech_ludmilla_24,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_15,True,,10,10,1.0,,,,,ludmilla_w,,1,idle
snowfall_speech_ludmilla_24_16,80903,snowfall_speech_ludmilla_24,Self,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_16,False,,10,10,1.0,,,,,,,1,idle
snowfall_speech_ludmilla_24_17,80903,snowfall_speech_ludmilla_24,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_17,False,,10,10,1.0,,,,,,,1,idle
snowfall_speech_ludmilla_24_18,80903,snowfall_speech_ludmilla_24,Self,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_18,False,,10,10,1.0,,,,,,,1,idle
snowfall_speech_ludmilla_24_19,80903,snowfall_speech_ludmilla_24,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_19,True,,10,10,1.0,,,,,ludmilla_w,,1,idle
snowfall_speech_ludmilla_24_20,80903,snowfall_speech_ludmilla_24,Self,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_20,False,,10,10,1.0,,,,,,,1,idle
snowfall_speech_ludmilla_24_21,80903,snowfall_speech_ludmilla_24,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_21,True,,10,10,1.0,,,,,ludmilla_w,,1,idle
snowfall_speech_ludmilla_24_22,80903,snowfall_speech_ludmilla_24,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_22,True,,10,10,1.0,,,,,ludmilla_w,,1,idle
snowfall_speech_ludmilla_24_23,80903,snowfall_speech_ludmilla_24,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_23,True,,10,10,1.0,,,,,ludmilla_w,,1,idle
snowfall_speech_ludmilla_24_24,80903,snowfall_speech_ludmilla_24,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_24,False,,10,10,1.0,,,snowfall_speech_ludmilla_24_26,,,,1,idle
snowfall_speech_ludmilla_24_25,80903,snowfall_speech_ludmilla_24,Choice,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_25,False,,10,10,1.0,,,snowfall_speech_ludmilla_24_28,,,,1,idle
snowfall_speech_ludmilla_24_26,80903,snowfall_speech_ludmilla_24,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_26,True,,10,10,1.0,,,,,ludmilla_w,,1,surprise
snowfall_speech_ludmilla_24_27,80903,snowfall_speech_ludmilla_24,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_27,True,,10,10,1.0,,,snowfall_speech_ludmilla_24_30,,ludmilla_w,,1,think
snowfall_speech_ludmilla_24_28,80903,snowfall_speech_ludmilla_24,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_28,True,,10,10,1.0,,,,,ludmilla_w,,1,smile
snowfall_speech_ludmilla_24_29,80903,snowfall_speech_ludmilla_24,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_29,True,,10,10,1.0,,,snowfall_speech_ludmilla_24_30,,ludmilla_w,,1,idle
snowfall_speech_ludmilla_24_30,80903,snowfall_speech_ludmilla_24,Speech,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_30,True,,10,10,1.0,,,,,ludmilla_w,,1,idle
snowfall_speech_ludmilla_24_31,80903,snowfall_speech_ludmilla_24,Monologue,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_31,False,,10,10,1.0,,,,,,,1,idle
snowfall_speech_ludmilla_24_32,80903,snowfall_speech_ludmilla_24,Narration,ludmilla_w,Locale_SubScenario:snowfall_speech_ludmilla_24_32,False,,black,black,1.0,,,,,,,1,idle
