id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_ambient,play_bgm,jump_target,is_exit_scenario,highlight,speaker
snowfall_speech_noirblanc_06_1,80903,snowfall_speech_noirblanc_06,Monologue,Locale_SubScenario:snowfall_speech_noirblanc_06_1,False,noir_c,1,idle,blanc_c,13,idle,BigHotSpring_n,12,12,1.0,amb_so_hotspring_3,event_bgm_neverland_hugme_night,,,,
snowfall_speech_noirblanc_06_2,80903,snowfall_speech_noirblanc_06,Monologue,Locale_SubScenario:snowfall_speech_noirblanc_06_2,False,,1,idle,,13,idle,,12,12,1.0,,,,,,
snowfall_speech_noirblanc_06_3,80903,snowfall_speech_noirblanc_06,Monologue,Locale_SubScenario:snowfall_speech_noirblanc_06_3,False,,1,idle,,13,idle,,12,12,1.0,,,,,,
snowfall_speech_noirblanc_06_4,80903,snowfall_speech_noirblanc_06,Choice,Locale_SubScenario:snowfall_speech_noirblanc_06_4,False,,1,idle,,13,idle,,12,12,1.0,,,snowfall_speech_noirblanc_06_7,,,
snowfall_speech_noirblanc_06_5,80903,snowfall_speech_noirblanc_06,Choice,Locale_SubScenario:snowfall_speech_noirblanc_06_5,False,,1,idle,,13,idle,,12,12,1.0,,,snowfall_speech_noirblanc_06_6,,,
snowfall_speech_noirblanc_06_6,80903,snowfall_speech_noirblanc_06,Monologue,Locale_SubScenario:snowfall_speech_noirblanc_06_6,False,,1,idle,,13,idle,,black,black,1.0,,,,True,,
snowfall_speech_noirblanc_06_7,80903,snowfall_speech_noirblanc_06,Speech,Locale_SubScenario:snowfall_speech_noirblanc_06_7,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_06_8,80903,snowfall_speech_noirblanc_06,Speech,Locale_SubScenario:snowfall_speech_noirblanc_06_8,True,,1,idle,,13,idle,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_06_9,80903,snowfall_speech_noirblanc_06,Self,Locale_SubScenario:snowfall_speech_noirblanc_06_9,False,,1,idle,,13,idle,,12,12,1.0,,,,,noir_c,
snowfall_speech_noirblanc_06_10,80903,snowfall_speech_noirblanc_06,Speech,Locale_SubScenario:snowfall_speech_noirblanc_06_10,True,,1,idle,,13,delight,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_06_11,80903,snowfall_speech_noirblanc_06,Monologue,Locale_SubScenario:snowfall_speech_noirblanc_06_11,False,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,
snowfall_speech_noirblanc_06_12,80903,snowfall_speech_noirblanc_06,Choice,Locale_SubScenario:snowfall_speech_noirblanc_06_12,False,,1,idle,,13,idle,,12,12,1.0,,,snowfall_speech_noirblanc_06_14,,blanc_c,
snowfall_speech_noirblanc_06_13,80903,snowfall_speech_noirblanc_06,Choice,Locale_SubScenario:snowfall_speech_noirblanc_06_13,False,,1,idle,,13,idle,,12,12,1.0,,,snowfall_speech_noirblanc_06_18,,blanc_c,
snowfall_speech_noirblanc_06_14,80903,snowfall_speech_noirblanc_06,Speech,Locale_SubScenario:snowfall_speech_noirblanc_06_14,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_06_15,80903,snowfall_speech_noirblanc_06,Speech,Locale_SubScenario:snowfall_speech_noirblanc_06_15,True,,1,delight,,13,delight,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_06_16,80903,snowfall_speech_noirblanc_06,Self,Locale_SubScenario:snowfall_speech_noirblanc_06_16,False,,1,idle,,13,idle,,12,12,1.0,,,,,noir_c,
snowfall_speech_noirblanc_06_17,80903,snowfall_speech_noirblanc_06,Speech,Locale_SubScenario:snowfall_speech_noirblanc_06_17,True,,1,idle,,13,delight,,12,12,1.0,,,snowfall_speech_noirblanc_06_24,,blanc_c,blanc_c
snowfall_speech_noirblanc_06_18,80903,snowfall_speech_noirblanc_06,Speech,Locale_SubScenario:snowfall_speech_noirblanc_06_18,True,,1,idle,,13,idle,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_06_19,80903,snowfall_speech_noirblanc_06,Speech,Locale_SubScenario:snowfall_speech_noirblanc_06_19,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_06_20,80903,snowfall_speech_noirblanc_06,Speech,Locale_SubScenario:snowfall_speech_noirblanc_06_20,True,,1,idle,,13,delight,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_06_21,80903,snowfall_speech_noirblanc_06,Speech,Locale_SubScenario:snowfall_speech_noirblanc_06_21,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_06_22,80903,snowfall_speech_noirblanc_06,Self,Locale_SubScenario:snowfall_speech_noirblanc_06_22,False,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,
snowfall_speech_noirblanc_06_23,80903,snowfall_speech_noirblanc_06,Self,Locale_SubScenario:snowfall_speech_noirblanc_06_23,False,,1,idle,,13,idle,,12,12,1.0,,,snowfall_speech_noirblanc_06_24,,blanc_c,
snowfall_speech_noirblanc_06_24,80903,snowfall_speech_noirblanc_06,Speech,Locale_SubScenario:snowfall_speech_noirblanc_06_24,True,,1,idle,,13,idle,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_06_25,80903,snowfall_speech_noirblanc_06,Speech,Locale_SubScenario:snowfall_speech_noirblanc_06_25,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_06_26,80903,snowfall_speech_noirblanc_06,Speech,Locale_SubScenario:snowfall_speech_noirblanc_06_26,True,,1,idle,,13,idle,,12,12,1.0,,,,,blanc_c,blanc_c
snowfall_speech_noirblanc_06_27,80903,snowfall_speech_noirblanc_06,Speech,Locale_SubScenario:snowfall_speech_noirblanc_06_27,True,,1,idle,,13,idle,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_06_28,80903,snowfall_speech_noirblanc_06,Speech,Locale_SubScenario:snowfall_speech_noirblanc_06_28,True,,1,idle,,13,idle,,12,12,1.0,,,,,noir_c,noir_c
snowfall_speech_noirblanc_06_29,80903,snowfall_speech_noirblanc_06,Narration,Locale_SubScenario:snowfall_speech_noirblanc_06_29,False,,1,idle,,13,idle,,black,black,1.0,,,,,noir_c,
