id,event_id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,set_filter_01,speaker,fade,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/0/hide_char_id,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_ce006_3_03_s_1,40080,event_ce006_3_03_s,Narration,art,Locale_MainScenario:event_ce006_3_03_s_1,False,Hospital_n,black,black,1.0,sfx_scn_memorynoise,none,Grey,,,art,2,idle,,com,12,idle
event_ce006_3_03_s_2,40080,event_ce006_3_03_s,Speech,art,Locale_MainScenario:event_ce006_3_03_s_2,False,,1,1,1.0,,bgm_floraltribute,Grey,art,,,2,idle,,,12,idle
event_ce006_3_03_s_3,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_3,True,,1,1,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_4,40080,event_ce006_3_03_s,Speech,art,Locale_MainScenario:event_ce006_3_03_s_4,True,,1,1,1.0,,,Grey,art,,,2,idle,,,12,idle
event_ce006_3_03_s_5,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_5,True,,1,1,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_6,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_6,True,,1,1,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_7,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_7,True,,1,1,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_8,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_8,True,,1,1,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_9,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_9,True,,1,1,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_10,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_10,True,,1,1,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_11,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_11,True,,1,1,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_12,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_12,True,,1,1,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_13,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_13,True,,1,1,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_14,40080,event_ce006_3_03_s,Speech,art,Locale_MainScenario:event_ce006_3_03_s_14,True,,1,1,1.0,,,Grey,art,,,2,idle,,,12,idle
event_ce006_3_03_s_15,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_15,False,,1,1,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_16,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_16,True,,1,1,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_17,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_17,True,,1,1,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_18,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_18,True,,1,1,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_19,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_19,True,,1,1,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_20,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_20,True,,1,1,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_21,40080,event_ce006_3_03_s,Speech,art,Locale_MainScenario:event_ce006_3_03_s_21,True,,1,1,1.0,,,Grey,art,,,2,idle,,,12,idle
event_ce006_3_03_s_22,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_22,True,,1,1,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_23,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_23,True,,1,1,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_24,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_24,True,,1,1,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_25,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_25,True,,1,1,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_26,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_26,True,,1,1,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_27,40080,event_ce006_3_03_s,Speech,art,Locale_MainScenario:event_ce006_3_03_s_27,True,,1,1,1.0,,,Grey,art,,,2,idle,,,12,idle
event_ce006_3_03_s_28,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_28,False,,1,1,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_29,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_29,True,,1,120,1.3,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_30,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_30,False,,120,120,1.0,,,Grey,art,,,2,idle,,,12,idle
event_ce006_3_03_s_31,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_31,True,,120,120,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_32,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_32,True,,120,120,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_33,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_33,True,,120,120,1.0,,,Grey,com,,,2,idle,,,12,idle
event_ce006_3_03_s_34,40080,event_ce006_3_03_s,Speech,art,Locale_MainScenario:event_ce006_3_03_s_34,True,,120,1,1.0,,,Grey,art,,,2,idle,,,12,idle
event_ce006_3_03_s_35,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_35,True,,1,12,1.0,,,Grey,com,,,2,idle,art,,12,idle
event_ce006_3_03_s_36,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_36,True,,12,12,1.0,,,Grey,com,,,,,,,12,idle
event_ce006_3_03_s_37,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_37,True,,12,12,1.0,,,Grey,com,,,,,,,12,idle
event_ce006_3_03_s_38,40080,event_ce006_3_03_s,Narration,com,Locale_MainScenario:event_ce006_3_03_s_38,False,Desert_03,black,black,1.0,,none,Grey,,black,ce006_02,2,idle,,,12,idle
event_ce006_3_03_s_39,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_39,True,,1,1,1.0,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_40,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_40,True,,1,1,1.0,,,,com,,,2,idle,,,12,idle
event_ce006_3_03_s_41,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_41,True,,1,1,1.0,,,,com,,,2,idle,,,12,idle
event_ce006_3_03_s_42,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_42,False,,1,1,1.0,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_43,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_43,True,,1,1,1.0,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_44,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_44,True,,1,1,1.0,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_45,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_45,False,,1,1,1.0,,,,com,,,2,idle,,,12,idle
event_ce006_3_03_s_46,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_46,True,,1,1,1.0,,,,ce006_02,,,2,smile,,,12,idle
event_ce006_3_03_s_47,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_47,True,,1,1,1.0,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_48,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_48,True,,1,1,1.0,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_49,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_49,True,,1,1,1.0,,,,com,,,2,idle,,,12,idle
event_ce006_3_03_s_50,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_50,True,,1,1,1.0,,,,com,,,2,idle,,,12,idle
event_ce006_3_03_s_51,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_51,True,,1,1,1.0,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_52,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_52,True,,1,1,1.0,,,,ce006_02,,,2,idle,,,12,idle
event_ce006_3_03_s_53,40080,event_ce006_3_03_s,Narration,ce006_02,Locale_MainScenario:event_ce006_3_03_s_53,False,,black,black,1.0,,bgm_story_enormousgap,,,,,16,idle,ce006_02,,12,idle
event_ce006_3_03_s_54,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_54,False,,12,120,1.3,,,,com,,,,,,,12,idle
event_ce006_3_03_s_55,40080,event_ce006_3_03_s,Narration,com,Locale_MainScenario:event_ce006_3_03_s_55,False,,120,120,1.0,,,,,,,,,,,12,idle
event_ce006_3_03_s_56,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_56,False,,120,120,1.0,,,,com,,,,,,,12,idle
event_ce006_3_03_s_57,40080,event_ce006_3_03_s,Narration,com,Locale_MainScenario:event_ce006_3_03_s_57,False,,black,black,1.0,,,,,,,,,,,12,idle
event_ce006_3_03_s_58,40080,event_ce006_3_03_s,Narration,com,Locale_MainScenario:event_ce006_3_03_s_58,False,,black,black,1.0,,,,,,,,,,,12,idle
event_ce006_3_03_s_59,40080,event_ce006_3_03_s,Narration,com,Locale_MainScenario:event_ce006_3_03_s_59,False,,120,12,1.3,,,,,,,,,,,12,idle
event_ce006_3_03_s_60,40080,event_ce006_3_03_s,Narration,com,Locale_MainScenario:event_ce006_3_03_s_60,False,,12,12,1.0,,,,,,,,,,,12,idle
event_ce006_3_03_s_61,40080,event_ce006_3_03_s,Narration,ce006_02,Locale_MainScenario:event_ce006_3_03_s_61,False,,12,16,1.5,,,,,,ce006_02,16,idle,,,12,idle
event_ce006_3_03_s_62,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_62,True,,16,16,1.0,,,,ce006_02,,,16,idle,,,12,idle
event_ce006_3_03_s_63,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_63,True,,12,12,1.0,,,,com,,,16,idle,,,12,idle
event_ce006_3_03_s_64,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_64,True,,12,12,1.0,,,,com,,,16,idle,,,12,idle
event_ce006_3_03_s_65,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_65,True,,16,16,1.0,,,,ce006_02,,,16,idle,,,12,idle
event_ce006_3_03_s_66,40080,event_ce006_3_03_s,Speech,ce006_02,Locale_MainScenario:event_ce006_3_03_s_66,True,,16,16,1.0,,,,ce006_02,,,16,idle,,,12,idle
event_ce006_3_03_s_67,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_67,True,,12,12,1.0,,,,com,,,16,idle,,,12,idle
event_ce006_3_03_s_68,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_68,True,,12,12,1.0,,,,com,,,16,idle,,,12,idle
event_ce006_3_03_s_69,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_69,True,,12,12,1.0,,,,com,,,16,idle,,,12,idle
event_ce006_3_03_s_70,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_70,True,,12,12,1.0,,,,com,,,16,idle,,,12,idle
event_ce006_3_03_s_71,40080,event_ce006_3_03_s,Speech,com,Locale_MainScenario:event_ce006_3_03_s_71,True,,12,12,1.0,,,,com,,,16,idle,,,12,idle
