id,event_id,group_id,speech_window,scenario_localkey,play_lipSync,set_background,set_start_camera,set_end_camera,set_camera_duration,play_sound,play_bgm,highlight,speaker,set_camera_shake,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,characters/1/show_char_id,characters/1/set_char_position,characters/1/set_char_anim
event_unbreakablesphere2_05_s_1,40076,event_unbreakablesphere2_05_s,Narration,Locale_MainScenario:event_unbreakablesphere2_05_s_1,False,TreeOfWater_r,black,black,1.0,sfx_scn_tsunamiquakefar,event_bgm_ubsphere_blackspace,,,,littlemermaid,1,surprise,,,
event_unbreakablesphere2_05_s_2,40076,event_unbreakablesphere2_05_s,Speech,Locale_MainScenario:event_unbreakablesphere2_05_s_2,False,,L_100,L_10,0.5,,,littlemermaid,littlemermaid,,,1,surprise,,,
event_unbreakablesphere2_05_s_3,40076,event_unbreakablesphere2_05_s,Narration,Locale_MainScenario:event_unbreakablesphere2_05_s_3,False,,L_10,L_10,1.0,,,littlemermaid,,,,1,surprise,,,
event_unbreakablesphere2_05_s_4,40076,event_unbreakablesphere2_05_s,Speech,Locale_MainScenario:event_unbreakablesphere2_05_s_4,True,,L_10,L_10,1.0,,,littlemermaid,littlemermaid,,,1,surprise,,,
event_unbreakablesphere2_05_s_5,40076,event_unbreakablesphere2_05_s,Narration,Locale_MainScenario:event_unbreakablesphere2_05_s_5,False,,L_10,L_10,1.0,,,littlemermaid,,,,1,surprise,,,
event_unbreakablesphere2_05_s_6,40076,event_unbreakablesphere2_05_s,Speech,Locale_MainScenario:event_unbreakablesphere2_05_s_6,True,,L_10,L_10,1.0,,,littlemermaid,littlemermaid,,,1,surprise,,,
event_unbreakablesphere2_05_s_7,40076,event_unbreakablesphere2_05_s,Speech,Locale_MainScenario:event_unbreakablesphere2_05_s_7,True,,L_10,L_10,1.0,,,littlemermaid,littlemermaid,,,1,surprise,,,
event_unbreakablesphere2_05_s_8,40076,event_unbreakablesphere2_05_s,Narration,Locale_MainScenario:event_unbreakablesphere2_05_s_8,False,,L_10,L_10,1.0,,,littlemermaid,,,,1,surprise,,,
event_unbreakablesphere2_05_s_9,40076,event_unbreakablesphere2_05_s,Narration,Locale_MainScenario:event_unbreakablesphere2_05_s_9,False,,L_10,L_10,1.0,sfx_scn_largewinchpull,,littlemermaid,,Low_2,,1,surprise,,,
event_unbreakablesphere2_05_s_10,40076,event_unbreakablesphere2_05_s,Narration,Locale_MainScenario:event_unbreakablesphere2_05_s_10,False,,L_10,L_10,1.0,,,littlemermaid,,,,1,surprise,,,
event_unbreakablesphere2_05_s_11,40076,event_unbreakablesphere2_05_s,Narration,Locale_MainScenario:event_unbreakablesphere2_05_s_11,False,,L_10,L_10,1.0,sfx_scn_mudbubble,,littlemermaid,,,,1,surprise,,,
event_unbreakablesphere2_05_s_12,40076,event_unbreakablesphere2_05_s,Narration,Locale_MainScenario:event_unbreakablesphere2_05_s_12,False,,L_10,L_10,1.0,,,littlemermaid,,,,1,surprise,,,
event_unbreakablesphere2_05_s_13,40076,event_unbreakablesphere2_05_s,Speech,Locale_MainScenario:event_unbreakablesphere2_05_s_13,True,,L_10,L_10,1.0,,,littlemermaid,littlemermaid,,,1,surprise,,,
event_unbreakablesphere2_05_s_14,40076,event_unbreakablesphere2_05_s,Speech,Locale_MainScenario:event_unbreakablesphere2_05_s_14,True,,L_10,L_100,1.0,,,littlemermaid,littlemermaid,,,1,surprise,,,
