id,group_id,speech_window,highlight,scenario_localkey,play_lipSync,characters/0/show_char_id,characters/0/set_char_position,characters/0/set_char_anim,set_background,set_start_camera,set_end_camera,set_camera_duration,play_bgm,speaker,characters/0/hide_char_id,set_filter_01
d_nikke_mana_04_1,d_nikke_mana_04,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_04_1,False,mana,1,idle,Bar,1,1,1.0,bgm_story_monochrome,,,
d_nikke_mana_04_2,d_nikke_mana_04,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_04_2,False,,1,idle,,1,1,1.0,,,,
d_nikke_mana_04_3,d_nikke_mana_04,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_04_3,False,,1,idle,,1,1,1.0,,,,
d_nikke_mana_04_4,d_nikke_mana_04,Self,mana,Locale_NikkeEpisode:d_nikke_mana_04_4,False,,1,idle,,1,1,1.0,,,,
d_nikke_mana_04_5,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_5,True,,1,idle,,1,10,1.0,,mana,,
d_nikke_mana_04_6,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_6,True,,1,idle,,10,10,1.0,,mana,,
d_nikke_mana_04_7,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_7,True,,1,idle,,10,10,1.0,,mana,,
d_nikke_mana_04_8,d_nikke_mana_04,Self,mana,Locale_NikkeEpisode:d_nikke_mana_04_8,False,,1,idle,,10,10,1.0,,,,
d_nikke_mana_04_9,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_9,True,,1,idle,,10,10,1.0,,mana,,
d_nikke_mana_04_10,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_10,True,,1,idle,,10,10,1.0,,mana,,
d_nikke_mana_04_11,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_11,False,,1,idle,,10,10,1.0,,mana,,
d_nikke_mana_04_12,d_nikke_mana_04,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_04_12,False,,1,idle,,10,10,1.0,,,,
d_nikke_mana_04_13,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_13,True,,1,idle,,10,100,1.0,,mana,,
d_nikke_mana_04_14,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_14,True,,1,idle,,100,100,1.0,,mana,,
d_nikke_mana_04_15,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_15,True,,1,idle,,100,100,1.0,,mana,,
d_nikke_mana_04_16,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_16,True,,1,idle,,100,100,1.0,,mana,,
d_nikke_mana_04_17,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_17,True,,1,idle,,100,100,1.0,,mana,,
d_nikke_mana_04_18,d_nikke_mana_04,Self,mana,Locale_NikkeEpisode:d_nikke_mana_04_18,False,,1,idle,,100,100,1.0,,,,
d_nikke_mana_04_19,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_19,True,,1,idle,,100,10,1.0,,mana,,
d_nikke_mana_04_20,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_20,True,syuen,1,angry,MissilisOffice,black,black,1.0,,mana,mana,Grey
d_nikke_mana_04_21,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_21,True,,1,angry,,1,1,1.0,,mana,,Grey
d_nikke_mana_04_22,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_22,True,,1,angry,,1,1,1.0,,mana,,Grey
d_nikke_mana_04_23,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_23,True,,1,angry,,1,1,1.0,,mana,,Grey
d_nikke_mana_04_24,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_24,True,,1,angry,,1,1,1.0,,mana,,Grey
d_nikke_mana_04_25,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_25,True,,1,angry,,1,1,1.0,,mana,,Grey
d_nikke_mana_04_26,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_26,True,,1,angry,,1,1,1.0,,mana,,Grey
d_nikke_mana_04_27,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_27,True,,1,angry,,1,1,1.0,,mana,,Grey
d_nikke_mana_04_28,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_28,True,,1,angry,,1,1,1.0,,mana,,Grey
d_nikke_mana_04_29,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_29,True,,1,angry,Park,1,1,1.0,,mana,syuen,Grey
d_nikke_mana_04_30,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_30,True,,,,,1,1,1.0,,mana,,Grey
d_nikke_mana_04_31,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_31,True,,,,,1,1,1.0,,mana,,Grey
d_nikke_mana_04_32,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_32,True,,,,Bar,1,1,1.0,,mana,,Grey
d_nikke_mana_04_33,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_33,True,,,,,1,1,1.0,,mana,,Grey
d_nikke_mana_04_34,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_34,True,mana,1,delight,,black,black,1.0,,mana,,Grey
d_nikke_mana_04_35,d_nikke_mana_04,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_04_35,False,,1,delight,,10,10,1.0,,,,
d_nikke_mana_04_36,d_nikke_mana_04,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_04_36,False,,1,delight,,10,10,1.0,,,,
d_nikke_mana_04_37,d_nikke_mana_04,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_04_37,False,,1,delight,,10,10,1.0,,,,
d_nikke_mana_04_38,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_38,True,,1,delight,,10,10,1.0,,mana,,
d_nikke_mana_04_39,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_39,True,,1,delight,,10,10,1.0,,mana,,
d_nikke_mana_04_40,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_40,True,,1,delight,,10,10,1.0,,mana,,
d_nikke_mana_04_41,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_41,True,,1,delight,,10,10,1.0,,mana,,
d_nikke_mana_04_42,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_42,True,,1,delight,,10,10,1.0,,mana,,
d_nikke_mana_04_43,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_43,True,,1,delight,,10,10,1.0,,mana,,
d_nikke_mana_04_44,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_44,True,,1,delight,,10,10,1.0,,mana,,
d_nikke_mana_04_45,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_45,True,,1,delight,,10,10,1.0,,mana,,
d_nikke_mana_04_46,d_nikke_mana_04,Self,mana,Locale_NikkeEpisode:d_nikke_mana_04_46,False,,1,delight,,10,10,1.0,,,,
d_nikke_mana_04_47,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_47,True,,1,delight,,10,1,1.0,,mana,,
d_nikke_mana_04_48,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_48,True,,1,delight,,1,1,1.0,,mana,,
d_nikke_mana_04_49,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_49,True,,1,delight,,1,1,1.0,,mana,,
d_nikke_mana_04_50,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_50,True,,1,delight,,1,1,1.0,,mana,,
d_nikke_mana_04_51,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_51,True,,1,delight,,1,1,1.0,,mana,,
d_nikke_mana_04_52,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_52,True,,1,delight,,1,1,1.0,,mana,,
d_nikke_mana_04_53,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_53,True,,1,delight,,1,1,1.0,,mana,,
d_nikke_mana_04_54,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_54,True,,1,delight,,1,1,1.0,,mana,,
d_nikke_mana_04_55,d_nikke_mana_04,Self,mana,Locale_NikkeEpisode:d_nikke_mana_04_55,False,,1,delight,,1,1,1.0,,,,
d_nikke_mana_04_56,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_56,True,,1,delight,,1,1,1.0,,mana,,
d_nikke_mana_04_57,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_57,True,,1,delight,,1,1,1.0,,mana,,
d_nikke_mana_04_58,d_nikke_mana_04,Self,mana,Locale_NikkeEpisode:d_nikke_mana_04_58,False,,1,delight,,1,1,1.0,,,,
d_nikke_mana_04_59,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_59,True,,1,delight,,1,1,1.0,,mana,,
d_nikke_mana_04_60,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_60,True,,1,delight,,1,1,1.0,,mana,,
d_nikke_mana_04_61,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_61,True,,1,delight,,1,1,1.0,,mana,,
d_nikke_mana_04_62,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_62,True,,1,delight,,1,1,1.0,,mana,,
d_nikke_mana_04_63,d_nikke_mana_04,Self,mana,Locale_NikkeEpisode:d_nikke_mana_04_63,False,,1,delight,,1,1,1.0,,,,
d_nikke_mana_04_64,d_nikke_mana_04,Self,mana,Locale_NikkeEpisode:d_nikke_mana_04_64,False,,1,delight,,1,1,1.0,,,,
d_nikke_mana_04_65,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_65,True,,1,delight,,1,1,1.0,,mana,,
d_nikke_mana_04_66,d_nikke_mana_04,Self,mana,Locale_NikkeEpisode:d_nikke_mana_04_66,False,,1,delight,,1,1,1.0,,,,
d_nikke_mana_04_67,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_67,True,,1,delight,,1,10,1.0,,mana,,
d_nikke_mana_04_68,d_nikke_mana_04,Self,mana,Locale_NikkeEpisode:d_nikke_mana_04_68,False,,1,delight,,10,10,1.0,,,,
d_nikke_mana_04_69,d_nikke_mana_04,Self,mana,Locale_NikkeEpisode:d_nikke_mana_04_69,False,,1,delight,,10,10,1.0,,,,
d_nikke_mana_04_70,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_70,False,,1,delight,,10,10,1.0,,mana,,
d_nikke_mana_04_71,d_nikke_mana_04,Speech,mana,Locale_NikkeEpisode:d_nikke_mana_04_71,True,,1,delight,,10,10,1.0,,mana,,
d_nikke_mana_04_72,d_nikke_mana_04,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_04_72,False,,1,delight,,10,10,1.0,,,,
d_nikke_mana_04_73,d_nikke_mana_04,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_04_73,False,,1,delight,,10,10,1.0,,,,
d_nikke_mana_04_74,d_nikke_mana_04,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_04_74,False,,1,delight,,black,black,1.0,,,,
d_nikke_mana_04_75,d_nikke_mana_04,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_04_75,False,,1,delight,,black,black,1.0,,,,
d_nikke_mana_04_76,d_nikke_mana_04,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_04_76,False,,1,delight,,black,black,1.0,,,,
d_nikke_mana_04_77,d_nikke_mana_04,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_04_77,False,,1,delight,,black,black,1.0,,,,
d_nikke_mana_04_78,d_nikke_mana_04,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_04_78,False,,1,delight,,black,black,1.0,,,,
d_nikke_mana_04_79,d_nikke_mana_04,Monologue,mana,Locale_NikkeEpisode:d_nikke_mana_04_79,False,,1,delight,,black,black,1.0,,,,
